scenario,batch_index,user_index,bs_index,total_energy,maximum_path_energy,raw_max_delay_s,active_max_delay_s,energy_support_delay_s,rms_delay_spread_s,active_path_count
uma,0,2,14,1.1473064429355462e-16,2.931492356685468e-17,0.9999999403953552,1.8729316479948466e-06,1.8729316479948466e-06,3.574282563010859e-07,16
uma,0,2,15,1.5744816459617508e-15,3.295464267005213e-16,1.0,5.867567551831598e-07,5.867567551831598e-07,7.957109295092577e-08,16
uma,0,2,16,3.9964929975574364e-17,1.4220371275948194e-17,0.9999998807907104,3.577021288947435e-06,3.577021288947435e-06,5.501930578857004e-07,16
uma,0,2,17,1.4563102217460452e-15,9.612766218943425e-16,0.9999999403953552,3.0166513624863e-06,3.0166513624863e-06,3.8543192376634217e-07,16
uma,0,2,18,2.3521620356999693e-15,9.876188171583592e-16,1.0,1.565287107041513e-06,1.565287107041513e-06,2.817338222677312e-07,16
uma,0,2,19,1.0381022202835028e-15,1.6638125246106372e-16,1.0,5.033875822846312e-07,5.033875822846312e-07,1.268612472979815e-07,16
uma,0,2,20,6.091644704044559e-17,1.9350624844340876e-17,0.9999991655349731,6.9864909164607525e-06,6.9864909164607525e-06,7.140955703953356e-07,16
uma,0,3,0,1.0053452938327769e-13,1.750447456796457e-14,4.7280258286264143e-07,4.7280258286264143e-07,4.7280258286264143e-07,1.1407885567923927e-07,24
uma,0,3,1,1.175373690890754e-13,3.682794561389417e-14,2.061170789602329e-06,2.061170789602329e-06,2.061170789602329e-06,1.386209196237457e-07,24
uma,0,3,2,6.562943496269827e-17,1.1170864895833663e-17,3.552739826773177e-06,3.552739826773177e-06,3.552739826773177e-06,9.199867045660914e-07,24
uma,0,3,3,7.926808727391881e-13,1.5265202025615404e-13,1.747537112350983e-06,1.747537112350983e-06,1.747537112350983e-06,1.837817250310369e-07,24
uma,0,3,4,5.387323735774059e-14,1.2224426928619109e-14,9.018355626722041e-07,9.018355626722041e-07,9.018355626722041e-07,1.2504107774173325e-07,24
uma,0,3,5,1.0685757597137623e-13,2.7833475541721997e-14,1.898179471027106e-05,1.898179471027106e-05,1.898179471027106e-05,2.108840255166532e-06,24
uma,0,3,6,4.181533973036858e-14,7.021595236261823e-15,6.494784884125693e-06,6.494784884125693e-06,6.494784884125693e-06,1.203072149603838e-06,24
uma,0,3,7,1.5463953797861524e-13,4.099586609854905e-14,7.450487828464247e-06,7.450487828464247e-06,7.450487828464247e-06,8.994322107544318e-07,24
uma,0,3,8,8.939288797219122e-14,4.413967292799664e-14,3.2242130032500427e-07,3.2242130032500427e-07,3.2242130032500427e-07,3.0574441361134077e-08,24
uma,0,3,9,1.4767695244725493e-15,3.3865589547132685e-16,4.050511051900685e-06,4.050511051900685e-06,4.050511051900685e-06,5.89976179750356e-07,24
uma,0,3,10,1.086402650368298e-12,3.549068862147148e-13,1.7474683318141615e-06,1.7474683318141615e-06,1.7474683318141615e-06,3.1878338120830667e-07,24
uma,0,3,11,4.46324324605376e-16,7.528373248659058e-17,1.2642527735806652e-06,1.2642527735806652e-06,1.2642527735806652e-06,1.6475147529894127e-07,24
uma,0,3,12,4.399404782344629e-15,1.4553885271148103e-15,1.2009404599666595e-06,1.2009404599666595e-06,1.2009404599666595e-06,1.9638950074018095e-07,24
uma,0,3,13,3.4315562809490012e-15,7.226775521086139e-16,1.7050620044756215e-06,1.7050620044756215e-06,1.7050620044756215e-06,2.879627247189932e-07,24
uma,0,3,14,2.101926321906187e-13,3.844876348725601e-14,2.97841552310274e-06,2.97841552310274e-06,2.97841552310274e-06,4.4216658674245063e-07,24
uma,0,3,15,7.790495858697035e-15,3.39094563246798e-15,8.83708617038792e-06,8.83708617038792e-06,8.83708617038792e-06,8.107199408892302e-07,24
uma,0,3,16,1.8562921023271393e-16,4.3607496129750175e-17,2.9567420369858155e-06,2.9567420369858155e-06,2.9567420369858155e-06,6.214851949771898e-07,24
uma,0,3,17,2.8075506994812536e-13,5.444129440876702e-14,8.281484156213992e-07,8.281484156213992e-07,8.281484156213992e-07,1.546548033838866e-07,24
uma,0,3,18,2.773743311486986e-13,3.712023296706911e-14,3.835261850326788e-06,3.835261850326788e-06,3.835261850326788e-06,6.702816284997193e-07,24
uma,0,3,19,1.028288445891802e-15,1.9474793587835701e-16,2.943531853816239e-06,2.943531853816239e-06,2.943531853816239e-06,6.190989918226412e-07,24
uma,0,3,20,1.38769945935643e-15,4.941292693958865e-16,3.512645662340219e-06,3.512645662340219e-06,3.512645662340219e-06,1.302179834628407e-06,24
uma,0,4,0,6.8840024030193085e-18,1.3446956162440194e-18,1.0,3.8751518331991974e-06,3.8751518331991974e-06,4.849032473805423e-07,16
uma,0,4,1,2.1214520433768597e-16,4.081082163976554e-17,0.9999998807907104,1.3530548130802345e-06,1.3530548130802345e-06,1.727803038375004e-07,16
uma,0,4,2,5.340456128890051e-19,8.606597784938311e-20,0.9999999403953552,6.628968094446464e-07,6.628968094446464e-07,1.9679587608893016e-07,16
uma,0,4,3,1.3025526621451147e-14,6.223228990508492e-15,1.0,2.1032976746937493e-06,2.1032976746937493e-06,1.5902081967187144e-07,16
uma,0,4,4,6.768266702088687e-14,1.348799510394929e-14,0.9999997019767761,6.379735623340821e-06,6.379735623340821e-06,3.064595229623155e-07,16
uma,0,4,5,1.8012049507722334e-16,5.787052180116528e-17,1.0,5.776963689640979e-07,5.776963689640979e-07,2.944668245154386e-08,16
uma,0,4,6,4.1124969864444093e-16,1.181191812459756e-16,1.0,8.264789812528761e-07,8.264789812528761e-07,1.4700002364489058e-07,16
uma,0,4,7,5.480322656755126e-19,7.935601796732366e-20,1.0,1.8939713299914729e-06,1.8939713299914729e-06,4.3123307923553877e-07,16
uma,0,4,8,1.5167650280411887e-17,3.2541202579774853e-18,0.9999998807907104,1.7532850051793503e-06,1.7532850051793503e-06,3.987005975119212e-07,16
uma,0,4,9,6.391691368747657e-16,3.210332161850235e-16,0.9999998807907104,5.487544058269123e-06,5.487544058269123e-06,1.3645725345090945e-07,16
uma,0,4,10,1.4217666973272975e-15,5.774953108558388e-16,0.9999998807907104,1.0576205795587157e-06,1.0576205795587157e-06,2.363792244027334e-07,16
uma,0,4,11,1.0269727211456017e-16,3.964791157763439e-17,1.0,1.1489446478663012e-06,1.1489446478663012e-06,2.3691342103618225e-07,16
uma,0,4,12,1.2455006283584295e-17,4.099999288277274e-18,1.0,1.5164341675699688e-06,1.5164341675699688e-06,1.482467874516737e-07,16
uma,0,4,13,8.10071363290659e-16,3.3848770649173767e-16,0.9999999403953552,1.8422864513922832e-06,1.8422864513922832e-06,3.6483025249194576e-07,16
uma,0,4,14,5.651527087045906e-16,3.8520644397225905e-16,1.0,3.0266041903814767e-06,3.0266041903814767e-06,9.947242635413815e-07,16
uma,0,4,15,4.276243654592421e-16,1.655995204600868e-16,1.0,1.5309975651689456e-06,1.5309975651689456e-06,4.895870025425699e-07,16
uma,0,4,16,9.414139107337161e-18,5.296959413143557e-18,0.9999995231628418,9.683008102001622e-06,9.683008102001622e-06,7.352432511509648e-07,16
uma,0,4,17,1.4427031721069335e-14,3.5165201727225615e-15,1.0,2.1085334083181806e-06,2.1085334083181806e-06,1.9775322920928714e-07,16
uma,0,4,18,4.512841865828143e-15,2.4513950880333552e-15,0.9999998807907104,2.9787943276460283e-06,2.9787943276460283e-06,1.3891201286712688e-07,16
uma,0,4,19,7.526258804614166e-15,2.433488176253689e-15,0.9999999403953552,6.71753923597862e-07,6.71753923597862e-07,9.900285282908482e-08,16
uma,0,4,20,4.540658264874318e-17,7.989625040086387e-18,1.0,8.304726293317799e-07,8.304726293317799e-07,8.291355181661453e-08,16
uma,0,5,0,4.4427462734745005e-15,6.623433952756901e-16,1.8279743017046712e-06,1.8279743017046712e-06,1.8279743017046712e-06,3.352875136675814e-07,24
uma,0,5,1,1.068121624405063e-12,1.6615394227582209e-13,8.779737981967628e-06,8.779737981967628e-06,8.779737981967628e-06,5.990100146980228e-07,24
uma,0,5,2,2.9629551994694236e-14,7.967220700994156e-15,2.566052671681973e-06,2.566052671681973e-06,2.566052671681973e-06,6.585488352205786e-07,24
uma,0,5,3,1.4235471522550437e-14,2.979770428882325e-15,3.3813594200182706e-06,3.3813594200182706e-06,3.3813594200182706e-06,4.3983770048390994e-07,24
uma,0,5,4,5.032323610938602e-13,1.2486623605749425e-13,3.2214384191320278e-06,3.2214384191320278e-06,3.2214384191320278e-06,3.897983568319234e-07,24
uma,0,5,5,4.577134637113816e-09,3.700325601485588e-09,1.817299246788025,1.1129594668091158e-06,1.1129594668091158e-06,7.36927265832806e-08,16
uma,0,5,6,3.5253083378668767e-15,4.80042211510541e-16,1.1894552471858333e-06,1.1894552471858333e-06,1.1894552471858333e-06,1.084183428024853e-07,24
uma,0,5,7,2.378167867533718e-13,9.457923810449187e-14,2.084517973344191e-06,2.084517973344191e-06,2.084517973344191e-06,4.441211484590673e-07,24
uma,0,5,8,1.0326375525137253e-14,2.296704001975144e-15,2.436565182506456e-06,2.436565182506456e-06,2.436565182506456e-06,5.190168685108054e-07,24
uma,0,5,9,8.310680129408348e-14,1.5749862758386232e-14,3.0789522043050965e-06,3.0789522043050965e-06,3.0789522043050965e-06,6.645475773293569e-07,24
uma,0,5,10,4.828434163033045e-15,7.399373836561372e-16,6.567996706507984e-07,6.567996706507984e-07,6.567996706507984e-07,9.9215082493523e-08,24
uma,0,5,11,1.1082255108184204e-12,2.1267983576524208e-13,2.4645014491397887e-06,2.4645014491397887e-06,2.4645014491397887e-06,2.8803412764531576e-07,24
uma,0,5,12,7.341476235348494e-17,9.231678088865386e-18,1.3813851182931103e-06,1.3813851182931103e-06,1.3813851182931103e-06,1.7572986190341622e-07,24
uma,0,5,13,9.856890045558207e-16,2.4749320689947433e-16,1.7248203221242875e-06,1.7248203221242875e-06,1.7248203221242875e-06,2.228604642612154e-07,24
uma,0,5,14,1.6762328937733924e-13,2.825718513886112e-14,6.65668812871445e-06,6.65668812871445e-06,6.65668812871445e-06,6.958267980658822e-07,24
uma,0,5,15,2.7201049877018605e-15,1.4116272051696273e-15,5.140765551914228e-06,5.140765551914228e-06,5.140765551914228e-06,2.22948556020167e-07,24
uma,0,5,16,9.068741734072921e-14,2.405656579431044e-14,3.508679128572112e-06,3.508679128572112e-06,3.508679128572112e-06,2.713573499209103e-07,24
uma,0,5,17,1.8143570832982956e-15,2.3791736708186646e-16,1.3636509947900777e-06,1.3636509947900777e-06,1.3636509947900777e-06,2.8179293905158706e-07,24
uma,0,5,18,5.661950944584797e-13,8.500632923263973e-14,4.678370714827906e-06,4.678370714827906e-06,4.678370714827906e-06,4.1470982749378484e-07,24
uma,0,5,19,1.0670339344652294e-13,1.8762028809369245e-14,7.669584647373995e-07,7.669584647373995e-07,7.669584647373995e-07,7.473913956072195e-08,24
uma,0,5,20,5.794593268537409e-15,1.0190278576337327e-15,8.166702173184603e-06,8.166702173184603e-06,8.166702173184603e-06,5.009407519263691e-07,24
uma,0,6,0,9.098537951884993e-15,6.786814220425402e-15,0.9999999403953552,1.4321182106868946e-06,1.4321182106868946e-06,9.52938238886537e-08,16
uma,0,6,1,4.0681558844055035e-16,1.7151535738238845e-16,0.9999999403953552,4.3015276673941116e-07,4.3015276673941116e-07,1.0582579860736485e-07,16
uma,0,6,2,5.069072302461805e-18,1.0817936293369032e-18,1.0,1.665651780058397e-06,1.665651780058397e-06,1.9947887412325658e-07,16
uma,0,6,3,8.932970555168146e-16,1.6540697928326407e-16,1.0,2.221571548943757e-07,2.221571548943757e-07,3.92517771488823e-08,16
uma,0,6,4,8.752585705277592e-16,2.0699206182871394e-16,1.0,2.05659858920626e-07,2.05659858920626e-07,1.405918217557719e-08,16
uma,0,6,5,2.582247961880549e-18,6.645152866005334e-19,1.0,2.967251475638477e-06,2.967251475638477e-06,5.51235061166587e-07,16
uma,0,6,6,3.7754253095057055e-12,1.334355802934395e-12,1.0,4.888314606432687e-07,4.888314606432687e-07,2.473683212465586e-08,16
uma,0,6,7,1.3289025418239642e-15,4.001183001899934e-16,1.0,2.0577252257680811e-07,2.0577252257680811e-07,2.7270979552354688e-08,16
uma,0,6,8,7.838350092498373e-16,1.151411325174377e-16,1.0,2.3603047338838223e-06,2.3603047338838223e-06,3.1760703304634253e-07,16
uma,0,6,9,1.1964539569743698e-18,3.969840350940524e-19,0.9999995231628418,7.399105470540235e-06,7.399105470540235e-06,1.394380373875636e-06,16
uma,0,6,10,1.843786642562758e-15,1.0047779047247184e-15,0.9999998807907104,1.9344886368344305e-06,1.9344886368344305e-06,1.1997545052696975e-07,16
uma,0,6,11,7.947878835617685e-18,2.0209290018959204e-18,0.9999999403953552,2.5465465114393737e-06,2.5465465114393737e-06,3.5166597967248746e-07,16
uma,0,6,12,3.440994582628576e-17,9.749463373821529e-18,0.9999999403953552,2.319017085028463e-06,2.319017085028463e-06,2.43228195484278e-07,16
uma,0,6,13,3.275958617140346e-17,7.355900466113586e-18,1.0,5.846271733389585e-07,5.846271733389585e-07,1.4981810428398514e-07,16
uma,0,6,14,6.513842250271605e-17,1.847283897627308e-17,0.9999999403953552,1.800204017854412e-06,1.800204017854412e-06,2.039878269040157e-07,16
uma,0,6,15,6.328549595118118e-17,1.0666087026009916e-17,1.0,2.1066296085336944e-07,2.1066296085336944e-07,4.427128168082421e-08,16
uma,0,6,16,4.044125045702546e-15,1.1436230160430513e-15,1.0,6.691271892123041e-07,6.691271892123041e-07,7.202211982740816e-08,16
uma,0,6,17,3.4979881746936074e-17,1.3586200024444614e-17,1.0,7.864820759095892e-07,7.864820759095892e-07,1.84656971852364e-07,16
uma,0,6,18,2.530397378703634e-16,4.673676340043013e-17,1.0,7.524036504946707e-07,7.524036504946707e-07,1.9133746487052266e-07,16
uma,0,6,19,8.096042130914185e-17,2.734711713787268e-17,0.9999998211860657,2.7033265723730437e-06,2.7033265723730437e-06,7.456106015328742e-07,16
uma,0,6,20,2.1265254809592047e-15,4.575181231353915e-16,0.9999999403953552,5.627176733469241e-07,5.627176733469241e-07,1.293739442573123e-07,16
uma,0,7,0,6.199403402288544e-17,3.064150289370802e-17,0.9999999403953552,3.135538918286329e-06,3.135538918286329e-06,4.1655433547001875e-07,16
uma,0,7,1,1.4563282116157426e-17,5.06258853992462e-18,0.9999999403953552,4.231933871778892e-06,4.231933871778892e-06,6.739116843594206e-07,16
uma,0,7,2,6.495447831739714e-18,1.2217754398452972e-18,1.0,6.012365929564112e-07,6.012365929564112e-07,1.0179491207546077e-07,16
uma,0,7,3,2.4232187205219405e-16,1.0925913059091192e-16,0.9999999403953552,2.9393183922366006e-06,2.9393183922366006e-06,6.686754446824023e-07,16
uma,0,7,4,1.6794258187174807e-17,1.0660692981235457e-17,0.9999998807907104,2.292749968546559e-06,2.292749968546559e-06,4.425732439582801e-07,16
uma,0,7,5,2.4876034416488706e-18,8.549982829628797e-19,1.0,2.022234866672079e-06,2.022234866672079e-06,1.917277465401925e-07,16
uma,0,7,6,6.221470978920422e-13,1.7165511633637776e-13,0.9999999403953552,6.41005817669793e-06,6.41005817669793e-06,1.7648494778768521e-06,16
uma,0,7,7,4.309404118166098e-09,1.0442391396026096e-09,1.0,3.833992536783626e-07,3.833992536783626e-07,6.539850847646713e-08,16
uma,0,7,8,1.4744533954020531e-12,3.1866515177482457e-13,1.0,1.962331452887156e-06,1.962331452887156e-06,3.009614149229537e-07,16
uma,0,7,9,8.402988748635145e-16,2.1859266773228422e-16,0.9999998807907104,8.285137482744176e-06,8.285137482744176e-06,7.951809191697722e-07,16
uma,0,7,10,1.2521642529879083e-14,5.090653613438242e-15,0.9999999403953552,1.6301819414366037e-06,1.6301819414366037e-06,4.7842586622086593e-08,16
uma,0,7,11,6.238034746543801e-16,1.7472502991733101e-16,1.0,2.0665915201334428e-07,2.0665915201334428e-07,3.6833635440170985e-08,16
uma,0,7,12,3.016805746346664e-16,1.2869614783278906e-16,1.0,1.9345393411640543e-06,1.9345393411640543e-06,2.872729760865022e-07,16
uma,0,7,13,1.2073009353690192e-16,6.373486176725182e-17,0.9999999403953552,8.528375587957271e-07,8.528375587957271e-07,2.969293497963607e-07,16
uma,0,7,14,1.1000009675315796e-15,2.980038197172776e-16,0.9999998807907104,3.982484940934228e-06,3.982484940934228e-06,6.596510864910666e-07,16
uma,0,7,15,1.967051442622329e-19,3.8563955026092025e-20,1.0,2.3117195269151125e-06,2.3117195269151125e-06,1.873164191316272e-07,16
uma,0,7,16,2.5403397088127765e-14,7.854675433292477e-15,1.0,2.1795071916130837e-06,2.1795071916130837e-06,1.5901395252791742e-07,16
uma,0,7,17,2.2299462910728403e-17,1.0656307269627701e-17,0.9999999403953552,1.4778451031816076e-06,1.4778451031816076e-06,1.196917827594028e-07,16
uma,0,7,18,5.370901469378236e-18,1.3207877183969758e-18,0.9999998807907104,1.7536550558361341e-06,1.7536550558361341e-06,4.6158002112669035e-07,16
uma,0,7,19,6.803840588613774e-16,5.626913983993202e-16,0.9999998211860657,9.08381935005309e-06,9.08381935005309e-06,1.097687429432995e-06,16
uma,0,7,20,1.0258682874278028e-16,2.4835753784769834e-17,1.0,3.271138666605111e-06,3.271138666605111e-06,7.038903521283477e-07,16
uma,0,8,0,7.789816959118276e-14,2.8178009581149473e-14,1.0,5.190673846300342e-07,5.190673846300342e-07,4.2411483060401245e-08,16
uma,0,8,1,1.0322057108498038e-14,1.9311017120506122e-15,1.0,4.6621747173958283e-07,4.6621747173958283e-07,9.606793458429365e-08,16
uma,0,8,2,6.29476497050565e-16,1.8318969485703925e-16,0.9999998211860657,2.2727076611772645e-06,2.2727076611772645e-06,4.041153225839858e-07,16
uma,0,8,3,5.245406507389058e-16,1.3636003576509697e-16,1.0,3.65192795470648e-06,3.65192795470648e-06,2.851129441437981e-07,16
uma,0,8,4,1.2217402106107495e-16,5.334571150160221e-17,1.0,3.8935840507292596e-07,3.8935840507292596e-07,4.383157378137227e-08,16
uma,0,8,5,2.948539750694779e-14,1.1880948292243912e-14,1.0,1.366844799122191e-06,1.366844799122191e-06,1.8942042729218777e-07,16
uma,0,8,6,2.4741271089899152e-18,6.548523177810537e-19,1.0,1.4573763564840192e-06,1.4573763564840192e-06,3.3054167551716034e-07,16
uma,0,8,7,3.575155212650587e-17,1.201002060211462e-17,0.9999999403953552,1.0108839205713593e-06,1.0108839205713593e-06,9.486224735006188e-08,16
uma,0,8,8,1.9033386825450475e-14,3.0047913586277435e-15,1.0,6.402033250196837e-07,6.402033250196837e-07,1.8167343365048038e-07,16
uma,0,8,9,2.1504824668057244e-14,1.1196892954370812e-14,1.0,1.343474764325947e-06,1.343474764325947e-06,3.613176482924297e-07,16
uma,0,8,10,5.084348592339073e-14,1.525978643576384e-14,0.9999998807907104,2.789311110973358e-06,2.789311110973358e-06,4.0192018022667947e-07,16
uma,0,8,11,4.161740604152413e-18,1.1332717671930689e-18,0.9999999403953552,1.9551303012121934e-06,1.9551303012121934e-06,2.6019129674572753e-07,16
uma,0,8,12,1.3516536381567546e-16,4.358259799331233e-17,1.0,7.040545142444898e-07,7.040545142444898e-07,7.258848817552926e-08,16
uma,0,8,13,1.1638234633978647e-17,3.4000316093093892e-18,1.0,1.3258262470117188e-06,1.3258262470117188e-06,4.190155582060629e-07,16
