scenario,batch_index,user_index,bs_index,total_energy,maximum_path_energy,raw_max_delay_s,active_max_delay_s,energy_support_delay_s,rms_delay_spread_s,active_path_count
uma,0,8,14,2.5067360674361603e-15,1.2385976440451238e-15,1.0,1.7427704506189912e-06,1.7427704506189912e-06,9.057221006082061e-08,16
uma,0,8,15,8.960979606414292e-18,1.9046507756232693e-18,1.0,2.6723710107035004e-06,2.6723710107035004e-06,2.2875045761646758e-07,16
uma,0,8,16,2.2293143834277402e-17,7.41368730370654e-18,0.9999999403953552,3.6804306091653416e-06,3.6804306091653416e-06,3.4699248715624855e-07,16
uma,0,8,17,5.967594714706102e-18,1.628513588722575e-18,1.0,4.558011823974084e-06,4.558011823974084e-06,7.976056309695268e-07,16
uma,0,8,18,1.9405387973752326e-16,5.422130864976919e-17,0.9999999403953552,2.29192960432556e-06,2.29192960432556e-06,2.1537115921505933e-07,16
uma,0,8,19,1.3903550031236368e-18,3.005105806374522e-19,1.0,2.554706725277356e-06,2.554706725277356e-06,4.298094347517211e-07,16
uma,0,8,20,5.630040508184337e-16,2.244033799248977e-16,1.0,1.7058841876860242e-06,1.7058841876860242e-06,1.226073806717103e-07,16
uma,0,9,0,1.1691905949205154e-15,1.9757027612838794e-16,1.0,1.1190828672624775e-06,1.1190828672624775e-06,1.7672748496395438e-07,16
uma,0,9,1,1.0289340769487483e-16,2.6263209441685243e-17,1.0,2.5912174805853283e-06,2.5912174805853283e-06,2.7392277916423776e-07,16
uma,0,9,2,1.182253248497287e-15,2.578221384165301e-16,1.0,1.3736228083871538e-06,1.3736228083871538e-06,1.9337388984013036e-07,16
uma,0,9,3,6.013341062413049e-16,2.4133353036748185e-16,1.0,1.3155295164324343e-06,1.3155295164324343e-06,4.052191145093908e-07,16
uma,0,9,4,1.214816581804957e-13,2.4383349411295253e-14,0.9999998211860657,2.1228647710813675e-06,2.1228647710813675e-06,1.3181141023016497e-07,16
uma,0,9,5,2.364498506276376e-19,6.474779509213552e-20,0.9999998807907104,5.811323262605583e-06,5.811323262605583e-06,1.81569535312797e-06,16
uma,0,9,6,2.8985072730249766e-17,1.229753452096764e-17,1.0,2.464461658746586e-06,2.464461658746586e-06,1.752371534169152e-07,16
uma,0,9,7,1.9001059320755577e-17,3.3935767053993317e-18,1.0,1.2099360446882201e-06,1.2099360446882201e-06,8.564912495886008e-08,16
uma,0,9,8,9.196857690196575e-15,2.332827839593172e-15,0.9999999403953552,2.1681007638107985e-06,2.1681007638107985e-06,1.8535793516468649e-07,16
uma,0,9,9,5.558294689675835e-12,1.2673158963222297e-12,1.0,1.1100133860963979e-06,1.1100133860963979e-06,9.209476688709778e-08,16
uma,0,9,10,1.1027428210400576e-15,2.532330462572043e-16,0.9999998807907104,1.280383912671823e-06,1.280383912671823e-06,2.3794087721876482e-07,16
uma,0,9,11,1.6392674247223257e-15,5.417156862517515e-16,0.9999998211860657,5.588424301095074e-06,5.588424301095074e-06,7.386243423600842e-07,16
uma,0,9,12,4.194964113652915e-17,1.3142047048895491e-17,0.9999999403953552,2.0314575976954075e-06,2.0314575976954075e-06,1.1269476986396617e-07,16
uma,0,9,13,8.822153033041475e-15,3.1794914804824694e-15,0.9999999403953552,1.3456556189339608e-06,1.3456556189339608e-06,1.7689618955992488e-07,16
uma,0,9,14,1.030599295694876e-16,2.3179635628042716e-17,1.0,9.48701028846699e-07,9.48701028846699e-07,6.75727315353408e-08,16
uma,0,9,15,4.9723416358302244e-18,1.5429118724543357e-18,0.9999998211860657,1.2859451317126513e-06,1.2859451317126513e-06,3.3914097888134144e-07,16
uma,0,9,16,7.008213815758159e-17,1.5993742284504703e-17,1.0,1.7041452338162344e-06,1.7041452338162344e-06,5.319365045574648e-07,16
uma,0,9,17,1.672274623739483e-14,5.74126427890548e-15,1.0,1.5194142406471656e-06,1.5194142406471656e-06,2.4039858313340764e-07,16
uma,0,9,18,7.224081250728808e-15,2.9952622379711327e-15,0.9999999403953552,5.745816451963037e-06,5.745816451963037e-06,8.406096116571931e-07,16
uma,0,9,19,1.851253685435736e-13,3.696122116594695e-14,0.9999999403953552,7.049092687338998e-07,7.049092687338998e-07,1.008617800990466e-07,16
uma,0,9,20,3.4654304407800437e-18,1.062547824819785e-18,0.9999999403953552,9.47952912611072e-07,9.47952912611072e-07,1.3210628758818284e-07,16
uma,0,10,0,9.907712763432587e-15,1.7931592202166972e-15,1.0030723387899343e-05,1.0030723387899343e-05,1.0030723387899343e-05,9.867434594575772e-07,24
uma,0,10,1,1.6915759252514633e-16,2.4089602130661276e-17,9.399909117746574e-07,9.399909117746574e-07,9.399909117746574e-07,1.2093816763530292e-07,24
uma,0,10,2,3.820324450901579e-15,6.521897466391568e-16,9.427453164789767e-07,9.427453164789767e-07,9.427453164789767e-07,1.904785841068133e-07,24
uma,0,10,3,5.1552389832935975e-15,1.4148844703682937e-15,1.7681660438029212e-06,1.7681660438029212e-06,1.7681660438029212e-06,2.2973190669730657e-07,24
uma,0,10,4,5.909712794727083e-13,1.5120573521563985e-13,5.356620022212155e-06,5.356620022212155e-06,5.356620022212155e-06,3.0783022096816705e-07,24
uma,0,10,5,2.516535673503513e-15,1.0840704588622064e-15,4.242126124154311e-06,4.242126124154311e-06,4.242126124154311e-06,3.6846495082441454e-07,24
uma,0,10,6,4.626385392594125e-13,9.830259165271443e-14,5.389522812038194e-06,5.389522812038194e-06,5.389522812038194e-06,1.0174295567785902e-06,24
uma,0,10,7,6.98498778646469e-15,8.083942688158745e-16,5.354463041840063e-07,5.354463041840063e-07,5.354463041840063e-07,6.894995921680519e-08,24
uma,0,10,8,7.493721478732137e-13,1.930668353054138e-13,2.2625213205174077e-06,2.2625213205174077e-06,2.2625213205174077e-06,2.7281998748643486e-07,24
uma,0,10,9,2.062007349104875e-12,5.453645347819336e-13,2.01721059056581e-06,2.01721059056581e-06,2.01721059056581e-06,3.579999154579661e-07,24
uma,0,10,10,2.8624591729880567e-12,7.465580345762668e-13,1.5230493772833142e-06,1.5230493772833142e-06,1.5230493772833142e-06,2.1382817310913773e-07,24
uma,0,10,11,1.3693433659376263e-14,1.0987987736281826e-15,4.095838448847644e-06,4.095838448847644e-06,4.095838448847644e-06,9.126754329272046e-07,24
uma,0,10,12,1.4642620732680967e-14,4.968194248605425e-15,2.408250566077186e-06,2.408250566077186e-06,2.408250566077186e-06,1.8634615709856087e-07,24
uma,0,10,13,6.456852949748838e-15,2.5345735116954907e-15,1.4585597227778635e-06,1.4585597227778635e-06,1.4585597227778635e-06,1.801556763117157e-07,24
uma,0,10,14,2.604402059076429e-15,9.515731183297156e-16,3.696276053233305e-06,3.696276053233305e-06,3.696276053233305e-06,4.673430638709561e-07,24
uma,0,10,15,2.8098847678535376e-14,5.649126576001999e-15,7.884502792876447e-07,7.884502792876447e-07,7.884502792876447e-07,3.214240263897108e-08,24
uma,0,10,16,7.774156218283048e-14,1.5066451165553045e-14,1.992106945181149e-06,1.992106945181149e-06,1.992106945181149e-06,6.688130723105492e-07,24
uma,0,10,17,1.5641056278761262e-12,5.256399157084479e-13,9.431888088329288e-07,9.431888088329288e-07,9.431888088329288e-07,1.8303899752049554e-07,24
uma,0,10,18,5.231155684259382e-16,1.1666810792821059e-16,2.630504695844138e-06,2.630504695844138e-06,2.630504695844138e-06,8.676105436437744e-07,24
uma,0,10,19,2.4169462680980878e-14,1.2658139137832359e-14,3.414676257307292e-07,3.414676257307292e-07,3.414676257307292e-07,4.7281583748911164e-08,24
uma,0,10,20,9.06433720453016e-15,1.58741343502097e-15,3.4137726743210806e-06,3.4137726743210806e-06,3.4137726743210806e-06,4.1149838348002893e-07,24
uma,0,11,0,1.794996126244321e-14,5.738145080077216e-15,0.9999999403953552,2.7038779535359936e-06,2.7038779535359936e-06,1.87277697388755e-07,16
uma,0,11,1,6.102325997437519e-19,1.9854487955804716e-19,0.9999998211860657,3.089674919465324e-06,3.089674919465324e-06,8.414951827149167e-07,16
uma,0,11,2,2.4166836842655237e-16,7.746228799203884e-17,1.0,7.74126988289936e-07,7.74126988289936e-07,1.2691850383394168e-07,16
uma,0,11,3,1.2271847424265964e-18,2.775895868093668e-19,1.0,4.973200702806935e-06,4.973200702806935e-06,5.440004860131516e-07,16
uma,0,11,4,5.26052025910562e-16,1.5915598201164574e-16,0.9999998807907104,4.531744252744829e-06,4.531744252744829e-06,5.363600796686301e-07,16
uma,0,11,5,9.631595584809526e-16,2.302092349129543e-16,0.9999999403953552,2.584195897270547e-07,2.584195897270547e-07,3.6740804101003565e-08,16
uma,0,11,6,2.225782568669956e-18,6.105654296764826e-19,0.9999999403953552,1.065961669155513e-06,1.065961669155513e-06,2.531380176072397e-07,16
uma,0,11,7,3.703511426649228e-18,8.536263522181722e-19,1.0,2.359881818847498e-06,2.359881818847498e-06,3.323276876213252e-07,16
uma,0,11,8,9.529507895850896e-16,2.4372809250936976e-16,0.9999999403953552,2.604195515232277e-06,2.604195515232277e-06,4.4709887635771035e-07,16
uma,0,11,9,1.888339397741303e-15,6.274119153496004e-16,0.9999998807907104,1.3323876828508219e-06,1.3323876828508219e-06,2.3035359992596136e-07,16
uma,0,11,10,1.5204794496238805e-17,5.277117831790248e-18,0.9999999403953552,1.6220785710174823e-06,1.6220785710174823e-06,2.6127613218645495e-07,16
uma,0,11,11,1.6351664486836715e-14,3.458215506831259e-15,0.9999999403953552,6.708826731482986e-06,6.708826731482986e-06,1.3045920050704624e-06,16
uma,0,11,12,5.902548786949389e-17,1.4330521955038205e-17,1.0,2.2622489268542267e-06,2.2622489268542267e-06,2.5861597507102433e-07,16
uma,0,11,13,6.135861954842343e-13,3.0645378270612034e-13,0.9999998807907104,1.520891601103358e-06,1.520891601103358e-06,1.6034098051881874e-07,16
uma,0,11,14,3.3330269100770396e-17,6.452176695577964e-18,1.0,9.137383472079819e-07,9.137383472079819e-07,3.019671048068467e-07,16
uma,0,11,15,7.73864248589147e-18,2.593348945925732e-18,0.9999999403953552,5.5210607570188586e-06,5.5210607570188586e-06,1.3700950769422114e-06,16
uma,0,11,16,6.119749151480142e-18,1.021229015849419e-18,1.0,3.3929200071725063e-06,3.3929200071725063e-06,4.6431514337084916e-07,16
uma,0,11,17,6.62583936169102e-14,1.0343464908364741e-14,1.0,1.7829652279033326e-06,1.7829652279033326e-06,1.5153010812782357e-07,16
uma,0,11,18,2.9125575223347417e-16,1.514759078091114e-16,0.9999999403953552,9.808595677895937e-06,9.808595677895937e-06,2.2503893244865744e-07,16
uma,0,11,19,3.8977806591802224e-13,1.8158998610351418e-13,0.9999999403953552,1.0210593472947949e-06,1.0210593472947949e-06,1.9283539212627995e-07,16
uma,0,11,20,1.603662625567882e-15,7.211892622807289e-16,1.0,9.413001293978596e-07,9.413001293978596e-07,2.8214620200288426e-07,16
uma,0,12,0,3.609527659927245e-15,8.192608544962e-16,1.0,1.0130738701263908e-06,1.0130738701263908e-06,2.8598200892155925e-07,16
uma,0,12,1,7.993770128468828e-19,2.25286982527033e-19,0.9999999403953552,2.1444755020638695e-06,2.1444755020638695e-06,1.9355091276550715e-07,16
uma,0,12,2,1.9084540682553728e-14,7.644589239516782e-15,1.0,7.808155260136118e-07,7.808155260136118e-07,1.9910326734740069e-07,16
uma,0,12,3,1.5422940309680942e-16,4.3675824557069505e-17,0.9999998211860657,7.431908215949079e-06,7.431908215949079e-06,2.1909911580792646e-07,16
uma,0,12,4,8.942944590426855e-17,2.8498873496624164e-17,0.9999998807907104,4.625586370821111e-06,4.625586370821111e-06,2.8733031828934313e-07,16
uma,0,12,5,1.1667519978057936e-17,4.642851868106531e-18,0.9999999403953552,4.364588050975726e-07,4.364588050975726e-07,2.8061335453041948e-08,16
uma,0,12,6,8.962784391152727e-16,2.605862980909965e-16,1.0,1.7357668866679887e-06,1.7357668866679887e-06,2.271211468167629e-07,16
uma,0,12,7,3.649044883020085e-16,7.847433354533012e-17,0.9999999403953552,9.843489578997833e-07,9.843489578997833e-07,1.228163685468213e-07,16
uma,0,12,8,4.0703447795086656e-19,7.964540839709505e-20,0.9999998807907104,1.5534375052084215e-05,1.5534375052084215e-05,2.8358144733271977e-06,16
uma,0,12,9,1.514656200216614e-17,5.129934276676237e-18,1.0,8.837316727294819e-07,8.837316727294819e-07,1.766835861975021e-07,16
uma,0,12,10,4.620261264125304e-16,2.2258342375860345e-16,0.9999998211860657,2.171219421143178e-06,2.171219421143178e-06,4.543041553348791e-07,16
uma,0,12,11,9.618035568669738e-14,2.7944706214289537e-14,1.0,1.278542981708597e-06,1.278542981708597e-06,3.0500115499584944e-08,16
uma,0,12,12,1.2274960282120876e-13,4.4623240649452334e-14,0.9999998807907104,3.3317373890895396e-06,3.3317373890895396e-06,4.203380165534983e-07,16
uma,0,12,13,2.364749520703682e-16,7.739032989619163e-17,0.9999998807907104,2.2306728624243988e-06,2.2306728624243988e-06,2.915559786368425e-07,16
uma,0,12,14,2.362178573049515e-16,3.5081226086741436e-17,0.9999999403953552,3.596239366743248e-06,3.596239366743248e-06,8.690636423561382e-07,16
uma,0,12,15,2.4488225136897397e-17,4.602601673090007e-18,0.9999998211860657,5.896065886190627e-06,5.896065886190627e-06,1.0265819041244118e-06,16
uma,0,12,16,2.2611121134072336e-18,5.620711390849488e-19,1.0,9.01390876606456e-07,9.01390876606456e-07,1.222028496751962e-07,16
uma,0,12,17,2.5259834934599237e-15,8.169743949342054e-16,1.0,1.2451164366211742e-06,1.2451164366211742e-06,4.5554776797374894e-07,16
uma,0,12,18,9.160987272490695e-17,1.977553594448079e-17,0.9999998211860657,1.3054582268523518e-06,1.3054582268523518e-06,2.9557835528249287e-07,16
uma,0,12,19,1.7619708694111705e-13,4.7461190657909977e-14,0.9999999403953552,1.3697617760044523e-06,1.3697617760044523e-06,2.041749898932108e-07,16
uma,0,12,20,7.473266569308594e-17,3.652252543838853e-17,1.0,6.503632903331891e-07,6.503632903331891e-07,1.4612931024194518e-07,16
uma,0,13,0,6.971859151257623e-17,3.4581721493322714e-17,0.9999998807907104,7.845703748898814e-07,7.845703748898814e-07,1.7045667536678423e-07,16
uma,0,13,1,4.287047452042676e-17,1.7244174672888864e-17,0.9999999403953552,1.4465081221715081e-06,1.4465081221715081e-06,3.0850281211559054e-07,16
uma,0,13,2,1.028082167878024e-13,3.4351956500720815e-14,1.0,2.9304533200047445e-06,2.9304533200047445e-06,1.9664037151702472e-07,16
uma,0,13,3,1.6053038754309795e-14,5.105959498795127e-15,1.0,4.630819319118018e-07,4.630819319118018e-07,1.3930546357657321e-08,16
uma,0,13,4,4.6260438973327514e-18,8.9989909417833e-19,0.9999998807907104,6.800906930948258e-07,6.800906930948258e-07,1.469079979592697e-07,16
uma,0,13,5,2.3721021251523224e-18,9.34529837703475e-19,1.0,1.0757602240119013e-06,1.0757602240119013e-06,3.297217741905271e-07,16
uma,0,13,6,1.4999809857284493e-17,2.0988115720853913e-18,0.9999999403953552,1.929406153067248e-06,1.929406153067248e-06,4.1316221109523785e-07,16
uma,0,13,7,9.650437208975317e-16,2.4157019666690063e-16,0.9999998807907104,3.3824530873971526e-06,3.3824530873971526e-06,3.2900774022345885e-07,16
uma,0,13,8,4.543821179939462e-19,6.397367036105953e-20,1.0,1.1185649100298178e-06,1.1185649100298178e-06,2.81046065870904e-07,16
uma,0,13,9,3.895733161150493e-16,1.9462196619723254e-16,1.0,5.880172011529794e-07,5.880172011529794e-07,1.1688476570647696e-07,16
uma,0,13,10,1.0109339220578351e-14,6.364132921284245e-15,1.0,1.4540660231432412e-06,1.4540660231432412e-06,2.882600191147323e-07,16
uma,0,13,11,3.942360118905507e-17,9.970647333715146e-18,1.0,8.553637940167391e-07,8.553637940167391e-07,2.0407640125359394e-07,16
uma,0,13,12,3.3933352422795407e-15,6.864035779006853e-16,1.0,4.910862116958015e-07,4.910862116958015e-07,1.2943376435483416e-07,16
uma,0,13,13,1.9518085652151677e-11,7.445088816282475e-12,0.9999998211860657,1.1591539077926427e-05,1.1591539077926427e-05,9.605399494694084e-07,16
uma,0,13,14,3.7012437608176417e-13,8.419355707403597e-14,0.9999999403953552,4.492366315389518e-06,4.492366315389518e-06,2.0830828819503524e-07,16
uma,0,13,15,7.159131599475574e-15,1.6299577823791853e-15,1.0,6.86092619162082e-07,6.86092619162082e-07,1.683604557025297e-07,16
uma,0,13,16,2.3334715798250978e-17,4.520773244583505e-18,1.0,1.4749901993127423e-06,1.4749901993127423e-06,4.5704268812147493e-07,16
uma,0,13,17,3.655936650027577e-15,1.0580432539754499e-15,0.9999999403953552,3.613280341596692e-07,3.613280341596692e-07,1.5136986886555905e-07,16
uma,0,13,18,3.043788040473391e-17,4.9334060893009885e-18,1.0,3.728756325926952e-07,3.728756325926952e-07,1.0744425046199357e-07,16
uma,0,13,19,8.716227198054591e-16,4.699988889153876e-16,1.0,4.401990736369044e-06,4.401990736369044e-06,4.1822428424048665e-07,16
uma,0,13,20,7.214596137794923e-19,1.4849143106003333e-19,1.0,2.2740184704161948e-06,2.2740184704161948e-06,6.206728255186897e-07,16
uma,0,14,0,1.1376267163370614e-14,3.4619176760854707e-15,4.846079946219106e-07,4.846079946219106e-07,4.846079946219106e-07,8.857576666790314e-08,24
uma,0,14,1,7.471171405913203e-15,1.711685450360911e-15,4.948209152644267e-06,4.948209152644267e-06,4.948209152644267e-06,8.942080163604645e-07,24
uma,0,14,2,1.4111304061847306e-13,2.6587112299616446e-14,6.97782525094226e-06,6.97782525094226e-06,6.97782525094226e-06,9.618792758200602e-07,24
uma,0,14,3,1.6107889242937594e-12,6.039370392674215e-13,5.4948382057773415e-06,5.4948382057773415e-06,5.4948382057773415e-06,6.547152653525847e-07,24
uma,0,14,4,2.4690806433694266e-13,8.208796869243334e-14,7.559745540675067e-07,7.559745540675067e-07,7.559745540675067e-07,7.95778158675234e-08,24
uma,0,14,5,3.601099669296921e-16,8.851548561855622e-17,1.8757679072223254e-06,1.8757679072223254e-06,1.8757679072223254e-06,2.4270015681260424e-07,24
uma,0,14,6,2.5960958959290317e-14,4.5390678757686095e-15,1.5909597550489707e-06,1.5909597550489707e-06,1.5909597550489707e-06,1.5929323251795931e-07,24
uma,0,14,7,7.68169742876391e-14,1.5783345970791195e-14,1.7139809642685577e-06,1.7139809642685577e-06,1.7139809642685577e-06,1.7312122844796763e-07,24
uma,0,14,8,8.863632385890133e-17,3.854925359676391e-17,7.021703822829295e-06,7.021703822829295e-06,7.021703822829295e-06,8.363112282458866e-07,24
uma,0,14,9,1.1160479785414727e-16,3.377944232592998e-17,1.0958474376820959e-05,1.0958474376820959e-05,1.0958474376820959e-05,3.5940555262105485e-06,24
uma,0,14,10,1.188018225720998e-14,3.4583429852898208e-15,4.807709046872333e-06,4.807709046872333e-06,4.807709046872333e-06,6.929505208325122e-07,24
uma,0,14,11,5.148218308356048e-14,9.007112038909946e-15,5.528852398128947e-06,5.528852398128947e-06,5.528852398128947e-06,6.927313935960854e-07,24
uma,0,14,12,3.8762591408908424e-10,3.094987044427455e-10,1.9773696660995483,1.1913783737327321e-06,1.1913783737327321e-06,3.858650408868491e-08,16
uma,0,14,13,7.434363816258922e-09,7.392762846336609e-09,4.048565864562988,2.2182535985848517e-07,2.2182535985848517e-07,3.127203823301672e-09,16
uma,0,14,14,1.5609604884074557e-08,4.314010482175945e-09,5.868312200618675e-07,5.868312200618675e-07,5.868312200618675e-07,3.899214719167421e-08,24
uma,0,14,15,1.6212675490718192e-13,3.8849884409757757e-14,6.037929551894194e-07,6.037929551894194e-07,6.037929551894194e-07,3.534972498654831e-08,24
uma,0,14,16,3.9265674735635844e-16,6.364779604469694e-17,7.4339573075121734e-06,7.4339573075121734e-06,7.4339573075121734e-06,8.699606817217153e-07,24
uma,0,14,17,2.4073263809749e-14,5.4042379160059925e-15,3.697845386341214e-06,3.697845386341214e-06,3.697845386341214e-06,8.542721220094057e-07,24
uma,0,14,18,1.3267912577641088e-15,1.6853275585175905e-16,4.924297172692604e-06,4.924297172692604e-06,4.924297172692604e-06,7.81023464120554e-07,24
uma,0,14,19,1.653445480151288e-13,3.779895030330861e-14,2.2302008346741786e-06,2.2302008346741786e-06,2.2302008346741786e-06,1.9728843452158515e-07,24
uma,0,14,20,6.023149945354915e-14,1.6335911302064327e-14,8.437239557679277e-06,8.437239557679277e-06,8.437239557679277e-06,1.0869261752599405e-06,24
uma,0,15,0,1.5855095000667693e-17,4.029951152464446e-18,1.0,3.2343956490876735e-07,3.2343956490876735e-07,7.124380636537938e-08,16
uma,0,15,1,3.06927776175118e-16,8.672929827358881e-17,1.0,1.0452956757944776e-06,1.0452956757944776e-06,1.2754994252324208e-07,16
uma,0,15,2,1.146394547030013e-13,4.221432299317436e-14,1.0,6.493839350696362e-07,6.493839350696362e-07,1.2893093068732254e-07,16
uma,0,15,3,9.877790290379382e-18,2.2333704898954642e-18,1.0,1.5881962553976336e-06,1.5881962553976336e-06,2.7844591252099583e-07,16
uma,0,15,4,2.0250306839590768e-14,1.0062393965477347e-14,1.0,1.6489890413140529e-06,1.6489890413140529e-06,6.529763992099636e-08,16
uma,0,15,5,1.1816391966321912e-18,2.3710413645675383e-19,1.0,1.7223312624992104e-06,1.7223312624992104e-06,1.704499016414483e-07,16
uma,0,15,6,6.844273981188179e-15,2.91869469470408e-15,1.0,1.801439850623865e-07,1.801439850623865e-07,1.7677540413997752e-08,16
uma,0,15,7,5.578786323113606e-18,1.3597406874178636e-18,1.0,1.9162205262546195e-06,1.9162205262546195e-06,3.3244246721467016e-07,16
uma,0,15,8,1.6737949241904534e-15,5.052159777633796e-16,1.0,7.692773920098261e-07,7.692773920098261e-07,1.782630820996049e-07,16
uma,0,15,9,1.4964783218164693e-14,4.3770478371342805e-15,0.9999998211860657,4.27948680226109e-06,4.27948680226109e-06,4.803541481196959e-07,16
uma,0,15,10,1.0660835356467219e-16,3.909725413513539e-17,1.0,4.5282681071512343e-07,4.5282681071512343e-07,6.098605886588782e-08,16
uma,0,15,11,7.165426445650433e-19,1.6740397226317212e-19,0.9999998211860657,1.0789511861730716e-06,1.0789511861730716e-06,2.4922405262899855e-07,16
uma,0,15,12,2.904753841612389e-17,6.3771559635127736e-18,1.0,1.6757722676175035e-07,1.6757722676175035e-07,2.9764393859832112e-08,16
uma,0,15,13,1.7144689329744866e-14,6.886215230851589e-15,0.9999999403953552,7.899483875917213e-07,7.899483875917213e-07,2.742053027067503e-07,16
uma,0,15,14,2.0434756263157204e-16,4.775020192587295e-17,1.0,1.8877582874665677e-07,1.8877582874665677e-07,2.1200198551764096e-08,16
uma,0,15,15,3.0471411818203033e-11,9.961501241939619e-12,0.9999999403953552,5.923696448917326e-07,5.923696448917326e-07,1.2024306231305648e-07,16
uma,0,15,16,5.8578644819228446e-15,1.6323142280384468e-15,0.9999998211860657,5.660284841724206e-06,5.660284841724206e-06,1.2034121327204004e-06,16
uma,0,15,17,3.284838510876028e-17,5.311269224150418e-18,1.0,3.4883746593550313e-06,3.4883746593550313e-06,3.801452730643137e-07,16
uma,0,15,18,2.4216645699274492e-15,7.700268526788069e-16,1.0,2.557815719228529e-07,2.557815719228529e-07,8.876235502250608e-08,16
uma,0,15,19,1.7425219197169198e-19,3.363341573799899e-20,1.0,1.8929112002297188e-06,1.8929112002297188e-06,2.858582295421751e-07,16
uma,0,15,20,2.0883725338849143e-16,4.39424943516668e-17,1.0,1.659971189837961e-06,1.659971189837961e-06,2.9996320044046656e-07,16
uma,0,16,0,1.845595769580972e-18,4.2407810341367953e-19,1.0,1.8342709608987207e-06,1.8342709608987207e-06,2.585363069887364e-07,16
uma,0,16,1,8.634712473158664e-16,1.6307900187196423e-16,0.9999999403953552,4.95133861022623e-07,4.95133861022623e-07,1.0031970493630739e-07,16
uma,0,16,2,1.7672795793881365e-15,2.7881627353070154e-16,0.9999995827674866,2.636350700413459e-06,2.636350700413459e-06,6.951196606199951e-07,16
uma,0,16,3,1.9071699283294054e-17,4.4483465509192805e-18,1.0,8.792765129328473e-07,8.792765129328473e-07,1.1868309452442286e-07,16
uma,0,16,4,6.065199850539055e-18,1.8982537743560905e-18,0.9999998807907104,1.044506916514365e-06,1.044506916514365e-06,4.505832221734575e-07,16
uma,0,16,5,4.4737653026369847e-17,1.3959632366342904e-17,0.9999995827674866,6.301108442130499e-06,6.301108442130499e-06,9.92057757522691e-07,16
uma,0,16,6,9.345122361272206e-16,1.9796070537751297e-16,1.0,4.182822124221275e-07,4.182822124221275e-07,8.588096451359896e-08,16
uma,0,16,7,1.8881332805499185e-18,3.189199504589144e-19,0.9999999403953552,1.2404915423758212e-06,1.2404915423758212e-06,2.7932928560949865e-07,16
uma,0,16,8,7.202418738428551e-18,1.5590555428792269e-18,1.0,5.334161414793925e-07,5.334161414793925e-07,1.4074526532842018e-07,16
uma,0,16,9,6.65093776431441e-16,2.6011029204441917e-16,1.0,1.6039072079365724e-06,1.6039072079365724e-06,6.293669231536048e-08,16
uma,0,16,10,1.5077107383185052e-18,3.1982767778361476e-19,0.9999998211860657,2.1249982182780514e-06,2.1249982182780514e-06,5.769413939508155e-07,16
uma,0,16,11,1.2625681732551894e-18,2.82613907699408e-19,1.0,5.741166546613385e-07,5.741166546613385e-07,1.411729788313944e-07,16
uma,0,16,12,3.896527965364571e-16,2.2271934607685816e-16,1.0,6.956939273550233e-07,6.956939273550233e-07,2.0348141531694524e-07,16
uma,0,16,13,5.295068359205394e-15,2.478676113440285e-15,0.9999999403953552,2.1104181087139295e-06,2.1104181087139295e-06,6.670449343285492e-08,16
uma,0,16,14,9.892002604479148e-17,3.675954907983193e-17,1.0,1.2057896583428374e-06,1.2057896583428374e-06,8.61896443102263e-08,16
uma,0,16,15,4.3144111287677255e-16,1.1083453246346612e-16,1.0,1.458770270801324e-06,1.458770270801324e-06,3.1031891298231974e-07,16
uma,0,16,16,5.538506369267453e-13,8.914378702437956e-14,1.0,3.1866493372945115e-06,3.1866493372945115e-06,3.619387526680147e-07,16
uma,0,16,17,1.8716239716161854e-16,3.5311159135974026e-17,0.9999999403953552,2.939939349744236e-06,2.939939349744236e-06,2.9828074153974457e-07,16
uma,0,16,18,3.0331788045989444e-14,1.2428756686485264e-14,1.0,6.383164077305992e-07,6.383164077305992e-07,1.0150303723496172e-07,16
uma,0,16,19,9.41055205076731e-14,5.361036186377413e-14,0.9999999403953552,1.2535666655821842e-06,1.2535666655821842e-06,2.206293153982377e-07,16
uma,0,16,20,6.789437964593395e-14,3.547428193209634e-14,0.9999999403953552,8.455464239887078e-07,8.455464239887078e-07,1.3383581813416315e-07,16
uma,0,17,0,4.265331023260294e-18,1.189480654370002e-18,1.0,2.109303522956907e-06,2.109303522956907e-06,2.4679589743990757e-07,16
uma,0,17,1,4.730098707349527e-17,2.0120066595776478e-17,1.0,2.5403478502994403e-06,2.5403478502994403e-06,6.297904332929923e-07,16
uma,0,17,2,3.4787422154678653e-16,7.35915790336582e-17,1.0,2.1871583157917485e-06,2.1871583157917485e-06,2.657678613426091e-07,16
uma,0,17,3,5.998020452013414e-18,1.4413601494221193e-18,0.9999998211860657,1.7453025975555647e-06,1.7453025975555647e-06,2.7496822448065853e-07,16
uma,0,17,4,1.6516188156494877e-14,4.697723499536444e-15,1.0,1.6111902141346945e-06,1.6111902141346945e-06,2.642522115319545e-07,16
uma,0,17,5,5.762652924707166e-17,2.6249974551884395e-17,1.0,1.5889011137915077e-06,1.5889011137915077e-06,4.190816756386291e-07,16
uma,0,17,6,2.947712221715111e-15,8.566391479091114e-16,1.0,1.5922081502139918e-06,1.5922081502139918e-06,2.2851084374330205e-07,16
uma,0,17,7,2.0861553503761036e-17,3.0491324944776568e-18,1.0,9.495192330177815e-07,9.495192330177815e-07,1.560004060931573e-07,16
