user_index,user_id,serving_bs_index,serving_sector_id,desired_signal_w,inter_cell_interference_w,noise_w,sinr_linear,sinr_db,spectral_efficiency_bps_hz
0,E3_SITE_01_SEC_1_UE_1,0,E3_SITE_01_SEC_1,2.4003035670183692e-11,2.2485936723715128e-12,1.9952623149688827e-12,5.65594962265114,7.525055325600491,2.7346445140940263
1,E3_SITE_01_SEC_2_UE_1,1,E3_SITE_01_SEC_2,8.0674356084387e-11,1.5617923621036311e-12,1.9952623149688827e-12,22.68010008515885,13.556449667259969,4.565603273491775
2,E3_SITE_01_SEC_3_UE_1,2,E3_SITE_01_SEC_3,5.1676153134394553e-08,1.5134560271690134e-12,1.9952623149688827e-12,14727.92857545464,41.681416693470496,13.846364867961388
3,E3_SITE_02_SEC_1_UE_1,3,E3_SITE_02_SEC_1,4.742526857337559e-11,3.990665436992558e-12,1.9952623149688827e-12,7.922793347753905,8.988783282602226,3.1574954274194864
4,E3_SITE_02_SEC_2_UE_1,4,E3_SITE_02_SEC_2,2.5281208309024805e-06,7.890776032581925e-09,1.9952623149688827e-12,320.3083855396961,25.055683084607217,8.327814822680747
5,E3_SITE_02_SEC_3_UE_1,5,E3_SITE_02_SEC_3,2.1086908261191972e-11,6.803741597893875e-13,1.9952623149688827e-12,7.8810811783006,8.965858009363162,3.150735320226673
6,E3_SITE_03_SEC_1_UE_1,6,E3_SITE_03_SEC_1,9.821499082768304e-13,6.0981775185098286e-12,1.9952623149688827e-12,0.12135135720835821,-9.159553621025069,0.1652383940034149
7,E3_SITE_03_SEC_2_UE_1,7,E3_SITE_03_SEC_2,7.598655211993322e-12,2.114914146589264e-12,1.9952623149688827e-12,1.8487418443131052,2.668762711279362,1.5103248891927643
8,E3_SITE_03_SEC_3_UE_1,8,E3_SITE_03_SEC_3,6.762030011486786e-07,3.70107500202721e-10,1.9952623149688827e-12,1817.248000453992,32.59414199668551,10.828333274416128
9,E3_SITE_04_SEC_1_UE_1,9,E3_SITE_04_SEC_1,8.973120163568993e-11,1.3559050549005747e-09,1.9952623149688827e-12,0.06608084591930073,-11.799244061275505,0.09231684858884426
10,E3_SITE_04_SEC_2_UE_1,10,E3_SITE_04_SEC_2,4.337700476586548e-10,2.760701389714626e-10,1.9952623149688827e-12,1.5599569225508714,1.9311260568987254,1.3561195336060874
11,E3_SITE_04_SEC_3_UE_1,11,E3_SITE_04_SEC_3,9.374084619651057e-09,8.764180492448759e-10,1.9952623149688827e-12,10.671610386920255,10.282299610721566,3.5449317250790053
12,E3_SITE_05_SEC_1_UE_1,12,E3_SITE_05_SEC_1,2.946204478299075e-12,3.461220025868794e-12,1.9952623149688827e-12,0.5399457552073328,-2.676498686908407,0.6228795326918031
13,E3_SITE_05_SEC_2_UE_1,13,E3_SITE_05_SEC_2,4.524546015627351e-11,6.808754948739448e-13,1.9952623149688827e-12,16.906999329354726,12.280665354309313,4.162451700477676
14,E3_SITE_05_SEC_3_UE_1,14,E3_SITE_05_SEC_3,8.866565467946508e-12,1.2522717238172554e-12,1.9952623149688827e-12,2.730245583895604,4.3620171331685595,1.899270614664198
15,E3_SITE_06_SEC_1_UE_1,15,E3_SITE_06_SEC_1,2.338899074416645e-09,3.348432642269472e-12,1.9952623149688827e-12,437.69322409552325,26.411698233764174,8.777068612933142
16,E3_SITE_06_SEC_2_UE_1,16,E3_SITE_06_SEC_2,1.9460837386020557e-09,6.461338575292075e-09,1.9952623149688827e-12,0.3010959649459427,-5.212950645252792,0.3797273748502699
17,E3_SITE_06_SEC_3_UE_1,17,E3_SITE_06_SEC_3,1.3680763336423873e-12,8.681644812769118e-12,1.9952623149688827e-12,0.12813414196403397,-8.923351349629332,0.17393862309143077
18,E3_SITE_07_SEC_1_UE_1,18,E3_SITE_07_SEC_1,6.603754137491161e-14,2.6294476578730963e-12,1.9952623149688827e-12,0.014279282757774793,-18.45293606436846,0.020454954483635185
19,E3_SITE_07_SEC_2_UE_1,19,E3_SITE_07_SEC_2,5.63479375159659e-07,8.866305734045454e-08,1.9952623149688827e-12,6.355146234267934,8.031255482818356,2.8787540252810415
20,E3_SITE_07_SEC_3_UE_1,20,E3_SITE_07_SEC_3,3.0454965264069267e-13,1.6827746878236849e-12,1.9952623149688827e-12,0.08280222640758149,-10.819579856362836,0.11476975907101346
21,E3_SITE_08_SEC_1_UE_1,21,E3_SITE_08_SEC_1,1.2709097663154978e-10,6.380868056155009e-12,1.9952623149688827e-12,15.172994091601868,11.81071288707399,4.015514883237781
22,E3_SITE_08_SEC_2_UE_1,22,E3_SITE_08_SEC_2,1.3341044935444302e-09,1.2435830143431303e-11,1.9952623149688827e-12,92.44653496540118,19.658906377925693,6.546069264144973
23,E3_SITE_08_SEC_3_UE_1,23,E3_SITE_08_SEC_3,2.1037567521364764e-10,1.3787582187063663e-13,1.9952623149688827e-12,98.62262156418174,19.939765426660767,6.638401470843464
24,E3_SITE_09_SEC_1_UE_1,24,E3_SITE_09_SEC_1,9.951560409060534e-11,1.1181403025695147e-12,1.9952623149688827e-12,31.963615476525504,15.04655897447265,5.042802582068509
25,E3_SITE_09_SEC_2_UE_1,25,E3_SITE_09_SEC_2,2.158933795626261e-11,3.779421567373653e-11,1.9952623149688827e-12,0.5425891227422217,-2.6552891676753227,0.6253538431665312
26,E3_SITE_09_SEC_3_UE_1,26,E3_SITE_09_SEC_3,3.0373407781947304e-12,3.2324620410917326e-13,1.9952623149688827e-12,1.310040809943849,1.1728482485985494,1.2079183389935157
27,E3_SITE_10_SEC_1_UE_1,27,E3_SITE_10_SEC_1,5.258094515347977e-10,1.039501817956534e-12,1.9952623149688827e-12,173.26204887888076,22.38703445763845,7.445114600570577
28,E3_SITE_10_SEC_2_UE_1,28,E3_SITE_10_SEC_2,2.5719344189101268e-12,5.192467549680613e-13,1.9952623149688827e-12,1.0228375986627969,0.09806683953102775,1.0163804993284002
29,E3_SITE_10_SEC_3_UE_1,29,E3_SITE_10_SEC_3,8.421325269070135e-12,1.9689545133205755e-12,1.9952623149688827e-12,2.1243351798957724,3.2722304126759205,1.6435492346687939
30,E3_SITE_11_SEC_1_UE_1,30,E3_SITE_11_SEC_1,6.598755430964331e-10,8.835418618957647e-09,1.9952623149688827e-12,0.07466839869237957,-11.268631622718566,0.10389156831490992
31,E3_SITE_11_SEC_2_UE_1,31,E3_SITE_11_SEC_2,4.5079015520421706e-10,6.458167334244536e-13,1.9952623149688827e-12,170.68408288591323,22.32193022947612,7.423612480681346
32,E3_SITE_11_SEC_3_UE_1,32,E3_SITE_11_SEC_3,4.17745178726836e-12,3.937379935980978e-12,1.9952623149688827e-12,0.7041469231689335,-1.5233671406218454,0.769049722998989
33,E3_SITE_12_SEC_1_UE_1,33,E3_SITE_12_SEC_1,2.992097195009258e-11,4.122500951719843e-13,1.9952623149688827e-12,12.428169351925318,10.944071625186915,3.7471907319745568
34,E3_SITE_12_SEC_2_UE_1,34,E3_SITE_12_SEC_2,1.2211124333916246e-09,1.8222090503172694e-12,1.9952623149688827e-12,319.87468052693345,25.049798651462485,8.325866144182934
35,E3_SITE_12_SEC_3_UE_1,35,E3_SITE_12_SEC_3,1.6582376582974234e-09,1.649877456877391e-09,1.9952623149688827e-12,1.0038531655805631,0.016701928471609548,1.0027767974303954
36,E3_SITE_13_SEC_1_UE_1,36,E3_SITE_13_SEC_1,5.425406963423772e-14,6.214126977745205e-13,1.9952623149688827e-12,0.020733973217925934,-16.833174667783915,0.029606915649726756
37,E3_SITE_13_SEC_2_UE_1,37,E3_SITE_13_SEC_2,8.293444056506338e-12,2.737820387066492e-12,1.9952623149688827e-12,1.752228849274046,2.4359082642473098,1.460600435877918
38,E3_SITE_13_SEC_3_UE_1,38,E3_SITE_13_SEC_3,1.4043634148381418e-13,9.47778053955739e-12,1.9952623149688827e-12,0.01224054884693559,-19.12199108673171,0.017552172828832053
39,E3_SITE_14_SEC_1_UE_1,39,E3_SITE_14_SEC_1,3.493057926240439e-11,2.7165422689101604e-13,1.9952623149688827e-12,15.40885101740247,11.87770256148293,4.036402316704886
40,E3_SITE_14_SEC_2_UE_1,40,E3_SITE_14_SEC_2,3.1211414008858185e-10,4.0973141546274405e-11,1.9952623149688827e-12,7.263805774505464,8.611642231523135,3.0468063467186255
41,E3_SITE_14_SEC_3_UE_1,41,E3_SITE_14_SEC_3,1.6427128754492593e-11,2.2499797164288182e-12,1.9952623149688827e-12,3.8695387996721906,5.8765920566661904,2.283785139261645
42,E3_SITE_15_SEC_1_UE_1,42,E3_SITE_15_SEC_1,9.057680300239568e-11,1.4975090611990538e-10,1.9952623149688827e-12,0.5968968042924195,-2.241007462580714,0.6752710849808474
