time_s,interval_index,delayed_myopic_constrained_pf_upper_ratio,delayed_myopic_constrained_pf_nominal_ratio,delayed_myopic_constrained_pf_pf_utility,predictive_nominal_full_horizon_upper_ratio,predictive_nominal_full_horizon_nominal_ratio,predictive_nominal_full_horizon_pf_utility,predictive_1db_with_two_message_drops_upper_ratio,predictive_1db_with_two_message_drops_nominal_ratio,predictive_1db_with_two_message_drops_pf_utility,predictive_3db_upper_ratio,predictive_3db_nominal_ratio,predictive_3db_pf_utility
114.0,0,0.9985715483470283,0.9985715483470283,132.26313096659987,0.9985715483470283,0.9985715483470283,132.26313096659987,0.9791475092123214,0.7777645125273004,132.22570249733167,0.5819115429048858,0.2916466364042775,132.08838744878497
115.0,0,0.9883022433488793,0.9883022433488793,132.26313096659987,0.9883022433488793,0.9883022433488793,132.26313096659987,0.9689557672805557,0.7696689241498754,132.22570249733167,0.5750580108555473,0.28821173363589364,132.08838744878497
116.0,0,0.9781314971106209,0.9781314971106209,132.26313096659987,0.9781314971106209,0.9781314971106209,132.26313096659987,0.9588646135800208,0.7616532358445982,132.22570249733167,0.568292795247864,0.28482109394058686,132.08838744878497
117.0,0,0.968057851628954,0.968057851628954,132.26313096659987,0.968057851628954,0.968057851628954,132.26313096659987,0.948872660254318,0.7537163451979453,132.22570249733167,0.5616141208162916,0.2814738275779299,132.08838744878497
118.0,0,0.9580798965958773,0.9580798965958773,132.26313096659987,0.9580798965958773,0.9580798965958773,132.26313096659987,0.9389785580729585,0.7458571804780443,132.22570249733167,0.5550202679006627,0.27816907267620067,132.08838744878497
119.0,1,0.9481962678759143,0.9481962678759143,132.26313096659987,0.99554594733131,0.99554594733131,132.26824524485508,0.9997951880067137,0.794165546775204,132.23571675301136,0.9956262118365942,0.4989951468371832,132.12323250864733
120.0,1,0.9384056460141451,0.9384056460141451,132.26313096659987,0.9851392391202418,0.9851392391202418,132.26824524485508,0.9893700622764258,0.7858845750570858,132.23571675301136,0.9842896758137396,0.49331341970897286,132.12323250864733
121.0,1,0.9287067547730786,0.9287067547730786,132.26313096659987,0.9748323117188084,0.9748323117188084,132.26824524485508,0.9790457164431509,0.7776836556566574,132.23571675301136,0.9730887415992783,0.4876996544759859,132.12323250864733
122.0,1,0.9190983597028447,0.9190983597028447,132.26313096659987,0.9646237445735599,0.9646237445735599,132.26824524485508,0.9688208275487572,0.7695617377109217,132.23571675301136,0.96202077167046,0.48215252924549157,132.12323250864733
123.0,1,0.9095792667382707,0.9095792667382707,132.26313096659987,0.9545121661525764,0.9545121661525764,132.26824524485508,0.9586941108880755,0.7615178007422896,132.23571675301136,0.9510832194158769,0.4766707676883634,132.12323250864733
