txrx,freq_mhz,occ_bw_khz,itu_class,satellite_name,lat,lon,ground_elev_m,height_agl_m,azimuth_deg,elev_angle_deg,ant_gain_dbi,hpbw_deg,ant_manufacturer,ant_model,station_loc,call_sign,auth_number,licensee_name,subservice,auth_status,in_service_date,province
RX,8150.0,225000.0,TW,TERRASAR,68.31833333,-133.54416667,64,13.0,180.0,45.0,59.2,0.18,,Earth Station antenna,"ISSF, #10 Satellite Road, Inuvik, NWT  X0E 0T0",,011013738-001,Natural Resources Canada,906,G,2023-10-01,NT
RX,8125.0,25000.0,TD,RAISE-3,53.2962,-60.32932222,21,10.0,,,38.0,1.9,,Earth Station antenna,"219 Hamilton River Road, Happy Valley-Goose Bay, NL",,011100353-001,C-CORE Inc. (LOOK North),906,G,2025-09-03,NL
RX,8125.0,50000.0,TD,RAISE-3,53.2962,-60.32932222,21,10.0,,,38.0,1.9,,Earth Station antenna,"219 Hamilton River Road, Happy Valley-Goose Bay, NL",,011100353-001,C-CORE Inc. (LOOK North),906,G,2025-09-03,NL
RX,8125.0,32000.0,TW,ARGOS-SARAL,68.32535278,-133.61285278,30,10.7,0.0,,48.0,0.59,,Earth Station antenna,"Inuvik, NT (Lot1019 Plan Q107B/7 LTO 3030)",XO288,011014960-001,Canadian Satellite Ground Station – Inuvik Inc. (CSGSI),906,G,2023-10-01,NT
RX,8125.0,32000.0,TC,ARGOS-SARAL,68.31833333,-133.54361111,73,13.0,,,59.2,360.0,* Other Manufacturer (not listed) * - * Autre fabricant (non inclus) *,ISOTROPIC_59.2_D,INUVIK NWT,VB339,011013722-001,Natural Resources Canada,906,G,2023-10-01,NT
RX,8110.0,78000.0,TW,GHGSAT-CX,68.32535278,-133.61285278,41,4.5,180.0,45.0,35.4,2.35,,Earth Station antenna,"Inuvik, NT (Lot1019 Plan Q107B/7 LTO 3030)",,011100649-001,Canadian Satellite Ground Station – Inuvik Inc. (CSGSI),906,G,2025-09-22,NT
RX,8110.0,50000.0,TW,TERRASAR,53.29618333,-60.32978333,11,13.5,0.0,5.0,51.0,0.38,,Earth Station antenna,Happy Valley-Goose Bay (219 Hamilton River Rd) NL,VF777,011020728-001,C-CORE Inc. (LOOK North),906,G,2023-10-01,NL
RX,8110.0,50000.0,TW,GHGSAT-CX,68.31920028,-133.55016139,93,2.5,,,47.3,0.76,,Earth Station antenna,"Inuvik, NT #10 Satellite Road ISSF",VF775,011020724-001,C-CORE Inc. (LOOK North),906,G,2023-10-01,NT
RX,8110.0,78000.0,TW,GHGSAT-D,68.32535278,-133.61285278,5,4.5,,,35.4,2.35,,Earth Station antenna,"Inuvik, NT (Lot1019 Plan Q107B/7 LTO 3030)",VF826,011014964-002,Canadian Satellite Ground Station – Inuvik Inc. (CSGSI),906,G,2023-10-01,NT
RX,8105.0,100000.0,TW,RADARSAT-3C,68.32489444,-133.54370278,91,6.84,180.0,0.0,55.4,0.29,,Earth Station antenna,"ISSF, #10 Satellite Road, Inuvik, NWT, X0E 0T0",,011103292-001,Natural Resources Canada,906,G,2025-10-01,NT
RX,8105.0,100000.0,TW,RADARSAT-3C,68.326375,-133.54158889,99,6.84,180.0,0.0,55.4,0.29,,Earth Station antenna,"ISSF, #10 Satellite Road, Inuvik, NWT, X0E 0T0",,011103288-001,Natural Resources Canada,906,G,2025-10-01,NT
RX,8105.0,101230.0,TW,RADARSAT-2C,45.58583333,-75.80927778,270,6.845,,,55.4,0.29,,Earth Station antenna,"Cantley, QC (75 Chemin Mcclelland)",,011084055-001,Natural Resources Canada,906,G,2025-05-09,QC
RX,8105.0,101230.0,TW,RADARSAT-2C,45.51886111,-73.39675,25,10.0,,,55.8,0.3,,Earth Station antenna,"Saint-Hubert, QC (6767 Route de l’Aéroport)",,011084022-001,Canadian Space Agency - RADARSAT-2C,906,G,2025-05-01,QC
RX,8105.0,101850.0,TW,RADARSAT-3C,53.21194444,-105.92666667,475,11.8,,,58.4,0.19,,Earth Station antenna,Prince Albert Satellite Station,,011061567-001,Natural Resources Canada,906,G,2024-10-18,SK
RX,8105.0,60000.0,TW,RADARSAT-2C,53.21194444,-105.92666667,475,11.8,,,58.4,0.19,,Earth Station antenna,Prince Albert Satellite Station,,011061573-001,Natural Resources Canada,906,G,2024-10-18,SK
RX,8105.0,100000.0,TC,RADARSAT-3C,45.58586111,-75.80938889,276,6.845,180.0,45.0,55.4,0.29,,Earth Station antenna,"GSS 75 Chem. Mcclelland, Cantley, QC J8V 3E6",,011057631-001,Natural Resources Canada,906,G,2024-09-27,QC
RX,8105.0,101850.0,TW,RADARSAT-3C,53.2125,-105.92916667,472,11.8,180.0,45.0,58.4,0.19,,Earth Station antenna,Prince Albert Satellite Station,VF944,011013736-001,Natural Resources Canada,906,G,2023-10-01,SK
RX,8105.0,101850.0,TW,RADARSAT-3C,68.31944444,-133.54888889,70,11.8,180.0,45.0,58.4,0.19,,Earth Station antenna,"ISSF, #10 Satellite Road, Inuvik, NWT  X0E 0T0",VF943,011013748-001,Natural Resources Canada,906,G,2023-10-01,NT
RX,8105.0,100000.0,TW,RADARSAT-3C,45.58472222,-75.80833333,275,11.8,180.0,45.0,58.4,0.19,,Earth Station antenna,"Cantley, QC (75 Chemin McClelland)",VF941,011013740-001,Natural Resources Canada,906,G,2023-10-01,QC
RX,8105.0,60000.0,TW,RADARSAT-2C,45.58472222,-75.80833333,275,11.8,,,58.4,0.19,,Earth Station antenna,"Cantley, QC (75 ch McClelland)",XJ983,011013742-001,Natural Resources Canada,906,G,2023-10-01,QC
RX,8105.0,60000.0,TW,RADARSAT-2C,53.2125,-105.93111111,528,15.0,,,56.0,360.0,,Earth Station antenna,PRINCE ALBERT SK,VF757,011013776-002,Natural Resources Canada,906,G,2023-10-01,SK
RX,8105.0,60000.0,TC,RADARSAT-2C,68.31833333,-133.54361111,73,13.0,,,59.2,360.0,* Other Manufacturer (not listed) * - * Autre fabricant (non inclus) *,ISOTROPIC_59.2_D,INUVIK NWT,VB339,011013724-001,Natural Resources Canada,906,G,2023-10-01,NT
RX,8100.0,120000.0,TW,EARTHCARE,68.31777778,-133.53833333,107,10.0,180.0,45.0,47.2,0.72,,Earth Station antenna,"ISSF, #10 Satellite Road, Inuvik, NWT, X0E 0T0",,011034210-001,SSC Space Canada Corporation,906,G,2024-04-01,NT
RX,8100.0,75000.0,TW,CRYOSAT-2,68.31970833,-133.53749444,88,9.5,180.0,45.0,59.2,0.2,,Earth Station antenna,"Inuvik, NT  (ISSF, #10 Satellite Road)",VF934,011013734-001,Natural Resources Canada,906,G,2023-10-01,NT
RX,8095.0,130000.0,TW,SENTINEL-2,68.32438,-133.55243306,66,6.7,180.0,0.0,54.03,0.525,,Earth Station antenna,"ISSF, #10 Satellite Road, Inuvik, NWT, X0E 0T0",,011112547-001,Natural Resources Canada,906,G,2025-12-14,NT
RX,8095.0,130000.0,TW,SENTINEL-3,68.32438,-133.55243306,66,6.7,180.0,0.0,54.03,0.252,,Earth Station antenna,"ISSF, #10 Satellite Road, Inuvik, NWT, X0E 0T0",,011112551-001,Natural Resources Canada,906,G,2025-12-14,NT
RX,8095.0,130000.0,TW,SENTINEL-1,68.32438,-133.55243306,66,6.7,180.0,0.0,54.03,0.525,,Earth Station antenna,"ISSF, #10 Satellite Road, Inuvik, NWT, X0E 0T0",,011112529-001,Natural Resources Canada,906,G,2025-12-14,NT
RX,8095.0,130000.0,TW,SENTINEL-3,68.31833333,-133.54416667,64,8.7,180.0,45.0,59.2,0.17,,Earth Station antenna,"ISSF, #10 Satellite Road, Inuvik, NWT  X0E 0T0",VF862,011013728-001,Natural Resources Canada,906,G,2023-10-01,NT
RX,8095.0,130000.0,TW,SENTINEL-1,68.31833333,-133.54416667,64,8.7,180.0,45.0,59.2,0.17,,Earth Station antenna,"ISSF, #10 Satellite Road, Inuvik, NWT  X0E 0T0",VF861,011013730-001,Natural Resources Canada,906,G,2023-10-01,NT
RX,8095.0,130000.0,TW,SENTINEL-2,68.31833333,-133.54416667,64,8.7,180.0,45.0,59.2,0.17,,Earth Station antenna,"ISSF, #10 Satellite Road, Inuvik, NWT  X0E 0T0",VF860,011013732-001,Natural Resources Canada,906,G,2023-10-01,NT
RX,8095.0,130000.0,TC,SENTINEL-1,68.32535278,-133.61285278,31,10.7,180.0,46.0,59.8,0.2,,Earth Station antenna,"Inuvik, NT (Lot1019 Plan Q107B/7 LTO 3030)",XO221,011014968-001,Canadian Satellite Ground Station – Inuvik Inc. (CSGSI),906,G,2023-10-01,NT
RX,8090.0,120000.0,TW,JASON-CS_EUM,68.3197,-133.5581,94,4.6,180.0,45.0,54.2,0.32,,Earth Station antenna,"ISSF, #10 Satellite Road, Inuvik, NWT, X0E 0T0",,011068279-001,SSC Space Canada Corporation,906,G,2025-06-01,NT
RX,8090.0,120000.0,TW,JASON-CS_EUM,68.31777778,-133.53833333,107,10.0,180.0,45.0,59.2,0.2,,Earth Station antenna,"ISSF, #10 Satellite Road, Inuvik, NWT, X0E 0T0",,011068280-001,SSC Space Canada Corporation,906,G,2025-06-01,NT
RX,8080.0,94500.0,TD,USASAT-30F,68.325825,-133.60711667,37,4.0,,,34.0,2.71,,Earth Station antenna,"Inuvik, NT (Lot1019 Plan Q107B/7 LTO 3030)",,011064271-002,Canadian Satellite Ground Station – Inuvik Inc. (CSGSI),906,G,2024-10-14,NT
RX,8080.0,100000.0,TW,USASAT-30F,68.3261,-133.607,34,8.7,,,54.9,0.44,,Earth Station antenna,"Inuvik, NT Lot 1013 Block Q107B/7 LTO 3030",,011044135-001,Planet Labs Geomatics Corp.,906,G,2024-10-01,NT
RX,8080.0,100000.0,TW,USASAT-30F,68.32613889,-133.60778889,34,8.7,,,54.9,0.44,,Earth Station antenna,"Inuvik, NT Lot 1013 Block Q107B/7 LTO 3030",,011044127-001,Planet Labs Geomatics Corp.,906,G,2024-10-01,NT
RX,8080.0,100000.0,TW,USASAT-30F,49.25463889,-55.06430556,67,5.4,,,54.9,0.27,,Earth Station antenna,Lewisporte (Premier Dr) NL,,011044144-001,Planet Labs Geomatics Corp.,906,G,2024-10-01,NL
RX,8080.0,100000.0,TC,USASAT-30F,68.325495,-133.60715389,34,2.72,,,49.52,0.55,,Earth Station antenna,"Inuvik, NT Lot 1013 Block Q107B/7 LTO 3030",VF839,011016709-001,Planet Labs Geomatics Corp.,906,G,2023-10-01,NT
RX,8080.0,100000.0,TC,USASAT-30F,68.32550389,-133.608605,34,2.72,,,49.52,0.55,,Earth Station antenna,"Inuvik, NT Lot 1013 Block Q107B/7 LTO 3030",VF830,011016705-001,Planet Labs Geomatics Corp.,906,G,2023-10-01,NT
RX,8080.0,100000.0,TC,USASAT-30F,68.32582194,-133.607865,34,2.72,,,49.52,0.55,,Earth Station antenna,"Inuvik, NT Lot 1013 Block Q107B/7 LTO 3030",VF785,011016698-001,Planet Labs Geomatics Corp.,906,G,2023-10-01,NT
RX,8080.0,100000.0,TC,USASAT-30F,68.32583611,-133.609325,34,2.72,180.0,47.5,49.52,0.55,,Earth Station antenna,"Inuvik, NT Lot 1013 Block Q107B/7 LTO 3030",VF854,011014982-003,Planet Labs Geomatics Corp.,906,G,2023-10-01,NT
RX,8075.0,60000.0,TW,USASAT-30E,49.25463889,-55.06430556,67,5.4,,,54.9,0.44,,Earth Station antenna,Lewisporte (Premier Dr) NL,,011064214-001,Planet Labs Geomatics Corp.,906,G,2024-10-31,NL
RX,8075.0,60000.0,TW,USASAT-30E,68.3261,-133.607,34,8.7,180.0,47.5,54.9,0.44,,Earth Station antenna,"Inuvik, NT Lot 1013 Block Q107B/7 LTO 3030",,011064223-001,Planet Labs Geomatics Corp.,906,G,2024-10-31,NT
RX,8075.0,60000.0,TW,USASAT-30E,68.32613889,-133.60778889,34,8.7,180.0,47.5,54.9,0.44,,Earth Station antenna,"Inuvik, NT Lot 1013 Block Q107B/7 LTO 3030",,011064219-001,Planet Labs Geomatics Corp.,906,G,2024-10-31,NT
RX,8075.0,60000.0,TC,USASAT-30F,68.32535278,-133.60961667,35,3.9,,,48.0,0.59,,Earth Station antenna,"Inuvik, NT (Lot1019 Plan Q107B/7 LTO 3030)",VF827,011014966-002,Canadian Satellite Ground Station – Inuvik Inc. (CSGSI),906,G,2023-10-01,NT
RX,8040.0,200.0,TW,USASAT-30R-1,49.25463889,-55.06430556,66,5.4,,,54.9,0.44,,Earth Station antenna,Lewisporte (Premier Dr) NL,,011056501-001,Planet Labs Geomatics Corp.,906,G,2024-06-28,NL
RX,8040.0,200.0,TW,USASAT-30R-1,68.3261,-133.607,45,8.7,,,54.9,0.44,,Earth Station antenna,"Inuvik, NT Lot 1013 Block Q107B/7 LTO 3030",,011054758-001,Planet Labs Geomatics Corp.,906,G,2024-06-28,NT
RX,8040.0,200.0,TW,USASAT-30R-1,68.32613889,-133.60778889,45,8.7,,,54.9,0.44,,Earth Station antenna,"Inuvik, NT Lot 1013 Block Q107B/7 LTO 3030",,011054754-001,Planet Labs Geomatics Corp.,906,G,2024-06-28,NT
RX,8040.0,200.0,TW,USASAT-30R,68.3261,-133.607,45,8.7,,,54.9,0.44,,Earth Station antenna,"Inuvik, NT Lot 1013 Block Q107B/7 LTO 3030",,011034607-001,Planet Labs Geomatics Corp.,906,G,2024-04-26,NT
RX,8040.0,200.0,TW,USASAT-30R,68.32613889,-133.60778889,45,8.7,,,54.9,0.44,,Earth Station antenna,"Inuvik, NT Lot 1013 Block Q107B/7 LTO 3030",,011034575-001,Planet Labs Geomatics Corp.,906,G,2024-04-26,NT
RX,8040.0,200.0,TW,USASAT-30R,49.25463889,-55.06430556,66,5.4,,,54.9,0.44,,Earth Station antenna,"Lewisporte, NL, Premier Dr",,011034559-001,Planet Labs Geomatics Corp.,906,G,2024-04-26,NL
RX,8030.0,200.0,TW,USASAT-30R-1,49.25463889,-55.06430556,66,5.4,,,54.9,0.44,,Earth Station antenna,Lewisporte (Premier Dr) NL,,011056501-001,Planet Labs Geomatics Corp.,906,G,2024-06-28,NL
RX,8030.0,200.0,TW,USASAT-30R-1,68.3261,-133.607,45,8.7,,,54.9,0.44,,Earth Station antenna,"Inuvik, NT Lot 1013 Block Q107B/7 LTO 3030",,011054758-001,Planet Labs Geomatics Corp.,906,G,2024-06-28,NT
RX,8030.0,200.0,TW,USASAT-30R-1,68.32613889,-133.60778889,45,8.7,,,54.9,0.44,,Earth Station antenna,"Inuvik, NT Lot 1013 Block Q107B/7 LTO 3030",,011054754-001,Planet Labs Geomatics Corp.,906,G,2024-06-28,NT
RX,8030.0,200.0,TW,USASAT-30R,68.3261,-133.607,45,8.7,,,54.9,0.44,,Earth Station antenna,"Inuvik, NT Lot 1013 Block Q107B/7 LTO 3030",,011034607-001,Planet Labs Geomatics Corp.,906,G,2024-04-26,NT
RX,8030.0,200.0,TW,USASAT-30R,68.32613889,-133.60778889,45,8.7,,,54.9,0.44,,Earth Station antenna,"Inuvik, NT Lot 1013 Block Q107B/7 LTO 3030",,011034575-001,Planet Labs Geomatics Corp.,906,G,2024-04-26,NT
RX,8030.0,200.0,TW,USASAT-30R,49.25463889,-55.06430556,66,5.4,,,54.9,0.44,,Earth Station antenna,"Lewisporte, NL, Premier Dr",,011034559-001,Planet Labs Geomatics Corp.,906,G,2024-04-26,NL
RX,7700.0,72000.0,TC,HISPASAT-2C3 KU,43.2,-79.77,208,6.0,120.1,19.914,50.3,,ITU,AP-28 (D/L>100)_50.3_D5.49,STONEY CREEK ON,VE210,011014164-001,Neutral Skies Inc.,906,G,2023-10-01,ON
RX,7620.0,72000.0,TC,HISPASAT-2C3 KU,43.2,-79.77,208,6.0,120.1,19.914,50.3,,ITU,AP-28 (D/L>100)_50.3_D5.55,STONEY CREEK ON,VE210,011014164-001,Neutral Skies Inc.,906,G,2023-10-01,ON
