time_s,historical_p20_multiple_required_attenuation_db,short_p0005_multiple_required_attenuation_db,short_p0005_single_required_attenuation_db,long_p20_multiple_required_attenuation_db,long_p20_single_required_attenuation_db,historical_policy_short_p0005_multiple_ratio,historical_policy_short_p0005_single_ratio,historical_policy_long_p20_multiple_ratio,historical_policy_long_p20_single_ratio
114.0,46.84039127239053,48.63628510290639,51.63628510290639,63.38281636678377,66.38281636678377,1.5121308821424666,3.0170977644395123,45.10685102645445,89.99999999999984
115.0,46.75911719066703,48.554820643445524,51.554820643445524,63.30154228506026,66.30154228506026,1.5120645976837983,3.0169655095570627,45.106851026454436,89.99999999999984
116.0,46.67796885286278,48.47350054080297,51.47350054080298,63.22039394725603,66.22039394725603,1.5120047962343153,3.01684618997853,45.106851026454414,89.99999999999984
117.0,46.5969448524542,48.39232192138792,51.392321921387925,63.139369946847445,66.13936994684744,1.5119509662807875,3.0167387851008387,45.106851026454414,89.99999999999983
118.0,46.51604389144019,48.3112820858816,51.311282085881594,63.058468985833436,66.05846898583343,1.5119026193469665,3.0166423202857406,45.106851026454414,89.99999999999984
119.0,46.4352647717546,48.230378499321475,51.230378499321475,62.97768986614785,65.97768986614784,1.5118592895085978,3.0165558658921303,45.10685102645445,89.99999999999986
120.0,46.35460638740695,48.1496087818421,51.1496087818421,62.8970314818002,65.8970314818002,1.5118205328863084,3.0164785362642217,45.106851026454436,89.99999999999987
121.0,46.274067717287636,48.06897070001752,51.068970700017516,62.81649281168087,65.81649281168087,1.511785927119171,3.0164094886811705,45.10685102645442,89.99999999999984
122.0,46.19364781858674,47.98846215876283,50.98846215876283,62.73607291297998,65.73607291297998,1.511755070821575,3.016347922273398,45.10685102645442,89.99999999999984
123.0,46.1133458207411,47.90808119371728,50.90808119371728,62.65577091513435,65.65577091513434,1.5117275830259538,3.0162930769106744,45.10685102645442,89.99999999999984
124.0,46.033160919872074,47.827825964079594,50.827825964079594,62.57558601426531,65.57558601426533,1.5117031026139183,3.016244232067084,45.106851026454414,89.99999999999983
125.0,45.95309237366749,47.747694745855554,50.747694745855554,62.49551746806073,65.49551746806073,1.5116812877379293,3.0162007056671176,45.10685102645442,89.99999999999984
126.0,45.8731394966517,47.66768592546933,50.66768592546933,62.41556459104495,65.41556459104496,1.5116618152359458,3.0161618529177314,45.106851026454436,89.99999999999986
127.0,45.7933016558018,47.58779799370261,50.58779799370261,62.33572675019503,65.33572675019502,1.5116443800410022,3.0161270651303065,45.10685102645443,89.99999999999986
128.0,45.71357826648939,47.5080295399477,50.50802953994769,62.25600336088264,65.25600336088263,1.511628694587771,3.0160957685365806,45.106851026454414,89.99999999999983
129.0,45.633968788690105,47.42837924672166,50.42837924672167,62.17639388308335,65.17639388308335,1.5116144882179237,3.016067423102193,45.10685102645443,89.99999999999984
130.0,45.55447272346129,47.348845884448274,50.34884588444827,62.096897817854526,65.09689781785453,1.5116015065860593,3.0160415213413465,45.10685102645442,89.99999999999984
131.0,45.475089609617285,47.269428306441654,50.269428306441654,62.01751470401053,65.01751470401052,1.511589511067902,3.0160175871360186,45.106851026454436,89.99999999999984
132.0,45.3958190206292,47.19012544412324,50.19012544412324,61.93824411502244,64.93824411502244,1.5115782781721663,3.015995174562469,45.10685102645443,89.99999999999984
133.0,45.31666056168963,47.1109363024169,50.110936302416896,61.859085656082875,64.85908565608287,1.5115675989575146,3.0159738667279212,45.10685102645443,89.99999999999986
134.0,45.237613866938446,47.03185995532215,50.03185995532214,61.78003896133169,64.78003896133168,1.511557278455959,3.0159532746200957,45.10685102645443,89.99999999999984
135.0,45.158678596838,46.952895541657654,49.952895541657654,61.70110369123124,64.70110369123124,1.5115471351038376,3.0159330359718606,45.106851026454414,89.99999999999984
136.0,45.079854435675244,46.87404226095522,49.874042260955214,61.62227953006848,64.62227953006848,1.5115370001813238,3.015912814142904,45.10685102645443,89.99999999999984
137.0,45.001141089173586,46.79529936949079,49.79529936949079,61.543566183566824,64.54356618356682,1.5115267172617068,3.015892297020904,45.10685102645444,89.99999999999986
138.0,44.92253828221719,46.71666617645698,49.71666617645698,61.46496337661043,64.46496337661043,1.5115161416709308,3.01587119594317,45.10685102645443,89.99999999999986
139.0,44.84404575668872,46.63814204028084,49.63814204028083,61.38647085108197,64.38647085108197,1.5115051399584207,3.015849244640799,45.10685102645442,89.99999999999984
140.0,44.76566326934656,46.55972636501495,49.55972636501495,61.308088363739806,64.30808836373981,1.5114935893797907,3.015826198206543,45.10685102645442,89.99999999999984
141.0,44.68739058984711,46.48141859690906,49.481418596909066,61.22981568424035,64.22981568424036,1.5114813773919233,3.01580183208736,45.10685102645443,89.99999999999986
142.0,44.609227498809005,46.40321822106033,49.40321822106033,61.15165259320225,64.15165259320224,1.5114684011609654,3.015775941102739,45.10685102645442,89.99999999999984
143.0,44.53117378593425,46.32512475815909,49.32512475815909,61.07359888032748,64.07359888032748,1.51145456708374,3.0157483384897885,45.10685102645443,89.99999999999983
144.0,44.453229248239026,46.247137761382994,49.24713776138299,60.995654342632264,63.995654342632264,1.5114397903226529,3.015718854975254,45.10685102645442,89.99999999999984
145.0,44.375393688318766,46.169256813365614,49.169256813365614,60.917818782712,63.917818782712,1.511423994354626,3.015687337875522,45.106851026454436,89.99999999999986
146.0,44.297666912683,46.09148152327521,49.09148152327521,60.84009200707624,63.840092007076244,1.5114071105340114,3.015653650224517,45.10685102645443,89.99999999999984
147.0,44.220048730153,46.01381152399722,49.01381152399722,60.76247382454625,63.76247382454625,1.5113890776698078,3.01561766993014,45.10685102645443,89.99999999999984
148.0,44.14253895031454,45.936246469412836,48.936246469412836,60.684964044707776,63.68496404470777,1.5113698416170613,3.0155792889590067,45.10685102645445,89.99999999999986
149.0,44.06513738202264,45.858786031770876,48.858786031770876,60.60756247641588,63.60756247641588,1.511349354882607,3.0155384125497937,45.10685102645444,89.99999999999986
150.0,43.987843831984186,45.78142989917838,48.78142989917838,60.530268926377424,63.530268926377424,1.5113275762450367,3.015494958454977,45.106851026454436,89.99999999999984
151.0,43.91065810334535,45.70417777313693,48.70417777313692,60.45308319773859,63.45308319773859,1.5113044703888345,3.015448856210843,45.10685102645444,89.99999999999984
152.0,43.83357999440584,45.627029366246134,48.627029366246134,60.37600508879908,63.37600508879908,1.5112800075525317,3.01540004643545,45.10685102645443,89.99999999999984
153.0,43.75660929730941,45.549984399923545,48.54998439992356,60.299034391702655,63.299034391702655,1.5112541631907874,3.0153484801544077,45.10685102645444,89.99999999999986
154.0,43.67974579685316,45.473042602282455,48.473042602282455,60.22217089124639,63.22217089124639,1.511226917650063,3.015294118153749,45.10685102645444,89.99999999999986
155.0,43.60298926929839,45.396203706050436,48.39620370605044,60.145414363691636,63.14541436369163,1.5111982558578922,3.0152369303599507,45.10685102645443,89.99999999999986
156.0,43.526339481269446,45.319467446613686,48.319467446613686,60.0687645756627,63.06876457566269,1.5111681670252655,3.0151768952461095,45.106851026454436,89.99999999999984
157.0,43.4497961886788,45.24283356012493,48.24283356012493,59.992221283072034,62.992221283072034,1.5111366443620151,3.015113999264058,45.106851026454436,89.99999999999984
158.0,43.37335913573629,45.166301781732045,48.166301781732045,59.915784230129525,62.91578423012953,1.511103684804821,3.0150482363016704,45.10685102645443,89.99999999999986
159.0,43.297028053960005,45.08987184384367,48.08987184384367,59.83945314835325,62.83945314835325,1.5110692887575892,3.0149796071648454,45.10685102645443,89.99999999999984
160.0,43.22080266130464,45.01354347454712,48.01354347454712,59.763227755697876,62.76322775569788,1.511033459843881,3.014908119083538,45.106851026454436,89.99999999999986
161.0,43.14468266127407,44.93731639604425,47.937316396044245,59.68710775566731,62.68710775566731,1.5109962046710423,3.0148337852411347,45.10685102645443,89.99999999999984
