site_id,sector_id,station_to_site_bearing_deg,station_to_site_distance_m,station_to_site_elevation_deg,protected_minimum_elevation_deg,protected_window_sample_count,protected_window_start_utc,protected_window_end_utc,minimum_off_axis_deg_during_protected_window,minimum_off_axis_time_utc,median_off_axis_deg_during_protected_window,maximum_reference_gain_dbi_during_protected_window,maximum_reference_gain_time_utc,antenna_pattern_type,aperture_efficiency,selection_window
E3_SITE_05,E3_SITE_05_SEC_3,171.05172443537185,2783.8821814155285,-1.8611958879141013,5.0,587,2026-07-26T23:03:34+00:00,2026-07-26T23:13:20+00:00,20.394980740793784,2026-07-26T23:03:34+00:00,93.05248036690828,-3.7380824886054356,2026-07-26T23:03:34+00:00,multiple_entry_section_1_2,0.65,earth_station_elevation_ge_minimum_elevation
E3_SITE_06,E3_SITE_06_SEC_1,188.94827556465196,2783.8821814151743,-3.2341593225390044,5.0,587,2026-07-26T23:03:34+00:00,2026-07-26T23:13:20+00:00,8.351629531502397,2026-07-26T23:03:34+00:00,79.47623318319887,5.955719467718804,2026-07-26T23:03:34+00:00,multiple_entry_section_1_2,0.65,earth_station_elevation_ge_minimum_elevation
E3_SITE_06,E3_SITE_06_SEC_2,188.94827556465196,2783.8821814151743,-3.2341593225390044,5.0,587,2026-07-26T23:03:34+00:00,2026-07-26T23:13:20+00:00,8.351629531502397,2026-07-26T23:03:34+00:00,79.47623318319887,5.955719467718804,2026-07-26T23:03:34+00:00,multiple_entry_section_1_2,0.65,earth_station_elevation_ge_minimum_elevation
E3_SITE_06,E3_SITE_06_SEC_3,188.94827556465196,2783.8821814151743,-3.2341593225390044,5.0,587,2026-07-26T23:03:34+00:00,2026-07-26T23:13:20+00:00,8.351629531502397,2026-07-26T23:03:34+00:00,79.47623318319887,5.955719467718804,2026-07-26T23:03:34+00:00,multiple_entry_section_1_2,0.65,earth_station_elevation_ge_minimum_elevation
E3_SITE_07,E3_SITE_07_SEC_1,180.0,2499.999999999975,-3.1559588178847062,5.0,587,2026-07-26T23:03:34+00:00,2026-07-26T23:13:20+00:00,13.116200054645095,2026-07-26T23:03:34+00:00,86.58211302896376,1.0547991970516897,2026-07-26T23:03:34+00:00,multiple_entry_section_1_2,0.65,earth_station_elevation_ge_minimum_elevation
E3_SITE_07,E3_SITE_07_SEC_2,180.0,2499.999999999975,-3.1559588178847062,5.0,587,2026-07-26T23:03:34+00:00,2026-07-26T23:13:20+00:00,13.116200054645095,2026-07-26T23:03:34+00:00,86.58211302896376,1.0547991970516897,2026-07-26T23:03:34+00:00,multiple_entry_section_1_2,0.65,earth_station_elevation_ge_minimum_elevation
E3_SITE_07,E3_SITE_07_SEC_3,180.0,2499.999999999975,-3.1559588178847062,5.0,587,2026-07-26T23:03:34+00:00,2026-07-26T23:13:20+00:00,13.116200054645095,2026-07-26T23:03:34+00:00,86.58211302896376,1.0547991970516897,2026-07-26T23:03:34+00:00,multiple_entry_section_1_2,0.65,earth_station_elevation_ge_minimum_elevation
E3_SITE_08,E3_SITE_08_SEC_1,180.0,3999.9999999988963,-2.337047157707147,5.0,587,2026-07-26T23:03:34+00:00,2026-07-26T23:13:20+00:00,12.62266779644073,2026-07-26T23:03:34+00:00,86.09766217269707,1.4712211850851666,2026-07-26T23:03:34+00:00,multiple_entry_section_1_2,0.65,earth_station_elevation_ge_minimum_elevation
E3_SITE_08,E3_SITE_08_SEC_2,180.0,3999.9999999988963,-2.337047157707147,5.0,587,2026-07-26T23:03:34+00:00,2026-07-26T23:13:20+00:00,12.62266779644073,2026-07-26T23:03:34+00:00,86.09766217269707,1.4712211850851666,2026-07-26T23:03:34+00:00,multiple_entry_section_1_2,0.65,earth_station_elevation_ge_minimum_elevation
E3_SITE_08,E3_SITE_08_SEC_3,180.0,3999.9999999988963,-2.337047157707147,5.0,587,2026-07-26T23:03:34+00:00,2026-07-26T23:13:20+00:00,12.62266779644073,2026-07-26T23:03:34+00:00,86.09766217269707,1.4712211850851666,2026-07-26T23:03:34+00:00,multiple_entry_section_1_2,0.65,earth_station_elevation_ge_minimum_elevation
E3_SITE_09,E3_SITE_09_SEC_1,173.41322444637498,3774.9172176351626,-2.3862594717065253,5.0,587,2026-07-26T23:03:34+00:00,2026-07-26T23:13:20+00:00,18.396345895277612,2026-07-26T23:03:34+00:00,91.44811799755772,-2.61828916882925,2026-07-26T23:03:34+00:00,multiple_entry_section_1_2,0.65,earth_station_elevation_ge_minimum_elevation
E3_SITE_09,E3_SITE_09_SEC_2,173.41322444637498,3774.9172176351626,-2.3862594717065253,5.0,587,2026-07-26T23:03:34+00:00,2026-07-26T23:13:20+00:00,18.396345895277612,2026-07-26T23:03:34+00:00,91.44811799755772,-2.61828916882925,2026-07-26T23:03:34+00:00,multiple_entry_section_1_2,0.65,earth_station_elevation_ge_minimum_elevation
E3_SITE_09,E3_SITE_09_SEC_3,173.41322444637498,3774.9172176351626,-2.3862594717065253,5.0,587,2026-07-26T23:03:34+00:00,2026-07-26T23:13:20+00:00,18.396345895277612,2026-07-26T23:03:34+00:00,91.44811799755772,-2.61828916882925,2026-07-26T23:03:34+00:00,multiple_entry_section_1_2,0.65,earth_station_elevation_ge_minimum_elevation
E3_SITE_10,E3_SITE_10_SEC_1,166.1021137520054,3605.55127546406,-1.9739721397949526,5.0,587,2026-07-26T23:03:34+00:00,2026-07-26T23:13:20+00:00,25.13704250849619,2026-07-26T23:03:34+00:00,97.12558220393342,-6.007854489082021,2026-07-26T23:03:34+00:00,multiple_entry_section_1_2,0.65,earth_station_elevation_ge_minimum_elevation
E3_SITE_10,E3_SITE_10_SEC_2,166.1021137520054,3605.55127546406,-1.9739721397949526,5.0,587,2026-07-26T23:03:34+00:00,2026-07-26T23:13:20+00:00,25.13704250849619,2026-07-26T23:03:34+00:00,97.12558220393342,-6.007854489082021,2026-07-26T23:03:34+00:00,multiple_entry_section_1_2,0.65,earth_station_elevation_ge_minimum_elevation
E3_SITE_10,E3_SITE_10_SEC_3,166.1021137520054,3605.55127546406,-1.9739721397949526,5.0,587,2026-07-26T23:03:34+00:00,2026-07-26T23:13:20+00:00,25.13704250849619,2026-07-26T23:03:34+00:00,97.12558220393342,-6.007854489082021,2026-07-26T23:03:34+00:00,multiple_entry_section_1_2,0.65,earth_station_elevation_ge_minimum_elevation
E3_SITE_11,E3_SITE_11_SEC_1,186.58677555363914,3774.9172176348084,-2.1899716044114292,5.0,587,2026-07-26T23:03:34+00:00,2026-07-26T23:13:20+00:00,8.088728619557621,2026-07-26T23:03:34+00:00,80.72405991392289,6.302993377807514,2026-07-26T23:03:34+00:00,multiple_entry_section_1_2,0.65,earth_station_elevation_ge_minimum_elevation
E3_SITE_11,E3_SITE_11_SEC_2,186.58677555363914,3774.9172176348084,-2.1899716044114292,5.0,587,2026-07-26T23:03:34+00:00,2026-07-26T23:13:20+00:00,8.088728619557621,2026-07-26T23:03:34+00:00,80.72405991392289,6.302993377807514,2026-07-26T23:03:34+00:00,multiple_entry_section_1_2,0.65,earth_station_elevation_ge_minimum_elevation
E3_SITE_11,E3_SITE_11_SEC_3,186.58677555363914,3774.9172176348084,-2.1899716044114292,5.0,587,2026-07-26T23:03:34+00:00,2026-07-26T23:13:20+00:00,8.088728619557621,2026-07-26T23:03:34+00:00,80.72405991392289,6.302993377807514,2026-07-26T23:03:34+00:00,multiple_entry_section_1_2,0.65,earth_station_elevation_ge_minimum_elevation
E3_SITE_12,E3_SITE_12_SEC_1,163.89788624800997,3122.4989991996936,-2.098887436461279,5.0,587,2026-07-26T23:03:34+00:00,2026-07-26T23:13:20+00:00,27.291640233976885,2026-07-26T23:03:34+00:00,98.98104724143373,-6.900740941361484,2026-07-26T23:03:34+00:00,multiple_entry_section_1_2,0.65,earth_station_elevation_ge_minimum_elevation
E3_SITE_12,E3_SITE_12_SEC_2,163.89788624800997,3122.4989991996936,-2.098887436461279,5.0,587,2026-07-26T23:03:34+00:00,2026-07-26T23:13:20+00:00,27.291640233976885,2026-07-26T23:03:34+00:00,98.98104724143373,-6.900740941361484,2026-07-26T23:03:34+00:00,multiple_entry_section_1_2,0.65,earth_station_elevation_ge_minimum_elevation
E3_SITE_12,E3_SITE_12_SEC_3,163.89788624800997,3122.4989991996936,-2.098887436461279,5.0,587,2026-07-26T23:03:34+00:00,2026-07-26T23:13:20+00:00,27.291640233976885,2026-07-26T23:03:34+00:00,98.98104724143373,-6.900740941361484,2026-07-26T23:03:34+00:00,multiple_entry_section_1_2,0.65,earth_station_elevation_ge_minimum_elevation
E3_SITE_13,E3_SITE_13_SEC_1,193.8978862480139,3605.5512754640595,-2.679795257193142,5.0,587,2026-07-26T23:03:34+00:00,2026-07-26T23:13:20+00:00,8.501865763750889,2026-07-26T23:03:34+00:00,75.23344297179048,5.762143910129517,2026-07-26T23:03:34+00:00,multiple_entry_section_1_2,0.65,earth_station_elevation_ge_minimum_elevation
E3_SITE_13,E3_SITE_13_SEC_2,193.8978862480139,3605.5512754640595,-2.679795257193142,5.0,587,2026-07-26T23:03:34+00:00,2026-07-26T23:13:20+00:00,8.501865763750889,2026-07-26T23:03:34+00:00,75.23344297179048,5.762143910129517,2026-07-26T23:03:34+00:00,multiple_entry_section_1_2,0.65,earth_station_elevation_ge_minimum_elevation
E3_SITE_13,E3_SITE_13_SEC_3,193.8978862480139,3605.5512754640595,-2.679795257193142,5.0,587,2026-07-26T23:03:34+00:00,2026-07-26T23:13:20+00:00,8.501865763750889,2026-07-26T23:03:34+00:00,75.23344297179048,5.762143910129517,2026-07-26T23:03:34+00:00,multiple_entry_section_1_2,0.65,earth_station_elevation_ge_minimum_elevation
E3_SITE_14,E3_SITE_14_SEC_1,160.89339464915184,2645.7513110642317,-2.471638723080035,5.0,587,2026-07-26T23:03:34+00:00,2026-07-26T23:13:20+00:00,30.289816932439255,2026-07-26T23:03:34+00:00,101.62577465881031,-8.0,2026-07-26T23:07:39+00:00,multiple_entry_section_1_2,0.65,earth_station_elevation_ge_minimum_elevation
E3_SITE_14,E3_SITE_14_SEC_2,160.89339464915184,2645.7513110642317,-2.471638723080035,5.0,587,2026-07-26T23:03:34+00:00,2026-07-26T23:13:20+00:00,30.289816932439255,2026-07-26T23:03:34+00:00,101.62577465881031,-8.0,2026-07-26T23:07:39+00:00,multiple_entry_section_1_2,0.65,earth_station_elevation_ge_minimum_elevation
E3_SITE_14,E3_SITE_14_SEC_3,160.89339464915184,2645.7513110642317,-2.471638723080035,5.0,587,2026-07-26T23:03:34+00:00,2026-07-26T23:13:20+00:00,30.289816932439255,2026-07-26T23:03:34+00:00,101.62577465881031,-8.0,2026-07-26T23:07:39+00:00,multiple_entry_section_1_2,0.65,earth_station_elevation_ge_minimum_elevation
E3_SITE_15,E3_SITE_15_SEC_1,196.10211375198733,3122.4989992000487,-3.0959495892908233,5.0,587,2026-07-26T23:03:34+00:00,2026-07-26T23:13:20+00:00,9.982809179325193,2026-07-26T23:03:34+00:00,73.77196924613588,4.018680757878556,2026-07-26T23:03:34+00:00,multiple_entry_section_1_2,0.65,earth_station_elevation_ge_minimum_elevation
E3_SITE_15,E3_SITE_15_SEC_2,196.10211375198733,3122.4989992000487,-3.0959495892908233,5.0,587,2026-07-26T23:03:34+00:00,2026-07-26T23:13:20+00:00,9.982809179325193,2026-07-26T23:03:34+00:00,73.77196924613588,4.018680757878556,2026-07-26T23:03:34+00:00,multiple_entry_section_1_2,0.65,earth_station_elevation_ge_minimum_elevation
E3_SITE_15,E3_SITE_15_SEC_3,196.10211375198733,3122.4989992000487,-3.0959495892908233,5.0,587,2026-07-26T23:03:34+00:00,2026-07-26T23:13:20+00:00,9.982809179325193,2026-07-26T23:03:34+00:00,73.77196924613588,4.018680757878556,2026-07-26T23:03:34+00:00,multiple_entry_section_1_2,0.65,earth_station_elevation_ge_minimum_elevation
E3_SITE_16,E3_SITE_16_SEC_1,169.10660535088246,2291.2878474765375,-1.9366610353536295,5.0,587,2026-07-26T23:03:34+00:00,2026-07-26T23:13:20+00:00,22.257681430857417,2026-07-26T23:03:34+00:00,94.67188889448944,-4.686998054067672,2026-07-26T23:03:34+00:00,multiple_entry_section_1_2,0.65,earth_station_elevation_ge_minimum_elevation
E3_SITE_16,E3_SITE_16_SEC_2,169.10660535088246,2291.2878474765375,-1.9366610353536295,5.0,587,2026-07-26T23:03:34+00:00,2026-07-26T23:13:20+00:00,22.257681430857417,2026-07-26T23:03:34+00:00,94.67188889448944,-4.686998054067672,2026-07-26T23:03:34+00:00,multiple_entry_section_1_2,0.65,earth_station_elevation_ge_minimum_elevation
E3_SITE_16,E3_SITE_16_SEC_3,169.10660535088246,2291.2878474765375,-1.9366610353536295,5.0,587,2026-07-26T23:03:34+00:00,2026-07-26T23:13:20+00:00,22.257681430857417,2026-07-26T23:03:34+00:00,94.67188889448944,-4.686998054067672,2026-07-26T23:03:34+00:00,multiple_entry_section_1_2,0.65,earth_station_elevation_ge_minimum_elevation
E3_SITE_17,E3_SITE_17_SEC_1,199.10660535086956,2645.7513110642317,-3.04138104073046,5.0,587,2026-07-26T23:03:34+00:00,2026-07-26T23:13:20+00:00,11.947623579715694,2026-07-26T23:03:34+00:00,71.41376472694493,2.067961716954617,2026-07-26T23:03:34+00:00,multiple_entry_section_1_2,0.65,earth_station_elevation_ge_minimum_elevation
E3_SITE_17,E3_SITE_17_SEC_2,199.10660535086956,2645.7513110642317,-3.04138104073046,5.0,587,2026-07-26T23:03:34+00:00,2026-07-26T23:13:20+00:00,11.947623579715694,2026-07-26T23:03:34+00:00,71.41376472694493,2.067961716954617,2026-07-26T23:03:34+00:00,multiple_entry_section_1_2,0.65,earth_station_elevation_ge_minimum_elevation
E3_SITE_17,E3_SITE_17_SEC_3,199.10660535086956,2645.7513110642317,-3.04138104073046,5.0,587,2026-07-26T23:03:34+00:00,2026-07-26T23:13:20+00:00,11.947623579715694,2026-07-26T23:03:34+00:00,71.41376472694493,2.067961716954617,2026-07-26T23:03:34+00:00,multiple_entry_section_1_2,0.65,earth_station_elevation_ge_minimum_elevation
E3_SITE_18,E3_SITE_18_SEC_1,190.89339464914272,2291.287847477598,-2.9997029748142587,5.0,587,2026-07-26T23:03:34+00:00,2026-07-26T23:13:20+00:00,8.035691596201232,2026-07-26T23:03:34+00:00,77.79445824231928,6.374418487486793,2026-07-26T23:03:34+00:00,multiple_entry_section_1_2,0.65,earth_station_elevation_ge_minimum_elevation
E3_SITE_18,E3_SITE_18_SEC_2,190.89339464914272,2291.287847477598,-2.9997029748142587,5.0,587,2026-07-26T23:03:34+00:00,2026-07-26T23:13:20+00:00,8.035691596201232,2026-07-26T23:03:34+00:00,77.79445824231928,6.374418487486793,2026-07-26T23:03:34+00:00,multiple_entry_section_1_2,0.65,earth_station_elevation_ge_minimum_elevation
E3_SITE_18,E3_SITE_18_SEC_3,190.89339464914272,2291.287847477598,-2.9997029748142587,5.0,587,2026-07-26T23:03:34+00:00,2026-07-26T23:13:20+00:00,8.035691596201232,2026-07-26T23:03:34+00:00,77.79445824231928,6.374418487486793,2026-07-26T23:03:34+00:00,multiple_entry_section_1_2,0.65,earth_station_elevation_ge_minimum_elevation
E3_SITE_19,E3_SITE_19_SEC_1,180.0,1999.9999999987501,-3.207718962187376,5.0,587,2026-07-26T23:03:34+00:00,2026-07-26T23:13:20+00:00,13.148467198527344,2026-07-26T23:03:34+00:00,86.61274918072218,1.0281218181799971,2026-07-26T23:03:34+00:00,multiple_entry_section_1_2,0.65,earth_station_elevation_ge_minimum_elevation
E3_SITE_19,E3_SITE_19_SEC_2,180.0,1999.9999999987501,-3.207718962187376,5.0,587,2026-07-26T23:03:34+00:00,2026-07-26T23:13:20+00:00,13.148467198527344,2026-07-26T23:03:34+00:00,86.61274918072218,1.0281218181799971,2026-07-26T23:03:34+00:00,multiple_entry_section_1_2,0.65,earth_station_elevation_ge_minimum_elevation
E3_SITE_19,E3_SITE_19_SEC_3,180.0,1999.9999999987501,-3.207718962187376,5.0,587,2026-07-26T23:03:34+00:00,2026-07-26T23:13:20+00:00,13.148467198527344,2026-07-26T23:03:34+00:00,86.61274918072218,1.0281218181799971,2026-07-26T23:03:34+00:00,multiple_entry_section_1_2,0.65,earth_station_elevation_ge_minimum_elevation
