time_s,interval_index,long_ratio,short_ratio,backed_off_sector_count,muted_sector_count
114.0,0,0.9937249061537934,0.035485927271259855,15,4
115.0,0,0.9764563349951857,0.03486356641122976,15,4
116.0,0,0.9595802192291145,0.03425550508940951,15,4
117.0,0,0.9430843661981865,0.033661295132102136,15,4
118.0,0,0.9269570329262385,0.033080505065915436,15,4
119.0,1,0.9975107019243284,0.03538066276417955,13,2
120.0,1,0.9809412205138082,0.03478758516031311,13,2
121.0,1,0.9647241829128272,0.03420727319120647,13,2
122.0,1,0.9488491120697301,0.03363934379831723,13,2
123.0,1,0.9333059124492548,0.03308342800975146,13,2
124.0,2,0.9972024865257567,0.035363354478874086,13,2
125.0,2,0.9811672231927764,0.034789527554435346,13,2
126.0,2,0.9654546351375107,0.03422739473282855,13,2
127.0,2,0.9500554651669477,0.0336766172954944,13,2
128.0,2,0.9349607954833805,0.03313686904600721,13,2
129.0,3,0.9891254328672372,0.03514059870826313,13,2
130.0,3,0.9734672639510036,0.03457942775564422,13,2
131.0,3,0.9581112315904349,0.03402922786289313,13,2
132.0,3,0.9430489949420496,0.03348969319582137,13,2
133.0,3,0.9282725194865289,0.032960529224329585,13,2
134.0,4,0.9970330919953715,0.03536733828215676,12,2
135.0,4,0.9815488860082084,0.03481308170869692,12,2
136.0,4,0.9663486706504982,0.034269137382810844,12,2
137.0,4,0.9514249976555651,0.03373523183930941,12,2
138.0,4,0.9367706926835192,0.03321110172028082,12,2
139.0,5,0.9974228900555837,0.03548732170588928,12,2
140.0,5,0.9818911098531488,0.03492977927873957,12,2
141.0,5,0.966641274427409,0.03438250542182728,12,2
142.0,5,0.9516662565066609,0.03384523752065406,12,2
143.0,5,0.9369591828413956,0.03331772235800464,12,2
144.0,6,0.9983624046711022,0.035489245403309375,11,1
145.0,6,0.983052057270219,0.0349405633163407,11,1
146.0,6,0.9680074926874083,0.034401537461955754,11,1
147.0,6,0.9532224835581946,0.03387193887984712,11,1
148.0,6,0.9386910141282728,0.033351546416622614,11,1
149.0,7,0.9927508901685915,0.03525311860335497,11,1
150.0,7,0.9774937123729037,0.0347068966116215,11,1
151.0,7,0.9624968717912166,0.03417012333900382,11,1
152.0,7,0.9477545828066771,0.033642586072913205,11,1
153.0,7,0.9332612470219301,0.03312407901005514,11,1
154.0,8,0.9970595097228466,0.035529518744865395,10,1
155.0,8,0.9817135467150854,0.03497824319487351,10,1
156.0,8,0.9666274679894352,0.03443643173070078,10,1
157.0,8,0.9517957102022059,0.033903878994737284,10,1
158.0,8,0.9372128802558445,0.03338038593768497,10,1
159.0,9,0.9864575273737506,0.03508123796410774,10,1
160.0,9,0.9715163858615663,0.03454603509393482,10,1
161.0,9,0.9568195914573111,0.034019697889691516,10,1
162.0,9,0.9423622499122076,0.033502046249283,10,1
163.0,9,0.9281396063344958,0.032992905222115274,10,1
164.0,10,0.9957849975847731,0.035455775751505006,10,1
165.0,10,0.9806341085383866,0.034912268362169464,10,1
166.0,10,0.9657305528237174,0.03437774810000945,10,1
167.0,10,0.9510695104279283,0.033852037281815656,10,1
168.0,10,0.9366462898471207,0.03333496298538874,10,1
169.0,11,0.9919507866805439,0.03530880843858652,10,1
170.0,11,0.9768379561421852,0.03476718280842953,10,1
171.0,11,0.9619705544679417,0.03423445763919651,10,1
172.0,11,0.947343927181545,0.03371046176322042,10,1
173.0,11,0.9329535366048319,0.033195028332815534,10,1
174.0,12,0.987759613489326,0.03514173940526983,10,1
175.0,12,0.9725481774616058,0.034597249748828454,10,1
176.0,12,0.9575859103690947,0.03406177233974957,10,1
177.0,12,0.9428681234645672,0.03353513545568474,10,1
178.0,12,0.9283902400382471,0.03301717150248745,10,1
179.0,13,0.9905391979789581,0.03516503647135787,9,1
180.0,13,0.9753029923947419,0.03462079247778207,9,1
181.0,13,0.960313951284419,0.03408546694321173,9,1
182.0,13,0.945567553723505,0.03355889473370072,9,1
183.0,13,0.9310593806174251,0.03304091445857846,9,1
184.0,14,0.9933095834508241,0.03524473241194042,9,1
185.0,14,0.978255498845426,0.034707789029262935,9,1
186.0,14,0.9634400731631485,0.03417943713647641,9,1
187.0,14,0.9488590834853039,0.03365952281516686,9,1
188.0,14,0.9345083974215481,0.033147895473822624,9,1
189.0,15,0.9913015024131088,0.035108328744150805,9,1
190.0,15,0.9761744087346778,0.03457007896943714,9,1
191.0,15,0.9612885096521675,0.034040481555583466,9,1
192.0,15,0.9466395466368583,0.03351938205118725,9,1
193.0,15,0.9322233493166736,0.0330066292284504,9,1
194.0,16,0.9926169365623929,0.035095231152977316,7,1
195.0,16,0.9773774857496341,0.034554208701488655,7,1
196.0,16,0.9623810504417207,0.03402187561404459,7,1
197.0,16,0.9476233985801319,0.03349807907500738,7,1
198.0,16,0.9331003817914161,0.03298266931477462,7,1
199.0,17,0.9994952040578231,0.03533927376945396,6,1
200.0,17,0.984125063641543,0.034793838609585404,6,1
201.0,17,0.9689996788656943,0.03425714653560263,6,1
202.0,17,0.9541148025641528,0.03372904436930282,6,1
203.0,17,0.9394662707729616,0.033209381960897545,6,1
204.0,18,0.9867017071508115,0.034781899653980784,6,1
205.0,18,0.9715638380566486,0.03424667488688554,6,1
206.0,18,0.9566645208665371,0.03371993209549172,6,1
207.0,18,0.9419997017148618,0.03320152588632194,6,1
208.0,18,0.9275654034373304,0.032691313642286265,6,1
209.0,19,0.9911787328290718,0.03492298091761672,6,1
210.0,19,0.9760364496976929,0.034388293253526284,6,1
211.0,19,0.9611309468915926,0.033862003952989335,6,1
212.0,19,0.946458238887265,0.03334397060119582,6,1
213.0,19,0.9320144145288896,0.03283405346412344,6,1
214.0,20,0.9901856468583083,0.03469877814907032,7,1
215.0,20,0.9757505205294599,0.034190998769030805,7,1
216.0,20,0.9615320309575428,0.03369089123735982,7,1
217.0,20,0.9475265251028759,0.033198324953292446,7,1
218.0,20,0.9337304233376824,0.03271317196499467,7,1
219.0,21,0.9760228684275579,0.03413291412277933,8,1
220.0,21,0.9616802803600439,0.03362955015693921,8,1
221.0,21,0.9475506646123768,0.03313371005633651,8,1
222.0,21,0.9336306122532522,0.03264527209171829,8,1
223.0,21,0.9199167763641275,0.03216411677770771,8,1
224.0,22,0.9972285890618835,0.03515598261841342,8,0
225.0,22,0.982332753355505,0.0346288092052548,8,0
226.0,22,0.9676578996136135,0.034109513791154865,8,0
227.0,22,0.9532006672412989,0.03359797489459604,8,0
228.0,22,0.9389577488793859,0.033094073005583355,8,0
229.0,23,0.9785893603642117,0.03485862852660071,9,1
230.0,23,0.9636660073879301,0.034325091791538406,9,1
231.0,23,0.9489692237864364,0.03379970715100552,9,1
232.0,23,0.9344954707826929,0.0332823457784649,9,1
233.0,23,0.9202412677244634,0.032772881006619695,9,1
234.0,24,0.9974836326338093,0.03611323508901187,8,1
235.0,24,0.9819876240346028,0.03555056389395447,8,1
236.0,24,0.9667321460938897,0.0349966680501281,8,1
237.0,24,0.9517133220240388,0.03445140492809621,8,1
238.0,24,0.9369273423625429,0.033914634411017296,8,1
239.0,25,0.9998818787664409,0.03628067068153387,9,1
240.0,25,0.9842092354131717,0.035710948262931815,9,1
241.0,25,0.9687815633520281,0.0351501596754488,9,1
242.0,25,0.953594896717452,0.03459815935062201,9,1
243.0,25,0.9386453393565963,0.03405480430972708,9,1
244.0,26,0.9950762471147213,0.03687332324621654,9,1
245.0,26,0.9793266157051282,0.03628859425191735,9,1
246.0,26,0.9638251314669043,0.035713104888243474,9,1
247.0,26,0.9485677511261221,0.035146703788034035,9,1
248.0,26,0.933550503699147,0.034589242318131166,9,1
249.0,27,0.9978515139589841,0.03669560915988673,10,1
250.0,27,0.9819945979759279,0.03611169639011971,10,1
251.0,27,0.9664429913201215,0.03553881449851828,10,1
252.0,27,0.9511557110365703,0.03497560838190981,10,1
253.0,27,0.9361099055283256,0.03442131483339091,10,1
254.0,28,0.9951597095749264,0.0365011797330597,10,1
255.0,28,0.979347572658818,0.035920477730237745,10,1
256.0,28,0.9637861835908107,0.035348994735535356,10,1
257.0,28,0.9484714866413281,0.03478658113463704,10,1
258.0,28,0.9333994976643907,0.034233089975957524,10,1
259.0,29,0.9999943569815206,0.03649801008494467,10,1
260.0,29,0.9840582387560378,0.03591581987935867,10,1
261.0,29,0.9683751612159435,0.035342880761193365,10,1
262.0,29,0.9529410550386171,0.034779043528744114,10,1
263.0,29,0.9377519220299196,0.03422416160904634,10,1
264.0,30,0.9917485656111102,0.035996781663430316,10,1
265.0,30,0.9764789293032543,0.03544157555573896,10,1
266.0,30,0.9613506546687923,0.034891630816785535,10,1
267.0,30,0.9464669309365188,0.034350572990856615,10,1
268.0,30,0.9318237895929964,0.03381825765978059,10,1
269.0,31,0.9919561352761969,0.036053265067519935,10,1
270.0,31,0.9764952716308194,0.03549073523205686,10,1
271.0,31,0.9612842776585128,0.03493728949976593,10,1
272.0,31,0.9463191268844734,0.034392781338312646,10,1
273.0,31,0.9315958624901143,0.03385706676617122,10,1
274.0,32,0.9955616366868214,0.03593192958614847,8,1
275.0,32,0.9806673416886211,0.03539527520060069,8,1
276.0,32,0.9660204396289004,0.034867535519909565,8,1
277.0,32,0.9516168574545522,0.03434856353218721,8,1
278.0,32,0.9374525933310645,0.03383821481102151,8,1
279.0,33,0.9948507187953238,0.03589124207323704,7,1
280.0,33,0.9801802684267149,0.03536364611488349,7,1
281.0,33,0.965753593582008,0.034844813148126805,7,1
282.0,33,0.9515667218859297,0.034334600217953364,7,1
283.0,33,0.9376157488016295,0.0338328668254284,7,1
284.0,34,0.9777881817882182,0.03511578696325505,7,1
285.0,34,0.9638545326174064,0.03461449182521187,7,1
286.0,34,0.9501558880681846,0.03412163689032787,7,1
287.0,34,0.936688377821776,0.03363708322607518,7,1
288.0,34,0.9234481980695163,0.03316069429709973,7,1
289.0,35,0.9987623212597906,0.0361676152617889,7,1
290.0,35,0.9845939060338837,0.035652962224423906,7,1
291.0,35,0.9707088993381886,0.035148449120458676,7,1
292.0,35,0.9570578478289314,0.03465241525587972,7,1
293.0,35,0.9436369282788295,0.034164722325978336,7,1
294.0,36,0.9490811452693508,0.034379312395045464,6,1
295.0,36,0.9362108560500417,0.033911631312401845,6,1
296.0,36,0.9242457071415691,0.03347952818154132,6,1
297.0,36,0.9128562514639712,0.03306941774268281,6,1
298.0,36,0.9016658665235789,0.03266646816216657,6,1
299.0,37,0.9886285709373328,0.03596822659981966,5,1
300.0,37,0.9761053771931719,0.03551464558697587,5,1
301.0,37,0.9638015673441123,0.035068996680830584,5,1
302.0,37,0.9517134467102517,0.034631146409425495,5,1
303.0,37,0.9398373839283845,0.034200963595726136,5,1
304.0,38,0.990347545928932,0.03591664126809442,5,0
305.0,38,0.9787366754409829,0.03549573822326408,5,0
306.0,38,0.9673302052752006,0.03508223116097871,5,0
307.0,38,0.9561246919825886,0.03467599563809146,5,0
308.0,38,0.9451167509156853,0.034276909341580564,5,0
309.0,39,0.9956867638795117,0.035643845381113974,3,0
310.0,39,0.9833570129289914,0.035204761994017036,3,0
311.0,39,0.9712459203984743,0.03477345563841616,3,0
312.0,39,0.9614688523029894,0.034411930454770256,3,0
313.0,39,0.9523164271680183,0.03407172752428139,3,0
314.0,40,0.9994061567863939,0.03462621560499443,5,0
315.0,40,0.9930631772763466,0.034404477623840184,5,0
316.0,40,0.9869283609499085,0.034190206181384096,5,0
317.0,40,0.980913434222799,0.033980118194465815,5,0
318.0,40,0.9750161493964786,0.03377413525134096,5,0
319.0,41,0.9986902767463035,0.0345963383388809,6,0
320.0,41,0.991479800428658,0.034346131918452295,6,0
321.0,41,0.9844101881160574,0.034100808448067246,6,0
322.0,41,0.9774788025964891,0.03386027655971549,6,0
323.0,41,0.9706830547392069,0.033624446553649684,6,0
324.0,42,0.995000619999955,0.034895426771168865,4,0
325.0,42,0.9877588242458066,0.03464400814457118,4,0
326.0,42,0.9806586528628013,0.03439750157873138,4,0
327.0,42,0.9736974523726023,0.034155815107988916,4,0
328.0,42,0.9668726178190038,0.03391885844941645,4,0
329.0,43,0.9791221042472324,0.0344300167162076,5,0
330.0,43,0.9752378904361775,0.03429908563011719,5,0
331.0,43,0.9708339255925023,0.034149244287972835,5,0
332.0,43,0.9670693723626667,0.034023447457275015,5,0
333.0,43,0.9633086193155433,0.03389743590103007,5,0
334.0,44,0.9997152753458786,0.03529246785677182,4,0
335.0,44,0.996213463911411,0.03517510088080267,4,0
336.0,44,0.9935428587395939,0.03508350849029442,4,0
337.0,44,0.9911221408777998,0.03499979836968652,4,0
338.0,44,0.9887511477242168,0.03491780730024663,4,0
339.0,45,0.9885836846643492,0.03481581432033717,5,0
340.0,45,0.9860675549615997,0.03472904539495682,5,0
341.0,45,0.9836032933106579,0.03464406458073171,5,0
342.0,45,0.9812503507979342,0.0345631249023689,5,0
343.0,45,0.9790411688814419,0.03448745729319501,5,0
344.0,46,0.9707394823329697,0.03430477026790916,5,0
345.0,46,0.9682844979176337,0.03422036960232987,5,0
346.0,46,0.967787705917183,0.03420482149667661,5,0
347.0,46,0.9670414995765902,0.034180457910091326,5,0
348.0,46,0.966310964129208,0.034156605977110184,5,0
349.0,47,0.9807006726698685,0.03470805634754253,6,0
350.0,47,0.9798245015315592,0.03467944941909593,6,0
351.0,47,0.9795533367752828,0.03467059590813116,6,0
352.0,47,0.9795533367752828,0.03467059590813116,6,0
353.0,47,0.9795533367752828,0.03467059590813116,6,0
354.0,48,0.9709004492345538,0.03434283503100464,6,0
355.0,48,0.9709004492345538,0.03434283503100464,6,0
356.0,48,0.9709004492345538,0.03434283503100464,6,0
357.0,48,0.9709004492345538,0.03434283503100464,6,0
358.0,48,0.9709004492345538,0.03434283503100464,6,0
359.0,49,0.9925048647264951,0.03509799811507692,6,0
360.0,49,0.9925048647264951,0.03509799811507692,6,0
361.0,49,0.9925048647264951,0.03509799811507692,6,0
362.0,49,0.9925048647264951,0.03509799811507692,6,0
363.0,49,0.9925048647264951,0.03509799811507692,6,0
364.0,50,0.9806277481792629,0.03465468442723315,6,0
365.0,50,0.9948068905462373,0.035153540406038984,6,0
