user_id,serving_sector_id,indoor,eligible,active_interval_count,sector_selective_minimum_active_total_rate_bps_hz,sector_selective_mean_active_total_rate_bps_hz,sector_selective_minimum_active_protected_rate_bps_hz,sector_selective_minimum_floor_ratio,sector_selective_floor_violation_intervals,uniform_minimum_active_total_rate_bps_hz,uniform_mean_active_total_rate_bps_hz,uniform_minimum_active_protected_rate_bps_hz,uniform_minimum_floor_ratio,uniform_floor_violation_intervals
E3_SITE_01_SEC_1_UE_1,E3_SITE_01_SEC_1,True,True,60,3.452303594893491,3.6267756869302707,2.216699026561725,1.0628828285687395,0,3.506282684900208,3.595330970451036,2.756489926628891,1.0795017168828407,0
E3_SITE_01_SEC_1_UE_2,E3_SITE_01_SEC_1,True,True,98,3.8268650553832404,4.49581156094479,3.994036449160894,1.087133619463123,0,3.795383255657165,4.441915324022209,3.679218451900141,1.0834509491980464,0
E3_SITE_01_SEC_1_UE_3,E3_SITE_01_SEC_1,True,True,98,3.3159179542342376,3.7279931198060208,2.078300503823833,1.0768851510585626,0,3.356321673337834,3.708884220808755,2.739577355401741,1.0983609303761321,0
E3_SITE_01_SEC_1_UE_4,E3_SITE_01_SEC_1,True,True,60,2.1965060842268147,4.950554321038202,0.385116887407462,1.037143585880105,0,2.203901589936639,4.935668744887781,0.45907194450570893,1.0406355868203092,0
E3_SITE_01_SEC_2_UE_1,E3_SITE_01_SEC_2,True,True,60,2.0483571253001447,2.3847762484846253,2.2473082888713423,1.1125477809196032,0,1.9844401835094405,2.330792085410901,1.6081388709642996,1.07783183667624,0
E3_SITE_01_SEC_2_UE_2,E3_SITE_01_SEC_2,True,True,60,2.5426944227929775,2.765313932958735,2.7642522647461725,1.0911158101562102,0,2.446776017228505,2.7118775464609084,1.8050682091014516,1.0683512729197713,0
E3_SITE_01_SEC_2_UE_3,E3_SITE_01_SEC_2,True,True,98,1.2354203140707702,2.518224123139792,1.2581267931917173,1.0763967434570088,0,1.2181015879928188,2.507551890407058,1.084939532412204,1.0988119264141554,0
E3_SITE_01_SEC_2_UE_4,E3_SITE_01_SEC_2,True,True,98,2.0873598809673446,3.949693651526174,2.8103603566127346,1.089288261020818,0,2.005157144731865,3.9049915740905004,1.9883329942579382,1.0649996742785348,0
E3_SITE_01_SEC_3_UE_1,E3_SITE_01_SEC_3,False,False,98,0.029003692401301732,0.7217308565302497,0.010375220767845805,,0,0.030542694081247393,0.7253981936817582,0.025765237567302403,,0
E3_SITE_01_SEC_3_UE_2,E3_SITE_01_SEC_3,True,True,60,0.35946720837268753,0.4052257806240044,0.15729485308099136,1.046349559702755,0,0.36267759577077485,0.38932652850969496,0.1893987270618645,1.0556944661704994,0
E3_SITE_01_SEC_3_UE_3,E3_SITE_01_SEC_3,True,True,60,3.432842846698492,5.248995726556514,2.4793264191944506,1.064311715108588,0,3.4180326437118618,5.230546594629531,2.331224389328149,1.059719989461442,0
E3_SITE_01_SEC_3_UE_4,E3_SITE_01_SEC_3,False,True,98,0.37377301485602815,2.4209646980078965,0.2060171852199053,1.029793918487946,0,0.39825233431861484,2.431357113355803,0.45081037984577255,1.1063477861114175,0
E3_SITE_02_SEC_1_UE_1,E3_SITE_02_SEC_1,True,True,98,0.37498219552485834,1.1329432286766865,0.4139615665222313,1.104761268124281,0,0.3739981208107069,1.1318148672426163,0.4041208193807166,1.1036121225351059,0
E3_SITE_02_SEC_1_UE_2,E3_SITE_02_SEC_1,True,True,98,3.463988482190402,5.052311119459082,3.6407746654309756,1.0926154724334747,0,3.3632587665380287,4.987173396863233,2.6334775089072435,1.0608431826520683,0
E3_SITE_02_SEC_1_UE_3,E3_SITE_02_SEC_1,True,True,60,1.2060257963170153,1.3470020196687853,2.0709893005170397,1.103125870603878,0,1.175686943174357,1.3205440955290948,1.7676007690904578,1.075375573812282,0
E3_SITE_02_SEC_1_UE_4,E3_SITE_02_SEC_1,True,True,60,3.721054685909416,4.234354617782258,4.1620804956727575,1.112957179157744,0,3.6008878774524065,4.167363417044056,2.9604124111026637,1.0772821779825317,0
E3_SITE_02_SEC_2_UE_1,E3_SITE_02_SEC_2,True,True,60,0.755456584739436,0.7589583551918587,0.5261916434449948,1.1111967857174916,0,0.7341041810278573,0.746767194705903,0.4821725778921458,1.0817787432402162,0
E3_SITE_02_SEC_2_UE_2,E3_SITE_02_SEC_2,True,True,98,0.6717593542755618,0.8534390141007593,0.5598948781505647,1.1105529600015156,0,0.6616280109776517,0.8426650882978475,0.37635799160459965,1.0885682612900955,0
E3_SITE_02_SEC_2_UE_3,E3_SITE_02_SEC_2,True,True,98,1.2447718880952912,1.536528228821314,0.8025325788903486,1.1106133599592523,0,1.2223213357811142,1.520566757146227,0.5780270557485797,1.090971912297723,0
E3_SITE_02_SEC_2_UE_4,E3_SITE_02_SEC_2,True,True,60,2.1076118097218384,4.013420949636176,2.2806975327377925,1.1134266514653606,0,2.0040417771828984,3.9407656895127148,1.2449972073483935,1.063878228559191,0
E3_SITE_02_SEC_3_UE_1,E3_SITE_02_SEC_3,False,False,60,9.165307137594094e-05,0.020446347086089677,0.0,,0,9.165238312301179e-05,0.02417908783128477,0.00010619697452844892,,0
E3_SITE_02_SEC_3_UE_2,E3_SITE_02_SEC_3,True,True,60,1.5723153825161322,1.6319638837182597,1.200028165969279,1.1100043580442922,0,1.5572629744088944,1.6131473470788589,0.9930206431787023,1.0864045346736895,0
E3_SITE_02_SEC_3_UE_3,E3_SITE_02_SEC_3,True,True,98,0.978491216570904,1.177843322057948,1.03886044878287,1.1107956983632472,0,0.9164258782181207,1.127704958879298,0.4182070652550378,1.0413795986559922,0
E3_SITE_02_SEC_3_UE_4,E3_SITE_02_SEC_3,True,True,98,0.9421235350905588,1.13462340659917,0.5340785640776016,1.1130483338757917,0,0.9386431268645888,1.1231447184166234,0.4992744818179015,1.0888568025088408,0
E3_SITE_03_SEC_1_UE_1,E3_SITE_03_SEC_1,True,True,98,3.8286579274829267,6.1791065309320965,3.5008879655701004,1.1064629678965188,0,3.7156038482050935,6.105898140046892,2.3703471727917687,1.073790905137233,0
E3_SITE_03_SEC_1_UE_2,E3_SITE_03_SEC_1,True,True,60,1.8627064436053349,1.8705537299516743,2.066594468100058,1.1040508656168584,0,1.8000676762877383,1.8312009528808628,1.4402067949240924,1.078507230263355,0
E3_SITE_03_SEC_1_UE_3,E3_SITE_03_SEC_1,True,True,60,3.7868226393877107,5.013848951998829,2.0117742854113665,1.0749516659643807,0,3.7481695992888366,4.986198146653239,1.6252438844226251,1.063979367072772,0
E3_SITE_03_SEC_1_UE_4,E3_SITE_03_SEC_1,True,True,98,3.06854500451095,5.460442819879131,2.893678810720269,1.1118470161760772,0,2.9924616311302907,5.428229365827091,2.1328450769136738,1.0847369366077584,0
E3_SITE_03_SEC_2_UE_1,E3_SITE_03_SEC_2,True,True,98,1.6283090814644514,1.9379748325908766,1.3022333894369542,1.0497950373549958,0,1.5764251044988282,1.8978940631764545,1.224281392394363,1.0434878219931458,0
E3_SITE_03_SEC_2_UE_2,E3_SITE_03_SEC_2,True,True,98,1.3108462483731187,1.6113160705887803,0.5618940139378054,1.065906478539144,0,1.3227310973192843,1.612008500885555,0.8649524041677543,1.093324818741333,0
E3_SITE_03_SEC_2_UE_3,E3_SITE_03_SEC_2,True,True,60,2.400085854351932,2.8609807743068623,2.10016691363012,1.1018346682569842,0,2.3371264523560575,2.7797136994544815,1.4705728936713753,1.0729311806229913,0
E3_SITE_03_SEC_2_UE_4,E3_SITE_03_SEC_2,False,True,60,0.1688337526667087,0.18109611126973865,0.11159710520053508,1.0715791153661725,0,0.1700379147724682,0.17984877243035988,0.12777226726986632,1.087369598994175,0
E3_SITE_03_SEC_3_UE_1,E3_SITE_03_SEC_3,True,True,60,1.1013496351199645,1.1138603698232146,1.8590655480555305,1.1273804376536378,0,1.0470134369666229,1.064485656531834,1.2041824479951693,1.0610162815552686,0
E3_SITE_03_SEC_3_UE_2,E3_SITE_03_SEC_3,True,True,98,1.6953060521623637,2.6201712095718412,1.5917796042792847,1.1096377841239087,0,1.679823416162011,2.5804492940003856,1.4369532442757569,1.0826631544662269,0
E3_SITE_03_SEC_3_UE_3,E3_SITE_03_SEC_3,True,True,98,2.3827124558233344,2.8700578076305154,2.116270325817141,1.1104506724017313,0,2.2864236105518656,2.8065077713211597,1.1533818731024545,1.065796206928766,0
E3_SITE_03_SEC_3_UE_4,E3_SITE_03_SEC_3,True,True,60,1.9050773115293649,2.4267940477603096,2.3810557242440216,1.1491809564499822,0,1.805382418626186,2.3093712103529445,1.3841067952122326,1.0890429916092372,0
E3_SITE_04_SEC_1_UE_1,E3_SITE_04_SEC_1,True,True,60,0.5989851119495591,1.0108950445948364,0.43696253810099167,1.0099664729122455,0,0.6058760328074769,0.998093531490793,0.5058717466801697,1.0215854579172932,0
E3_SITE_04_SEC_1_UE_2,E3_SITE_04_SEC_1,True,True,60,1.8599903629694412,1.9717004954417596,1.3427459807027637,1.0800195785815985,0,1.8487119361231286,1.9398254212696657,1.2299617122396387,1.0734706619570138,0
E3_SITE_04_SEC_1_UE_3,E3_SITE_04_SEC_1,True,True,98,0.3782970384721411,0.4117747065040873,0.18060784017733744,1.0658787436189363,0,0.3911430870260071,0.4116216922717785,0.2745169229897226,1.1020733967633618,0
E3_SITE_04_SEC_1_UE_4,E3_SITE_04_SEC_1,True,False,98,0.09173104343599572,0.12130426925355271,0.08253470561700783,,0,0.09449819260474683,0.11999400235191068,0.11020619730451892,,0
E3_SITE_04_SEC_2_UE_1,E3_SITE_04_SEC_2,True,True,98,0.8356564976538513,0.9963176894062944,0.5702471036433766,1.1108338287538921,0,0.8261329238922995,0.9841923361413635,0.42778430123098615,1.0827371071927983,0
E3_SITE_04_SEC_2_UE_2,E3_SITE_04_SEC_2,False,False,60,0.06991592236342933,1.9325096060587161,0.0,,0,0.0696517474965075,2.1121004013657174,0.08381269602396418,,0
E3_SITE_04_SEC_2_UE_3,E3_SITE_04_SEC_2,True,True,60,0.2867042036976906,0.3367523734651567,0.4246766022899354,1.1109123420589608,0,0.2669797217817643,0.31983119122235876,0.2274317831306724,1.0538273980828423,0
E3_SITE_04_SEC_2_UE_4,E3_SITE_04_SEC_2,True,True,98,0.24249120292012505,0.3827080017866664,0.4723717648660714,1.1112012155519528,0,0.2187611691832666,0.36420331468572653,0.23507142749748677,1.0024597766216026,0
E3_SITE_04_SEC_3_UE_1,E3_SITE_04_SEC_3,False,True,98,0.44991218752403456,0.4836880933141562,0.13303414085060578,1.0623529508386393,0,0.46241883200714623,0.4822300036149999,0.13288679488085167,1.0918842039145826,0
E3_SITE_04_SEC_3_UE_2,E3_SITE_04_SEC_3,True,True,98,5.682168824547985,6.142798413613434,4.691392173962868,1.0933344350835952,0,5.656962661483157,6.075597747605938,4.439330543314585,1.0884843915692155,0
E3_SITE_04_SEC_3_UE_3,E3_SITE_04_SEC_3,True,True,60,3.573758346035124,5.273164336053328,3.708080832252941,1.0688878349809061,0,3.564292300537744,5.2260411788163195,3.613420377279143,1.066056602452621,0
