interval_index,start_time_s,duration_s,active_user_count,online_predictive_robust_1db_upper_interval_ratio,online_predictive_robust_1db_moving_pf_utility,online_predictive_robust_1db_active_total_rate_bps_hz,online_predictive_robust_1db_active_protected_rate_bps_hz,online_predictive_robust_1db_two_drops_upper_interval_ratio,online_predictive_robust_1db_two_drops_moving_pf_utility,online_predictive_robust_1db_two_drops_active_total_rate_bps_hz,online_predictive_robust_1db_two_drops_active_protected_rate_bps_hz,online_predictive_robust_3db_upper_interval_ratio,online_predictive_robust_3db_moving_pf_utility,online_predictive_robust_3db_active_total_rate_bps_hz,online_predictive_robust_3db_active_protected_rate_bps_hz,online_myopic_robust_1db_upper_interval_ratio,online_myopic_robust_1db_moving_pf_utility,online_myopic_robust_1db_active_total_rate_bps_hz,online_myopic_robust_1db_active_protected_rate_bps_hz,static_robust_1db_upper_interval_ratio,static_robust_1db_moving_pf_utility,static_robust_1db_active_total_rate_bps_hz,static_robust_1db_active_protected_rate_bps_hz,frozen_table_predictive_robust_1db_upper_interval_ratio,frozen_table_predictive_robust_1db_moving_pf_utility,frozen_table_predictive_robust_1db_active_total_rate_bps_hz,frozen_table_predictive_robust_1db_active_protected_rate_bps_hz
18,204.0,5,228,0.971006903129321,132.64231402519675,543.6226051407123,523.1750251170173,0.971006903129321,132.64231402519675,543.6226051407123,523.1750251170173,0.9738702952450233,132.5961748766922,543.4699039258123,521.6480129680176,0.928004953710468,132.6387749258166,543.6118440485754,523.067414195649,0.354453832513689,132.59470935519948,543.2508069364131,519.4570430740264,0.9726626825858458,132.64180691536075,543.6209471142739,523.1584448526336
19,209.0,5,228,0.9680615136260776,132.62799258322912,543.6403661090947,523.3526348008403,0.9680615136260776,132.62799258322912,543.6403661090947,523.3526348008403,0.9703337074169324,132.5817650474419,543.4859233794338,521.808207504232,0.9092145966731193,132.62446828398163,543.6262791960527,523.2117656704208,0.33392256651088953,132.57655655061353,543.2508069364131,519.4570430740264,0.9695948489466919,132.6275102749945,543.641006015747,523.3590338673636
20,214.0,5,114,0.9899914830558194,132.00282546435932,474.5098978380559,451.43207664771126,0.9899914830558194,132.00282546435932,474.5098978380559,451.43207664771126,0.9384670269180942,131.9561837092356,474.4463348155664,450.7964464228164,0.8110617243835369,131.9985393068729,474.46604981125415,450.99359637969314,0.15706724702742028,131.94886972342104,474.32571640955643,449.5902623627174,0.9968205041005797,132.0021312836235,474.5061821802514,451.3949200696659
21,219.0,5,114,0.9781938931588336,130.6327075605168,474.53189544975027,451.6520527646553,0.9781938931588336,130.6327075605168,474.53189544975027,451.6520527646553,0.988659679893977,130.58592663632876,474.4851394591734,451.1844928588856,0.9196036674099023,130.628521942062,474.5191901108326,451.52499937547793,0.1474755489349314,130.57654388638497,474.32571640955643,449.5902623627174,0.9912995216443453,130.63148158104445,474.4966406179813,451.2995044469654
22,224.0,5,114,0.9931797868670431,128.7752463030678,474.55257140202065,451.8588122873583,0.9931797868670431,128.7752463030678,474.55257140202065,451.8588122873583,0.9670944601008967,128.72817574484907,474.4999016714538,451.33211498169015,0.9023378216358343,128.77094196587203,474.53917549908726,451.7248532580253,0.13841703061519986,128.71664385692992,474.32571640955643,449.5902623627174,0.9955146608497311,128.77316593687473,474.50440553241515,451.377153591303
23,229.0,5,114,0.9966378192058246,126.55268671680504,474.5682095616612,452.01519388376323,0.9966378192058246,126.55268671680504,474.5682095616612,452.01519388376323,0.9742751152373411,126.50526684033773,474.51106336043387,451.4437318714907,0.9239265249894496,126.54827571253439,474.55620366783154,451.895134945467,0.12986369089496297,126.49152202574848,474.32571640955643,449.5902623627174,0.9999277473362554,126.549709175309,474.51560552600137,451.4891535271656
24,234.0,5,114,0.9387223314835622,124.03875695405426,474.57231820101174,452.0562802772704,0.9387223314835622,124.03875695405426,474.57231820101174,452.0562802772704,0.998272844832698,123.99122958060889,474.52439397530696,451.5770380202218,0.9255943448423369,124.03442644650875,474.57068978696736,452.0399961368259,0.12178910544991249,123.9751637293433,474.32571640955643,449.5902623627174,0.9954390819519422,124.03506178893181,474.52335078913995,451.56660615855185
25,239.0,5,114,0.9546304215354778,121.28399800958393,474.5850817906178,452.1839161733303,0.9546304215354778,121.28399800958393,474.5850817906178,452.1839161733303,0.9905276061810208,121.23629258834558,474.5339221149281,451.6723194164326,0.8585269359774266,121.27952939998929,474.5718631099319,452.0517293664714,0.11416832445223028,121.21791558800416,474.32571640955643,449.5902623627174,0.9981897985310738,121.27939133208315,474.52684277806264,451.6015260477785
26,244.0,5,114,0.8694481364278405,118.32490339887387,474.58427687199105,452.1758669870628,0.8694481364278405,118.32490339887387,474.58427687199105,452.1758669870628,0.9618119637247547,118.27714995140488,474.53930769936426,451.72617526079443,0.8731435129227298,118.32056377677638,474.58419511108445,452.17504937799674,0.10697778250984423,118.25654016257828,474.32571640955643,449.5902623627174,0.9982962346482318,118.31956966070862,474.5320270240534,451.6533685076867
27,249.0,5,114,0.9326219551977922,115.19004856279717,474.60687374793906,452.40183574654225,0.9326219551977922,115.19004856279717,474.60687374793906,452.40183574654225,0.967072579542877,115.14201545941953,474.5481353562369,451.8144518295216,0.9258606044597124,115.18581656901073,474.606361043399,452.39670870114213,0.10019521742677742,115.11916981611645,474.32571640955643,449.5902623627174,0.9970905089375859,115.18382274760079,474.5404812998926,451.73791126607796
28,254.0,5,114,0.9731179566509716,111.9016628195701,474.6293110697505,452.6262089646568,0.9731179566509716,111.9016628195701,474.6293110697505,452.6262089646568,0.9775901071133204,111.8531792465687,474.55864062711316,451.9195045382839,0.8606669108139543,111.8971667915627,474.606807045861,452.4011687257621,0.09383041534693433,111.82806638171294,474.32571640955643,449.5902623627174,0.999086186217904,111.89442140187185,474.55034913542806,451.83658962143227
29,259.0,5,114,0.8948641426352325,108.47741000013282,474.62838562777114,452.61695454486346,0.8948641426352325,108.47741000013282,474.62838562777114,452.61695454486346,0.9483920342123209,108.42862944358373,474.56558394869546,451.9889377541069,0.8955185460678902,108.47302394052619,474.62726955164334,452.60579378358614,0.08784168337929195,108.40129573788569,474.32571640955643,449.5902623627174,0.9924164663586021,108.46926704952014,474.55222863350224,451.8553846021746
30,264.0,5,114,0.8253575151543087,104.93227618063733,474.6280215867971,452.613314135124,0.8253575151543087,104.93227618063733,474.6280215867971,452.613314135124,0.9821728370752422,104.88347455051135,474.58080196379734,452.14111790512516,0.8287081520889958,104.92800685849025,474.62828365047375,452.61593477188944,0.0821997483141024,104.8538100098317,474.32571640955643,449.5902623627174,0.986515307705881,104.92352366567636,474.5667167891495,452.0002661586467
31,269.0,5,114,0.9274704382243432,101.27949121022984,474.66840387475327,453.0171370146843,0.9274704382243432,101.27949121022984,474.66840387475327,453.0171370146843,0.8972529930104081,101.22998836372733,474.5790066417301,452.12316468445306,0.7639876413369188,101.27466457910512,474.6275287609675,452.60838587682673,0.07707418370060105,101.19818158503166,474.32571640955643,449.5902623627174,0.964663611328936,101.2696959404305,474.5772295950229,452.1053942173808
32,274.0,5,114,0.9931950236387476,97.52965392579083,474.70440412444793,453.3771395116314,0.9931950236387476,97.52965392579083,474.70440412444793,453.3771395116314,0.9704968136375984,97.479306800687,474.60174966446596,452.3505949118115,0.8558001052104006,97.52438180097285,474.66735505943547,453.00664886150673,0.07248676546947519,97.44512039502808,474.32571640955643,449.5902623627174,0.982437734616678,97.51860873095944,474.5949641406027,452.28273967317887
33,279.0,5,114,0.9989725043181047,93.69173490127102,474.7254111270856,453.5872095380081,0.9989725043181047,93.69173490127102,474.7254111270856,453.5872095380081,0.8930802914922727,93.64023784298075,474.5999773109397,452.33287137654906,0.9204253324599728,93.68628406309405,474.7041059031728,453.37415729888,0.06870515495566623,93.60384996458544,474.32571640955643,449.5902623627174,0.9914959245031658,93.67941082427832,474.60750961493363,452.4081944164891
34,284.0,5,114,0.9252436656329521,89.77339921073421,474.72494461717747,453.5825444389273,0.9252436656329521,89.77339921073421,474.72494461717747,453.5825444389273,0.9319639242721502,89.72115454598907,474.619585115925,452.52894942640296,0.9268010532500003,89.76812598756241,474.72512418350607,453.5843401022129,0.06559430553934852,89.68238791684367,474.32571640955643,449.5902623627174,0.9985474499571065,89.76018536919132,474.62597108102415,452.5928090773931
35,289.0,5,114,0.8552801233129618,85.78165985046071,474.7225386131682,453.5584843988339,0.8552801233129618,85.78165985046071,474.7225386131682,453.5584843988339,0.8380909648837089,85.7286452320651,474.6108748729147,452.4418469962989,0.8635261603309696,85.77658586209171,474.72492230270814,453.5823212942337,0.064298425922661,85.68775979571033,474.32571640955643,449.5902623627174,0.9953576843407086,85.76796832574833,474.6459455511747,452.7925537788991
36,294.0,5,114,0.9958528187306359,81.72374770833983,474.7852016416073,454.18511468322436,0.9958528187306359,81.72374770833983,474.7852016416073,454.18511468322436,0.9584474798309391,81.66966730971464,474.6522788890128,452.85588715727965,0.7999021959760274,81.71786022231441,474.7233152840944,453.5662511080959,0.06313344955623997,81.626165104757,474.32571640955643,449.5902623627174,0.9584848795412729,81.7087979313846,474.6561873700785,452.89497196793735
37,299.0,5,114,0.9373294777087245,77.60412569546988,474.7838823573015,454.1719218401672,0.9373294777087245,77.60412569546988,474.7838823573015,454.1719218401672,0.88002270877458,77.54897338143716,474.64621465956196,452.79524486277205,0.9339076634503425,77.5984567651614,474.7855447124391,454.18854539154296,0.06260181841565146,77.50310832268828,474.32571640955643,449.5902623627174,0.9496779510960545,77.58838806501544,474.6788239696002,453.1213379631549
38,304.0,5,114,0.9858052487862025,73.42813430330867,474.8105960104166,454.4390583713175,0.9858052487862025,73.42813430330867,474.8105960104166,454.4390583713175,0.9475181023623369,73.37206899450025,474.67852834808093,453.11838174796117,0.8819917100543567,73.42228567032026,474.7859285204278,454.1923834714306,0.06210823252844026,73.32350374016805,474.32571640955643,449.5902623627174,0.8117512982772093,73.41077288085913,474.6467172218882,452.8002704860337
39,309.0,5,114,0.961006074225275,69.19974547567432,474.81004895782587,454.4335878454109,0.961006074225275,69.19974547567432,474.81004895782587,454.4335878454109,0.9408840146717677,69.14308232697172,474.6937257881193,453.2703561483456,0.9339390344896135,69.19418737498688,474.8147145448769,454.4802437159218,0.06165686382572456,69.09176039077842,474.32571640955643,449.5902623627174,0.7150165891807265,69.18079702662057,474.64070201603465,452.74011842749906
40,314.0,5,228,0.9980195657110424,75.95894984954512,544.0342300480896,527.2912741907904,0.9980195657110424,75.95894984954512,544.0342300480896,527.2912741907904,0.9996502442094094,75.90050049614912,543.8833215093639,525.7821888035332,1.2240359321111658,75.95832608667263,544.0532737412447,527.4817111223406,0.12976119233726205,75.85055685969218,543.2508069364131,519.4570430740264,0.996147748834371,75.95530582801632,544.0810666439667,527.7596401495603
41,319.0,5,228,0.9895598455746367,81.80950938989321,544.0863796790427,527.8127705003214,0.9895598455746367,81.80950938989321,544.0863796790427,527.8127705003214,0.9811914756009886,81.74750692807837,543.911063709711,526.0596108070044,0.920587659684115,81.81410182783698,544.0304915260513,527.2538889704072,0.12948476291554367,81.69463846311885,543.2508069364131,519.4570430740264,0.9954560551440846,81.81167281260059,544.0965226007124,527.9141997170191
42,324.0,5,228,0.9806197191025363,86.91820675941676,544.1114770599402,528.0637443092968,0.9806197191025363,86.91820675941676,544.1114770599402,528.0637443092968,0.9584284961695111,86.8488684237132,543.9076092692067,526.0250664019602,0.9679718740393181,86.9214588853074,544.090933117649,527.8583048863853,0.12923487482386603,86.78985352418826,543.2508069364131,519.4570430740264,0.9968828603835161,86.91778806892796,544.1018225884964,527.9671995948586
43,329.0,5,228,0.997457797217596,91.40303176835224,544.1146616932755,528.0955906426495,0.997457797217596,91.40303176835224,544.1146616932755,528.0955906426495,0.9681754810803261,91.33432135172487,543.9268807659666,526.2177813695607,0.970825452184439,91.40523295300449,544.097719055399,527.9261642638843,0.1290097538709144,91.26265318973955,543.2508069364131,519.4570430740264,0.9994823696203542,91.40035616497903,544.1105605850311,528.0545795602052
44,334.0,5,228,0.9917909751862584,95.3624776052186,544.1114034210609,528.0630079205025,0.9917909751862584,95.3624776052186,544.1114034210609,528.0630079205025,0.9995286763445567,95.29623653434976,543.9473726144561,526.4226998544564,0.9780667910425808,95.36414133712111,544.1028237125184,527.9772108350783,0.12883767689898484,95.21160886945675,543.2508069364131,519.4570430740264,0.9974519816855378,95.35824282166382,544.1127229813465,528.0762035233591
45,339.0,5,228,0.9974720779740299,98.87508388892462,544.1111502710144,528.0604764200384,0.9974720779740299,98.87508388892462,544.1111502710144,528.0604764200384,0.9834794031042945,98.81093088150325,543.9468040484676,526.4170141945688,0.9826591338562395,98.87644535654144,544.1078809726836,528.0277834367305,0.12870357904210505,98.71500486256826,543.2508069364131,519.4570430740264,0.9989315334250012,98.86973540849789,544.1152447805589,528.1014215154837
46,344.0,5,228,0.999882554215659,102.00442210705266,544.1129535038436,528.0785087483306,0.999882554215659,102.00442210705266,544.1129535038436,528.0785087483306,0.9971649211569867,101.94196684591395,543.9622938224688,526.5719119345829,0.9882870403978417,102.00558238679103,544.1097127833062,528.0461015429557,0.1285917185346642,101.83600944753547,543.2508069364131,519.4570430740264,0.9995034313904371,101.99804031180025,544.1142477348951,528.0914510588452
47,349.0,5,228,0.9916078736130306,104.80226939635699,544.1128428765351,528.0774024752445,0.9916078736130306,104.80226939635699,544.1128428765351,528.0774024752445,0.9766336691225669,104.74110639477288,543.9587306373321,526.5362800832162,0.9944427097432345,104.80315384467117,544.1117956144451,528.0669298543456,0.12854400667881014,104.62629606820228,543.2508069364131,519.4570430740264,0.9976635961741113,104.79507488410071,544.115791673039,528.1068904402837
48,354.0,5,228,0.9882507466462939,107.31139954320497,544.1101097998014,528.0500717079082,0.9882507466462939,107.31139954320497,544.1101097998014,528.0500717079082,0.9488528201407168,107.25116522348897,543.9519680940391,526.4686546502858,0.9953104812905017,107.3122197020851,544.1159813191701,528.1087869015957,0.1285348418409231,107.12864082739803,543.2508069364131,519.4570430740264,0.9888188532876562,107.30345871886267,544.1095448653205,528.0444223630986
49,359.0,5,228,0.9887414537214209,109.56759569908036,544.1027845504804,527.9768192146983,0.9887414537214209,109.56759569908036,544.1027845504804,527.9768192146983,0.9527755312781174,109.50823158489094,543.946227404204,526.4112477519336,1.0794532995551223,109.56860829138245,544.1167527690116,528.1165014000093,0.13254091678508417,109.37882517509136,543.2508069364131,519.4570430740264,0.9936685470582921,109.55917006994065,544.1040022959835,527.9889966697303
50,364.0,5,228,0.9522448662308663,111.60107155620858,544.0914925187966,527.86389889786,0.9522448662308663,111.60107155620858,544.0914925187966,527.86389889786,0.9237856562963802,111.54265304907993,543.9328522751214,526.2774964611082,1.0155268953631575,111.60221435393498,544.1054852412501,528.0038261223954,0.13337574340948,111.40705563757041,543.2508069364131,519.4570430740264,0.9583778301979761,111.592414573644,544.0886844101192,527.8358178110857
51,369.0,5,228,0.9270340615463648,113.43666818417191,544.0261508986096,527.2104826959893,0.9270340615463648,113.43666818417191,544.0261508986096,527.2104826959893,0.8982380146732126,113.378444379391,543.8326337697251,525.2753114071459,1.1925790253876334,113.4391971712297,544.1016824375009,527.9657980849043,0.2010486751245228,113.2390407010175,543.2508069364131,519.4570430740264,0.9269670832585241,113.42794951507928,544.0238162417542,527.1871361274367
52,374.0,5,228,0.9889390506365018,115.09659911122327,543.954340132862,526.492375038515,0.9889390506365018,115.09659911122327,543.954340132862,526.492375038515,0.9738121566135621,115.03757427083653,543.7114206064591,524.0631797744854,1.255531405014378,115.10035636755167,544.0447690274075,527.3966639839689,0.3824815268345903,114.89681971315596,543.2508069364131,519.4570430740264,0.9870845378952179,115.08788698043392,543.9587781134788,526.5367548446839
53,379.0,5,228,0.9987482124788672,116.60092596831655,543.9453196707173,526.4021704170668,0.9987482124788672,116.60092596831655,543.9453196707173,526.4021704170668,0.9999401263700151,116.54123769414488,543.7047523158797,523.9964968686907,1.0459825154365476,116.6047778790888,543.9627261626372,526.5762353362659,0.3987420749371437,116.39940938413606,543.2508069364131,519.4570430740264,0.99948842815645,116.59226866718565,543.9488682491271,526.4376562011655
54,384.0,5,228,0.922340586400799,117.9651251543471,543.868034910006,525.6293228099548,0.922340586400799,117.9651251543471,543.868034910006,525.6293228099548,0.9773021704110575,117.90571013707884,543.6868585951696,523.8175596615902,0.9995259597797452,117.97004051056784,543.948914821048,526.438121920374,0.3987420749371437,117.76331408074289,543.2508069364131,519.4570430740264,0.9072221202015612,117.95667234835636,543.8764979867769,525.7139535776647
55,389.0,5,228,0.9791153107919421,119.20391521189502,543.8092941447281,525.0419151571765,0.9791153107919421,119.20391521189502,543.8092941447281,525.0419151571765,0.9756048233602383,119.14548081439474,543.6556176643154,523.5051503530485,1.4985076117143612,119.21088342934527,543.9451556399023,526.4005301089172,0.40002224768691225,119.00293300636429,543.2508069364131,519.4570430740264,0.9783700626063909,119.19554652420621,543.8004730865915,524.9537045758094
56,394.0,5,228,0.9996941120059111,120.33086467203097,543.7937098477273,524.8860721871675,0.5319538112757062,120.31676898581756,543.3176611703241,520.1255854131354,0.9999344670232491,120.27371750859886,543.6438649629683,523.3876233395778,1.0659387951912556,120.33719535127184,543.7807960836228,524.7569345461231,0.40265050602952673,120.1308883394523,543.2508069364131,519.4570430740264,0.9975659263293172,120.32246899937184,543.7886058752904,524.835032462798
57,399.0,5,228,0.9537355209650128,121.35706771382806,543.7898642378825,524.847616088719,0.2697147599550286,121.32346160310033,543.0938030670291,517.8870043801847,0.9693169237390529,121.3010951618308,543.633179261298,523.2807663228739,0.997792317192606,121.36338204373064,543.7917666645736,524.8666403556301,0.40265050602952673,121.15829208818425,543.2508069364131,519.4570430740264,0.9521237215123776,121.34908180717845,543.7905399051358,524.8543727612538
58,404.0,5,228,0.9423190949702998,122.29210607004924,543.7687361555114,524.6363352650085,0.6291155700282439,122.24719564353593,543.3183029520491,520.1320032303846,0.967494828645389,122.23698307681124,543.605985193978,523.0088256496741,1.1945903860694884,122.29872244404899,543.7917855264011,524.8668289739055,0.4031784305977709,122.0949649291478,543.2508069364131,519.4570430740264,0.9583310807140124,122.28460318787596,543.7757457273815,524.7064309837092
59,409.0,5,228,0.9200371840909554,123.14457872983395,543.7461423216145,524.4103969260386,0.9045828211786078,123.10248162892036,543.744337516099,524.392348870885,0.9272016916160318,123.09022193787828,543.5734937795658,522.6839115055514,1.1622685889931796,123.15188757253625,543.767091176627,524.6198854761632,0.4041082103405869,122.9496170603422,543.2508069364131,519.4570430740264,0.9231339062793744,123.1375221987071,543.7475842899804,524.424816609699
60,414.0,5,57,0.9395604400822617,122.32477763088755,315.1781509014521,326.376794942235,0.9407542240940121,122.28364060579612,315.1807814101751,326.40310002946455,0.9280569414041229,122.27061701188762,315.1732267887603,326.32755381531763,1.0896553909550855,122.33271758139014,315.1874807583862,326.4700935115758,0.3196137400792131,122.13482262134018,315.1698715507714,326.29400143542784,0.953186913083424,122.31839731913182,315.17807118720293,326.3759977997438
