user_id,serving_sector_id,nominal_se_bps_hz,safe_se_min_bps_hz,safe_se_median_bps_hz,safe_se_max_bps_hz
E3_SITE_01_SEC_1_UE_1,E3_SITE_01_SEC_1,2.0408880159258844,2.028830771148205,2.028997723758221,2.0290588542819026
E3_SITE_01_SEC_1_UE_2,E3_SITE_01_SEC_1,2.0179484114050865,2.004522965848446,2.004750369489193,2.004833494126797
E3_SITE_01_SEC_1_UE_3,E3_SITE_01_SEC_1,3.0744047462940216,3.064714843034744,3.064888340234756,3.0649517118930816
E3_SITE_01_SEC_1_UE_4,E3_SITE_01_SEC_1,2.479555320739746,2.326626819372177,2.327906262874603,2.3283830583095546
E3_SITE_01_SEC_2_UE_1,E3_SITE_01_SEC_2,1.75898068100214,1.7609237805008888,1.7609278216958044,1.7609384313225744
E3_SITE_01_SEC_2_UE_2,E3_SITE_01_SEC_2,1.1396586269140245,1.1374395757913591,1.1374721854925156,1.1374841183423998
E3_SITE_01_SEC_2_UE_3,E3_SITE_01_SEC_2,1.9225077182054522,1.921229675412178,1.921258082985878,1.9212684065103531
E3_SITE_01_SEC_2_UE_4,E3_SITE_01_SEC_2,1.1381258085370065,1.1349070444703102,1.1349565222859384,1.134974677860737
E3_SITE_01_SEC_3_UE_1,E3_SITE_01_SEC_3,1.8367351904511453,1.8295740500092508,1.8297523871064187,1.8298172369599344
E3_SITE_01_SEC_3_UE_2,E3_SITE_01_SEC_3,6.170333021879196,6.197343891859054,6.197431677579879,6.19765140414238
E3_SITE_01_SEC_3_UE_3,E3_SITE_01_SEC_3,7.742822819948197,7.73184307217598,7.732176381349564,7.732309132814407
E3_SITE_01_SEC_3_UE_4,E3_SITE_01_SEC_3,1.073320074006915,1.0735151361674071,1.0735354136675597,1.0735428046435118
E3_SITE_02_SEC_1_UE_1,E3_SITE_02_SEC_1,1.8926119051873684,1.886468418687582,1.886720760911703,1.886812325567007
E3_SITE_02_SEC_1_UE_2,E3_SITE_02_SEC_1,2.3264972776174546,2.3322019428014755,2.332221707701683,2.3322751849889753
E3_SITE_02_SEC_1_UE_3,E3_SITE_02_SEC_1,2.3535483747720716,2.3210364848375318,2.3214896708726878,2.321655800938606
E3_SITE_02_SEC_1_UE_4,E3_SITE_02_SEC_1,0.5478919360786676,0.5433606419712305,0.5434404645115136,0.5434696231037378
E3_SITE_02_SEC_2_UE_1,E3_SITE_02_SEC_2,0.5400659985840321,0.5404284365475178,0.5404294915497304,0.5404323466122152
E3_SITE_02_SEC_2_UE_2,E3_SITE_02_SEC_2,0.7763278339058161,0.7764537665992975,0.7764564130455256,0.776457366719842
E3_SITE_02_SEC_2_UE_3,E3_SITE_02_SEC_2,0.6168331019580364,0.6160555653274059,0.6160664550960064,0.6160704486072064
E3_SITE_02_SEC_2_UE_4,E3_SITE_02_SEC_2,1.0201763592660429,1.0215441547334196,1.0215495191514494,1.0215639792382718
E3_SITE_02_SEC_3_UE_1,E3_SITE_02_SEC_3,0.09771388687659058,0.09784528084564957,0.09784560122061524,0.09784642525482926
E3_SITE_02_SEC_3_UE_2,E3_SITE_02_SEC_3,5.015006089210511,5.017852330207825,5.017854189872742,5.017859721183777
E3_SITE_02_SEC_3_UE_3,E3_SITE_02_SEC_3,4.804844945669175,4.791611236333848,4.791976350545884,4.792109054327012
E3_SITE_02_SEC_3_UE_4,E3_SITE_02_SEC_3,3.9259829908609394,3.924475327134133,3.9245058923959735,3.9245173841714864
E3_SITE_03_SEC_1_UE_1,E3_SITE_03_SEC_1,0.7431318221613765,0.7408364174887538,0.7408741293475033,0.7408879337832333
E3_SITE_03_SEC_1_UE_2,E3_SITE_03_SEC_1,3.6512863934040065,3.6191214621067043,3.6195928871631615,3.619765597581863
E3_SITE_03_SEC_1_UE_3,E3_SITE_03_SEC_1,3.3516230523586277,3.2325911939144136,3.2345451295375827,3.235263198614121
E3_SITE_03_SEC_1_UE_4,E3_SITE_03_SEC_1,2.0165793061256414,1.999912261962891,2.0002777934074407,2.0004112958908085
E3_SITE_03_SEC_2_UE_1,E3_SITE_03_SEC_2,3.200341182947159,3.1946817696094514,3.1947594940662385,3.1947879612445833
E3_SITE_03_SEC_2_UE_2,E3_SITE_03_SEC_2,4.0149442017078405,4.022345215082169,4.022371751070023,4.022443968057633
E3_SITE_03_SEC_2_UE_3,E3_SITE_03_SEC_2,3.4636329889297484,3.459350299835205,3.4594113826751705,3.4594336986541743
E3_SITE_03_SEC_2_UE_4,E3_SITE_03_SEC_2,0.4297349520027637,0.4301041446626186,0.4301237098872661,0.43013073727488516
E3_SITE_03_SEC_3_UE_1,E3_SITE_03_SEC_3,1.9744290933012962,1.9746955379843711,1.974696384370327,1.9746987089514731
E3_SITE_03_SEC_3_UE_2,E3_SITE_03_SEC_3,4.590002620220184,4.591954219341278,4.591957747936249,4.591967570781708
E3_SITE_03_SEC_3_UE_3,E3_SITE_03_SEC_3,4.24451958835125,4.244116899371147,4.244127079844475,4.244130966067314
E3_SITE_03_SEC_3_UE_4,E3_SITE_03_SEC_3,3.834635722637177,3.837821161746979,3.8378653645515444,3.8378806948661808
E3_SITE_04_SEC_1_UE_1,E3_SITE_04_SEC_1,2.893325687944889,2.831322218477726,2.832315470278263,2.8326787248253824
E3_SITE_04_SEC_1_UE_2,E3_SITE_04_SEC_1,1.428297080844641,1.328587677329779,1.3301437161862852,1.3307176612317564
E3_SITE_04_SEC_1_UE_3,E3_SITE_04_SEC_1,3.0711254417896274,3.0532092392444614,3.053573161363602,3.0537057936191565
E3_SITE_04_SEC_1_UE_4,E3_SITE_04_SEC_1,4.883836430311203,4.895711916685105,4.895715683698655,4.895722931623459
E3_SITE_04_SEC_2_UE_1,E3_SITE_04_SEC_2,3.1233976662158964,3.119290834665298,3.119388967752456,3.1194247066974636
E3_SITE_04_SEC_2_UE_2,E3_SITE_04_SEC_2,0.04626928642392158,0.046418903395533555,0.04641922395676373,0.04642010126262902
E3_SITE_04_SEC_2_UE_3,E3_SITE_04_SEC_2,2.008312924206257,2.0114138081669806,2.0114217951893805,2.0114432647824287
E3_SITE_04_SEC_2_UE_4,E3_SITE_04_SEC_2,3.4601896166801454,3.470802342891693,3.4708317637443544,3.4709102749824527
E3_SITE_04_SEC_3_UE_1,E3_SITE_04_SEC_3,0.6226621124893427,0.6156941894441843,0.615877765789628,0.6159448001533747
E3_SITE_04_SEC_3_UE_2,E3_SITE_04_SEC_3,2.8432377725839615,2.8427819162607193,2.8427917629480364,2.842795529961586
E3_SITE_04_SEC_3_UE_3,E3_SITE_04_SEC_3,2.7511975377798077,2.7537515014410014,2.753776869177818,2.753785702586174
E3_SITE_04_SEC_3_UE_4,E3_SITE_04_SEC_3,1.9741338476538661,1.9685568198561672,1.9687554106116296,1.9688275560736659
E3_SITE_05_SEC_1_UE_1,E3_SITE_05_SEC_1,0.6875051226466894,0.7050397124141454,0.7051239218562841,0.7053530897945166
E3_SITE_05_SEC_1_UE_2,E3_SITE_05_SEC_1,0.19593764767050745,0.18959961012005808,0.18977013751864436,0.18983262553811076
E3_SITE_05_SEC_1_UE_3,E3_SITE_05_SEC_1,1.303109435737133,1.3034217849373817,1.3034225031733513,1.3034244433045388
E3_SITE_05_SEC_1_UE_4,E3_SITE_05_SEC_1,1.549377653747797,1.5461954094469548,1.5462503887712955,1.546270439773798
E3_SITE_05_SEC_2_UE_1,E3_SITE_05_SEC_2,2.864399835467339,2.742041644454003,2.743682906031609,2.7442894309759147
E3_SITE_05_SEC_2_UE_2,E3_SITE_05_SEC_2,3.2564328163862224,3.2584034413099285,3.25840410888195,3.2584054201841353
E3_SITE_05_SEC_2_UE_3,E3_SITE_05_SEC_2,2.6316643238067625,2.6458098649978634,2.6458634614944456,2.6460082530975337
E3_SITE_05_SEC_2_UE_4,E3_SITE_05_SEC_2,1.0461213432252408,1.0480344615876676,1.0480398021638393,1.0480540834367276
