sector_id,site_id,latitude_deg,longitude_deg,ground_elevation_m_asl,antenna_height_m_agl,azimuth_deg,downtilt_deg,array_rows,array_cols,element_gain_dbi,conducted_power_dbm_per_100mhz,activity_factor,source_or_model_status,provenance_note
E3_SITE_05_SEC_1,E3_SITE_05,45.56051696055398,-75.80322383773411,175.41256713867188,25.0,0.0,10.0,8,8,8.0,46.0,1.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,"Sector orientation/power/array values are declared study parameters, not operator deployment facts. Metadata corrected for consistency with the executed Sionna 8x8 dual-polarized panel (64 element locations, 128 ports); these CSV array-size fields were not consumed by the executed generator."
E3_SITE_05_SEC_2,E3_SITE_05,45.56051696055398,-75.80322383773411,175.41256713867188,25.0,120.0,10.0,8,8,8.0,46.0,1.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,"Sector orientation/power/array values are declared study parameters, not operator deployment facts. Metadata corrected for consistency with the executed Sionna 8x8 dual-polarized panel (64 element locations, 128 ports); these CSV array-size fields were not consumed by the executed generator."
E3_SITE_05_SEC_3,E3_SITE_05,45.56051696055398,-75.80322383773411,175.41256713867188,25.0,240.0,10.0,8,8,8.0,46.0,1.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,"Sector orientation/power/array values are declared study parameters, not operator deployment facts. Metadata corrected for consistency with the executed Sionna 8x8 dual-polarized panel (64 element locations, 128 ports); these CSV array-size fields were not consumed by the executed generator."
E3_SITE_06_SEC_1,E3_SITE_06,45.56051696055398,-75.8143161622659,108.56785583496094,25.0,0.0,10.0,8,8,8.0,46.0,1.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,"Sector orientation/power/array values are declared study parameters, not operator deployment facts. Metadata corrected for consistency with the executed Sionna 8x8 dual-polarized panel (64 element locations, 128 ports); these CSV array-size fields were not consumed by the executed generator."
E3_SITE_06_SEC_2,E3_SITE_06,45.56051696055398,-75.8143161622659,108.56785583496094,25.0,120.0,10.0,8,8,8.0,46.0,1.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,"Sector orientation/power/array values are declared study parameters, not operator deployment facts. Metadata corrected for consistency with the executed Sionna 8x8 dual-polarized panel (64 element locations, 128 ports); these CSV array-size fields were not consumed by the executed generator."
E3_SITE_06_SEC_3,E3_SITE_06,45.56051696055398,-75.8143161622659,108.56785583496094,25.0,240.0,10.0,8,8,8.0,46.0,1.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,"Sector orientation/power/array values are declared study parameters, not operator deployment facts. Metadata corrected for consistency with the executed Sionna 8x8 dual-polarized panel (64 element locations, 128 ports); these CSV array-size fields were not consumed by the executed generator."
E3_SITE_07_SEC_1,E3_SITE_07,45.56276645465263,-75.80877,128.03189086914062,25.0,0.0,10.0,8,8,8.0,46.0,1.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,"Sector orientation/power/array values are declared study parameters, not operator deployment facts. Metadata corrected for consistency with the executed Sionna 8x8 dual-polarized panel (64 element locations, 128 ports); these CSV array-size fields were not consumed by the executed generator."
E3_SITE_07_SEC_2,E3_SITE_07,45.56276645465263,-75.80877,128.03189086914062,25.0,120.0,10.0,8,8,8.0,46.0,1.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,"Sector orientation/power/array values are declared study parameters, not operator deployment facts. Metadata corrected for consistency with the executed Sionna 8x8 dual-polarized panel (64 element locations, 128 ports); these CSV array-size fields were not consumed by the executed generator."
E3_SITE_07_SEC_3,E3_SITE_07,45.56276645465263,-75.80877,128.03189086914062,25.0,240.0,10.0,8,8,8.0,46.0,1.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,"Sector orientation/power/array values are declared study parameters, not operator deployment facts. Metadata corrected for consistency with the executed Sionna 8x8 dual-polarized panel (64 element locations, 128 ports); these CSV array-size fields were not consumed by the executed generator."
E3_SITE_08_SEC_1,E3_SITE_08,45.54927028474327,-75.80877,102.62879180908205,25.0,0.0,10.0,8,8,8.0,46.0,1.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,"Sector orientation/power/array values are declared study parameters, not operator deployment facts. Metadata corrected for consistency with the executed Sionna 8x8 dual-polarized panel (64 element locations, 128 ports); these CSV array-size fields were not consumed by the executed generator."
E3_SITE_08_SEC_2,E3_SITE_08,45.54927028474327,-75.80877,102.62879180908205,25.0,120.0,10.0,8,8,8.0,46.0,1.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,"Sector orientation/power/array values are declared study parameters, not operator deployment facts. Metadata corrected for consistency with the executed Sionna 8x8 dual-polarized panel (64 element locations, 128 ports); these CSV array-size fields were not consumed by the executed generator."
E3_SITE_08_SEC_3,E3_SITE_08,45.54927028474327,-75.80877,102.62879180908205,25.0,240.0,10.0,8,8,8.0,46.0,1.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,"Sector orientation/power/array values are declared study parameters, not operator deployment facts. Metadata corrected for consistency with the executed Sionna 8x8 dual-polarized panel (64 element locations, 128 ports); these CSV array-size fields were not consumed by the executed generator."
E3_SITE_09_SEC_1,E3_SITE_09,45.55151951397594,-75.80322472289852,108.56697082519533,25.0,0.0,10.0,8,8,8.0,46.0,1.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,"Sector orientation/power/array values are declared study parameters, not operator deployment facts. Metadata corrected for consistency with the executed Sionna 8x8 dual-polarized panel (64 element locations, 128 ports); these CSV array-size fields were not consumed by the executed generator."
E3_SITE_09_SEC_2,E3_SITE_09,45.55151951397594,-75.80322472289852,108.56697082519533,25.0,120.0,10.0,8,8,8.0,46.0,1.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,"Sector orientation/power/array values are declared study parameters, not operator deployment facts. Metadata corrected for consistency with the executed Sionna 8x8 dual-polarized panel (64 element locations, 128 ports); these CSV array-size fields were not consumed by the executed generator."
E3_SITE_09_SEC_3,E3_SITE_09,45.55151951397594,-75.80322472289852,108.56697082519533,25.0,240.0,10.0,8,8,8.0,46.0,1.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,"Sector orientation/power/array values are declared study parameters, not operator deployment facts. Metadata corrected for consistency with the executed Sionna 8x8 dual-polarized panel (64 element locations, 128 ports); these CSV array-size fields were not consumed by the executed generator."
E3_SITE_10_SEC_1,E3_SITE_10,45.55376847300496,-75.79767900333783,141.6072540283203,25.0,0.0,10.0,8,8,8.0,46.0,1.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,"Sector orientation/power/array values are declared study parameters, not operator deployment facts. Metadata corrected for consistency with the executed Sionna 8x8 dual-polarized panel (64 element locations, 128 ports); these CSV array-size fields were not consumed by the executed generator."
E3_SITE_10_SEC_2,E3_SITE_10,45.55376847300496,-75.79767900333783,141.6072540283203,25.0,120.0,10.0,8,8,8.0,46.0,1.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,"Sector orientation/power/array values are declared study parameters, not operator deployment facts. Metadata corrected for consistency with the executed Sionna 8x8 dual-polarized panel (64 element locations, 128 ports); these CSV array-size fields were not consumed by the executed generator."
E3_SITE_10_SEC_3,E3_SITE_10,45.55376847300496,-75.79767900333783,141.6072540283203,25.0,240.0,10.0,8,8,8.0,46.0,1.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,"Sector orientation/power/array values are declared study parameters, not operator deployment facts. Metadata corrected for consistency with the executed Sionna 8x8 dual-polarized panel (64 element locations, 128 ports); these CSV array-size fields were not consumed by the executed generator."
E3_SITE_11_SEC_1,E3_SITE_11,45.55151951397594,-75.81431527710149,121.52000427246094,25.0,0.0,10.0,8,8,8.0,46.0,1.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,"Sector orientation/power/array values are declared study parameters, not operator deployment facts. Metadata corrected for consistency with the executed Sionna 8x8 dual-polarized panel (64 element locations, 128 ports); these CSV array-size fields were not consumed by the executed generator."
E3_SITE_11_SEC_2,E3_SITE_11,45.55151951397594,-75.81431527710149,121.52000427246094,25.0,120.0,10.0,8,8,8.0,46.0,1.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,"Sector orientation/power/array values are declared study parameters, not operator deployment facts. Metadata corrected for consistency with the executed Sionna 8x8 dual-polarized panel (64 element locations, 128 ports); these CSV array-size fields were not consumed by the executed generator."
E3_SITE_11_SEC_3,E3_SITE_11,45.55151951397594,-75.81431527710149,121.52000427246094,25.0,240.0,10.0,8,8,8.0,46.0,1.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,"Sector orientation/power/array values are declared study parameters, not operator deployment facts. Metadata corrected for consistency with the executed Sionna 8x8 dual-polarized panel (64 element locations, 128 ports); these CSV array-size fields were not consumed by the executed generator."
E3_SITE_12_SEC_1,E3_SITE_12,45.558267196251705,-75.79767811817344,151.43988037109375,25.0,0.0,10.0,8,8,8.0,46.0,1.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,"Sector orientation/power/array values are declared study parameters, not operator deployment facts. Metadata corrected for consistency with the executed Sionna 8x8 dual-polarized panel (64 element locations, 128 ports); these CSV array-size fields were not consumed by the executed generator."
E3_SITE_12_SEC_2,E3_SITE_12,45.558267196251705,-75.79767811817344,151.43988037109375,25.0,120.0,10.0,8,8,8.0,46.0,1.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,"Sector orientation/power/array values are declared study parameters, not operator deployment facts. Metadata corrected for consistency with the executed Sionna 8x8 dual-polarized panel (64 element locations, 128 ports); these CSV array-size fields were not consumed by the executed generator."
E3_SITE_12_SEC_3,E3_SITE_12,45.558267196251705,-75.79767811817344,151.43988037109375,25.0,240.0,10.0,8,8,8.0,46.0,1.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,"Sector orientation/power/array values are declared study parameters, not operator deployment facts. Metadata corrected for consistency with the executed Sionna 8x8 dual-polarized panel (64 element locations, 128 ports); these CSV array-size fields were not consumed by the executed generator."
E3_SITE_13_SEC_1,E3_SITE_13,45.55376847300496,-75.81986099666217,97.11679077148438,25.0,0.0,10.0,8,8,8.0,46.0,1.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,"Sector orientation/power/array values are declared study parameters, not operator deployment facts. Metadata corrected for consistency with the executed Sionna 8x8 dual-polarized panel (64 element locations, 128 ports); these CSV array-size fields were not consumed by the executed generator."
E3_SITE_13_SEC_2,E3_SITE_13,45.55376847300496,-75.81986099666217,97.11679077148438,25.0,120.0,10.0,8,8,8.0,46.0,1.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,"Sector orientation/power/array values are declared study parameters, not operator deployment facts. Metadata corrected for consistency with the executed Sionna 8x8 dual-polarized panel (64 element locations, 128 ports); these CSV array-size fields were not consumed by the executed generator."
E3_SITE_13_SEC_3,E3_SITE_13,45.55376847300496,-75.81986099666217,97.11679077148438,25.0,240.0,10.0,8,8,8.0,46.0,1.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,"Sector orientation/power/array values are declared study parameters, not operator deployment facts. Metadata corrected for consistency with the executed Sionna 8x8 dual-polarized panel (64 element locations, 128 ports); these CSV array-size fields were not consumed by the executed generator."
E3_SITE_14_SEC_1,E3_SITE_14,45.56276591594,-75.79767723282235,151.672119140625,25.0,0.0,10.0,8,8,8.0,46.0,1.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,"Sector orientation/power/array values are declared study parameters, not operator deployment facts. Metadata corrected for consistency with the executed Sionna 8x8 dual-polarized panel (64 element locations, 128 ports); these CSV array-size fields were not consumed by the executed generator."
E3_SITE_14_SEC_2,E3_SITE_14,45.56276591594,-75.79767723282235,151.672119140625,25.0,120.0,10.0,8,8,8.0,46.0,1.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,"Sector orientation/power/array values are declared study parameters, not operator deployment facts. Metadata corrected for consistency with the executed Sionna 8x8 dual-polarized panel (64 element locations, 128 ports); these CSV array-size fields were not consumed by the executed generator."
E3_SITE_14_SEC_3,E3_SITE_14,45.56276591594,-75.79767723282235,151.672119140625,25.0,240.0,10.0,8,8,8.0,46.0,1.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,"Sector orientation/power/array values are declared study parameters, not operator deployment facts. Metadata corrected for consistency with the executed Sionna 8x8 dual-polarized panel (64 element locations, 128 ports); these CSV array-size fields were not consumed by the executed generator."
E3_SITE_15_SEC_1,E3_SITE_15,45.5582671962517,-75.81986188182655,96.9888916015625,25.0,0.0,10.0,8,8,8.0,46.0,1.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,"Sector orientation/power/array values are declared study parameters, not operator deployment facts. Metadata corrected for consistency with the executed Sionna 8x8 dual-polarized panel (64 element locations, 128 ports); these CSV array-size fields were not consumed by the executed generator."
E3_SITE_15_SEC_2,E3_SITE_15,45.5582671962517,-75.81986188182655,96.9888916015625,25.0,120.0,10.0,8,8,8.0,46.0,1.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,"Sector orientation/power/array values are declared study parameters, not operator deployment facts. Metadata corrected for consistency with the executed Sionna 8x8 dual-polarized panel (64 element locations, 128 ports); these CSV array-size fields were not consumed by the executed generator."
E3_SITE_15_SEC_3,E3_SITE_15,45.5582671962517,-75.81986188182655,96.9888916015625,25.0,240.0,10.0,8,8,8.0,46.0,1.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,"Sector orientation/power/array values are declared study parameters, not operator deployment facts. Metadata corrected for consistency with the executed Sionna 8x8 dual-polarized panel (64 element locations, 128 ports); these CSV array-size fields were not consumed by the executed generator."
E3_SITE_16_SEC_1,E3_SITE_16,45.56501567850536,-75.80322339501187,188.3984222412109,25.0,0.0,10.0,8,8,8.0,46.0,1.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,"Sector orientation/power/array values are declared study parameters, not operator deployment facts. Metadata corrected for consistency with the executed Sionna 8x8 dual-polarized panel (64 element locations, 128 ports); these CSV array-size fields were not consumed by the executed generator."
E3_SITE_16_SEC_2,E3_SITE_16,45.56501567850536,-75.80322339501187,188.3984222412109,25.0,120.0,10.0,8,8,8.0,46.0,1.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,"Sector orientation/power/array values are declared study parameters, not operator deployment facts. Metadata corrected for consistency with the executed Sionna 8x8 dual-polarized panel (64 element locations, 128 ports); these CSV array-size fields were not consumed by the executed generator."
E3_SITE_16_SEC_3,E3_SITE_16,45.56501567850536,-75.80322339501187,188.3984222412109,25.0,240.0,10.0,8,8,8.0,46.0,1.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,"Sector orientation/power/array values are declared study parameters, not operator deployment facts. Metadata corrected for consistency with the executed Sionna 8x8 dual-polarized panel (64 element locations, 128 ports); these CSV array-size fields were not consumed by the executed generator."
E3_SITE_17_SEC_1,E3_SITE_17,45.56276591594,-75.81986276717765,125.3018798828125,25.0,0.0,10.0,8,8,8.0,46.0,1.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,"Sector orientation/power/array values are declared study parameters, not operator deployment facts. Metadata corrected for consistency with the executed Sionna 8x8 dual-polarized panel (64 element locations, 128 ports); these CSV array-size fields were not consumed by the executed generator."
E3_SITE_17_SEC_2,E3_SITE_17,45.56276591594,-75.81986276717765,125.3018798828125,25.0,120.0,10.0,8,8,8.0,46.0,1.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,"Sector orientation/power/array values are declared study parameters, not operator deployment facts. Metadata corrected for consistency with the executed Sionna 8x8 dual-polarized panel (64 element locations, 128 ports); these CSV array-size fields were not consumed by the executed generator."
E3_SITE_17_SEC_3,E3_SITE_17,45.56276591594,-75.81986276717765,125.3018798828125,25.0,240.0,10.0,8,8,8.0,46.0,1.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,"Sector orientation/power/array values are declared study parameters, not operator deployment facts. Metadata corrected for consistency with the executed Sionna 8x8 dual-polarized panel (64 element locations, 128 ports); these CSV array-size fields were not consumed by the executed generator."
E3_SITE_18_SEC_1,E3_SITE_18,45.56501567850536,-75.81431660498814,145.80661010742188,25.0,0.0,10.0,8,8,8.0,46.0,1.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,"Sector orientation/power/array values are declared study parameters, not operator deployment facts. Metadata corrected for consistency with the executed Sionna 8x8 dual-polarized panel (64 element locations, 128 ports); these CSV array-size fields were not consumed by the executed generator."
E3_SITE_18_SEC_2,E3_SITE_18,45.56501567850536,-75.81431660498814,145.80661010742188,25.0,120.0,10.0,8,8,8.0,46.0,1.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,"Sector orientation/power/array values are declared study parameters, not operator deployment facts. Metadata corrected for consistency with the executed Sionna 8x8 dual-polarized panel (64 element locations, 128 ports); these CSV array-size fields were not consumed by the executed generator."
E3_SITE_18_SEC_3,E3_SITE_18,45.56501567850536,-75.81431660498814,145.80661010742188,25.0,240.0,10.0,8,8,8.0,46.0,1.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,"Sector orientation/power/array values are declared study parameters, not operator deployment facts. Metadata corrected for consistency with the executed Sionna 8x8 dual-polarized panel (64 element locations, 128 ports); these CSV array-size fields were not consumed by the executed generator."
E3_SITE_19_SEC_1,E3_SITE_19,45.5672651708389,-75.80877,153.78836059570312,25.0,0.0,10.0,8,8,8.0,46.0,1.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,"Sector orientation/power/array values are declared study parameters, not operator deployment facts. Metadata corrected for consistency with the executed Sionna 8x8 dual-polarized panel (64 element locations, 128 ports); these CSV array-size fields were not consumed by the executed generator."
E3_SITE_19_SEC_2,E3_SITE_19,45.5672651708389,-75.80877,153.78836059570312,25.0,120.0,10.0,8,8,8.0,46.0,1.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,"Sector orientation/power/array values are declared study parameters, not operator deployment facts. Metadata corrected for consistency with the executed Sionna 8x8 dual-polarized panel (64 element locations, 128 ports); these CSV array-size fields were not consumed by the executed generator."
E3_SITE_19_SEC_3,E3_SITE_19,45.5672651708389,-75.80877,153.78836059570312,25.0,240.0,10.0,8,8,8.0,46.0,1.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,"Sector orientation/power/array values are declared study parameters, not operator deployment facts. Metadata corrected for consistency with the executed Sionna 8x8 dual-polarized panel (64 element locations, 128 ports); these CSV array-size fields were not consumed by the executed generator."
