sector_id,site_id,site_to_station_azimuth_deg,site_to_station_elevation_deg,sector_azimuth_deg,sector_boresight_elevation_deg,boresight_to_station_angle_deg
E3_SITE_18_SEC_1,E3_SITE_18,10.889433435686737,2.9997029748142587,0.0,-10.0,16.929721748331094
E3_SITE_18_SEC_2,E3_SITE_18,10.889433435686737,2.9997029748142587,120.0,-10.0,109.33335097140902
E3_SITE_18_SEC_3,E3_SITE_18,10.889433435686737,2.9997029748142587,240.0,-10.0,130.75761110735345
