controller,update_interval_s,message_delay_intervals,slew_db_per_update,predictive_horizon_intervals,command_feasible_all_intervals,incumbent_violation_seconds,maximum_incumbent_excess_db,minimum_incumbent_margin_db,eligible_floor_violation_intervals,eligible_floor_violation_user_intervals,unique_eligible_floor_violation_users,total_normalized_floor_shortfall_user_seconds,maximum_normalized_floor_shortfall,minimum_floor_ratio,mean_pf_utility,minimum_pf_utility,mean_geometric_rate_bps_hz,minimum_geometric_rate_bps_hz,mean_p05_eligible_rate_bps_hz,minimum_p05_eligible_rate_bps_hz,minimum_eligible_rate_bps_hz,mean_jain_index_eligible,minimum_jain_index_eligible,mean_total_network_retention_secondary,minimum_total_network_retention_secondary,mean_protected_network_retention_secondary,minimum_protected_network_retention_secondary,runtime_seconds,command_total_variation_db,maximum_command_slew_db,mean_active_mode_count,maximum_active_mode_count,payload_bytes_per_update
delayed_myopic_constrained_pf,5,1,3.0,0,True,39,1.987297761632902,-1.987297761632902,0,0,0,0.0,0.0,1.0286600324451578,132.46283101129535,132.26313096659993,1.8953237515613524,1.8934950213242467,0.24612532300152723,0.24602694008582168,0.1440360997449168,0.691779174765167,0.6915412146430103,0.9956417460852711,0.9945416131777486,0.9567340379702789,0.9458126209221194,5.054661225003656,3644.0,3.0,71.94067796610169,92.0,456.0
predictive_reachability_constrained_pf,5,1,3.0,10,True,0,-0.00012328727533383893,0.00012328727533383893,0,0,0,0.0,0.0,1.0286600324451578,132.4648393222265,132.26313096659993,1.8953421426455583,1.8934950213242467,0.24612569569315015,0.24602694008582168,0.1440360997449168,0.6917813749557344,0.6915412146430103,0.9956529711139078,0.9945416131777486,0.9568454728871694,0.9458126209221194,5.209478742995998,3302.0,3.0,71.63559322033899,92.0,456.0
static_constrained_pf,5,0,0.0,0,True,0,-0.0070919950501343015,0.0070919950501343015,0,0,0,0.0,0.0,1.0286600324448785,132.26310103373677,132.26310103373683,1.893494747374218,1.8934947473742176,0.24605248774453492,0.24605248774453498,0.14403609974491124,0.6915415096004596,0.6915415096004596,0.9945412908658604,0.9945412908658608,0.9458094212155008,0.9458094212155006,0.0,0.0,0.0,92.0,92.0,456.0
common_scale_oracle,5,0,0.0,0,True,0,6.750292265873005e-15,-6.750292265873005e-15,0,0,0,0.0,0.0,1.0009292599296282,131.78161883643938,131.7614435364911,1.8890932736584456,1.8889090623148903,0.24589776619992304,0.2458945090859208,0.14403623585466327,0.6913591758070786,0.6913549322374521,0.993068398501394,0.9929676702239479,0.9311874862934608,0.9301875202720783,0.0,2736.189276037842,1.8554816876636977,114.0,114.0,456.0
hard_spatial_null,5,0,0.0,0,True,0,-13.15960872760947,13.15960872760947,0,0,0,0.0,0.0,1.0008976522665691,131.7556671001861,131.75566710018606,1.8888563242134357,1.8888563242134366,0.2458935753150449,0.24589357531504485,0.1440356215692614,0.6913537036860525,0.6913537036860526,0.9929388728192976,0.9929388728192978,0.929901638026454,0.9299016380264538,0.0,0.0,0.0,114.0,114.0,456.0
