sector_id,site_id,scenarios_as_top_contributor,mean_top_fraction,maximum_top_fraction
E3_SITE_18_SEC_1,E3_SITE_18,56,0.2512806475098465,0.26395151502920444
E3_SITE_18_SEC_3,E3_SITE_18,28,0.08576700384087442,0.09010851097632634
