p452_time_percentage,polarization_label,bs_gain_case,earth_station_pattern_type,peak_time_s,rank,sector_id,site_id,sector_received_dbw_per_10mhz,fraction_of_aggregate_power
0.1,V,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,2,E3_SITE_04_SEC_1,E3_SITE_04,-72.68222438185026,0.1262498930979058
0.1,V,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,3,E3_SITE_11_SEC_1,E3_SITE_11,-73.1647751954377,0.11297333194893977
0.1,V,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,4,E3_SITE_19_SEC_1,E3_SITE_19,-73.79350794862228,0.09774682562484176
0.1,V,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,5,E3_SITE_13_SEC_1,E3_SITE_13,-73.84978422593453,0.09648838440010188
0.1,V,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,6,E3_SITE_15_SEC_1,E3_SITE_15,-74.80179710450892,0.07749501145265915
0.1,V,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,7,E3_SITE_07_SEC_1,E3_SITE_07,-75.42632125830208,0.06711526841498591
0.1,V,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,8,E3_SITE_01_SEC_1,E3_SITE_01,-76.43162247716944,0.05324651759678822
0.1,V,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,9,E3_SITE_02_SEC_1,E3_SITE_02,-76.9652048016967,0.0470904647955688
0.1,V,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,10,E3_SITE_16_SEC_1,E3_SITE_16,-80.76540097668342,0.019629686314858195
0.1,V,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,1,E3_SITE_18_SEC_1,E3_SITE_18,-96.8686421724374,0.24594002072933152
0.1,V,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,2,E3_SITE_04_SEC_1,E3_SITE_04,-99.76462403496876,0.12624989309790555
0.1,V,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,3,E3_SITE_11_SEC_1,E3_SITE_11,-100.2471748485562,0.11297333194893977
0.1,V,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,4,E3_SITE_19_SEC_1,E3_SITE_19,-100.87590760174076,0.09774682562484197
0.1,V,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,5,E3_SITE_13_SEC_1,E3_SITE_13,-100.93218387905303,0.09648838440010189
0.1,V,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,6,E3_SITE_15_SEC_1,E3_SITE_15,-101.88419675762742,0.07749501145265932
0.1,V,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,7,E3_SITE_07_SEC_1,E3_SITE_07,-102.50872091142057,0.06711526841498605
0.1,V,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,8,E3_SITE_01_SEC_1,E3_SITE_01,-103.51402213028793,0.053246517596788334
0.1,V,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,9,E3_SITE_02_SEC_1,E3_SITE_02,-104.0476044548152,0.0470904647955688
0.1,V,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,10,E3_SITE_16_SEC_1,E3_SITE_16,-107.84780062980192,0.019629686314858154
0.1,V,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,1,E3_SITE_18_SEC_1,E3_SITE_18,-93.8686421724374,0.2459400207293318
0.1,V,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,2,E3_SITE_04_SEC_1,E3_SITE_04,-96.76462403496876,0.12624989309790569
0.1,V,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,3,E3_SITE_11_SEC_1,E3_SITE_11,-97.2471748485562,0.11297333194893944
0.1,V,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,4,E3_SITE_19_SEC_1,E3_SITE_19,-97.87590760174076,0.09774682562484208
0.1,V,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,5,E3_SITE_13_SEC_1,E3_SITE_13,-97.93218387905303,0.09648838440010199
0.1,V,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,6,E3_SITE_15_SEC_1,E3_SITE_15,-98.88419675762742,0.07749501145265908
0.1,V,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,7,E3_SITE_07_SEC_1,E3_SITE_07,-99.50872091142057,0.06711526841498612
0.1,V,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,8,E3_SITE_01_SEC_1,E3_SITE_01,-100.51402213028793,0.0532465175967884
0.1,V,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,9,E3_SITE_02_SEC_1,E3_SITE_02,-101.0476044548152,0.047090464795568665
0.1,V,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,10,E3_SITE_16_SEC_1,E3_SITE_16,-104.84780062980192,0.019629686314858178
0.1,V,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,1,E3_SITE_18_SEC_3,E3_SITE_18,-104.05186952017615,0.08393657462615096
0.1,V,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,2,E3_SITE_18_SEC_2,E3_SITE_18,-104.05186952017615,0.08393657462615096
0.1,V,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,3,E3_SITE_18_SEC_1,E3_SITE_18,-104.05186952017615,0.08393657462615096
0.1,V,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,4,E3_SITE_04_SEC_2,E3_SITE_04,-107.12539632173642,0.041361717296453895
0.1,V,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,5,E3_SITE_04_SEC_1,E3_SITE_04,-107.12539632173642,0.041361717296453895
0.1,V,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,6,E3_SITE_04_SEC_3,E3_SITE_04,-107.12539632173642,0.041361717296453895
0.1,V,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,7,E3_SITE_11_SEC_2,E3_SITE_11,-107.70205142837136,0.03621871610911131
0.1,V,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,8,E3_SITE_11_SEC_3,E3_SITE_11,-107.70205142837136,0.03621871610911131
0.1,V,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,9,E3_SITE_11_SEC_1,E3_SITE_11,-107.70205142837136,0.03621871610911131
0.1,V,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,10,E3_SITE_13_SEC_1,E3_SITE_13,-107.92756839657044,0.0343859758986879
0.1,V,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,1,E3_SITE_18_SEC_3,E3_SITE_18,-101.05186952017615,0.08393657462615109
0.1,V,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,2,E3_SITE_18_SEC_2,E3_SITE_18,-101.05186952017615,0.08393657462615109
0.1,V,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,3,E3_SITE_18_SEC_1,E3_SITE_18,-101.05186952017615,0.08393657462615109
0.1,V,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,4,E3_SITE_04_SEC_2,E3_SITE_04,-104.12539632173642,0.04136171729645379
0.1,V,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,5,E3_SITE_04_SEC_1,E3_SITE_04,-104.12539632173642,0.04136171729645379
0.1,V,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,6,E3_SITE_04_SEC_3,E3_SITE_04,-104.12539632173642,0.04136171729645379
0.1,V,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,7,E3_SITE_11_SEC_2,E3_SITE_11,-104.70205142837136,0.036218716109111364
0.1,V,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,8,E3_SITE_11_SEC_3,E3_SITE_11,-104.70205142837136,0.036218716109111364
0.1,V,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,9,E3_SITE_11_SEC_1,E3_SITE_11,-104.70205142837136,0.036218716109111364
0.1,V,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,10,E3_SITE_13_SEC_1,E3_SITE_13,-104.92756839657044,0.034385975898687804
1.0,H,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,1,E3_SITE_18_SEC_1,E3_SITE_18,-73.31865485248488,0.25262480766003526
1.0,H,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,2,E3_SITE_04_SEC_1,E3_SITE_04,-76.40904081870124,0.1240044867746797
1.0,H,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,3,E3_SITE_11_SEC_1,E3_SITE_11,-76.9822702737367,0.10867119773902756
1.0,H,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,4,E3_SITE_19_SEC_1,E3_SITE_19,-77.26480823890327,0.10182646268590068
1.0,H,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,5,E3_SITE_13_SEC_1,E3_SITE_13,-77.63683264195653,0.0934669813855496
1.0,H,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,6,E3_SITE_15_SEC_1,E3_SITE_15,-78.49912085471291,0.07663539419289521
1.0,H,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,7,E3_SITE_07_SEC_1,E3_SITE_07,-79.00143943950108,0.06826491238501953
1.0,H,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,8,E3_SITE_01_SEC_1,E3_SITE_01,-80.10549529426744,0.052940976994546675
1.0,H,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,9,E3_SITE_02_SEC_1,E3_SITE_02,-80.7330159370807,0.04581839662982782
1.0,H,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,10,E3_SITE_16_SEC_1,E3_SITE_16,-84.29781330911644,0.020163232140296323
1.0,H,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,1,E3_SITE_18_SEC_1,E3_SITE_18,-70.31865485248488,0.2526248076600352
1.0,H,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,2,E3_SITE_04_SEC_1,E3_SITE_04,-73.40904081870124,0.12400448677467966
1.0,H,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,3,E3_SITE_11_SEC_1,E3_SITE_11,-73.9822702737367,0.10867119773902775
1.0,H,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,4,E3_SITE_19_SEC_1,E3_SITE_19,-74.26480823890327,0.10182646268590065
1.0,H,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,5,E3_SITE_13_SEC_1,E3_SITE_13,-74.63683264195653,0.09346698138554958
1.0,H,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,6,E3_SITE_15_SEC_1,E3_SITE_15,-75.49912085471291,0.0766353941928952
1.0,H,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,7,E3_SITE_07_SEC_1,E3_SITE_07,-76.00143943950108,0.0682649123850195
1.0,H,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,8,E3_SITE_01_SEC_1,E3_SITE_01,-77.10549529426744,0.05294097699454655
1.0,H,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,9,E3_SITE_02_SEC_1,E3_SITE_02,-77.7330159370807,0.045818396629827896
1.0,H,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,10,E3_SITE_16_SEC_1,E3_SITE_16,-81.29781330911644,0.020163232140296278
1.0,H,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,1,E3_SITE_18_SEC_1,E3_SITE_18,-97.40105450560338,0.25262480766003476
1.0,H,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,2,E3_SITE_04_SEC_1,E3_SITE_04,-100.49144047181974,0.1240044867746797
1.0,H,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,3,E3_SITE_11_SEC_1,E3_SITE_11,-101.0646699268552,0.10867119773902756
1.0,H,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,4,E3_SITE_19_SEC_1,E3_SITE_19,-101.34720789202176,0.10182646268590109
1.0,H,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,5,E3_SITE_13_SEC_1,E3_SITE_13,-101.71923229507503,0.0934669813855498
1.0,H,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,6,E3_SITE_15_SEC_1,E3_SITE_15,-102.58152050783141,0.07663539419289506
1.0,H,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,7,E3_SITE_07_SEC_1,E3_SITE_07,-103.08383909261957,0.06826491238501967
1.0,H,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,8,E3_SITE_01_SEC_1,E3_SITE_01,-104.18789494738594,0.052940976994546675
1.0,H,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,9,E3_SITE_02_SEC_1,E3_SITE_02,-104.8154155901992,0.04581839662982781
1.0,H,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,10,E3_SITE_16_SEC_1,E3_SITE_16,-108.38021296223494,0.020163232140296326
1.0,H,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,1,E3_SITE_18_SEC_1,E3_SITE_18,-94.40105450560338,0.25262480766003514
1.0,H,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,2,E3_SITE_04_SEC_1,E3_SITE_04,-97.49144047181974,0.1240044867746794
1.0,H,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,3,E3_SITE_11_SEC_1,E3_SITE_11,-98.0646699268552,0.10867119773902774
1.0,H,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,4,E3_SITE_19_SEC_1,E3_SITE_19,-98.34720789202176,0.10182646268590083
1.0,H,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,5,E3_SITE_13_SEC_1,E3_SITE_13,-98.71923229507503,0.09346698138554956
1.0,H,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,6,E3_SITE_15_SEC_1,E3_SITE_15,-99.58152050783141,0.07663539419289517
1.0,H,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,7,E3_SITE_07_SEC_1,E3_SITE_07,-100.08383909261957,0.06826491238501978
1.0,H,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,8,E3_SITE_01_SEC_1,E3_SITE_01,-101.18789494738594,0.05294097699454654
1.0,H,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,9,E3_SITE_02_SEC_1,E3_SITE_02,-101.8154155901992,0.04581839662982789
1.0,H,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,10,E3_SITE_16_SEC_1,E3_SITE_16,-105.38021296223494,0.02016323214029627
1.0,H,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,1,E3_SITE_18_SEC_3,E3_SITE_18,-104.58428185334213,0.08622623358182341
1.0,H,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,2,E3_SITE_18_SEC_2,E3_SITE_18,-104.58428185334213,0.08622623358182341
1.0,H,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,3,E3_SITE_18_SEC_1,E3_SITE_18,-104.58428185334213,0.08622623358182341
1.0,H,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,4,E3_SITE_04_SEC_2,E3_SITE_04,-107.8522127585874,0.040629953540859944
1.0,H,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,5,E3_SITE_04_SEC_1,E3_SITE_04,-107.8522127585874,0.040629953540859944
1.0,H,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,6,E3_SITE_04_SEC_3,E3_SITE_04,-107.8522127585874,0.040629953540859944
1.0,H,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,7,E3_SITE_11_SEC_2,E3_SITE_11,-108.51954650667037,0.03484279220714846
1.0,H,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,8,E3_SITE_11_SEC_3,E3_SITE_11,-108.51954650667037,0.03484279220714846
1.0,H,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,9,E3_SITE_11_SEC_1,E3_SITE_11,-108.51954650667037,0.03484279220714846
1.0,H,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,10,E3_SITE_13_SEC_1,E3_SITE_13,-108.71461681259244,0.033312399819971965
1.0,H,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,1,E3_SITE_18_SEC_3,E3_SITE_18,-101.58428185334213,0.08622623358182346
1.0,H,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,2,E3_SITE_18_SEC_2,E3_SITE_18,-101.58428185334213,0.08622623358182346
1.0,H,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,3,E3_SITE_18_SEC_1,E3_SITE_18,-101.58428185334213,0.08622623358182346
1.0,H,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,4,E3_SITE_04_SEC_2,E3_SITE_04,-104.8522127585874,0.040629953540859964
1.0,H,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,5,E3_SITE_04_SEC_1,E3_SITE_04,-104.8522127585874,0.040629953540859964
1.0,H,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,6,E3_SITE_04_SEC_3,E3_SITE_04,-104.8522127585874,0.040629953540859964
1.0,H,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,7,E3_SITE_11_SEC_2,E3_SITE_11,-105.51954650667037,0.03484279220714834
1.0,H,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,8,E3_SITE_11_SEC_3,E3_SITE_11,-105.51954650667037,0.03484279220714834
1.0,H,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,9,E3_SITE_11_SEC_1,E3_SITE_11,-105.51954650667037,0.03484279220714834
1.0,H,ZERO_DBI_PROPAGATION_REFERENCE,single_entry_section_1_1,114.0,10,E3_SITE_13_SEC_1,E3_SITE_13,-105.71461681259244,0.033312399819971986
1.0,V,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,1,E3_SITE_18_SEC_1,E3_SITE_18,-73.31865485248488,0.25262480766003526
1.0,V,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,2,E3_SITE_04_SEC_1,E3_SITE_04,-76.40904081870124,0.1240044867746797
1.0,V,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,3,E3_SITE_11_SEC_1,E3_SITE_11,-76.9822702737367,0.10867119773902756
1.0,V,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,4,E3_SITE_19_SEC_1,E3_SITE_19,-77.26480823890327,0.10182646268590068
1.0,V,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,5,E3_SITE_13_SEC_1,E3_SITE_13,-77.63683264195653,0.0934669813855496
1.0,V,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,6,E3_SITE_15_SEC_1,E3_SITE_15,-78.49912085471291,0.07663539419289521
1.0,V,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,7,E3_SITE_07_SEC_1,E3_SITE_07,-79.00143943950108,0.06826491238501953
1.0,V,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,8,E3_SITE_01_SEC_1,E3_SITE_01,-80.10549529426744,0.052940976994546675
1.0,V,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,9,E3_SITE_02_SEC_1,E3_SITE_02,-80.7330159370807,0.04581839662982782
1.0,V,COHERENT_ARRAY_UPPER_ENVELOPE,multiple_entry_section_1_2,114.0,10,E3_SITE_16_SEC_1,E3_SITE_16,-84.29781330911644,0.020163232140296323
1.0,V,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,1,E3_SITE_18_SEC_1,E3_SITE_18,-70.31865485248488,0.2526248076600352
1.0,V,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,2,E3_SITE_04_SEC_1,E3_SITE_04,-73.40904081870124,0.12400448677467966
1.0,V,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,3,E3_SITE_11_SEC_1,E3_SITE_11,-73.9822702737367,0.10867119773902775
1.0,V,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,4,E3_SITE_19_SEC_1,E3_SITE_19,-74.26480823890327,0.10182646268590065
1.0,V,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,5,E3_SITE_13_SEC_1,E3_SITE_13,-74.63683264195653,0.09346698138554958
1.0,V,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,6,E3_SITE_15_SEC_1,E3_SITE_15,-75.49912085471291,0.0766353941928952
1.0,V,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,7,E3_SITE_07_SEC_1,E3_SITE_07,-76.00143943950108,0.0682649123850195
1.0,V,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,8,E3_SITE_01_SEC_1,E3_SITE_01,-77.10549529426744,0.05294097699454655
1.0,V,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,9,E3_SITE_02_SEC_1,E3_SITE_02,-77.7330159370807,0.045818396629827896
1.0,V,COHERENT_ARRAY_UPPER_ENVELOPE,single_entry_section_1_1,114.0,10,E3_SITE_16_SEC_1,E3_SITE_16,-81.29781330911644,0.020163232140296278
1.0,V,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,1,E3_SITE_18_SEC_1,E3_SITE_18,-97.40105450560338,0.25262480766003476
1.0,V,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,2,E3_SITE_04_SEC_1,E3_SITE_04,-100.49144047181974,0.1240044867746797
1.0,V,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,3,E3_SITE_11_SEC_1,E3_SITE_11,-101.0646699268552,0.10867119773902756
1.0,V,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,4,E3_SITE_19_SEC_1,E3_SITE_19,-101.34720789202176,0.10182646268590109
1.0,V,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,5,E3_SITE_13_SEC_1,E3_SITE_13,-101.71923229507503,0.0934669813855498
1.0,V,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,6,E3_SITE_15_SEC_1,E3_SITE_15,-102.58152050783141,0.07663539419289506
1.0,V,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,7,E3_SITE_07_SEC_1,E3_SITE_07,-103.08383909261957,0.06826491238501967
1.0,V,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,8,E3_SITE_01_SEC_1,E3_SITE_01,-104.18789494738594,0.052940976994546675
1.0,V,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,9,E3_SITE_02_SEC_1,E3_SITE_02,-104.8154155901992,0.04581839662982781
1.0,V,ELEMENT_PATTERN_REFERENCE,multiple_entry_section_1_2,114.0,10,E3_SITE_16_SEC_1,E3_SITE_16,-108.38021296223494,0.020163232140296326
1.0,V,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,1,E3_SITE_18_SEC_1,E3_SITE_18,-94.40105450560338,0.25262480766003514
1.0,V,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,2,E3_SITE_04_SEC_1,E3_SITE_04,-97.49144047181974,0.1240044867746794
1.0,V,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,3,E3_SITE_11_SEC_1,E3_SITE_11,-98.0646699268552,0.10867119773902774
1.0,V,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,4,E3_SITE_19_SEC_1,E3_SITE_19,-98.34720789202176,0.10182646268590083
1.0,V,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,5,E3_SITE_13_SEC_1,E3_SITE_13,-98.71923229507503,0.09346698138554956
1.0,V,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,6,E3_SITE_15_SEC_1,E3_SITE_15,-99.58152050783141,0.07663539419289517
1.0,V,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,7,E3_SITE_07_SEC_1,E3_SITE_07,-100.08383909261957,0.06826491238501978
1.0,V,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,8,E3_SITE_01_SEC_1,E3_SITE_01,-101.18789494738594,0.05294097699454654
1.0,V,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,9,E3_SITE_02_SEC_1,E3_SITE_02,-101.8154155901992,0.04581839662982789
1.0,V,ELEMENT_PATTERN_REFERENCE,single_entry_section_1_1,114.0,10,E3_SITE_16_SEC_1,E3_SITE_16,-105.38021296223494,0.02016323214029627
1.0,V,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,1,E3_SITE_18_SEC_3,E3_SITE_18,-104.58428185334213,0.08622623358182341
1.0,V,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,2,E3_SITE_18_SEC_2,E3_SITE_18,-104.58428185334213,0.08622623358182341
1.0,V,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,3,E3_SITE_18_SEC_1,E3_SITE_18,-104.58428185334213,0.08622623358182341
1.0,V,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,4,E3_SITE_04_SEC_2,E3_SITE_04,-107.8522127585874,0.040629953540859944
1.0,V,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,5,E3_SITE_04_SEC_1,E3_SITE_04,-107.8522127585874,0.040629953540859944
1.0,V,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,6,E3_SITE_04_SEC_3,E3_SITE_04,-107.8522127585874,0.040629953540859944
1.0,V,ZERO_DBI_PROPAGATION_REFERENCE,multiple_entry_section_1_2,114.0,7,E3_SITE_11_SEC_2,E3_SITE_11,-108.51954650667037,0.03484279220714846
