site_id,coast_distance_km,polarization_code,polarization_label,time_percentage,baseline_basic_loss_db,troposcatter_suppressed_basic_loss_db,troposcatter_contribution_delta_db
E3_SITE_08,200,1,H,1,159.718239655707,159.718271809049,3.21533416354214e-05
E3_SITE_08,200,1,H,0.1,158.860818234626,158.861103928741,0.000285694115490287
E3_SITE_08,200,1,H,0.01,158.002015257879,158.003936048434,0.00192079055534577
E3_SITE_08,200,1,H,0.005,157.742623029016,157.745902805142,0.00327977612622021
E3_SITE_08,200,2,V,50,161.205387749133,161.205387824513,7.53797451125138e-08
E3_SITE_08,200,2,V,20,160.845147990486,160.845148723326,7.32839879447056e-07
E3_SITE_08,200,2,V,10,160.577100027834,160.577102134868,2.1070340778806e-06
E3_SITE_08,200,2,V,1,159.718239655707,159.718271809049,3.21533416354214e-05
E3_SITE_08,200,2,V,0.1,158.860818234626,158.861103928741,0.000285694115490287
E3_SITE_08,200,2,V,0.01,158.002015257879,158.003936048434,0.00192079055534577
E3_SITE_08,200,2,V,0.005,157.742623029016,157.745902805142,0.00327977612622021
E3_SITE_09,5,1,H,50,162.104202803347,162.104202844081,4.07344487030059e-08
E3_SITE_09,5,1,H,20,161.76279988319,161.76280028266,3.99470224010656e-07
E3_SITE_09,5,1,H,10,161.508290648165,161.508291803892,1.15572666459229e-06
E3_SITE_09,5,1,H,1,160.689440756243,160.689458720553,1.79643100466365e-05
E3_SITE_09,5,1,H,0.1,159.871801234057,159.87196380061,0.000162566552688759
E3_SITE_09,5,1,H,0.01,159.053355578771,159.054468880666,0.00111330189534442
E3_SITE_09,5,1,H,0.005,158.806466679556,158.80837838846,0.00191170890448689
E3_SITE_09,5,2,V,50,162.104202803347,162.104202844081,4.07344487030059e-08
E3_SITE_09,5,2,V,20,161.76279988319,161.76280028266,3.99470224010656e-07
E3_SITE_09,5,2,V,10,161.508290648165,161.508291803892,1.15572666459229e-06
E3_SITE_09,5,2,V,1,160.689440756243,160.689458720553,1.79643100466365e-05
E3_SITE_09,5,2,V,0.1,159.871801234057,159.87196380061,0.000162566552688759
E3_SITE_09,5,2,V,0.01,159.053355578771,159.054468880666,0.00111330189534442
E3_SITE_09,5,2,V,0.005,158.806466679556,158.80837838846,0.00191170890448689
E3_SITE_09,50,1,H,50,162.104202803347,162.104202844081,4.07344487030059e-08
E3_SITE_09,50,1,H,20,161.76279988319,161.76280028266,3.99470224010656e-07
E3_SITE_09,50,1,H,10,161.508290648165,161.508291803892,1.15572666459229e-06
E3_SITE_09,50,1,H,1,160.689440756243,160.689458720553,1.79643100466365e-05
E3_SITE_09,50,1,H,0.1,159.871801234057,159.87196380061,0.000162566552688759
E3_SITE_09,50,1,H,0.01,159.053355578771,159.054468880666,0.00111330189534442
E3_SITE_09,50,1,H,0.005,158.806466679556,158.80837838846,0.00191170890448689
E3_SITE_09,50,2,V,50,162.104202803347,162.104202844081,4.07344487030059e-08
E3_SITE_09,50,2,V,20,161.76279988319,161.76280028266,3.99470224010656e-07
E3_SITE_09,50,2,V,10,161.508290648165,161.508291803892,1.15572666459229e-06
E3_SITE_09,50,2,V,1,160.689440756243,160.689458720553,1.79643100466365e-05
E3_SITE_09,50,2,V,0.1,159.871801234057,159.87196380061,0.000162566552688759
E3_SITE_09,50,2,V,0.01,159.053355578771,159.054468880666,0.00111330189534442
E3_SITE_09,50,2,V,0.005,158.806466679556,158.80837838846,0.00191170890448689
E3_SITE_09,200,1,H,50,162.104202803347,162.104202844081,4.07344487030059e-08
E3_SITE_09,200,1,H,20,161.76279988319,161.76280028266,3.99470224010656e-07
E3_SITE_09,200,1,H,10,161.508290648165,161.508291803892,1.15572666459229e-06
E3_SITE_09,200,1,H,1,160.689440756243,160.689458720553,1.79643100466365e-05
E3_SITE_09,200,1,H,0.1,159.871801234057,159.87196380061,0.000162566552688759
E3_SITE_09,200,1,H,0.01,159.053355578771,159.054468880666,0.00111330189534442
E3_SITE_09,200,1,H,0.005,158.806466679556,158.80837838846,0.00191170890448689
E3_SITE_09,200,2,V,50,162.104202803347,162.104202844081,4.07344487030059e-08
E3_SITE_09,200,2,V,20,161.76279988319,161.76280028266,3.99470224010656e-07
E3_SITE_09,200,2,V,10,161.508290648165,161.508291803892,1.15572666459229e-06
E3_SITE_09,200,2,V,1,160.689440756243,160.689458720553,1.79643100466365e-05
E3_SITE_09,200,2,V,0.1,159.871801234057,159.87196380061,0.000162566552688759
E3_SITE_09,200,2,V,0.01,159.053355578771,159.054468880666,0.00111330189534442
E3_SITE_09,200,2,V,0.005,158.806466679556,158.80837838846,0.00191170890448689
E3_SITE_10,5,1,H,50,121.809563228571,121.809563228615,4.40678604718414e-11
E3_SITE_10,5,1,H,20,121.44081599331,121.440815993736,4.26183532908908e-10
E3_SITE_10,5,1,H,10,121.247877869945,121.247877871215,1.26954091683729e-09
E3_SITE_10,5,1,H,1,120.472391838531,120.47239185866,2.01291214807497e-08
E3_SITE_10,5,1,H,0.1,119.685343422856,119.685343607591,1.84735398534031e-07
E3_SITE_10,5,1,H,0.01,118.898294073259,118.898295356523,1.28326367132559e-06
E3_SITE_10,5,1,H,0.005,118.66136801163,118.661370224916,2.21328608063232e-06
E3_SITE_10,5,2,V,50,121.809563228571,121.809563228615,4.40678604718414e-11
E3_SITE_10,5,2,V,20,121.44081599331,121.440815993736,4.26183532908908e-10
E3_SITE_10,5,2,V,10,121.247877869945,121.247877871215,1.26954091683729e-09
E3_SITE_10,5,2,V,1,120.472391838531,120.47239185866,2.01291214807497e-08
E3_SITE_10,5,2,V,0.1,119.685343422856,119.685343607591,1.84735398534031e-07
E3_SITE_10,5,2,V,0.01,118.898294073259,118.898295356523,1.28326367132559e-06
E3_SITE_10,5,2,V,0.005,118.66136801163,118.661370224916,2.21328608063232e-06
E3_SITE_10,50,1,H,50,121.809563228571,121.809563228615,4.40678604718414e-11
E3_SITE_10,50,1,H,20,121.44081599331,121.440815993736,4.26183532908908e-10
E3_SITE_10,50,1,H,10,121.247877869945,121.247877871215,1.26954091683729e-09
E3_SITE_10,50,1,H,1,120.472391838531,120.47239185866,2.01291214807497e-08
E3_SITE_10,50,1,H,0.1,119.685343422856,119.685343607591,1.84735398534031e-07
E3_SITE_10,50,1,H,0.01,118.898294073259,118.898295356523,1.28326367132559e-06
E3_SITE_10,50,1,H,0.005,118.66136801163,118.661370224916,2.21328608063232e-06
E3_SITE_10,50,2,V,50,121.809563228571,121.809563228615,4.40678604718414e-11
E3_SITE_10,50,2,V,20,121.44081599331,121.440815993736,4.26183532908908e-10
E3_SITE_10,50,2,V,10,121.247877869945,121.247877871215,1.26954091683729e-09
E3_SITE_10,50,2,V,1,120.472391838531,120.47239185866,2.01291214807497e-08
E3_SITE_10,50,2,V,0.1,119.685343422856,119.685343607591,1.84735398534031e-07
E3_SITE_10,50,2,V,0.01,118.898294073259,118.898295356523,1.28326367132559e-06
E3_SITE_10,50,2,V,0.005,118.66136801163,118.661370224916,2.21328608063232e-06
E3_SITE_10,200,1,H,50,121.809563228571,121.809563228615,4.40678604718414e-11
E3_SITE_10,200,1,H,20,121.44081599331,121.440815993736,4.26183532908908e-10
E3_SITE_10,200,1,H,10,121.247877869945,121.247877871215,1.26954091683729e-09
E3_SITE_10,200,1,H,1,120.472391838531,120.47239185866,2.01291214807497e-08
E3_SITE_10,200,1,H,0.1,119.685343422856,119.685343607591,1.84735398534031e-07
E3_SITE_10,200,1,H,0.01,118.898294073259,118.898295356523,1.28326367132559e-06
E3_SITE_10,200,1,H,0.005,118.66136801163,118.661370224916,2.21328608063232e-06
E3_SITE_10,200,2,V,50,121.809563228571,121.809563228615,4.40678604718414e-11
E3_SITE_10,200,2,V,20,121.44081599331,121.440815993736,4.26183532908908e-10
E3_SITE_10,200,2,V,10,121.247877869945,121.247877871215,1.26954091683729e-09
E3_SITE_10,200,2,V,1,120.472391838531,120.47239185866,2.01291214807497e-08
E3_SITE_10,200,2,V,0.1,119.685343422856,119.685343607591,1.84735398534031e-07
E3_SITE_10,200,2,V,0.01,118.898294073259,118.898295356523,1.28326367132559e-06
E3_SITE_10,200,2,V,0.005,118.66136801163,118.661370224916,2.21328608063232e-06
E3_SITE_11,5,1,H,50,122.211439251188,122.211439251232,4.42952341472846e-11
E3_SITE_11,5,1,H,20,121.828154452726,121.82815445315,4.23980850428052e-10
E3_SITE_11,5,1,H,10,121.627609899043,121.627609900301,1.25800170280854e-09
E3_SITE_11,5,1,H,1,120.822539884478,120.82253990415,1.96722567125107e-08
E3_SITE_11,5,1,H,0.1,120.005044806179,120.005044984207,1.78027988795293e-07
E3_SITE_11,5,1,H,0.01,119.187548844809,119.187550064264,1.21945473097185e-06
E3_SITE_11,5,1,H,0.005,118.941457477684,118.941459572058,2.09437388321021e-06
E3_SITE_11,5,2,V,50,122.211439251188,122.211439251232,4.42952341472846e-11
E3_SITE_11,5,2,V,20,121.828154452726,121.82815445315,4.23980850428052e-10
E3_SITE_11,5,2,V,10,121.627609899043,121.627609900301,1.25800170280854e-09
E3_SITE_11,5,2,V,1,120.822539884478,120.82253990415,1.96722567125107e-08
E3_SITE_11,5,2,V,0.1,120.005044806179,120.005044984207,1.78027988795293e-07
E3_SITE_11,5,2,V,0.01,119.187548844809,119.187550064264,1.21945473097185e-06
E3_SITE_11,5,2,V,0.005,118.941457477684,118.941459572058,2.09437388321021e-06
E3_SITE_11,50,1,H,50,122.211439251188,122.211439251232,4.42952341472846e-11
E3_SITE_11,50,1,H,20,121.828154452726,121.82815445315,4.23980850428052e-10
E3_SITE_11,50,1,H,10,121.627609899043,121.627609900301,1.25800170280854e-09
E3_SITE_11,50,1,H,1,120.822539884478,120.82253990415,1.96722567125107e-08
E3_SITE_11,50,1,H,0.1,120.005044806179,120.005044984207,1.78027988795293e-07
E3_SITE_11,50,1,H,0.01,119.187548844809,119.187550064264,1.21945473097185e-06
E3_SITE_11,50,1,H,0.005,118.941457477684,118.941459572058,2.09437388321021e-06
E3_SITE_11,50,2,V,50,122.211439251188,122.211439251232,4.42952341472846e-11
E3_SITE_11,50,2,V,20,121.828154452726,121.82815445315,4.23980850428052e-10
E3_SITE_11,50,2,V,10,121.627609899043,121.627609900301,1.25800170280854e-09
E3_SITE_11,50,2,V,1,120.822539884478,120.82253990415,1.96722567125107e-08
E3_SITE_11,50,2,V,0.1,120.005044806179,120.005044984207,1.78027988795293e-07
E3_SITE_11,50,2,V,0.01,119.187548844809,119.187550064264,1.21945473097185e-06
E3_SITE_11,50,2,V,0.005,118.941457477684,118.941459572058,2.09437388321021e-06
E3_SITE_11,200,1,H,50,122.211439251188,122.211439251232,4.42952341472846e-11
E3_SITE_11,200,1,H,20,121.828154452726,121.82815445315,4.23980850428052e-10
E3_SITE_11,200,1,H,10,121.627609899043,121.627609900301,1.25800170280854e-09
E3_SITE_11,200,1,H,1,120.822539884478,120.82253990415,1.96722567125107e-08
E3_SITE_11,200,1,H,0.1,120.005044806179,120.005044984207,1.78027988795293e-07
E3_SITE_11,200,1,H,0.01,119.187548844809,119.187550064264,1.21945473097185e-06
E3_SITE_11,200,1,H,0.005,118.941457477684,118.941459572058,2.09437388321021e-06
E3_SITE_11,200,2,V,50,122.211439251188,122.211439251232,4.42952341472846e-11
E3_SITE_11,200,2,V,20,121.828154452726,121.82815445315,4.23980850428052e-10
E3_SITE_11,200,2,V,10,121.627609899043,121.627609900301,1.25800170280854e-09
E3_SITE_11,200,2,V,1,120.822539884478,120.82253990415,1.96722567125107e-08
E3_SITE_11,200,2,V,0.1,120.005044806179,120.005044984207,1.78027988795293e-07
E3_SITE_11,200,2,V,0.01,119.187548844809,119.187550064264,1.21945473097185e-06
E3_SITE_11,200,2,V,0.005,118.941457477684,118.941459572058,2.09437388321021e-06
E3_SITE_12,5,1,H,50,120.555248982578,120.555248982623,4.45226078227279e-11
E3_SITE_12,5,1,H,20,120.229204298942,120.229204299377,4.35065317105909e-10
E3_SITE_12,5,1,H,10,120.058609258722,120.058609260029,1.30729915781558e-09
E3_SITE_12,5,1,H,1,119.370517141783,119.370517163371,2.15876525544445e-08
E3_SITE_12,5,1,H,0.1,118.673193392176,118.673193598659,2.06483363740517e-07
E3_SITE_12,5,1,H,0.01,117.975868539106,117.975870033948,1.494842067018e-06
E3_SITE_12,5,1,H,0.005,117.765952113815,117.765954724287,2.61047163974126e-06
E3_SITE_12,5,2,V,50,120.555248982578,120.555248982623,4.45226078227279e-11
E3_SITE_12,5,2,V,20,120.229204298942,120.229204299377,4.35065317105909e-10
E3_SITE_12,5,2,V,10,120.058609258722,120.058609260029,1.30729915781558e-09
E3_SITE_12,5,2,V,1,119.370517141783,119.370517163371,2.15876525544445e-08
E3_SITE_12,5,2,V,0.1,118.673193392176,118.673193598659,2.06483363740517e-07
E3_SITE_12,5,2,V,0.01,117.975868539106,117.975870033948,1.494842067018e-06
E3_SITE_12,5,2,V,0.005,117.765952113815,117.765954724287,2.61047163974126e-06
E3_SITE_12,50,1,H,50,120.555248982578,120.555248982623,4.45226078227279e-11
E3_SITE_12,50,1,H,20,120.229204298942,120.229204299377,4.35065317105909e-10
E3_SITE_12,50,1,H,10,120.058609258722,120.058609260029,1.30729915781558e-09
E3_SITE_12,50,1,H,1,119.370517141783,119.370517163371,2.15876525544445e-08
E3_SITE_12,50,1,H,0.1,118.673193392176,118.673193598659,2.06483363740517e-07
E3_SITE_12,50,1,H,0.01,117.975868539106,117.975870033948,1.494842067018e-06
E3_SITE_12,50,1,H,0.005,117.765952113815,117.765954724287,2.61047163974126e-06
E3_SITE_12,50,2,V,50,120.555248982578,120.555248982623,4.45226078227279e-11
E3_SITE_12,50,2,V,20,120.229204298942,120.229204299377,4.35065317105909e-10
E3_SITE_12,50,2,V,10,120.058609258722,120.058609260029,1.30729915781558e-09
E3_SITE_12,50,2,V,1,119.370517141783,119.370517163371,2.15876525544445e-08
E3_SITE_12,50,2,V,0.1,118.673193392176,118.673193598659,2.06483363740517e-07
E3_SITE_12,50,2,V,0.01,117.975868539106,117.975870033948,1.494842067018e-06
E3_SITE_12,50,2,V,0.005,117.765952113815,117.765954724287,2.61047163974126e-06
E3_SITE_12,200,1,H,50,120.555248982578,120.555248982623,4.45226078227279e-11
E3_SITE_12,200,1,H,20,120.229204298942,120.229204299377,4.35065317105909e-10
E3_SITE_12,200,1,H,10,120.058609258722,120.058609260029,1.30729915781558e-09
E3_SITE_12,200,1,H,1,119.370517141783,119.370517163371,2.15876525544445e-08
E3_SITE_12,200,1,H,0.1,118.673193392176,118.673193598659,2.06483363740517e-07
E3_SITE_12,200,1,H,0.01,117.975868539106,117.975870033948,1.494842067018e-06
E3_SITE_12,200,1,H,0.005,117.765952113815,117.765954724287,2.61047163974126e-06
E3_SITE_12,200,2,V,50,120.555248982578,120.555248982623,4.45226078227279e-11
E3_SITE_12,200,2,V,20,120.229204298942,120.229204299377,4.35065317105909e-10
E3_SITE_12,200,2,V,10,120.058609258722,120.058609260029,1.30729915781558e-09
E3_SITE_12,200,2,V,1,119.370517141783,119.370517163371,2.15876525544445e-08
E3_SITE_12,200,2,V,0.1,118.673193392176,118.673193598659,2.06483363740517e-07
E3_SITE_12,200,2,V,0.01,117.975868539106,117.975870033948,1.494842067018e-06
E3_SITE_12,200,2,V,0.005,117.765952113815,117.765954724287,2.61047163974126e-06
E3_SITE_13,5,1,H,50,121.813932112805,121.813932112849,4.3755221668107e-11
E3_SITE_13,5,1,H,20,121.445184877542,121.44518487797,4.27860413765302e-10
E3_SITE_13,5,1,H,10,121.252246754176,121.252246755448,1.27221255752374e-09
E3_SITE_13,5,1,H,1,120.476760722722,120.476760742894,2.01718108883142e-08
E3_SITE_13,5,1,H,0.1,119.6897123067,119.689712491825,1.85125088592031e-07
E3_SITE_13,5,1,H,0.01,118.902662954782,118.902664240756,1.28597433501909e-06
E3_SITE_13,5,1,H,0.005,118.665736891189,118.66573910915,2.21796078392344e-06
E3_SITE_13,5,2,V,50,121.813932112805,121.813932112849,4.3755221668107e-11
E3_SITE_13,5,2,V,20,121.445184877542,121.44518487797,4.27860413765302e-10
E3_SITE_13,5,2,V,10,121.252246754176,121.252246755448,1.27221255752374e-09
E3_SITE_13,5,2,V,1,120.476760722722,120.476760742894,2.01718108883142e-08
E3_SITE_13,5,2,V,0.1,119.6897123067,119.689712491825,1.85125088592031e-07
E3_SITE_13,5,2,V,0.01,118.902662954782,118.902664240756,1.28597433501909e-06
E3_SITE_13,5,2,V,0.005,118.665736891189,118.66573910915,2.21796078392344e-06
E3_SITE_13,50,1,H,50,121.813932112805,121.813932112849,4.3755221668107e-11
E3_SITE_13,50,1,H,20,121.445184877542,121.44518487797,4.27860413765302e-10
E3_SITE_13,50,1,H,10,121.252246754176,121.252246755448,1.27221255752374e-09
E3_SITE_13,50,1,H,1,120.476760722722,120.476760742894,2.01718108883142e-08
E3_SITE_13,50,1,H,0.1,119.6897123067,119.689712491825,1.85125088592031e-07
E3_SITE_13,50,1,H,0.01,118.902662954782,118.902664240756,1.28597433501909e-06
E3_SITE_13,50,1,H,0.005,118.665736891189,118.66573910915,2.21796078392344e-06
E3_SITE_13,50,2,V,50,121.813932112805,121.813932112849,4.3755221668107e-11
E3_SITE_13,50,2,V,20,121.445184877542,121.44518487797,4.27860413765302e-10
E3_SITE_13,50,2,V,10,121.252246754176,121.252246755448,1.27221255752374e-09
E3_SITE_13,50,2,V,1,120.476760722722,120.476760742894,2.01718108883142e-08
E3_SITE_13,50,2,V,0.1,119.6897123067,119.689712491825,1.85125088592031e-07
E3_SITE_13,50,2,V,0.01,118.902662954782,118.902664240756,1.28597433501909e-06
E3_SITE_13,50,2,V,0.005,118.665736891189,118.66573910915,2.21796078392344e-06
E3_SITE_13,200,1,H,50,121.813932112805,121.813932112849,4.3755221668107e-11
E3_SITE_13,200,1,H,20,121.445184877542,121.44518487797,4.27860413765302e-10
E3_SITE_13,200,1,H,10,121.252246754176,121.252246755448,1.27221255752374e-09
E3_SITE_13,200,1,H,1,120.476760722722,120.476760742894,2.01718108883142e-08
E3_SITE_13,200,1,H,0.1,119.6897123067,119.689712491825,1.85125088592031e-07
E3_SITE_13,200,1,H,0.01,118.902662954782,118.902664240756,1.28597433501909e-06
E3_SITE_13,200,1,H,0.005,118.665736891189,118.66573910915,2.21796078392344e-06
E3_SITE_13,200,2,V,50,121.813932112805,121.813932112849,4.3755221668107e-11
E3_SITE_13,200,2,V,20,121.445184877542,121.44518487797,4.27860413765302e-10
E3_SITE_13,200,2,V,10,121.252246754176,121.252246755448,1.27221255752374e-09
E3_SITE_13,200,2,V,1,120.476760722722,120.476760742894,2.01718108883142e-08
E3_SITE_13,200,2,V,0.1,119.6897123067,119.689712491825,1.85125088592031e-07
E3_SITE_13,200,2,V,0.01,118.902662954782,118.902664240756,1.28597433501909e-06
E3_SITE_13,200,2,V,0.005,118.665736891189,118.66573910915,2.21796078392344e-06
E3_SITE_14,5,1,H,50,119.112915913129,119.112915913173,4.36699565398158e-11
E3_SITE_14,5,1,H,20,118.830879479244,118.830879479688,4.43762360191613e-10
E3_SITE_14,5,1,H,10,118.683310697308,118.683310698658,1.34974698084989e-09
E3_SITE_14,5,1,H,1,118.08602979391,118.086029817137,2.32273436040487e-08
E3_SITE_14,5,1,H,0.1,117.48161273632,117.481612968191,2.31870572520165e-07
E3_SITE_14,5,1,H,0.01,116.877194367229,116.877196119244,1.7520148105632e-06
E3_SITE_14,5,1,H,0.005,116.695245418589,116.695248517826,3.09923713359694e-06
E3_SITE_14,5,2,V,50,119.112915913129,119.112915913173,4.36699565398158e-11
E3_SITE_14,5,2,V,20,118.830879479244,118.830879479688,4.43762360191613e-10
E3_SITE_14,5,2,V,10,118.683310697308,118.683310698658,1.34974698084989e-09
E3_SITE_14,5,2,V,1,118.08602979391,118.086029817137,2.32273436040487e-08
E3_SITE_14,5,2,V,0.1,117.48161273632,117.481612968191,2.31870572520165e-07
E3_SITE_14,5,2,V,0.01,116.877194367229,116.877196119244,1.7520148105632e-06
E3_SITE_14,5,2,V,0.005,116.695245418589,116.695248517826,3.09923713359694e-06
E3_SITE_14,50,1,H,50,119.112915913129,119.112915913173,4.36699565398158e-11
E3_SITE_14,50,1,H,20,118.830879479244,118.830879479688,4.43762360191613e-10
E3_SITE_14,50,1,H,10,118.683310697308,118.683310698658,1.34974698084989e-09
E3_SITE_14,50,1,H,1,118.08602979391,118.086029817137,2.32273436040487e-08
E3_SITE_14,50,1,H,0.1,117.48161273632,117.481612968191,2.31870572520165e-07
E3_SITE_14,50,1,H,0.01,116.877194367229,116.877196119244,1.7520148105632e-06
E3_SITE_14,50,1,H,0.005,116.695245418589,116.695248517826,3.09923713359694e-06
E3_SITE_14,50,2,V,50,119.112915913129,119.112915913173,4.36699565398158e-11
E3_SITE_14,50,2,V,20,118.830879479244,118.830879479688,4.43762360191613e-10
E3_SITE_14,50,2,V,10,118.683310697308,118.683310698658,1.34974698084989e-09
E3_SITE_14,50,2,V,1,118.08602979391,118.086029817137,2.32273436040487e-08
E3_SITE_14,50,2,V,0.1,117.48161273632,117.481612968191,2.31870572520165e-07
E3_SITE_14,50,2,V,0.01,116.877194367229,116.877196119244,1.7520148105632e-06
E3_SITE_14,50,2,V,0.005,116.695245418589,116.695248517826,3.09923713359694e-06
E3_SITE_14,200,1,H,50,119.112915913129,119.112915913173,4.36699565398158e-11
E3_SITE_14,200,1,H,20,118.830879479244,118.830879479688,4.43762360191613e-10
E3_SITE_14,200,1,H,10,118.683310697308,118.683310698658,1.34974698084989e-09
E3_SITE_14,200,1,H,1,118.08602979391,118.086029817137,2.32273436040487e-08
E3_SITE_14,200,1,H,0.1,117.48161273632,117.481612968191,2.31870572520165e-07
E3_SITE_14,200,1,H,0.01,116.877194367229,116.877196119244,1.7520148105632e-06
E3_SITE_14,200,1,H,0.005,116.695245418589,116.695248517826,3.09923713359694e-06
E3_SITE_14,200,2,V,50,119.112915913129,119.112915913173,4.36699565398158e-11
E3_SITE_14,200,2,V,20,118.830879479244,118.830879479688,4.43762360191613e-10
E3_SITE_14,200,2,V,10,118.683310697308,118.683310698658,1.34974698084989e-09
E3_SITE_14,200,2,V,1,118.08602979391,118.086029817137,2.32273436040487e-08
E3_SITE_14,200,2,V,0.1,117.48161273632,117.481612968191,2.31870572520165e-07
E3_SITE_14,200,2,V,0.01,116.877194367229,116.877196119244,1.7520148105632e-06
E3_SITE_14,200,2,V,0.005,116.695245418589,116.695248517826,3.09923713359694e-06
E3_SITE_15,5,1,H,50,120.562134710459,120.562134710503,4.42099690189934e-11
E3_SITE_15,5,1,H,20,120.236090026821,120.236090027258,4.36713776252873e-10
E3_SITE_15,5,1,H,10,120.065494986598,120.06549498791,1.31196031816216e-09
E3_SITE_15,5,1,H,1,119.377402869593,119.377402891251,2.16582378698149e-08
E3_SITE_15,5,1,H,0.1,118.680079119389,118.68007932654,2.071508760082e-07
E3_SITE_15,5,1,H,0.01,117.982754262155,117.982755761829,1.49967353024749e-06
E3_SITE_15,5,1,H,0.005,117.772837833258,117.772840452167,2.61890906472217e-06
E3_SITE_15,5,2,V,50,120.562134710459,120.562134710503,4.42099690189934e-11
E3_SITE_15,5,2,V,20,120.236090026821,120.236090027258,4.36713776252873e-10
E3_SITE_15,5,2,V,10,120.065494986598,120.06549498791,1.31196031816216e-09
E3_SITE_15,5,2,V,1,119.377402869593,119.377402891251,2.16582378698149e-08
E3_SITE_15,5,2,V,0.1,118.680079119389,118.68007932654,2.071508760082e-07
E3_SITE_15,5,2,V,0.01,117.982754262155,117.982755761829,1.49967353024749e-06
E3_SITE_15,5,2,V,0.005,117.772837833258,117.772840452167,2.61890906472217e-06
E3_SITE_15,50,1,H,50,120.562134710459,120.562134710503,4.42099690189934e-11
E3_SITE_15,50,1,H,20,120.236090026821,120.236090027258,4.36713776252873e-10
E3_SITE_15,50,1,H,10,120.065494986598,120.06549498791,1.31196031816216e-09
E3_SITE_15,50,1,H,1,119.377402869593,119.377402891251,2.16582378698149e-08
E3_SITE_15,50,1,H,0.1,118.680079119389,118.68007932654,2.071508760082e-07
E3_SITE_15,50,1,H,0.01,117.982754262155,117.982755761829,1.49967353024749e-06
E3_SITE_15,50,1,H,0.005,117.772837833258,117.772840452167,2.61890906472217e-06
E3_SITE_15,50,2,V,50,120.562134710459,120.562134710503,4.42099690189934e-11
E3_SITE_15,50,2,V,20,120.236090026821,120.236090027258,4.36713776252873e-10
E3_SITE_15,50,2,V,10,120.065494986598,120.06549498791,1.31196031816216e-09
E3_SITE_15,50,2,V,1,119.377402869593,119.377402891251,2.16582378698149e-08
E3_SITE_15,50,2,V,0.1,118.680079119389,118.68007932654,2.071508760082e-07
E3_SITE_15,50,2,V,0.01,117.982754262155,117.982755761829,1.49967353024749e-06
E3_SITE_15,50,2,V,0.005,117.772837833258,117.772840452167,2.61890906472217e-06
E3_SITE_15,200,1,H,50,120.562134710459,120.562134710503,4.42099690189934e-11
E3_SITE_15,200,1,H,20,120.236090026821,120.236090027258,4.36713776252873e-10
E3_SITE_15,200,1,H,10,120.065494986598,120.06549498791,1.31196031816216e-09
E3_SITE_15,200,1,H,1,119.377402869593,119.377402891251,2.16582378698149e-08
E3_SITE_15,200,1,H,0.1,118.680079119389,118.68007932654,2.071508760082e-07
E3_SITE_15,200,1,H,0.01,117.982754262155,117.982755761829,1.49967353024749e-06
E3_SITE_15,200,1,H,0.005,117.772837833258,117.772840452167,2.61890906472217e-06
E3_SITE_15,200,2,V,50,120.562134710459,120.562134710503,4.42099690189934e-11
E3_SITE_15,200,2,V,20,120.236090026821,120.236090027258,4.36713776252873e-10
E3_SITE_15,200,2,V,10,120.065494986598,120.06549498791,1.31196031816216e-09
E3_SITE_15,200,2,V,1,119.377402869593,119.377402891251,2.16582378698149e-08
E3_SITE_15,200,2,V,0.1,118.680079119389,118.68007932654,2.071508760082e-07
E3_SITE_15,200,2,V,0.01,117.982754262155,117.982755761829,1.49967353024749e-06
E3_SITE_15,200,2,V,0.005,117.772837833258,117.772840452167,2.61890906472217e-06
E3_SITE_16,5,1,H,50,117.856284606679,117.856284606723,4.38831193605438e-11
E3_SITE_16,5,1,H,20,117.608220398658,117.608220399108,4.49844606009719e-10
E3_SITE_16,5,1,H,10,117.478426766875,117.478426768254,1.3794902997688e-09
E3_SITE_16,5,1,H,1,116.951732388245,116.951732412777,2.45315021629722e-08
E3_SITE_16,5,1,H,0.1,116.419320055812,116.419320308958,2.53145572060021e-07
E3_SITE_16,5,1,H,0.01,115.886906227883,115.886908205139,1.97725560724393e-06
E3_SITE_16,5,1,H,0.005,115.726632659068,115.726636191835,3.53276651310352e-06
E3_SITE_16,5,2,V,50,117.856284606679,117.856284606723,4.38831193605438e-11
E3_SITE_16,5,2,V,20,117.608220398658,117.608220399108,4.49844606009719e-10
E3_SITE_16,5,2,V,10,117.478426766875,117.478426768254,1.3794902997688e-09
E3_SITE_16,5,2,V,1,116.951732388245,116.951732412777,2.45315021629722e-08
E3_SITE_16,5,2,V,0.1,116.419320055812,116.419320308958,2.53145572060021e-07
E3_SITE_16,5,2,V,0.01,115.886906227883,115.886908205139,1.97725560724393e-06
E3_SITE_16,5,2,V,0.005,115.726632659068,115.726636191835,3.53276651310352e-06
E3_SITE_16,50,1,H,50,117.856284606679,117.856284606723,4.38831193605438e-11
E3_SITE_16,50,1,H,20,117.608220398658,117.608220399108,4.49844606009719e-10
E3_SITE_16,50,1,H,10,117.478426766875,117.478426768254,1.3794902997688e-09
E3_SITE_16,50,1,H,1,116.951732388245,116.951732412777,2.45315021629722e-08
E3_SITE_16,50,1,H,0.1,116.419320055812,116.419320308958,2.53145572060021e-07
E3_SITE_16,50,1,H,0.01,115.886906227883,115.886908205139,1.97725560724393e-06
E3_SITE_16,50,1,H,0.005,115.726632659068,115.726636191835,3.53276651310352e-06
