site_id,sample_index,distance_km,terrain_m_asl,clutter_plus_terrain_m_asl,radio_climatic_zone,longitude_deg,latitude_deg
E3_SITE_01,0,0.0,128.63009643554688,128.63009643554688,2,-75.80877,45.558267734907965
E3_SITE_01,1,0.02999999999999214,131.27288818359375,131.27288818359375,2,-75.80877,45.55853765819299
E3_SITE_01,2,0.05999999999998428,133.87791442871094,133.87791442871094,2,-75.80877,45.5588075814652
E3_SITE_01,3,0.08999999999997642,141.084228515625,141.084228515625,2,-75.80877,45.55907750472461
E3_SITE_01,4,0.11999999999996856,144.08790588378906,144.08790588378906,2,-75.80877,45.5593474279712
E3_SITE_01,5,0.14999999999996072,148.09539794921875,148.09539794921875,2,-75.80877,45.559617351205
E3_SITE_01,6,0.17999999999995284,153.27700805664062,153.27700805664062,2,-75.80877,45.55988727442597
E3_SITE_01,7,0.20999999999994495,158.85504150390625,158.85504150390625,2,-75.80877,45.56015719763414
E3_SITE_01,8,0.23999999999993715,158.789306640625,158.789306640625,2,-75.80877,45.5604271208295
E3_SITE_01,9,0.2699999999999293,157.5028533935547,157.5028533935547,2,-75.80877,45.56069704401205
E3_SITE_01,10,0.29999999999992144,153.07669067382812,153.07669067382812,2,-75.80877,45.56096696718178
E3_SITE_01,11,0.32999999999991353,152.07745361328125,152.07745361328125,2,-75.80877,45.56123689033871
E3_SITE_01,12,0.3599999999999057,147.0264434814453,147.0264434814453,2,-75.80877,45.561506813482815
E3_SITE_01,13,0.3899999999998979,139.45974731445312,139.45974731445312,2,-75.80877,45.56177673661413
E3_SITE_01,14,0.41999999999989,137.38304138183594,137.38304138183594,2,-75.80877,45.56204665973262
E3_SITE_01,15,0.4499999999998821,134.08860778808594,134.08860778808594,2,-75.80877,45.56231658283829
E3_SITE_01,16,0.4799999999998743,129.709716796875,129.709716796875,2,-75.80877,45.56258650593117
E3_SITE_01,17,0.5099999999998664,130.39578247070312,130.39578247070312,2,-75.80877,45.562856429011234
E3_SITE_01,18,0.5399999999998586,136.33926391601562,136.33926391601562,2,-75.80877,45.56312635207848
E3_SITE_01,19,0.5699999999998507,137.91635131835938,137.91635131835938,2,-75.80877,45.56339627513293
E3_SITE_01,20,0.5999999999998429,137.6030731201172,137.6030731201172,2,-75.80877,45.56366619817456
E3_SITE_01,21,0.6299999999998349,137.6030731201172,137.6030731201172,2,-75.80877,45.56393612120339
E3_SITE_01,22,0.6599999999998271,129.67637634277344,129.67637634277344,2,-75.80877,45.5642060442194
E3_SITE_01,23,0.6899999999998192,123.19112396240234,123.19112396240234,2,-75.80877,45.5644759672226
E3_SITE_01,24,0.7199999999998113,129.3757781982422,129.3757781982422,2,-75.80877,45.564745890213
E3_SITE_01,25,0.7499999999998036,138.012939453125,138.012939453125,2,-75.80877,45.56501581319058
E3_SITE_01,26,0.7799999999997957,143.6015625,143.6015625,2,-75.80877,45.56528573615534
E3_SITE_01,27,0.8099999999997879,148.0850067138672,148.0850067138672,2,-75.80877,45.5655556591073
E3_SITE_01,28,0.8399999999997799,150.07850646972656,150.07850646972656,2,-75.80877,45.56582558204644
E3_SITE_01,29,0.8699999999997721,150.95701599121094,150.95701599121094,2,-75.80877,45.56609550497278
E3_SITE_01,30,0.8999999999997642,151.90774536132812,151.90774536132812,2,-75.80877,45.56636542788632
E3_SITE_01,31,0.9299999999997564,152.4937286376953,152.4937286376953,2,-75.80877,45.56663535078703
E3_SITE_01,32,0.9599999999997484,152.77371215820312,152.77371215820312,2,-75.80877,45.56690527367495
E3_SITE_01,33,0.9899999999997408,153.78836059570312,153.78836059570312,2,-75.80877,45.567175196550046
E3_SITE_01,34,1.019999999999733,153.63226318359375,153.63226318359375,2,-75.80877,45.567445119412334
E3_SITE_01,35,1.049999999999725,153.07814025878906,153.07814025878906,2,-75.80877,45.56771504226181
E3_SITE_01,36,1.0799999999997172,152.4026641845703,152.4026641845703,2,-75.80877,45.56798496509848
E3_SITE_01,37,1.1099999999997092,153.25250244140625,153.25250244140625,2,-75.80877,45.568254887922336
E3_SITE_01,38,1.1399999999997017,153.2919464111328,153.2919464111328,2,-75.80877,45.56852481073338
E3_SITE_01,39,1.1699999999996935,153.44110107421875,153.44110107421875,2,-75.80877,45.56879473353162
E3_SITE_01,40,1.1999999999996858,154.58682250976562,154.58682250976562,2,-75.80877,45.56906465631704
E3_SITE_01,41,1.2299999999996778,154.91175842285156,154.91175842285156,2,-75.80877,45.569334579089656
E3_SITE_01,42,1.25999999999967,156.1615753173828,156.1615753173828,2,-75.80877,45.56960450184946
E3_SITE_01,43,1.2899999999996619,156.23350524902344,156.23350524902344,2,-75.80877,45.56987442459646
E3_SITE_01,44,1.3199999999996541,156.32769775390625,156.32769775390625,2,-75.80877,45.57014434733064
E3_SITE_01,45,1.3499999999996464,155.65289306640625,155.65289306640625,2,-75.80877,45.57041427005203
E3_SITE_01,46,1.3799999999996384,155.58761596679688,155.58761596679688,2,-75.80877,45.57068419276059
E3_SITE_01,47,1.4099999999996307,156.46253967285156,156.46253967285156,2,-75.80877,45.57095411545634
E3_SITE_01,48,1.4399999999996227,155.53515625,155.53515625,2,-75.80877,45.571224038139285
E3_SITE_01,49,1.4699999999996147,153.04913330078125,153.04913330078125,2,-75.80877,45.57149396080942
E3_SITE_01,50,1.4999999999996072,152.40003967285156,152.40003967285156,2,-75.80877,45.57176388346674
E3_SITE_01,51,1.5299999999995992,156.70355224609375,156.70355224609375,2,-75.80877,45.572033806111264
E3_SITE_01,52,1.5599999999995915,159.9657440185547,159.9657440185547,2,-75.80877,45.57230372874296
E3_SITE_01,53,1.5899999999995837,160.57444763183594,160.57444763183594,2,-75.80877,45.57257365136186
E3_SITE_01,54,1.6199999999995756,165.50160217285156,165.50160217285156,2,-75.80877,45.57284357396794
E3_SITE_01,55,1.6499999999995678,176.15574645996094,176.15574645996094,2,-75.80877,45.573113496561206
E3_SITE_01,56,1.6799999999995598,182.44656372070312,182.44656372070312,2,-75.80877,45.57338341914168
E3_SITE_01,57,1.709999999999552,191.861328125,191.861328125,2,-75.80877,45.57365334170933
E3_SITE_01,58,1.739999999999544,194.98941040039065,194.98941040039065,2,-75.80877,45.57392326426418
E3_SITE_01,59,1.7699999999995364,195.6515350341797,195.6515350341797,2,-75.80877,45.574193186806205
E3_SITE_01,60,1.7999999999995284,193.3938751220703,193.3938751220703,2,-75.80877,45.57446310933543
E3_SITE_01,61,1.8299999999995207,192.4640655517578,192.4640655517578,2,-75.80877,45.57473303185184
E3_SITE_01,62,1.8599999999995127,191.5343170166016,191.5343170166016,2,-75.80877,45.57500295435544
E3_SITE_01,63,1.889999999999505,192.99864196777344,192.99864196777344,2,-75.80877,45.57527287684623
E3_SITE_01,64,1.919999999999497,195.83531188964844,195.83531188964844,2,-75.80877,45.57554279932421
E3_SITE_01,65,1.949999999999489,195.81727600097656,195.81727600097656,2,-75.80877,45.57581272178939
E3_SITE_01,66,1.979999999999481,188.7499847412109,188.7499847412109,2,-75.80877,45.57608264424174
E3_SITE_01,67,2.009999999999473,183.4874725341797,183.4874725341797,2,-75.80877,45.576352566681294
E3_SITE_01,68,2.039999999999466,178.60202026367188,178.60202026367188,2,-75.80877,45.57662248910804
E3_SITE_01,69,2.069999999999458,175.5067138671875,175.5067138671875,2,-75.80877,45.57689241152197
E3_SITE_01,70,2.09999999999945,174.83641052246094,174.83641052246094,2,-75.80877,45.57716233392309
E3_SITE_01,71,2.129999999999442,174.87086486816406,174.87086486816406,2,-75.80877,45.5774322563114
E3_SITE_01,72,2.1599999999994344,176.96348571777344,176.96348571777344,2,-75.80877,45.5777021786869
E3_SITE_01,73,2.189999999999426,182.5736083984375,182.5736083984375,2,-75.80877,45.57797210104959
E3_SITE_01,74,2.2199999999994184,182.3550262451172,182.3550262451172,2,-75.80877,45.57824202339947
E3_SITE_01,75,2.2499999999994102,178.5096893310547,178.5096893310547,2,-75.80877,45.578511945736544
E3_SITE_01,76,2.279999999999403,176.9718475341797,176.9718475341797,2,-75.80877,45.5787818680608
E3_SITE_01,77,2.3099999999993948,176.49850463867188,176.49850463867188,2,-75.80877,45.57905179037225
E3_SITE_01,78,2.339999999999387,177.31658935546875,177.31658935546875,2,-75.80877,45.57932171267088
