site_id,sample_index,distance_km,terrain_m_asl,clutter_plus_terrain_m_asl,radio_climatic_zone,longitude_deg,latitude_deg
E3_SITE_01,79,2.3699999999993797,177.93658447265625,177.93658447265625,2,-75.80877,45.57959163495672
E3_SITE_01,80,2.3999999999993715,180.669677734375,180.669677734375,2,-75.80877,45.57986155722973
E3_SITE_01,81,2.429999999999364,182.90711975097656,182.90711975097656,2,-75.80877,45.58013147948994
E3_SITE_01,82,2.459999999999356,184.87779235839844,184.87779235839844,2,-75.80877,45.58040140173734
E3_SITE_01,83,2.489999999999348,191.3265380859375,191.3265380859375,2,-75.80877,45.580671323971934
E3_SITE_01,84,2.51999999999934,192.14739990234372,192.14739990234372,2,-75.80877,45.58094124619371
E3_SITE_01,85,2.549999999999332,192.14739990234372,192.14739990234372,2,-75.80877,45.58121116840268
E3_SITE_01,86,2.5799999999993237,195.7719268798828,195.7719268798828,2,-75.80877,45.58148109059884
E3_SITE_01,87,2.6099999999993164,197.3927001953125,197.3927001953125,2,-75.80877,45.58175101278219
E3_SITE_01,88,2.6399999999993082,200.4409027099609,200.4409027099609,2,-75.80877,45.58202093495272
E3_SITE_01,89,2.6699999999993005,204.96417236328125,204.96417236328125,2,-75.80877,45.58229085711046
E3_SITE_01,90,2.6999999999992927,210.39537048339844,210.39537048339844,2,-75.80877,45.582560779255374
E3_SITE_01,91,2.7299999999992846,215.7670745849609,215.7670745849609,2,-75.80877,45.58283070138748
E3_SITE_01,92,2.759999999999277,224.3293914794922,224.3293914794922,2,-75.80877,45.58310062350677
E3_SITE_01,93,2.789999999999269,240.3176422119141,240.3176422119141,2,-75.80877,45.58337054561326
E3_SITE_01,94,2.819999999999261,250.1549835205078,250.1549835205078,2,-75.80877,45.58364046770695
E3_SITE_01,95,2.849999999999253,258.9393920898437,258.9393920898437,2,-75.80877,45.58391038978781
E3_SITE_01,96,2.8799999999992454,265.30535888671875,265.30535888671875,2,-75.80877,45.58418031185587
E3_SITE_01,97,2.9099999999992376,267.8841857910156,267.8841857910156,2,-75.80877,45.58445023391112
E3_SITE_01,98,2.9399999999992295,269.00152587890625,269.00152587890625,2,-75.80877,45.58472015595356
E3_SITE_01,99,2.9699999999992217,269.6601257324219,269.6601257324219,2,-75.80877,45.58499007798318
E3_SITE_01,100,2.9999999999992144,270.8760070800781,270.8760070800781,2,-75.80877,45.58526
E3_SITE_02,0,0.0,165.5494842529297,165.5494842529297,2,-75.80877,45.55376901160484
E3_SITE_02,1,0.029914529914527855,163.57810974121094,163.57810974121094,2,-75.80877,45.55403816609057
E3_SITE_02,2,0.059829059829055724,160.52835083007812,160.52835083007812,2,-75.80877,45.55430732056357
E3_SITE_02,3,0.08974358974358357,160.83621215820312,160.83621215820312,2,-75.80877,45.55457647502384
E3_SITE_02,4,0.11965811965811145,157.6835479736328,157.6835479736328,2,-75.80877,45.554845629471366
E3_SITE_02,5,0.14957264957263927,154.00714111328125,154.00714111328125,2,-75.80877,45.55511478390615
E3_SITE_02,6,0.17948717948716714,149.5775909423828,149.5775909423828,2,-75.80877,45.5553839383282
E3_SITE_02,7,0.209401709401695,143.3912353515625,143.3912353515625,2,-75.80877,45.55565309273751
E3_SITE_02,8,0.2393162393162229,142.718994140625,142.718994140625,2,-75.80877,45.555922247134085
E3_SITE_02,9,0.2692307692307507,143.43136596679688,143.43136596679688,2,-75.80877,45.55619140151792
E3_SITE_02,10,0.29914529914527854,136.98497009277344,136.98497009277344,2,-75.80877,45.55646055588903
E3_SITE_02,11,0.3290598290598064,135.7989044189453,135.7989044189453,2,-75.80877,45.55672971024738
E3_SITE_02,12,0.3589743589743343,133.4578399658203,133.4578399658203,2,-75.80877,45.556998864593005
E3_SITE_02,13,0.3888888888888621,125.21226501464844,125.21226501464844,2,-75.80877,45.557268018925896
E3_SITE_02,14,0.41880341880339,123.42076110839844,123.42076110839844,2,-75.80877,45.55753717324604
E3_SITE_02,15,0.44871794871791787,123.42076110839844,123.42076110839844,2,-75.80877,45.557806327553465
E3_SITE_02,16,0.47863247863244573,125.60342407226562,125.60342407226562,2,-75.80877,45.55807548184813
E3_SITE_02,17,0.5085470085469735,128.63009643554688,128.63009643554688,2,-75.80877,45.55834463613007
E3_SITE_02,18,0.5384615384615014,131.27288818359375,131.27288818359375,2,-75.80877,45.558613790399264
E3_SITE_02,19,0.5683760683760293,133.87791442871094,133.87791442871094,2,-75.80877,45.55888294465572
E3_SITE_02,20,0.5982905982905571,141.084228515625,141.084228515625,2,-75.80877,45.55915209889945
E3_SITE_02,21,0.628205128205085,144.08790588378906,144.08790588378906,2,-75.80877,45.55942125313044
E3_SITE_02,22,0.6581196581196128,148.09539794921875,148.09539794921875,2,-75.80877,45.55969040734869
E3_SITE_02,23,0.6880341880341407,157.22366333007812,157.22366333007812,2,-75.80877,45.5599595615542
E3_SITE_02,24,0.7179487179486685,158.85504150390625,158.85504150390625,2,-75.80877,45.56022871574697
E3_SITE_02,25,0.7478632478631965,158.789306640625,158.789306640625,2,-75.80877,45.56049786992701
E3_SITE_02,26,0.7777777777777243,157.5028533935547,157.5028533935547,2,-75.80877,45.56076702409431
E3_SITE_02,27,0.8076923076922522,153.07669067382812,153.07669067382812,2,-75.80877,45.56103617824888
E3_SITE_02,28,0.83760683760678,152.07745361328125,152.07745361328125,2,-75.80877,45.561305332390695
E3_SITE_02,29,0.8675213675213078,147.0264434814453,147.0264434814453,2,-75.80877,45.5615744865198
E3_SITE_02,30,0.8974358974358357,139.45974731445312,139.45974731445312,2,-75.80877,45.56184364063614
E3_SITE_02,31,0.9273504273503635,137.38304138183594,137.38304138183594,2,-75.80877,45.56211279473976
E3_SITE_02,32,0.9572649572648915,134.08860778808594,134.08860778808594,2,-75.80877,45.56238194883063
E3_SITE_02,33,0.9871794871794192,128.03189086914062,128.03189086914062,2,-75.80877,45.56265110290877
E3_SITE_02,34,1.017094017093947,130.39578247070312,130.39578247070312,2,-75.80877,45.56292025697415
E3_SITE_02,35,1.0470085470084751,136.33926391601562,136.33926391601562,2,-75.80877,45.56318941102681
E3_SITE_02,36,1.0769230769230027,137.91635131835938,137.91635131835938,2,-75.80877,45.56345856506675
E3_SITE_02,37,1.1068376068375307,137.6030731201172,137.6030731201172,2,-75.80877,45.56372771909394
E3_SITE_02,38,1.1367521367520586,129.67637634277344,129.67637634277344,2,-75.80877,45.56399687310839
E3_SITE_02,39,1.1666666666665866,123.50308227539062,123.50308227539062,2,-75.80877,45.5642660271101
E3_SITE_02,40,1.1965811965811142,129.3757781982422,129.3757781982422,2,-75.80877,45.56453518109907
E3_SITE_02,41,1.2264957264956422,138.012939453125,138.012939453125,2,-75.80877,45.56480433507532
E3_SITE_02,42,1.25641025641017,143.6015625,143.6015625,2,-75.80877,45.56507348903881
E3_SITE_02,43,1.2863247863246978,148.0850067138672,148.0850067138672,2,-75.80877,45.56534264298958
E3_SITE_02,44,1.3162393162392256,148.0850067138672,148.0850067138672,2,-75.80877,45.5656117969276
E3_SITE_02,45,1.3461538461537537,150.07850646972656,150.07850646972656,2,-75.80877,45.56588095085289
E3_SITE_02,46,1.3760683760682815,150.95701599121094,150.95701599121094,2,-75.80877,45.56615010476544
E3_SITE_02,47,1.4059829059828093,151.90774536132812,151.90774536132812,2,-75.80877,45.56641925866526
E3_SITE_02,48,1.435897435897337,152.4937286376953,152.4937286376953,2,-75.80877,45.56668841255234
E3_SITE_02,49,1.4658119658118651,152.77371215820312,152.77371215820312,2,-75.80877,45.56695756642667
E3_SITE_02,50,1.495726495726393,153.78836059570312,153.78836059570312,2,-75.80877,45.56722672028828
E3_SITE_02,51,1.5256410256409207,153.63226318359375,153.63226318359375,2,-75.80877,45.56749587413714
E3_SITE_02,52,1.5555555555554486,153.07814025878906,153.07814025878906,2,-75.80877,45.56776502797327
E3_SITE_02,53,1.5854700854699764,153.55474853515625,153.55474853515625,2,-75.80877,45.568034181796655
E3_SITE_02,54,1.6153846153845044,153.25250244140625,153.25250244140625,2,-75.80877,45.5683033356073
E3_SITE_02,55,1.6452991452990324,153.2919464111328,153.2919464111328,2,-75.80877,45.56857248940522
E3_SITE_02,56,1.67521367521356,153.44110107421875,153.44110107421875,2,-75.80877,45.5688416431904
E3_SITE_02,57,1.705128205128088,154.58682250976562,154.58682250976562,2,-75.80877,45.56911079696283
E3_SITE_02,58,1.7350427350426154,154.91175842285156,154.91175842285156,2,-75.80877,45.56937995072254
E3_SITE_02,59,1.7649572649571437,156.1615753173828,156.1615753173828,2,-75.80877,45.56964910446951
E3_SITE_02,60,1.7948717948716717,156.23350524902344,156.23350524902344,2,-75.80877,45.569918258203735
E3_SITE_02,61,1.8247863247861997,156.32769775390625,156.32769775390625,2,-75.80877,45.57018741192523
E3_SITE_02,62,1.854700854700727,155.65289306640625,155.65289306640625,2,-75.80877,45.57045656563398
E3_SITE_02,63,1.8846153846152551,156.53021240234375,156.53021240234375,2,-75.80877,45.57072571933
E3_SITE_02,64,1.914529914529783,156.46253967285156,156.46253967285156,2,-75.80877,45.57099487301328
E3_SITE_02,65,1.9444444444443105,155.53515625,155.53515625,2,-75.80877,45.57126402668382
E3_SITE_02,66,1.9743589743588383,153.04913330078125,153.04913330078125,2,-75.80877,45.57153318034162
E3_SITE_02,67,2.0042735042733666,152.40003967285156,152.40003967285156,2,-75.80877,45.57180233398668
E3_SITE_02,68,2.034188034187894,156.70355224609375,156.70355224609375,2,-75.80877,45.57207148761901
E3_SITE_02,69,2.064102564102422,159.9657440185547,159.9657440185547,2,-75.80877,45.57234064123861
E3_SITE_02,70,2.0940170940169502,165.50160217285156,165.50160217285156,2,-75.80877,45.57260979484547
E3_SITE_02,71,2.123931623931478,176.15574645996094,176.15574645996094,2,-75.80877,45.57287894843958
E3_SITE_02,72,2.1538461538460054,187.31069946289065,187.31069946289065,2,-75.80877,45.573148102020966
E3_SITE_02,73,2.183760683760533,191.861328125,191.861328125,2,-75.80877,45.5734172555896
E3_SITE_02,74,2.213675213675061,191.861328125,191.861328125,2,-75.80877,45.57368640914552
E3_SITE_02,75,2.243589743589589,194.98941040039065,194.98941040039065,2,-75.80877,45.573955562688674
E3_SITE_02,76,2.273504273504117,195.6515350341797,195.6515350341797,2,-75.80877,45.57422471621911
E3_SITE_02,77,2.303418803418645,193.3938751220703,193.3938751220703,2,-75.80877,45.5744938697368
E3_SITE_02,78,2.333333333333173,192.4640655517578,192.4640655517578,2,-75.80877,45.574763023241765
E3_SITE_02,79,2.3632478632477008,191.5343170166016,191.5343170166016,2,-75.80877,45.57503217673398
E3_SITE_02,80,2.3931623931622283,192.99864196777344,192.99864196777344,2,-75.80877,45.57530133021346
E3_SITE_02,81,2.4230769230767564,195.83531188964844,195.83531188964844,2,-75.80877,45.5755704836802
E3_SITE_02,82,2.4529914529912844,195.81727600097656,195.81727600097656,2,-75.80877,45.575839637134216
E3_SITE_02,83,2.4829059829058124,188.7499847412109,188.7499847412109,2,-75.80877,45.57610879057549
E3_SITE_02,84,2.51282051282034,183.4874725341797,183.4874725341797,2,-75.80877,45.576377944004015
E3_SITE_02,85,2.542735042734868,178.60202026367188,178.60202026367188,2,-75.80877,45.57664709741981
E3_SITE_02,86,2.5726495726493956,175.5067138671875,175.5067138671875,2,-75.80877,45.57691625082286
E3_SITE_02,87,2.6025641025639237,174.83641052246094,174.83641052246094,2,-75.80877,45.57718540421319
E3_SITE_02,88,2.6324786324784517,174.87086486816406,174.87086486816406,2,-75.80877,45.57745455759077
E3_SITE_02,89,2.6623931623929797,176.96348571777344,176.96348571777344,2,-75.80877,45.57772371095562
E3_SITE_02,90,2.6923076923075078,182.5736083984375,182.5736083984375,2,-75.80877,45.57799286430773
E3_SITE_02,91,2.722222222222036,182.3550262451172,182.3550262451172,2,-75.80877,45.5782620176471
E3_SITE_02,92,2.752136752136563,178.5096893310547,178.5096893310547,2,-75.80877,45.578531170973726
E3_SITE_02,93,2.782051282051091,176.9718475341797,176.9718475341797,2,-75.80877,45.57880032428763
E3_SITE_02,94,2.8119658119656186,176.49850463867188,176.49850463867188,2,-75.80877,45.57906947758879
E3_SITE_02,95,2.8418803418801466,177.31658935546875,177.31658935546875,2,-75.80877,45.57933863087721
E3_SITE_02,96,2.871794871794674,177.93658447265625,177.93658447265625,2,-75.80877,45.579607784152905
E3_SITE_02,97,2.901709401709202,180.669677734375,180.669677734375,2,-75.80877,45.57987693741585
E3_SITE_02,98,2.9316239316237303,182.90711975097656,182.90711975097656,2,-75.80877,45.580146090666055
E3_SITE_02,99,2.961538461538258,184.87779235839844,184.87779235839844,2,-75.80877,45.58041524390353
E3_SITE_02,100,2.991452991452786,191.3265380859375,191.3265380859375,2,-75.80877,45.580684397128266
E3_SITE_02,101,3.0213675213673135,192.14739990234372,192.14739990234372,2,-75.80877,45.58095355034026
E3_SITE_02,102,3.0512820512818415,193.4768524169922,193.4768524169922,2,-75.80877,45.58122270353952
E3_SITE_02,103,3.081196581196369,195.7719268798828,195.7719268798828,2,-75.80877,45.58149185672605
E3_SITE_02,104,3.111111111110897,197.3927001953125,197.3927001953125,2,-75.80877,45.58176100989984
E3_SITE_02,105,3.141025641025425,200.4409027099609,200.4409027099609,2,-75.80877,45.58203016306089
E3_SITE_02,106,3.170940170939953,204.96417236328125,204.96417236328125,2,-75.80877,45.5822993162092
E3_SITE_02,107,3.2008547008544808,210.39537048339844,210.39537048339844,2,-75.80877,45.58256846934479
E3_SITE_02,108,3.230769230769009,215.7670745849609,215.7670745849609,2,-75.80877,45.58283762246762
E3_SITE_02,109,3.2606837606835364,224.3293914794922,224.3293914794922,2,-75.80877,45.58310677557772
E3_SITE_02,110,3.2905982905980644,240.3176422119141,240.3176422119141,2,-75.80877,45.58337592867509
E3_SITE_02,111,3.320512820512592,250.1549835205078,250.1549835205078,2,-75.80877,45.58364508175971
E3_SITE_02,112,3.35042735042712,258.9393920898437,258.9393920898437,2,-75.80877,45.58391423483161
E3_SITE_02,113,3.380341880341648,265.30535888671875,265.30535888671875,2,-75.80877,45.58418338789076
E3_SITE_02,114,3.410256410256176,267.8841857910156,267.8841857910156,2,-75.80877,45.58445254093718
E3_SITE_02,115,3.4401709401707037,269.00152587890625,269.00152587890625,2,-75.80877,45.58472169397085
E3_SITE_02,116,3.4700854700852313,269.6601257324219,269.6601257324219,2,-75.80877,45.58499084699179
E3_SITE_02,117,3.4999999999997593,270.8760070800781,270.8760070800781,2,-75.80877,45.58526
E3_SITE_03,0,0.0,161.0605926513672,161.0605926513672,2,-75.80322428036298,45.556018239044185
E3_SITE_03,1,0.02980653874683389,171.52183532714844,171.52183532714844,2,-75.8032746700809,45.55628407512406
E3_SITE_03,2,0.05961307749366779,177.4489288330078,177.4489288330078,2,-75.80332506027399,45.55654991116928
E3_SITE_03,3,0.08941961624050168,181.43809509277344,181.43809509277344,2,-75.80337545094228,45.55681574717986
E3_SITE_03,4,0.11922615498733558,185.1685485839844,185.1685485839844,2,-75.80342584208579,45.557081583155785
E3_SITE_03,5,0.14903269373416947,187.5927734375,187.5927734375,2,-75.80347623370452,45.557347419097056
E3_SITE_03,6,0.17883923248100336,178.66586303710938,178.66586303710938,2,-75.80352662579845,45.55761325500366
E3_SITE_03,7,0.20864577122783728,173.92063903808594,173.92063903808594,2,-75.80357701836763,45.557879090875616
E3_SITE_03,8,0.23845230997467115,155.8625030517578,155.8625030517578,2,-75.80362741141205,45.55814492671292
E3_SITE_03,9,0.26825884872150507,152.65634155273438,152.65634155273438,2,-75.80367780493171,45.55841076251558
E3_SITE_03,10,0.29806538746833894,151.05967712402344,151.05967712402344,2,-75.80372819892665,45.55867659828356
E3_SITE_03,11,0.32787192621517286,149.5850067138672,149.5850067138672,2,-75.80377859339684,45.5589424340169
E3_SITE_03,12,0.3576784649620068,149.1765594482422,149.1765594482422,2,-75.80382898834232,45.559208269715576
E3_SITE_03,13,0.38748500370884065,149.95664978027344,149.95664978027344,2,-75.80387938376307,45.55947410537959
E3_SITE_03,14,0.4172915424556745,152.34820556640625,152.34820556640625,2,-75.80392977965913,45.55973994100897
E3_SITE_03,15,0.44709808120250843,159.43980407714844,159.43980407714844,2,-75.80398017603048,45.56000577660367
E3_SITE_03,16,0.4769046199493423,166.47836303710938,166.47836303710938,2,-75.80403057287715,45.56027161216372
E3_SITE_03,17,0.5067111586961762,174.55313110351562,174.55313110351562,2,-75.80408097019915,45.56053744768911
E3_SITE_03,18,0.5365176974430101,174.115234375,174.115234375,2,-75.80413136799648,45.56080328317983
E3_SITE_03,19,0.566324236189844,173.17762756347656,173.17762756347656,2,-75.80418176626914,45.56106911863591
E3_SITE_03,20,0.5961307749366779,165.7544403076172,165.7544403076172,2,-75.80423216501714,45.56133495405731
E3_SITE_03,21,0.6259373136835118,166.29977416992188,166.29977416992188,2,-75.80428256424051,45.56160078944406
E3_SITE_03,22,0.6557438524303457,165.3269805908203,165.3269805908203,2,-75.80433296393925,45.56186662479615
E3_SITE_03,23,0.6855503911771795,157.60238647460938,157.60238647460938,2,-75.80438336411335,45.56213246011358
E3_SITE_03,24,0.7153569299240135,154.4911346435547,154.4911346435547,2,-75.80443376476285,45.56239829539635
E3_SITE_03,25,0.7451634686708474,147.72610473632812,147.72610473632812,2,-75.80448416588773,45.56266413064444
E3_SITE_03,26,0.7749700074176813,147.86782836914062,147.86782836914062,2,-75.804534567488,45.56292996585789
E3_SITE_03,27,0.8047765461645151,146.7145233154297,146.7145233154297,2,-75.8045849695637,45.56319580103666
E3_SITE_03,28,0.834583084911349,147.260009765625,147.260009765625,2,-75.80463537211482,45.56346163618078
E3_SITE_03,29,0.864389623658183,148.59625244140625,148.59625244140625,2,-75.80468577514135,45.56372747129024
E3_SITE_03,30,0.8941961624050169,150.1416015625,150.1416015625,2,-75.80473617864334,45.56399330636502
E3_SITE_03,31,0.9240027011518508,154.4210205078125,154.4210205078125,2,-75.80478658262076,45.56425914140515
E3_SITE_03,32,0.9538092398986846,164.898681640625,164.898681640625,2,-75.80483698707363,45.5645249764106
E3_SITE_03,33,0.9836157786455184,172.3858642578125,172.3858642578125,2,-75.80488739200197,45.564790811381386
E3_SITE_03,34,1.0134223173923524,171.8118896484375,171.8118896484375,2,-75.80493779740578,45.56505664631752
E3_SITE_03,35,1.0432288561391863,171.8118896484375,171.8118896484375,2,-75.80498820328508,45.565322481218985
E3_SITE_03,36,1.0730353948860203,168.9403533935547,168.9403533935547,2,-75.80503860963987,45.56558831608578
E3_SITE_03,37,1.102841933632854,169.97499084472656,169.97499084472656,2,-75.80508901647013,45.5658541509179
E3_SITE_03,38,1.132648472379688,173.1827392578125,173.1827392578125,2,-75.80513942377593,45.56611998571537
E3_SITE_03,39,1.1624550111265222,175.48765563964844,175.48765563964844,2,-75.80518983155723,45.56638582047815
E3_SITE_03,40,1.1922615498733558,177.99337768554688,177.99337768554688,2,-75.80524023981407,45.56665165520628
E3_SITE_03,41,1.2220680886201896,168.42654418945312,168.42654418945312,2,-75.80529064854643,45.56691748989973
E3_SITE_03,42,1.2518746273670236,164.84751892089844,164.84751892089844,2,-75.80534105775433,45.56718332455851
E3_SITE_03,43,1.2816811661138574,161.0083770751953,161.0083770751953,2,-75.80539146743779,45.56744915918263
E3_SITE_03,44,1.3114877048606912,153.5088348388672,153.5088348388672,2,-75.8054418775968,45.56771499377208
E3_SITE_03,45,1.3412942436075252,152.29310607910156,152.29310607910156,2,-75.80549228823139,45.56798082832686
E3_SITE_03,46,1.371100782354359,150.3634490966797,150.3634490966797,2,-75.80554269934156,45.56824666284697
E3_SITE_03,47,1.400907321101193,150.18960571289062,150.18960571289062,2,-75.80559311092732,45.56851249733241
