method_id,long_violation_seconds,short_violation_seconds,long_maximum_excess_db,short_maximum_excess_db,eligible_floor_violation_user_intervals,eligible_floor_violation_user_seconds,total_normalized_floor_shortfall,final_moving_pf_utility,duration_weighted_mean_moving_pf_utility,protected_active_eligible_p05_bps_hz,protected_active_eligible_geometric_mean_bps_hz,total_active_eligible_p05_bps_hz,total_active_eligible_geometric_mean_bps_hz,sector_mute_interval_count,intervals_with_any_sector_mute,maximum_muted_sector_count,runtime_seconds,extra,pass_slot,protected_sample_count,interval_count,method_action_sha256,method_sector_scale_sha256,method_stream_action_sha256,runtime_scope,candidate_strict_local_scope_gate,candidate_strict_post_mode_power_gate,candidate_q0_envelope_deployable_actions,candidate_unresolved_deployable_intervals,candidate_network_wide_shutdown_intervals,candidate_maximum_mutable_sector_count,candidate_maximum_external_interferers_per_violating_user,candidate_maximum_eess_backoff_sectors,candidate_maximum_strict_post_mode_power_ratio,candidate_maximum_q0_power_envelope_ratio,candidate_maximum_normalized_floor_shortfall,candidate_baseline_noop_intervals,candidate_local_grid_repair_intervals,candidate_local_stream_repair_intervals,candidate_information_exchange_locality_certified,candidate_action_scope_locality_verified,candidate_global_oracles_classification_only,candidate_local_table_build_seconds_sum,candidate_repair_solver_seconds_sum,candidate_local_table_build_seconds_max,candidate_repair_solver_seconds_max,candidate_repair_solver_seconds_p95_nonzero,candidate_changed_stream_coefficient_count_sum,candidate_changed_sector_interval_count_sum,candidate_maximum_changed_stream_coefficients_per_interval,candidate_maximum_changed_sectors_per_interval,candidate_incremental_float32_payload_lower_bound_bytes_sum,candidate_payload_claim_boundary,campaign_seed,development_replay
candidate_v4_4_floor_first_protected_subband_scheduling,0,0,-0.0007372744589184627,-14.404663278100934,152,748,29.425085805720766,9.409407047150562,50.89560866126818,0.10489870326958865,1.4933466390343937,0.19752960625731963,1.8119718093061572,113,29,7,3.220518175046891,"{'action_class_counts': {'SPARSE_LOCAL_STREAM_POWER_REPAIR': 55, 'NO_FEASIBLE_DEPLOYABLE_ACTION_FOUND': 38, 'BASELINE_NOOP': 20, 'FLOOR_FIRST_PROTECTED_SUBBAND_SCHEDULING_G2': 5}, 'strict_local_scope_gate': 'PASS', 'strict_local_scope_violation_intervals': 0, 'strict_post_mode_selected_power_gate': 'PASS', 'strict_post_mode_power_violation_intervals': 0, 'q0_envelope_deployable_actions': 0, 'unresolved_deployable_intervals': 38, 'diagnostic_g8_scheduling_feasible_intervals': 0, 'network_wide_shutdown_intervals': 0, 'maximum_normalized_floor_shortfall': 0.4149722479553188, 'maximum_mutable_sector_count': 13, 'maximum_external_interferers_per_violating_user': 2, 'maximum_eess_backoff_sectors': 2, 'maximum_post_mode_selected_power_ratio': 1.0, 'maximum_strict_post_mode_selected_power_ratio': 1.0, 'maximum_q0_nominal_power_envelope_ratio': 1.0, 'protected_subband_scheduling_intervals': 5, 'protected_subband_scheduling_success_intervals': 5, 'protected_subband_scheduling_failure_intervals': 38, 'protected_subband_scheduling_guard_limit_counts': {'2': 5}, 'maximum_schedule_mode_count': 80, 'maximum_schedule_guard_sector_count': 2, 'schedule_slots_per_second': 2000, 'scheduled_nonbaseline_slots_per_second_sum': 6934, 'maximum_scheduled_nonbaseline_slots_per_second': 1387, 'maximum_protected_subband_scheduled_fraction': 0.6935, 'maximum_schedule_nonzero_mode_count': 2, 'maximum_schedule_critical_sector_count': 1, 'maximum_schedule_mutable_sector_count': 3, 'local_table_build_seconds_sum': 0.4020785152679309, 'local_table_build_seconds_max': 0.0038737659342586994, 'repair_solver_seconds_sum': 1.3714221463305876, 'repair_solver_seconds_max': 0.09639683703426272, 'repair_solver_seconds_p95_nonzero': 0.021848076372407377, 'schedule_solver_seconds_sum': 1.2399399949936196, 'schedule_solver_seconds_max': 0.03323469904717058, 'candidate_end_to_end_seconds': 3.220485944999382, 'information_exchange_locality_certified': False, 'action_scope_locality_verified': True, 'global_oracles_classification_only': True, 'changed_stream_coefficient_count_sum': 298, 'changed_sector_interval_count_sum': 115, 'maximum_changed_stream_coefficients_per_interval': 13, 'maximum_changed_sectors_per_interval': 4, 'incremental_float32_payload_lower_bound_bytes_sum': 1262, 'payload_claim_boundary': 'LOWER_BOUND_FOR_CHANGED_FLOAT32_STREAM_COEFFICIENTS_PLUS_SCHEDULE_COUNTS_NOT_A_SERIALIZED_PROTOCOL_MEASUREMENT', 'claim_boundary': 'DEVELOPMENT_REPLAY_ON_PREVIOUSLY_OBSERVED_SEEDS_NOT_CONFIRMATORY_NOT_CALIBRATION_NOT_REGULATORY_COMPLIANCE'}",0,587,118,807c904484cbe33584678640e32580281fc04a3387a0944bf53d10cdc34272c5,bd4f75282c5eda3029062cdee7d410b99e961600573e1d7ebf5179184c279267,02ac18e095178a89f097d449a1f64cdfe2996f373a5daceb345ad9e2b1008687,candidate_end_to_end_including_sequential_fallback_and_repair_oracles,PASS,PASS,0.0,38.0,0.0,13.0,2.0,2.0,1.0,1.0,0.4149722479553188,20.0,0.0,55.0,False,True,True,0.4020785152679309,1.3714221463305876,0.0038737659342586994,0.09639683703426272,0.021848076372407377,298.0,115.0,13.0,4.0,1262.0,LOWER_BOUND_FOR_CHANGED_FLOAT32_STREAM_COEFFICIENTS_PLUS_SCHEDULE_COUNTS_NOT_A_SERIALIZED_PROTOCOL_MEASUREMENT,44025,True
robust_predictive_constrained_pf_with_sector_selective_fallback,0,0,-0.0007372744589184627,-14.401529326178814,212,1048,31.904403170989006,9.427367193510985,50.9105755817703,0.1050407159178502,1.5198794724322964,0.19752960624389412,1.812242303800424,98,14,7,7.162974017905071,{'mode_command_feasible': True},0,587,118,807c904484cbe33584678640e32580281fc04a3387a0944bf53d10cdc34272c5,0d11fa3bdd611fc64657095121a1fc3e7bb2d0b697c4bf8ed133587c2261db45,NOT_APPLICABLE,legacy_method_specific_not_cross_method_comparable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44025,True
static_robust_constrained_pf_with_sector_selective_fallback,0,0,-0.013948568371941273,-14.684735086268105,212,1048,31.870173461996572,9.12802566833593,50.72542966496504,0.10523599953774376,1.508464307130143,0.19726450111816327,1.8104111668315173,0,0,0,0.5463272930355743,"{'static_mode_feasible': True, 'static_pre_fallback_ratio': 0.43051265286549456}",0,587,118,556db3b6cc937dd2859502bf6c52aa96529b4e8a9d2069a821b3461cbf69224c,59ec806aa907886f96d0378a52a1251875acd4b3ded84f2c37aebf42470dcf07,NOT_APPLICABLE,legacy_method_specific_not_cross_method_comparable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44025,True
delayed_myopic_constrained_pf_with_reactive_sector_fallback,0,0,-0.0027810253883705028,-14.395806605649621,213,1053,31.90855779561344,9.434422386582938,50.89878201929731,0.10493607550251137,1.5150149550866303,0.19753365270166234,1.812068907469999,112,16,7,0.5126665299758315,{},0,587,118,791b45f8ec61701d1fb3a141ff552b75dba25c3194786ca23b48b357ed6ba56a,74e2d0b6a9bdb587aaed7d6bd7c175eb7cad60a555111562ced6f58278ec40fd,NOT_APPLICABLE,legacy_method_specific_not_cross_method_comparable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44025,True
delayed_myopic_constrained_pf_unshielded,59,0,7.292135646342418,-7.157503572095417,213,1053,31.908150664140116,9.324348693750297,50.87399985653999,0.10494289104170708,1.5228064617895742,0.19730034063510205,1.812030838728327,0,0,0,6.638271476025693,{'mode_interval_max_ratio': 5.360602007113466},0,587,118,3a79ef3dcde9fc630143561b6c7c45ca468cde8001f889daf76b6c0d764862f1,206c55dc4e9a354aa3b3bcce52880cfde503dc24c7eda24b47d152d9e965c2f8,NOT_APPLICABLE,legacy_method_specific_not_cross_method_comparable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44025,True
virtual_queue_unshielded,148,0,5.851550077116872,-8.883798493838716,212,1048,31.909724066952453,9.224691098319532,50.78447218750134,0.10523600030753669,1.5141447019692813,0.19746152797216263,1.8111049073958398,0,0,0,4.887439404963516,"{'maximum_queue': 4.621592951327252, 'price_gain': 1.0}",0,587,118,ef5ecd27549cac6497796935b39fd3a852c44d29b0f029ae6fcdf57dbfa23eca,206c55dc4e9a354aa3b3bcce52880cfde503dc24c7eda24b47d152d9e965c2f8,NOT_APPLICABLE,legacy_method_specific_not_cross_method_comparable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44025,True
uniform_protected_tone_backoff,0,0,1.928654933106574e-15,-14.257740968105832,212,1048,31.905681742536277,9.250160432402518,50.627903547932156,0.10342421884931029,1.500420006506431,0.19730035742849397,1.8094734443279545,0,0,0,0.0801755259744823,{},0,587,118,807c904484cbe33584678640e32580281fc04a3387a0944bf53d10cdc34272c5,5f58aa7c4d6c0f4b8aad2531190a8297c6770ce6ca58a33082128607e9898984,NOT_APPLICABLE,legacy_method_specific_not_cross_method_comparable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44025,True
hard_spatial_null_or_exact_mute,0,0,-0.11254196083835476,-14.864395832169526,555,2763,39.92858084629535,9.044110205541275,50.076635629622544,0.019997789477766714,1.1369291001723447,0.1973761377448106,1.8025143703889155,171,3,57,0.01753929303959012,{},0,587,118,1b8552d981e4c61086437d2c5e5afe67390605d69d7669e7a325e611ebb48417,540067f507adb262d40f6694afbf09a103ab9e6e18208f954e8774688261c364,NOT_APPLICABLE,legacy_method_specific_not_cross_method_comparable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44025,True
common_scale_instantaneous_noncausal_reference,0,0,1.157192959863943e-14,-14.706842530928757,252,1248,33.28314441266938,9.064860027556916,50.620268086163826,0.10493053185897482,1.4858797398914723,0.19737504928494,1.80901368554375,0,0,0,0.22655299794860184,"{'time_resolution_seconds': 1, 'delay_intervals': 0, 'slew_constraint': False}",0,587,118,05f7c0346015cbc7d4dca9486b9b22e0ef8f75db285474a733374a4ec91ad5eb,206c55dc4e9a354aa3b3bcce52880cfde503dc24c7eda24b47d152d9e965c2f8,NOT_APPLICABLE,legacy_method_specific_not_cross_method_comparable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44025,True
candidate_v4_4_floor_first_protected_subband_scheduling,0,0,-0.0012473643454348942,-14.387868458060996,140,684,27.102009111819463,21.114898979389025,51.87058647398068,0.10492705877550071,1.4895220435658016,0.1975205405955857,1.8033027444329435,113,29,7,2.9735617180122063,"{'action_class_counts': {'SPARSE_LOCAL_STREAM_POWER_REPAIR': 55, 'NO_FEASIBLE_DEPLOYABLE_ACTION_FOUND': 35, 'BASELINE_NOOP': 20, 'FLOOR_FIRST_PROTECTED_SUBBAND_SCHEDULING_G2': 5}, 'strict_local_scope_gate': 'PASS', 'strict_local_scope_violation_intervals': 0, 'strict_post_mode_selected_power_gate': 'PASS', 'strict_post_mode_power_violation_intervals': 0, 'q0_envelope_deployable_actions': 0, 'unresolved_deployable_intervals': 35, 'diagnostic_g8_scheduling_feasible_intervals': 0, 'network_wide_shutdown_intervals': 0, 'maximum_normalized_floor_shortfall': 0.414970713116011, 'maximum_mutable_sector_count': 13, 'maximum_external_interferers_per_violating_user': 2, 'maximum_eess_backoff_sectors': 2, 'maximum_post_mode_selected_power_ratio': 1.0, 'maximum_strict_post_mode_selected_power_ratio': 1.0, 'maximum_q0_nominal_power_envelope_ratio': 1.0, 'protected_subband_scheduling_intervals': 5, 'protected_subband_scheduling_success_intervals': 5, 'protected_subband_scheduling_failure_intervals': 35, 'protected_subband_scheduling_guard_limit_counts': {'2': 5}, 'maximum_schedule_mode_count': 80, 'maximum_schedule_guard_sector_count': 2, 'schedule_slots_per_second': 2000, 'scheduled_nonbaseline_slots_per_second_sum': 6934, 'maximum_scheduled_nonbaseline_slots_per_second': 1387, 'maximum_protected_subband_scheduled_fraction': 0.6935, 'maximum_schedule_nonzero_mode_count': 2, 'maximum_schedule_critical_sector_count': 1, 'maximum_schedule_mutable_sector_count': 3, 'local_table_build_seconds_sum': 0.39646750851534307, 'local_table_build_seconds_max': 0.0036045329179614782, 'repair_solver_seconds_sum': 1.2202979841968045, 'repair_solver_seconds_max': 0.023159596021287143, 'repair_solver_seconds_p95_nonzero': 0.0166029382497072, 'schedule_solver_seconds_sum': 1.1573462089290842, 'schedule_solver_seconds_max': 0.03623814694583416, 'candidate_end_to_end_seconds': 2.9735195679822937, 'information_exchange_locality_certified': False, 'action_scope_locality_verified': True, 'global_oracles_classification_only': True, 'changed_stream_coefficient_count_sum': 298, 'changed_sector_interval_count_sum': 115, 'maximum_changed_stream_coefficients_per_interval': 13, 'maximum_changed_sectors_per_interval': 4, 'incremental_float32_payload_lower_bound_bytes_sum': 1262, 'payload_claim_boundary': 'LOWER_BOUND_FOR_CHANGED_FLOAT32_STREAM_COEFFICIENTS_PLUS_SCHEDULE_COUNTS_NOT_A_SERIALIZED_PROTOCOL_MEASUREMENT', 'claim_boundary': 'DEVELOPMENT_REPLAY_ON_PREVIOUSLY_OBSERVED_SEEDS_NOT_CONFIRMATORY_NOT_CALIBRATION_NOT_REGULATORY_COMPLIANCE'}",1,571,115,bee386083b6a61d2dddcf0a873e0225fb223c8ff2d5ceb39fd61ae0f3bccecdc,d50c3455aa72dd576b9472a3bb99287f1f1898142c7cf44de6f0e31e2ee12836,54ea375860868cd0cb9f41dfd807938d0c61a5a15276155c503994c4f550d289,candidate_end_to_end_including_sequential_fallback_and_repair_oracles,PASS,PASS,0.0,35.0,0.0,13.0,2.0,2.0,1.0,1.0,0.414970713116011,20.0,0.0,55.0,False,True,True,0.39646750851534307,1.2202979841968045,0.0036045329179614782,0.023159596021287143,0.0166029382497072,298.0,115.0,13.0,4.0,1262.0,LOWER_BOUND_FOR_CHANGED_FLOAT32_STREAM_COEFFICIENTS_PLUS_SCHEDULE_COUNTS_NOT_A_SERIALIZED_PROTOCOL_MEASUREMENT,44025,True
