sector_id,site_id,p452_time_percentage,polarization_label,bs_gain_case,bs_gain_dbi,element_pattern_gain_dbi,coherent_array_upper_gain_dbi,horizontal_offset_deg,vertical_offset_deg,conducted_power_dbw_per_100mhz,bandwidth_adjustment_db,activity_factor,activity_adjustment_db,basic_transmission_loss_db,base_received_before_es_gain_dbw_per_10mhz
E3_SITE_01_SEC_1,E3_SITE_01,1.0,V,ZERO_DBI_PROPAGATION_REFERENCE,0.0,7.547696037531189,31.630095690649686,0.0,12.61937743257938,16.0,-10.0,1.0,0.0,119.064581283074,-113.064581283074
E3_SITE_01_SEC_1,E3_SITE_01,0.1,V,ZERO_DBI_PROPAGATION_REFERENCE,0.0,7.547696037531189,31.630095690649686,0.0,12.61937743257938,16.0,-10.0,1.0,0.0,118.390708465976,-112.390708465976
E3_SITE_01_SEC_1,E3_SITE_01,0.01,V,ZERO_DBI_PROPAGATION_REFERENCE,0.0,7.547696037531189,31.630095690649686,0.0,12.61937743257938,16.0,-10.0,1.0,0.0,117.716834494682,-111.716834494682
E3_SITE_01_SEC_1,E3_SITE_01,0.005,V,ZERO_DBI_PROPAGATION_REFERENCE,0.0,7.547696037531189,31.630095690649686,0.0,12.61937743257938,16.0,-10.0,1.0,0.0,117.513977449339,-111.513977449339
E3_SITE_01_SEC_1,E3_SITE_01,50.0,H,ELEMENT_PATTERN_REFERENCE,7.547696037531189,7.547696037531189,31.630095690649686,0.0,12.61937743257938,16.0,-10.0,1.0,0.0,120.20947068326,-106.6617746457288
E3_SITE_01_SEC_1,E3_SITE_01,20.0,H,ELEMENT_PATTERN_REFERENCE,7.547696037531189,7.547696037531189,31.630095690649686,0.0,12.61937743257938,16.0,-10.0,1.0,0.0,119.894554790291,-106.3468587527598
E3_SITE_01_SEC_1,E3_SITE_01,10.0,H,ELEMENT_PATTERN_REFERENCE,7.547696037531189,7.547696037531189,31.630095690649686,0.0,12.61937743257938,16.0,-10.0,1.0,0.0,119.729782622139,-106.18208658460782
E3_SITE_01_SEC_1,E3_SITE_01,1.0,H,ELEMENT_PATTERN_REFERENCE,7.547696037531189,7.547696037531189,31.630095690649686,0.0,12.61937743257938,16.0,-10.0,1.0,0.0,119.064581283074,-105.51688524554282
E3_SITE_01_SEC_1,E3_SITE_01,0.1,H,ELEMENT_PATTERN_REFERENCE,7.547696037531189,7.547696037531189,31.630095690649686,0.0,12.61937743257938,16.0,-10.0,1.0,0.0,118.390708465976,-104.84301242844481
E3_SITE_01_SEC_1,E3_SITE_01,0.01,H,ELEMENT_PATTERN_REFERENCE,7.547696037531189,7.547696037531189,31.630095690649686,0.0,12.61937743257938,16.0,-10.0,1.0,0.0,117.716834494682,-104.16913845715081
E3_SITE_01_SEC_1,E3_SITE_01,0.005,H,ELEMENT_PATTERN_REFERENCE,7.547696037531189,7.547696037531189,31.630095690649686,0.0,12.61937743257938,16.0,-10.0,1.0,0.0,117.513977449339,-103.96628141180781
E3_SITE_01_SEC_1,E3_SITE_01,50.0,V,ELEMENT_PATTERN_REFERENCE,7.547696037531189,7.547696037531189,31.630095690649686,0.0,12.61937743257938,16.0,-10.0,1.0,0.0,120.20947068326,-106.6617746457288
E3_SITE_01_SEC_1,E3_SITE_01,20.0,V,ELEMENT_PATTERN_REFERENCE,7.547696037531189,7.547696037531189,31.630095690649686,0.0,12.61937743257938,16.0,-10.0,1.0,0.0,119.894554790291,-106.3468587527598
E3_SITE_01_SEC_1,E3_SITE_01,10.0,V,ELEMENT_PATTERN_REFERENCE,7.547696037531189,7.547696037531189,31.630095690649686,0.0,12.61937743257938,16.0,-10.0,1.0,0.0,119.729782622139,-106.18208658460782
E3_SITE_01_SEC_1,E3_SITE_01,1.0,V,ELEMENT_PATTERN_REFERENCE,7.547696037531189,7.547696037531189,31.630095690649686,0.0,12.61937743257938,16.0,-10.0,1.0,0.0,119.064581283074,-105.51688524554282
E3_SITE_01_SEC_1,E3_SITE_01,0.1,V,ELEMENT_PATTERN_REFERENCE,7.547696037531189,7.547696037531189,31.630095690649686,0.0,12.61937743257938,16.0,-10.0,1.0,0.0,118.390708465976,-104.84301242844481
E3_SITE_01_SEC_1,E3_SITE_01,0.01,V,ELEMENT_PATTERN_REFERENCE,7.547696037531189,7.547696037531189,31.630095690649686,0.0,12.61937743257938,16.0,-10.0,1.0,0.0,117.716834494682,-104.16913845715081
E3_SITE_01_SEC_1,E3_SITE_01,0.005,V,ELEMENT_PATTERN_REFERENCE,7.547696037531189,7.547696037531189,31.630095690649686,0.0,12.61937743257938,16.0,-10.0,1.0,0.0,117.513977449339,-103.96628141180781
E3_SITE_01_SEC_1,E3_SITE_01,50.0,H,COHERENT_ARRAY_UPPER_ENVELOPE,31.630095690649686,7.547696037531189,31.630095690649686,0.0,12.61937743257938,16.0,-10.0,1.0,0.0,120.20947068326,-82.57937499261031
E3_SITE_01_SEC_1,E3_SITE_01,20.0,H,COHERENT_ARRAY_UPPER_ENVELOPE,31.630095690649686,7.547696037531189,31.630095690649686,0.0,12.61937743257938,16.0,-10.0,1.0,0.0,119.894554790291,-82.26445909964131
E3_SITE_01_SEC_1,E3_SITE_01,10.0,H,COHERENT_ARRAY_UPPER_ENVELOPE,31.630095690649686,7.547696037531189,31.630095690649686,0.0,12.61937743257938,16.0,-10.0,1.0,0.0,119.729782622139,-82.09968693148932
E3_SITE_01_SEC_1,E3_SITE_01,1.0,H,COHERENT_ARRAY_UPPER_ENVELOPE,31.630095690649686,7.547696037531189,31.630095690649686,0.0,12.61937743257938,16.0,-10.0,1.0,0.0,119.064581283074,-81.43448559242432
E3_SITE_01_SEC_1,E3_SITE_01,0.1,H,COHERENT_ARRAY_UPPER_ENVELOPE,31.630095690649686,7.547696037531189,31.630095690649686,0.0,12.61937743257938,16.0,-10.0,1.0,0.0,118.390708465976,-80.76061277532632
E3_SITE_01_SEC_1,E3_SITE_01,0.01,H,COHERENT_ARRAY_UPPER_ENVELOPE,31.630095690649686,7.547696037531189,31.630095690649686,0.0,12.61937743257938,16.0,-10.0,1.0,0.0,117.716834494682,-80.08673880403232
E3_SITE_01_SEC_1,E3_SITE_01,0.005,H,COHERENT_ARRAY_UPPER_ENVELOPE,31.630095690649686,7.547696037531189,31.630095690649686,0.0,12.61937743257938,16.0,-10.0,1.0,0.0,117.513977449339,-79.88388175868931
E3_SITE_01_SEC_1,E3_SITE_01,50.0,V,COHERENT_ARRAY_UPPER_ENVELOPE,31.630095690649686,7.547696037531189,31.630095690649686,0.0,12.61937743257938,16.0,-10.0,1.0,0.0,120.20947068326,-82.57937499261031
E3_SITE_01_SEC_1,E3_SITE_01,20.0,V,COHERENT_ARRAY_UPPER_ENVELOPE,31.630095690649686,7.547696037531189,31.630095690649686,0.0,12.61937743257938,16.0,-10.0,1.0,0.0,119.894554790291,-82.26445909964131
E3_SITE_01_SEC_1,E3_SITE_01,10.0,V,COHERENT_ARRAY_UPPER_ENVELOPE,31.630095690649686,7.547696037531189,31.630095690649686,0.0,12.61937743257938,16.0,-10.0,1.0,0.0,119.729782622139,-82.09968693148932
E3_SITE_01_SEC_1,E3_SITE_01,1.0,V,COHERENT_ARRAY_UPPER_ENVELOPE,31.630095690649686,7.547696037531189,31.630095690649686,0.0,12.61937743257938,16.0,-10.0,1.0,0.0,119.064581283074,-81.43448559242432
E3_SITE_01_SEC_1,E3_SITE_01,0.1,V,COHERENT_ARRAY_UPPER_ENVELOPE,31.630095690649686,7.547696037531189,31.630095690649686,0.0,12.61937743257938,16.0,-10.0,1.0,0.0,118.390708465976,-80.76061277532632
E3_SITE_01_SEC_1,E3_SITE_01,0.01,V,COHERENT_ARRAY_UPPER_ENVELOPE,31.630095690649686,7.547696037531189,31.630095690649686,0.0,12.61937743257938,16.0,-10.0,1.0,0.0,117.716834494682,-80.08673880403232
E3_SITE_01_SEC_1,E3_SITE_01,0.005,V,COHERENT_ARRAY_UPPER_ENVELOPE,31.630095690649686,7.547696037531189,31.630095690649686,0.0,12.61937743257938,16.0,-10.0,1.0,0.0,117.513977449339,-79.88388175868931
E3_SITE_01_SEC_2,E3_SITE_01,50.0,H,ZERO_DBI_PROPAGATION_REFERENCE,0.0,-22.0,2.0823996531184967,-120.0,12.61937743257938,16.0,-10.0,1.0,0.0,120.20947068326,-114.20947068326
E3_SITE_01_SEC_2,E3_SITE_01,20.0,H,ZERO_DBI_PROPAGATION_REFERENCE,0.0,-22.0,2.0823996531184967,-120.0,12.61937743257938,16.0,-10.0,1.0,0.0,119.894554790291,-113.894554790291
E3_SITE_01_SEC_2,E3_SITE_01,10.0,H,ZERO_DBI_PROPAGATION_REFERENCE,0.0,-22.0,2.0823996531184967,-120.0,12.61937743257938,16.0,-10.0,1.0,0.0,119.729782622139,-113.729782622139
E3_SITE_01_SEC_2,E3_SITE_01,1.0,H,ZERO_DBI_PROPAGATION_REFERENCE,0.0,-22.0,2.0823996531184967,-120.0,12.61937743257938,16.0,-10.0,1.0,0.0,119.064581283074,-113.064581283074
E3_SITE_01_SEC_2,E3_SITE_01,0.1,H,ZERO_DBI_PROPAGATION_REFERENCE,0.0,-22.0,2.0823996531184967,-120.0,12.61937743257938,16.0,-10.0,1.0,0.0,118.390708465976,-112.390708465976
E3_SITE_01_SEC_2,E3_SITE_01,0.01,H,ZERO_DBI_PROPAGATION_REFERENCE,0.0,-22.0,2.0823996531184967,-120.0,12.61937743257938,16.0,-10.0,1.0,0.0,117.716834494682,-111.716834494682
E3_SITE_01_SEC_2,E3_SITE_01,0.005,H,ZERO_DBI_PROPAGATION_REFERENCE,0.0,-22.0,2.0823996531184967,-120.0,12.61937743257938,16.0,-10.0,1.0,0.0,117.513977449339,-111.513977449339
E3_SITE_01_SEC_2,E3_SITE_01,50.0,V,ZERO_DBI_PROPAGATION_REFERENCE,0.0,-22.0,2.0823996531184967,-120.0,12.61937743257938,16.0,-10.0,1.0,0.0,120.20947068326,-114.20947068326
E3_SITE_01_SEC_2,E3_SITE_01,20.0,V,ZERO_DBI_PROPAGATION_REFERENCE,0.0,-22.0,2.0823996531184967,-120.0,12.61937743257938,16.0,-10.0,1.0,0.0,119.894554790291,-113.894554790291
E3_SITE_01_SEC_2,E3_SITE_01,10.0,V,ZERO_DBI_PROPAGATION_REFERENCE,0.0,-22.0,2.0823996531184967,-120.0,12.61937743257938,16.0,-10.0,1.0,0.0,119.729782622139,-113.729782622139
E3_SITE_01_SEC_2,E3_SITE_01,1.0,V,ZERO_DBI_PROPAGATION_REFERENCE,0.0,-22.0,2.0823996531184967,-120.0,12.61937743257938,16.0,-10.0,1.0,0.0,119.064581283074,-113.064581283074
E3_SITE_01_SEC_2,E3_SITE_01,0.1,V,ZERO_DBI_PROPAGATION_REFERENCE,0.0,-22.0,2.0823996531184967,-120.0,12.61937743257938,16.0,-10.0,1.0,0.0,118.390708465976,-112.390708465976
E3_SITE_01_SEC_2,E3_SITE_01,0.01,V,ZERO_DBI_PROPAGATION_REFERENCE,0.0,-22.0,2.0823996531184967,-120.0,12.61937743257938,16.0,-10.0,1.0,0.0,117.716834494682,-111.716834494682
E3_SITE_01_SEC_2,E3_SITE_01,0.005,V,ZERO_DBI_PROPAGATION_REFERENCE,0.0,-22.0,2.0823996531184967,-120.0,12.61937743257938,16.0,-10.0,1.0,0.0,117.513977449339,-111.513977449339
E3_SITE_01_SEC_2,E3_SITE_01,50.0,H,ELEMENT_PATTERN_REFERENCE,-22.0,-22.0,2.0823996531184967,-120.0,12.61937743257938,16.0,-10.0,1.0,0.0,120.20947068326,-136.20947068326
E3_SITE_01_SEC_2,E3_SITE_01,20.0,H,ELEMENT_PATTERN_REFERENCE,-22.0,-22.0,2.0823996531184967,-120.0,12.61937743257938,16.0,-10.0,1.0,0.0,119.894554790291,-135.894554790291
E3_SITE_01_SEC_2,E3_SITE_01,10.0,H,ELEMENT_PATTERN_REFERENCE,-22.0,-22.0,2.0823996531184967,-120.0,12.61937743257938,16.0,-10.0,1.0,0.0,119.729782622139,-135.729782622139
E3_SITE_01_SEC_2,E3_SITE_01,1.0,H,ELEMENT_PATTERN_REFERENCE,-22.0,-22.0,2.0823996531184967,-120.0,12.61937743257938,16.0,-10.0,1.0,0.0,119.064581283074,-135.064581283074
E3_SITE_01_SEC_2,E3_SITE_01,0.1,H,ELEMENT_PATTERN_REFERENCE,-22.0,-22.0,2.0823996531184967,-120.0,12.61937743257938,16.0,-10.0,1.0,0.0,118.390708465976,-134.390708465976
E3_SITE_01_SEC_2,E3_SITE_01,0.01,H,ELEMENT_PATTERN_REFERENCE,-22.0,-22.0,2.0823996531184967,-120.0,12.61937743257938,16.0,-10.0,1.0,0.0,117.716834494682,-133.71683449468202
E3_SITE_01_SEC_2,E3_SITE_01,0.005,H,ELEMENT_PATTERN_REFERENCE,-22.0,-22.0,2.0823996531184967,-120.0,12.61937743257938,16.0,-10.0,1.0,0.0,117.513977449339,-133.513977449339
E3_SITE_01_SEC_2,E3_SITE_01,50.0,V,ELEMENT_PATTERN_REFERENCE,-22.0,-22.0,2.0823996531184967,-120.0,12.61937743257938,16.0,-10.0,1.0,0.0,120.20947068326,-136.20947068326
E3_SITE_01_SEC_2,E3_SITE_01,20.0,V,ELEMENT_PATTERN_REFERENCE,-22.0,-22.0,2.0823996531184967,-120.0,12.61937743257938,16.0,-10.0,1.0,0.0,119.894554790291,-135.894554790291
E3_SITE_01_SEC_2,E3_SITE_01,10.0,V,ELEMENT_PATTERN_REFERENCE,-22.0,-22.0,2.0823996531184967,-120.0,12.61937743257938,16.0,-10.0,1.0,0.0,119.729782622139,-135.729782622139
E3_SITE_01_SEC_2,E3_SITE_01,1.0,V,ELEMENT_PATTERN_REFERENCE,-22.0,-22.0,2.0823996531184967,-120.0,12.61937743257938,16.0,-10.0,1.0,0.0,119.064581283074,-135.064581283074
E3_SITE_01_SEC_2,E3_SITE_01,0.1,V,ELEMENT_PATTERN_REFERENCE,-22.0,-22.0,2.0823996531184967,-120.0,12.61937743257938,16.0,-10.0,1.0,0.0,118.390708465976,-134.390708465976
E3_SITE_01_SEC_2,E3_SITE_01,0.01,V,ELEMENT_PATTERN_REFERENCE,-22.0,-22.0,2.0823996531184967,-120.0,12.61937743257938,16.0,-10.0,1.0,0.0,117.716834494682,-133.71683449468202
E3_SITE_01_SEC_2,E3_SITE_01,0.005,V,ELEMENT_PATTERN_REFERENCE,-22.0,-22.0,2.0823996531184967,-120.0,12.61937743257938,16.0,-10.0,1.0,0.0,117.513977449339,-133.513977449339
E3_SITE_01_SEC_2,E3_SITE_01,50.0,H,COHERENT_ARRAY_UPPER_ENVELOPE,2.0823996531184967,-22.0,2.0823996531184967,-120.0,12.61937743257938,16.0,-10.0,1.0,0.0,120.20947068326,-112.1270710301415
E3_SITE_01_SEC_2,E3_SITE_01,20.0,H,COHERENT_ARRAY_UPPER_ENVELOPE,2.0823996531184967,-22.0,2.0823996531184967,-120.0,12.61937743257938,16.0,-10.0,1.0,0.0,119.894554790291,-111.8121551371725
E3_SITE_01_SEC_2,E3_SITE_01,10.0,H,COHERENT_ARRAY_UPPER_ENVELOPE,2.0823996531184967,-22.0,2.0823996531184967,-120.0,12.61937743257938,16.0,-10.0,1.0,0.0,119.729782622139,-111.6473829690205
E3_SITE_01_SEC_2,E3_SITE_01,1.0,H,COHERENT_ARRAY_UPPER_ENVELOPE,2.0823996531184967,-22.0,2.0823996531184967,-120.0,12.61937743257938,16.0,-10.0,1.0,0.0,119.064581283074,-110.9821816299555
E3_SITE_01_SEC_2,E3_SITE_01,0.1,H,COHERENT_ARRAY_UPPER_ENVELOPE,2.0823996531184967,-22.0,2.0823996531184967,-120.0,12.61937743257938,16.0,-10.0,1.0,0.0,118.390708465976,-110.3083088128575
E3_SITE_01_SEC_2,E3_SITE_01,0.01,H,COHERENT_ARRAY_UPPER_ENVELOPE,2.0823996531184967,-22.0,2.0823996531184967,-120.0,12.61937743257938,16.0,-10.0,1.0,0.0,117.716834494682,-109.6344348415635
E3_SITE_01_SEC_2,E3_SITE_01,0.005,H,COHERENT_ARRAY_UPPER_ENVELOPE,2.0823996531184967,-22.0,2.0823996531184967,-120.0,12.61937743257938,16.0,-10.0,1.0,0.0,117.513977449339,-109.4315777962205
E3_SITE_01_SEC_2,E3_SITE_01,50.0,V,COHERENT_ARRAY_UPPER_ENVELOPE,2.0823996531184967,-22.0,2.0823996531184967,-120.0,12.61937743257938,16.0,-10.0,1.0,0.0,120.20947068326,-112.1270710301415
E3_SITE_01_SEC_2,E3_SITE_01,20.0,V,COHERENT_ARRAY_UPPER_ENVELOPE,2.0823996531184967,-22.0,2.0823996531184967,-120.0,12.61937743257938,16.0,-10.0,1.0,0.0,119.894554790291,-111.8121551371725
E3_SITE_01_SEC_2,E3_SITE_01,10.0,V,COHERENT_ARRAY_UPPER_ENVELOPE,2.0823996531184967,-22.0,2.0823996531184967,-120.0,12.61937743257938,16.0,-10.0,1.0,0.0,119.729782622139,-111.6473829690205
E3_SITE_01_SEC_2,E3_SITE_01,1.0,V,COHERENT_ARRAY_UPPER_ENVELOPE,2.0823996531184967,-22.0,2.0823996531184967,-120.0,12.61937743257938,16.0,-10.0,1.0,0.0,119.064581283074,-110.9821816299555
E3_SITE_01_SEC_2,E3_SITE_01,0.1,V,COHERENT_ARRAY_UPPER_ENVELOPE,2.0823996531184967,-22.0,2.0823996531184967,-120.0,12.61937743257938,16.0,-10.0,1.0,0.0,118.390708465976,-110.3083088128575
E3_SITE_01_SEC_2,E3_SITE_01,0.01,V,COHERENT_ARRAY_UPPER_ENVELOPE,2.0823996531184967,-22.0,2.0823996531184967,-120.0,12.61937743257938,16.0,-10.0,1.0,0.0,117.716834494682,-109.6344348415635
E3_SITE_01_SEC_2,E3_SITE_01,0.005,V,COHERENT_ARRAY_UPPER_ENVELOPE,2.0823996531184967,-22.0,2.0823996531184967,-120.0,12.61937743257938,16.0,-10.0,1.0,0.0,117.513977449339,-109.4315777962205
E3_SITE_01_SEC_3,E3_SITE_01,50.0,H,ZERO_DBI_PROPAGATION_REFERENCE,0.0,-22.0,2.0823996531184967,120.0,12.61937743257938,16.0,-10.0,1.0,0.0,120.20947068326,-114.20947068326
E3_SITE_01_SEC_3,E3_SITE_01,20.0,H,ZERO_DBI_PROPAGATION_REFERENCE,0.0,-22.0,2.0823996531184967,120.0,12.61937743257938,16.0,-10.0,1.0,0.0,119.894554790291,-113.894554790291
E3_SITE_01_SEC_3,E3_SITE_01,10.0,H,ZERO_DBI_PROPAGATION_REFERENCE,0.0,-22.0,2.0823996531184967,120.0,12.61937743257938,16.0,-10.0,1.0,0.0,119.729782622139,-113.729782622139
E3_SITE_01_SEC_3,E3_SITE_01,1.0,H,ZERO_DBI_PROPAGATION_REFERENCE,0.0,-22.0,2.0823996531184967,120.0,12.61937743257938,16.0,-10.0,1.0,0.0,119.064581283074,-113.064581283074
E3_SITE_01_SEC_3,E3_SITE_01,0.1,H,ZERO_DBI_PROPAGATION_REFERENCE,0.0,-22.0,2.0823996531184967,120.0,12.61937743257938,16.0,-10.0,1.0,0.0,118.390708465976,-112.390708465976
E3_SITE_01_SEC_3,E3_SITE_01,0.01,H,ZERO_DBI_PROPAGATION_REFERENCE,0.0,-22.0,2.0823996531184967,120.0,12.61937743257938,16.0,-10.0,1.0,0.0,117.716834494682,-111.716834494682
E3_SITE_01_SEC_3,E3_SITE_01,0.005,H,ZERO_DBI_PROPAGATION_REFERENCE,0.0,-22.0,2.0823996531184967,120.0,12.61937743257938,16.0,-10.0,1.0,0.0,117.513977449339,-111.513977449339
E3_SITE_01_SEC_3,E3_SITE_01,50.0,V,ZERO_DBI_PROPAGATION_REFERENCE,0.0,-22.0,2.0823996531184967,120.0,12.61937743257938,16.0,-10.0,1.0,0.0,120.20947068326,-114.20947068326
E3_SITE_01_SEC_3,E3_SITE_01,20.0,V,ZERO_DBI_PROPAGATION_REFERENCE,0.0,-22.0,2.0823996531184967,120.0,12.61937743257938,16.0,-10.0,1.0,0.0,119.894554790291,-113.894554790291
E3_SITE_01_SEC_3,E3_SITE_01,10.0,V,ZERO_DBI_PROPAGATION_REFERENCE,0.0,-22.0,2.0823996531184967,120.0,12.61937743257938,16.0,-10.0,1.0,0.0,119.729782622139,-113.729782622139
E3_SITE_01_SEC_3,E3_SITE_01,1.0,V,ZERO_DBI_PROPAGATION_REFERENCE,0.0,-22.0,2.0823996531184967,120.0,12.61937743257938,16.0,-10.0,1.0,0.0,119.064581283074,-113.064581283074
E3_SITE_01_SEC_3,E3_SITE_01,0.1,V,ZERO_DBI_PROPAGATION_REFERENCE,0.0,-22.0,2.0823996531184967,120.0,12.61937743257938,16.0,-10.0,1.0,0.0,118.390708465976,-112.390708465976
E3_SITE_01_SEC_3,E3_SITE_01,0.01,V,ZERO_DBI_PROPAGATION_REFERENCE,0.0,-22.0,2.0823996531184967,120.0,12.61937743257938,16.0,-10.0,1.0,0.0,117.716834494682,-111.716834494682
E3_SITE_01_SEC_3,E3_SITE_01,0.005,V,ZERO_DBI_PROPAGATION_REFERENCE,0.0,-22.0,2.0823996531184967,120.0,12.61937743257938,16.0,-10.0,1.0,0.0,117.513977449339,-111.513977449339
E3_SITE_01_SEC_3,E3_SITE_01,50.0,H,ELEMENT_PATTERN_REFERENCE,-22.0,-22.0,2.0823996531184967,120.0,12.61937743257938,16.0,-10.0,1.0,0.0,120.20947068326,-136.20947068326
E3_SITE_01_SEC_3,E3_SITE_01,20.0,H,ELEMENT_PATTERN_REFERENCE,-22.0,-22.0,2.0823996531184967,120.0,12.61937743257938,16.0,-10.0,1.0,0.0,119.894554790291,-135.894554790291
E3_SITE_01_SEC_3,E3_SITE_01,10.0,H,ELEMENT_PATTERN_REFERENCE,-22.0,-22.0,2.0823996531184967,120.0,12.61937743257938,16.0,-10.0,1.0,0.0,119.729782622139,-135.729782622139
E3_SITE_01_SEC_3,E3_SITE_01,1.0,H,ELEMENT_PATTERN_REFERENCE,-22.0,-22.0,2.0823996531184967,120.0,12.61937743257938,16.0,-10.0,1.0,0.0,119.064581283074,-135.064581283074
E3_SITE_01_SEC_3,E3_SITE_01,0.1,H,ELEMENT_PATTERN_REFERENCE,-22.0,-22.0,2.0823996531184967,120.0,12.61937743257938,16.0,-10.0,1.0,0.0,118.390708465976,-134.390708465976
E3_SITE_01_SEC_3,E3_SITE_01,0.01,H,ELEMENT_PATTERN_REFERENCE,-22.0,-22.0,2.0823996531184967,120.0,12.61937743257938,16.0,-10.0,1.0,0.0,117.716834494682,-133.71683449468202
E3_SITE_01_SEC_3,E3_SITE_01,0.005,H,ELEMENT_PATTERN_REFERENCE,-22.0,-22.0,2.0823996531184967,120.0,12.61937743257938,16.0,-10.0,1.0,0.0,117.513977449339,-133.513977449339
E3_SITE_01_SEC_3,E3_SITE_01,50.0,V,ELEMENT_PATTERN_REFERENCE,-22.0,-22.0,2.0823996531184967,120.0,12.61937743257938,16.0,-10.0,1.0,0.0,120.20947068326,-136.20947068326
E3_SITE_01_SEC_3,E3_SITE_01,20.0,V,ELEMENT_PATTERN_REFERENCE,-22.0,-22.0,2.0823996531184967,120.0,12.61937743257938,16.0,-10.0,1.0,0.0,119.894554790291,-135.894554790291
E3_SITE_01_SEC_3,E3_SITE_01,10.0,V,ELEMENT_PATTERN_REFERENCE,-22.0,-22.0,2.0823996531184967,120.0,12.61937743257938,16.0,-10.0,1.0,0.0,119.729782622139,-135.729782622139
E3_SITE_01_SEC_3,E3_SITE_01,1.0,V,ELEMENT_PATTERN_REFERENCE,-22.0,-22.0,2.0823996531184967,120.0,12.61937743257938,16.0,-10.0,1.0,0.0,119.064581283074,-135.064581283074
E3_SITE_01_SEC_3,E3_SITE_01,0.1,V,ELEMENT_PATTERN_REFERENCE,-22.0,-22.0,2.0823996531184967,120.0,12.61937743257938,16.0,-10.0,1.0,0.0,118.390708465976,-134.390708465976
E3_SITE_01_SEC_3,E3_SITE_01,0.01,V,ELEMENT_PATTERN_REFERENCE,-22.0,-22.0,2.0823996531184967,120.0,12.61937743257938,16.0,-10.0,1.0,0.0,117.716834494682,-133.71683449468202
E3_SITE_01_SEC_3,E3_SITE_01,0.005,V,ELEMENT_PATTERN_REFERENCE,-22.0,-22.0,2.0823996531184967,120.0,12.61937743257938,16.0,-10.0,1.0,0.0,117.513977449339,-133.513977449339
E3_SITE_01_SEC_3,E3_SITE_01,50.0,H,COHERENT_ARRAY_UPPER_ENVELOPE,2.0823996531184967,-22.0,2.0823996531184967,120.0,12.61937743257938,16.0,-10.0,1.0,0.0,120.20947068326,-112.1270710301415
E3_SITE_01_SEC_3,E3_SITE_01,20.0,H,COHERENT_ARRAY_UPPER_ENVELOPE,2.0823996531184967,-22.0,2.0823996531184967,120.0,12.61937743257938,16.0,-10.0,1.0,0.0,119.894554790291,-111.8121551371725
E3_SITE_01_SEC_3,E3_SITE_01,10.0,H,COHERENT_ARRAY_UPPER_ENVELOPE,2.0823996531184967,-22.0,2.0823996531184967,120.0,12.61937743257938,16.0,-10.0,1.0,0.0,119.729782622139,-111.6473829690205
