quantile,value
0.0,0.8497200677124273
0.01,0.9214686900217548
0.05,0.9476082131596245
0.1,0.9675200036891674
0.25,0.9907682946740178
0.5,0.9985664233694596
0.75,1.0007532462155764
0.9,1.0040647829505953
0.95,1.00938341222749
0.99,1.0299713724953883
1.0,1.0662282486149224
