quantile,value
0.0,0.8506402203614079
0.01,0.9222382353093741
0.05,0.9480727965355548
0.1,0.9682907991354694
0.25,0.9910673718909238
0.5,0.9986048216952566
0.75,1.0007581473093268
0.9,1.0041134873282778
0.95,1.0094249057855669
0.99,1.0301683808381723
1.0,1.0668368185474257
