quantile,value
0.0,0.8345608574457207
0.01,0.8346135109614989
0.05,0.8660770654579679
0.1,0.906442692331364
0.25,0.940252840480544
0.5,0.9785196818957486
0.75,0.9926879014056115
0.9,0.9961698037041553
0.95,0.9977517676191756
0.99,0.9989244550885621
1.0,0.9989247163521826
