sector_id,site_id,sector_geographic_azimuth_deg,mechanical_downtilt_deg,horizontal_offset_target_minus_sector_deg,vertical_offset_target_minus_boresight_deg,local_direction_x,local_direction_y,local_direction_z,element_pattern_gain_dbi,basic_transmission_loss_db,target_geographic_azimuth_deg,boresight_geographic_elevation_deg,target_geographic_elevation_deg,sionna_alpha_rad,sionna_beta_rad,sionna_gamma_rad,local_azimuth_deg,local_elevation_deg,world_reconstruction_error,prior_direct_offset_direction_error_deg,signed_offset_approximation_error_deg
E3_SITE_01_SEC_1,E3_SITE_01,0.0,10.0,0.0,12.61937743257938,0.9758429300838033,6.116836262657929e-17,0.21847328396272464,7.547696037531189,119.894554790291,0.0,-10.0,2.6193774325793804,1.5707963267948966,0.17453292519943295,0.0,3.591447875661483e-15,12.619377432579379,1.1123893155135927e-16,0.0,0.0
E3_SITE_01_SEC_2,E3_SITE_01,120.0,10.0,-120.0,12.61937743257938,-0.49982526573375685,0.8651205552392477,-0.04172683353329359,-22.0,119.894554790291,0.0,-10.0,2.6193774325793804,5.759586531581287,0.17453292519943295,0.0,120.01726679553501,-2.3914657714840373,8.505505265616693e-17,119.75935338118191,15.010852998272703
E3_SITE_01_SEC_3,E3_SITE_01,240.0,10.0,120.0,12.61937743257938,-0.4998252657337565,-0.8651205552392479,-0.04172683353329352,-22.0,119.894554790291,0.0,-10.0,2.6193774325793804,3.6651914291880923,0.17453292519943295,0.0,-120.01726679553498,-2.3914657714840333,9.892770393873852e-17,119.75935338118194,15.010852998272727
E3_SITE_02_SEC_1,E3_SITE_02,0.0,10.0,0.0,11.641917918868424,0.9794278777019494,6.120719917667869e-17,0.20179453010489512,7.615050642850642,121.189096827102,0.0,-10.0,1.6419179188684243,1.5707963267948966,0.17453292519943295,0.0,3.580574198958516e-15,11.641917918868424,1.3877787807814457e-17,0.0,0.0
E3_SITE_02_SEC_2,E3_SITE_02,120.0,10.0,-120.0,11.641917918868424,-0.49717723810751596,0.8656698309815242,-0.05857079166446112,-22.0,121.189096827102,0.0,-10.0,1.6419179188684243,5.759586531581287,0.17453292519943295,0.0,119.86989863064873,-3.35778086673359,2.274092990845205e-17,120.1730887418311,15.000256795069118
E3_SITE_02_SEC_3,E3_SITE_02,240.0,10.0,120.0,11.641917918868424,-0.49717723810751563,-0.8656698309815244,-0.05857079166446105,-22.0,121.189096827102,0.0,-10.0,1.6419179188684243,3.6651914291880923,0.17453292519943295,0.0,-119.8698986306487,-3.3577808667335862,2.4439789638168802e-17,120.1730887418311,15.000256795069118
E3_SITE_03_SEC_1,E3_SITE_03,0.0,10.0,-7.585129192551676,11.831030906797317,0.9701436598100263,0.13193172272151169,0.2035074934004697,7.43903201746189,120.639642757687,352.4148708074483,-10.0,1.8310309067973165,1.5707963267948966,0.17453292519943295,0.0,7.744257380329825,11.742143069562001,1.3877787807814457e-17,15.004551321681314,0.1793495783504652
E3_SITE_03_SEC_2,E3_SITE_03,120.0,10.0,-127.58512919255172,11.831030906797317,-0.6059148749377414,0.7920433541521464,-0.07439414945141148,-22.0,120.639642757687,352.41487080744827,-10.0,1.8310309067973165,5.759586531581287,0.17453292519943295,0.0,127.41606660648395,-4.26641237517001,1.1123893155135927e-16,105.53648335715333,16.098321281713243
E3_SITE_03_SEC_3,E3_SITE_03,240.0,10.0,112.41487080744828,11.831030906797317,-0.38087404558683474,-0.9239750768736592,-0.03471337947583719,-22.0,120.639642757687,352.41487080744827,-10.0,1.8310309067973165,3.6651914291880923,0.17453292519943295,0.0,-112.4020672096964,-1.9893298030347506,1.1464934308770758e-16,134.50662728119667,13.820366567800212
E3_SITE_04_SEC_1,E3_SITE_04,0.0,10.0,7.585129192551733,12.943231403563342,0.9659866027336543,-0.13182500103708694,0.22246809308452603,7.360772286767653,120.646702542222,7.585129192551733,-10.0,2.943231403563342,1.5707963267948966,0.17453292519943295,0.0,-7.770963080754476,12.85403745809071,1.1188630228279524e-16,14.966620896587354,0.20191318823633075
