architecture_id,role,rf_chains,analog_phase_bits,physical_ports_per_rf_chain,minimum_available_digital_nullspace_dimension,local_channel_rank_failure_count,maximum_local_channel_condition_number,maximum_protected_mode_condition_number,maximum_analog_column_orthogonality_error,phase1_primary_acceptance,runtime_seconds,nominal_network_sum_se_bps_hz,nominal_sum_rate_retention_vs_128,nominal_p05_user_se_bps_hz,nominal_minimum_user_se_bps_hz,common_ideal_eligible_user_nominal_outage_count,controller_evaluated,controller_source,hard_safety_violation_seconds,eligible_floor_violation_user_intervals,minimum_floor_ratio,mean_moving_pf_utility,mean_total_network_retention,minimum_total_network_retention,mean_protected_network_retention,minimum_protected_network_retention,sector_mute_interval_count,intervals_with_any_sector_mute,maximum_muted_sector_count,mean_local_cost_table_build_ms,payload_bytes_per_update
ideal_128fd,upper_reference,128,,1,122,0,1673.2603759765625,1.0000000000000002,0.0,False,0.5602704400080256,546.3387127101474,1.0000014647560853,0.030197581446119302,9.182582783747826e-05,0,True,committed sector-selective audit at e69265e,0,0,1.0000978034460954,95.66974624460005,0.9921036717915471,0.9881182546650497,0.9215916455574367,0.8820455819366356,241,73,10,1.7811960961977493,228
generic_64t64r_subarray_6bit,primary_declared_architecture,64,6,2,58,0,1691.0130615234375,1.0000000000000002,1.195474587321716e-07,True,6.369604617008008,539.0170973042134,0.9866002065988602,0.029732474208111814,9.200066067492682e-05,0,True,recomputed generic-64RF online predictive plus sector-selective fallback,0,0,1.0000893081409985,92.22278277013373,0.9918672518027138,0.9882632006223043,0.919274818462964,0.8836781530017048,244,77,10,2.1029290998693937,228
generic_64t64r_subarray_8bit,phase_quantization_sensitivity,64,8,2,58,0,1693.860107421875,1.0000000000000002,1.1979086230343308e-07,False,0.16637389798415825,538.9814558719901,0.9865349696247997,0.029703754987421133,9.172469313387394e-05,0,False,structural/full-load sensitivity only; not selected for the phase-1 primary controller replay,,,,,,,,,,,,,
generic_32t32r_subarray_6bit,hybrid_reduced_chain_sensitivity,32,6,4,26,0,1911.5274658203125,1.0000000000000002,1.1927598603252052e-07,False,0.0993207769934088,486.97798092956407,0.891349419150323,0.02885986263171558,7.943753833409752e-05,1,False,structural/full-load sensitivity only; not selected for the phase-1 primary controller replay,,,,,,,,,,,,,
