time_s,aggregate_nominal_interference_w,aggregate_safe_interference_w,aggregate_allowance_w,budget_sum_w,local_violation_count,network_nominal_sum_se_bps_hz,network_safe_sum_se_bps_hz,rate_retention_fraction,minimum_pol_scale,median_pol_scale
136.0,2.2485071898125342e-09,4.510685102645514e-14,4.5106851026454433e-14,4.5106851026454433e-14,0,545.5243122823117,540.8865924562579,0.9914986010309036,0.004478926432452481,0.004478928314758508
137.0,2.206224224472012e-09,4.510685102645494e-14,4.5106851026454433e-14,4.5106851026454433e-14,0,545.5243122823117,540.8867902382993,0.9914989635849403,0.00452164273685449,0.004521644637112399
138.0,2.164751026558915e-09,4.510685102645461e-14,4.5106851026454433e-14,4.5106851026454433e-14,0,545.5243122823117,540.8869940238791,0.991499337144056,0.00456475099828653,0.004564752916661044
139.0,2.124073172858759e-09,4.510685102645485e-14,4.5106851026454433e-14,4.5106851026454433e-14,0,545.5243122823117,540.8871924412223,0.9914997008626635,0.0046082531910926795,0.0046082551277493505
140.0,2.08417643031913e-09,4.5106851026453714e-14,4.5106851026454433e-14,4.5106851026454433e-14,0,545.5243122823117,540.8873904155353,0.9915000637691528,0.004652151285354739,0.00465215324045995
141.0,2.0450467554266393e-09,4.5106851026454244e-14,4.5106851026454433e-14,4.5106851026454433e-14,0,545.5243122823117,540.8875969556877,0.9915004423776728,0.004696447248251864,0.0046964492219728204
142.0,2.0066702935835167e-09,4.5106851026453676e-14,4.5106851026454433e-14,4.5106851026454433e-14,0,545.5243122823117,540.8877993725026,0.9915008134277072,0.004741143045466308,0.004741145037971045
143.0,1.9690333784894916e-09,4.5106851026453594e-14,4.5106851026454433e-14,4.5106851026454433e-14,0,545.5243122823117,540.8880017723209,0.9915011844465852,0.004786240642621178,0.004786242654078554
144.0,1.932122531546126e-09,4.510685102645389e-14,4.5106851026454433e-14,4.5106851026454433e-14,0,545.5243122823117,540.8882090511983,0.991501564409261,0.004831742006719057,0.004831744037298759
145.0,1.8959244612453583e-09,4.5106851026454705e-14,4.5106851026454433e-14,4.5106851026454433e-14,0,545.5243122823117,540.8884168599984,0.9915019453433375,0.0048776491076155636,0.004877651157488106
146.0,1.8604260625526537e-09,4.5106851026454124e-14,4.5106851026454433e-14,4.5106851026454433e-14,0,545.5243122823117,540.8886326570315,0.9915023409206348,0.004923963919507017,0.0049239659888437445
