time_s,aggregate_nominal_interference_w,aggregate_nominal_interference_dbw,aggregate_safe_interference_w,aggregate_safe_interference_dbw,aggregate_allowance_w,aggregate_allowance_dbw,short_threshold_w,short_threshold_dbw,budget_sum_w,nominal_network_sum_rate_proxy_bps_hz,safe_network_sum_rate_proxy_bps_hz,rate_retention_fraction,minimum_projection_scale,median_projection_scale,maximum_projection_scale,local_budget_violation_count
124.0,5.041237529216183e-10,-92.97462839320907,4.5106851026453544e-14,-133.45757490560683,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,762.9916853482398,0.9977310092840528,0.009459162239841827,0.009459162239841829,0.00945916223987798,0
125.0,4.95067341410761e-10,-93.05335722250439,4.510685102645369e-14,-133.45757490560683,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,762.9918436476332,0.9977312162852778,0.009545289745206641,0.009545289745206641,0.009545289745243116,0
126.0,4.861981893891551e-10,-93.1318666281017,4.5106851026453645e-14,-133.45757490560683,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,762.9920029398346,0.9977314245847546,0.00963195813168976,0.009631958131763355,0.009631958131763355,0
127.0,4.775111538646577e-10,-93.21016479566522,4.510685102645504e-14,-133.4575749056067,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,762.9921632425949,0.9977316342056952,0.009719177071319264,0.009719177071319265,0.009719177071319267,0
128.0,4.690012892025162e-10,-93.28825963483703,4.5106851026453487e-14,-133.45757490560683,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,762.9923245736333,0.9977318451712704,0.009806956218308786,0.009806956218308786,0.009806956218308788,0
129.0,4.606638379613908e-10,-93.36615878457599,4.5106851026454257e-14,-133.45757490560678,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,762.9924869506298,0.9977320575045995,0.009895305206703111,0.009895305206703113,0.009895305206703115,0
130.0,4.5249422219230737e-10,-93.44386961842245,4.510685102645456e-14,-133.45757490560675,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,762.9926503912208,0.9977322712287449,0.009984233646990812,0.009984233646990814,0.009984233646990814,0
131.0,4.4448803516827e-10,-93.52139924975732,4.510685102645301e-14,-133.4575749056069,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,762.9928149129939,0.997732486366705,0.01007375112330401,0.01007375112330401,0.010073751123304012,0
132.0,4.3664103352678023e-10,-93.59875453700455,4.5106851026455203e-14,-133.4575749056067,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,762.9929805334817,0.9977327029414064,0.010163867190592066,0.01016386719063085,0.010163867190630851,0
133.0,4.289491297975135e-10,-93.67594208883327,4.510685102645359e-14,-133.45757490560683,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,762.993147270158,0.997732920975699,0.010254591372177902,0.010254591372177903,0.010254591372177905,0
134.0,4.214083852950613e-10,-93.75296826935934,4.510685102645379e-14,-133.45757490560683,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,762.9933151404326,0.9977331404923486,0.01034593315688285,0.010345933156882852,0.010345933156882854,0
135.0,4.140150033577585e-10,-93.8298392033461,4.510685102645355e-14,-133.45757490560683,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,762.9934841616475,0.9977333615140328,0.010437901997078622,0.010437901997078622,0.010437901997118427,0
136.0,4.0676532291402693e-10,-93.90656078141156,4.510685102645453e-14,-133.45757490560675,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,762.9936543510725,0.9977335840633345,0.010530507306319282,0.010530507306319284,0.010530507306319284,0
137.0,3.9965581235661626e-10,-93.98313866527334,4.510685102645374e-14,-133.45757490560683,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,762.9938257259014,0.9977338081627373,0.010623758457367237,0.010623758457407734,0.010623758457407734,0
138.0,3.926830637126881e-10,-94.05957829299324,4.510685102645457e-14,-133.45757490560675,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,762.9939983032492,0.9977340338346217,0.010717664780583402,0.010717664780583402,0.010717664780583402,0
139.0,3.858437870934847e-10,-94.1358848842359,4.5106851026453834e-14,-133.4575749056068,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,762.994172100149,0.997734261101261,0.010812235561889583,0.010812235561889585,0.010812235561889587,0
140.0,3.7913480540449133e-10,-94.2120634455996,4.510685102645412e-14,-133.4575749056068,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,762.994347133549,0.9977344899848181,0.01090748004175536,0.010907480041796909,0.01090748004179691,0
141.0,3.72553049313121e-10,-94.28811877590668,4.510685102645436e-14,-133.45757490560678,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,762.9945234203107,0.9977347205073414,0.011003407413948691,0.011003407413948691,0.011003407413948693,0
142.0,3.6609555245268077e-10,-94.36405547155047,4.5106851026454825e-14,-133.45757490560672,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,762.9947009772067,0.9977349526907642,0.011100026824151416,0.011100026824151418,0.01110002682415142,0
143.0,3.597594468525024e-10,-94.4398779318831,4.51068510264548e-14,-133.45757490560672,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,762.9948798209194,0.9977351865569012,0.01119734736959814,0.011197347369598142,0.011197347369640762,0
144.0,3.5354195858919037e-10,-94.51559036457212,4.5106851026454585e-14,-133.45757490560675,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,762.99505996804,0.9977354221274478,0.011295378098237536,0.011295378098237536,0.011295378098237538,0
145.0,3.47440403641333e-10,-94.59119679100866,4.5106851026454414e-14,-133.45757490560675,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,762.9952414350674,0.9977356594239793,0.011394128008398093,0.011394128008398093,0.011394128008398095,0
146.0,3.4145218394224844e-10,-94.66670105171278,4.5106851026453815e-14,-133.45757490560683,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,762.9954242384083,0.9977358984679496,0.011493606048604296,0.011493606048604298,0.0114936060486043,0
147.0,3.3557478362032656e-10,-94.7421068117468,4.510685102645429e-14,-133.45757490560678,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,762.9956083943766,0.9977361392806919,0.011593821117602307,0.011593821117602307,0.01159382111764639,0
148.0,3.2980576541852953e-10,-94.81741756612763,4.5106851026453954e-14,-133.4575749056068,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,762.9957939191952,0.9977363818834202,0.011694782064589215,0.011694782064589215,0.011694782064589217,0
149.0,3.2414276728415984e-10,-94.89263664524205,4.5106851026453727e-14,-133.45757490560683,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,762.9959808289943,0.9977366262972273,0.011796497689654888,0.01179649768965489,0.011796497689699715,0
150.0,3.185834991233426e-10,-94.96776722022841,4.510685102645442e-14,-133.45757490560675,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,762.996169139816,0.9977368725430903,0.011898976744347357,0.011898976744392558,0.011898976744392558,0
151.0,3.1312573970739285e-10,-95.04281230839109,4.5106851026454736e-14,-133.45757490560675,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,762.9963588676119,0.997737120641869,0.012002227932726222,0.012002227932771798,0.0120022279327718,0
152.0,3.0776733373304544e-10,-95.1177747785199,4.5106851026453764e-14,-133.45757490560683,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,762.9965500282486,0.9977373706143113,0.012106259912103946,0.012106259912103947,0.012106259912103947,0
153.0,3.0250618901867677e-10,-95.19265735625848,4.510685102645465e-14,-133.45757490560675,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,762.9967426375075,0.9977376224810538,0.012211081294300615,0.012211081294300615,0.012211081294300617,0
154.0,2.9734027384079613e-10,-95.26746262936881,4.5106851026454755e-14,-133.45757490560672,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,762.9969367110883,0.9977378762626262,0.012316700647171625,0.012316700647218346,0.01231670064721835,0
155.0,2.9226761439571084e-10,-95.34219305300992,4.5106851026453663e-14,-133.45757490560683,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,762.9971322646115,0.9977381319794548,0.012423126496208418,0.012423126496255524,0.012423126496255526,0
156.0,2.8728629238720195e-10,-95.41685095492983,4.510685102645418e-14,-133.4575749056068,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,762.9973293136223,0.9977383896518676,0.012530367326063625,0.012530367326063626,0.012530367326063628,0
157.0,2.823944427299826e-10,-95.49143854063047,4.510685102645425e-14,-133.45757490560678,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,762.9975278735928,0.9977386493000965,0.012638431582458773,0.012638431582458774,0.012638431582458774,0
158.0,2.775902513675582e-10,-95.56595789844046,4.510685102645449e-14,-133.45757490560675,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,762.9977279599269,0.9977389109442846,0.01274732767444201,0.012747327674442012,0.012747327674442012,0
159.0,2.728719531939354e-10,-95.64041100457146,4.510685102645429e-14,-133.45757490560678,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,762.9979295879642,0.9977391746044909,0.012857063976439513,0.012857063976439513,0.012857063976488186,0
160.0,2.6823783008165244e-10,-95.71479972803871,4.5106851026454433e-14,-133.45757490560675,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,762.9981327729836,0.9977394403006948,0.01296764883058955,0.01296764883058955,0.01296764883063862,0
161.0,2.636862090029889e-10,-95.78912583557053,4.510685102645384e-14,-133.4575749056068,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,762.9983375302081,0.997739708052803,0.013079090549259252,0.013079090549259254,0.013079090549259254,0
162.0,2.592154602468145e-10,-95.86339099639224,4.510685102645363e-14,-133.45757490560683,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,762.9985438748103,0.9977399778806558,0.013191397417623455,0.013191397417623457,0.013191397417673327,0
163.0,2.548239957233097e-10,-95.93759678693257,4.510685102645424e-14,-133.45757490560678,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,762.9987518219161,0.997740249804033,0.01330457769637446,0.01330457769637446,0.013304577696424735,0
164.0,2.5051026735199164e-10,-96.01174469545504,4.5106851026455065e-14,-133.4575749056067,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,762.9989613866113,0.9977405238426612,0.013418639624567557,0.013418639624567559,0.01341863962461824,0
165.0,2.4627276553206344e-10,-96.08583612655883,4.5106851026454635e-14,-133.45757490560675,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,762.9991725839457,0.9977408000162207,0.01353359142241353,0.013533591422515713,0.013533591422515713,0
166.0,2.421100176861134e-10,-96.15987240563256,4.5106851026454553e-14,-133.45757490560675,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,762.999385428939,0.9977410783443521,0.013649441294808167,0.013649441294859668,0.013649441294859668,0
167.0,2.380205868798901e-10,-96.23385478314614,4.510685102645431e-14,-133.45757490560678,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,762.9995999365877,0.9977413588466655,0.013766197433634868,0.013766197433634868,0.01376619743363487,0
168.0,2.340030705087494e-10,-96.30778443887903,4.5106851026454244e-14,-133.45757490560678,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,762.9998161218689,0.9977416415427458,0.013883868021483867,0.013883868021483869,0.01388386802148387,0
169.0,2.300560990508644e-10,-96.38166248602082,4.510685102645409e-14,-133.4575749056068,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,763.0000339997474,0.997741926452162,0.014002461234912578,0.01400246123491258,0.01400246123496533,0
170.0,2.2617833488236565e-10,-96.45548997516927,4.510685102645412e-14,-133.4575749056068,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,763.0002535851826,0.9977422135944757,0.014121985247626102,0.014121985247626105,0.014121985247732447,0
171.0,2.2236847115252738e-10,-96.52926789820015,4.5106851026454585e-14,-133.45757490560675,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,763.0004748931326,0.997742502989247,0.014242448233899406,0.014242448233899406,0.014242448233899408,0
172.0,2.1862523071447275e-10,-96.60299719203515,4.510685102645408e-14,-133.4575749056068,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,763.0006979385629,0.9977427946560457,0.014363858372021237,0.014363858372021239,0.014363858372021239,0
173.0,2.1494736510984335e-10,-96.67667874228152,4.5106851026454086e-14,-133.4575749056068,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,763.0009227364505,0.9977430886144566,0.01448622384776389,0.014486223847763892,0.014486223847763893,0
174.0,2.1133365360321029e-10,-96.75031338677039,4.510685102645412e-14,-133.4575749056068,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,763.0011493017922,0.9977433848840901,0.01460955285791913,0.014609552857919131,0.014609552857919131,0
175.0,2.0778290226584868e-10,-96.8239019189479,4.5106851026453746e-14,-133.45757490560683,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,763.0013776496103,0.9977436834845904,0.014733853613818777,0.014733853613818777,0.014733853613874094,0
176.0,2.0429394310375105e-10,-96.89744509117,4.5106851026454244e-14,-133.45757490560678,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,763.0016077949587,0.9977439844356428,0.014859134344919445,0.014859134344919447,0.014859134344919448,0
177.0,2.0086563322915277e-10,-96.97094361786726,4.5106851026454225e-14,-133.45757490560678,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,763.0018397529302,0.9977442877569838,0.014985403302389755,0.014985403302389757,0.014985403302502143,0
178.0,1.9749685407262348e-10,-97.04439817859199,4.510685102645429e-14,-133.45757490560678,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,763.0020735386631,0.9977445934684086,0.015112668762658732,0.01511266876271537,0.015112668762715371,0
179.0,1.94186510634288e-10,-97.11780942093137,4.5106851026454e-14,-133.4575749056068,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,763.0023091673476,0.9977449015897809,0.015240939031287032,0.015240939031287034,0.015240939031287036,0
180.0,1.9093353076995317e-10,-97.19117796333322,4.5106851026454604e-14,-133.45757490560675,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,763.0025466542314,0.9977452121410396,0.015370222446047117,0.015370222446047119,0.01537022244604712,0
181.0,1.877368645131792e-10,-97.26450439777906,4.510685102645407e-14,-133.4575749056068,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,763.0027860146287,0.9977455251422103,0.015500527381016264,0.015500527381074242,0.015500527381074242,0
182.0,1.8459548342926476e-10,-97.33778929235046,4.5106851026454534e-14,-133.45757490560675,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,763.0030272639245,0.9977458406134114,0.015631862250179773,0.015631862250179776,0.01563186225023821,0
183.0,1.8150837999931142e-10,-97.41103319369218,4.510685102645414e-14,-133.4575749056068,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,763.0032704175825,0.997746158574864,0.015764235510457227,0.015764235510516113,0.015764235510516117,0
184.0,1.784745670342105e-10,-97.4842366293363,4.510685102645428e-14,-133.45757490560678,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,763.0035154911506,0.9977464790468994,0.015897655666007853,0.015897655666126546,0.01589765566612655,0
185.0,1.7549307711470844e-10,-97.55740010994067,4.510685102645462e-14,-133.45757490560675,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,763.0037625002685,0.9977468020499692,0.016032131271525245,0.01603213127152525,0.016032131271585055,0
186.0,1.725629620586835e-10,-97.6305241313789,4.510685102645447e-14,-133.45757490560675,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,763.0040114606741,0.9977471276046528,0.016167670935126364,0.016167670935186642,0.016167670935186642,0
187.0,1.6968329241088262e-10,-97.70360917676277,4.510685102645457e-14,-133.45757490560675,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,763.0042623882084,0.9977474557316651,0.016304283322963724,0.01630428332308521,0.01630428332308521,0
188.0,1.6685315695677878e-10,-97.77665571832455,4.5106851026453954e-14,-133.4575749056068,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,763.0045152988234,0.9977477864518656,0.016441977162084606,0.01644197716214582,0.016441977162145825,0
189.0,1.6407166225735062e-10,-97.84966421920706,4.5106851026454206e-14,-133.45757490560678,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,763.0047702085885,0.9977481197862677,0.01658076124368467,0.016580761243684673,0.016580761243684673,0
190.0,1.6133793220404235e-10,-97.92263513515088,4.510685102645457e-14,-133.45757490560675,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,763.0050271336952,0.9977484557560441,0.016720644426815732,0.016720644426815735,0.016720644426815735,0
191.0,1.586511075931869e-10,-97.9955689160687,4.510685102645413e-14,-133.4575749056068,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,763.0052860904648,0.9977487943825377,0.01686163564179508,0.01686163564179508,0.016861635641795082,0
192.0,1.5601034571732056e-10,-98.06846600754754,4.5106851026454326e-14,-133.45757490560678,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,763.0055470953537,0.9977491356872679,0.017003743893375146,0.01700374389337515,0.01700374389337515,0
193.0,1.53414819974627e-10,-98.14132685221978,4.5106851026454055e-14,-133.4575749056068,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,763.0058101649593,0.9977494796919381,0.01714697826398395,0.01714697826404757,0.01714697826404757,0
194.0,1.508637194927742e-10,-98.21415189107982,4.5106851026454377e-14,-133.45757490560675,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,763.0060753160265,0.997749826418445,0.017291347917316454,0.017291347917316454,0.017291347917380562,0
195.0,1.4835624876928024e-10,-98.2869415646636,4.5106851026454036e-14,-133.4575749056068,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,763.0063425654533,0.9977501758888856,0.017436862100833356,0.017436862100833356,0.01743686210083336,0
196.0,1.4589162732378586e-10,-98.35969631419893,4.5106851026454326e-14,-133.45757490560678,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,763.0066119302961,0.9977505281255634,0.017583530149600173,0.017583530149600173,0.017583530149600173,0
197.0,1.434690893655682e-10,-98.43241658261049,4.510685102645433e-14,-133.45757490560678,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,763.0068834277758,0.9977508831509977,0.017731361489002295,0.017731361489002298,0.017731361489002298,0
198.0,1.410878834718245e-10,-98.50510281548802,4.510685102645484e-14,-133.45757490560672,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,763.0071570752834,0.9977512409879298,0.017880365637881878,0.017880365637881878,0.017880365637947978,0
199.0,1.3874727227857526e-10,-98.5777554619453,4.510685102645447e-14,-133.45757490560675,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,763.007432890385,0.9977516016593302,0.018030552211498813,0.018030552211498817,0.01803055221156542,0
200.0,1.364465321815854e-10,-98.6503749754293,4.5106851026454086e-14,-133.4575749056068,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,763.0077108908275,0.9977519651884059,0.018181930924494463,0.018181930924494463,0.01818193092456158,0
201.0,1.341849530483114e-10,-98.72296181443238,4.510685102645442e-14,-133.45757490560675,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,763.0079910945441,0.9977523315986071,0.018334511593686494,0.018334511593754124,0.018334511593754127,0
202.0,1.3196183793934066e-10,-98.79551644313757,4.5106851026454654e-14,-133.45757490560675,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,763.0082735196585,0.9977527009136334,0.018488304141155414,0.01848830414122356,0.018488304141223565,0
203.0,1.2977650283845095e-10,-98.8680393320105,4.5106851026453966e-14,-133.4575749056068,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,763.0085581844913,0.9977530731574422,0.018643318596702353,0.018643318596702357,0.018643318596702357,0
204.0,1.2762827639172517e-10,-98.9405309583093,4.5106851026454244e-14,-133.45757490560678,4.5106851026454433e-14,-133.45757490560675,5.0118723362727144e-14,-133.0,4.5106851026454433e-14,764.7268434562777,763.0088451075638,0.9977534483542526,0.018799565100548078,0.018799565100548078,0.018799565100617272,0
