point_estimate,seed_cluster_standard_deviation,median_bootstrap_mean,lower_95,upper_95,bootstrap_resamples,bootstrap_seed,omitted_pass_slot
0.27227223519334076,0.13895452718410078,0.27239804698622705,0.2252689928769531,0.322671704405244,10000,20260901,0
0.27618306326450504,0.1407735349360354,0.275569128831323,0.22735595734982714,0.32741540245972967,10000,20260902,1
0.29346125235921494,0.13700960818002805,0.29270552656386006,0.24526973159715015,0.34260286560899056,10000,20260903,2
0.2974722640512514,0.13612914260058356,0.2967496182014123,0.2493001697630879,0.3463420373146126,10000,20260904,3
0.3030969852660415,0.1328799564855432,0.3024997004922741,0.2572484482855135,0.3516952064906727,10000,20260905,4
