mean_candidate_minus_static_final_pf,mean_candidate_minus_static_duration_mean_pf,mean_candidate_minus_predictive_final_pf,mean_candidate_minus_predictive_duration_mean_pf
0.08363773320065918,0.14491551261230592,-0.012308200376504898,0.00407747966725932
