campaign_seed,pass_slot,interval_index,classification,user_index,user_id,serving_sector,serving_stream,full_load_nominal_total_rate_bps_hz,current_load_nominal_total_rate_bps_hz,floor_bps_hz,floor_branch,current_load_nominal_meets_absolute_floor,current_load_serviceability_mismatch,optimistic_single_user_floor_feasible,optimistic_user_index,optimistic_serving_sector,optimistic_serving_stream,optimistic_maximum_target_stream_scale,optimistic_eess_limited_target_stream_scale,optimistic_protected_rate_bps_hz,optimistic_total_rate_bps_hz
44024,3,118,FIXED_Q_FIXED_BEAM_JOINT_GLOBAL_INFEASIBLE,8,E3_SITE_01_SEC_3_UE_1,2,0,0.2828577607119657,0.15538660159194684,0.13984794143275217,RELATIVE_0P9_CURRENT_LOAD_NOMINAL,True,False,True,8,2,0,1.0,3694057.067879028,9.57808151925235,1.0505181657423686
44024,3,118,FIXED_Q_FIXED_BEAM_JOINT_GLOBAL_INFEASIBLE,121,E3_SITE_11_SEC_1_UE_2,30,1,0.21116133719963606,1.0653925589227382,0.9588533030304645,RELATIVE_0P9_CURRENT_LOAD_NOMINAL,True,False,True,121,30,1,1.0,70250297.27476978,8.183922560944572,1.6854969158465578
44024,3,118,FIXED_Q_FIXED_BEAM_JOINT_GLOBAL_INFEASIBLE,132,E3_SITE_12_SEC_1_UE_1,33,0,0.6664353200706131,0.48505237760101433,0.4365471398409129,RELATIVE_0P9_CURRENT_LOAD_NOMINAL,True,False,True,132,33,0,1.0,1464085422.931801,3.6248900315547505,0.7889301882133866
44024,3,118,FIXED_Q_FIXED_BEAM_JOINT_GLOBAL_INFEASIBLE,158,E3_SITE_14_SEC_1_UE_3,39,2,0.17792312623273193,0.09359892051061201,0.1,ABSOLUTE_0P1,False,True,True,158,39,2,1.0,3818187.0581201217,3.1616199382090517,0.3975030836505352
44024,4,118,FIXED_Q_FIXED_BEAM_JOINT_GLOBAL_INFEASIBLE,8,E3_SITE_01_SEC_3_UE_1,2,0,0.2828577607119657,0.15538660159194684,0.13984794143275217,RELATIVE_0P9_CURRENT_LOAD_NOMINAL,True,False,True,8,2,0,1.0,2986910.8909370764,9.578043564876724,1.050514370304806
44024,4,118,FIXED_Q_FIXED_BEAM_JOINT_GLOBAL_INFEASIBLE,121,E3_SITE_11_SEC_1_UE_2,30,1,0.21116133719963606,1.0653925589227382,0.9588533030304645,RELATIVE_0P9_CURRENT_LOAD_NOMINAL,True,False,True,121,30,1,1.0,35099400.36528332,8.183922560944572,1.6854969158465578
44024,4,118,FIXED_Q_FIXED_BEAM_JOINT_GLOBAL_INFEASIBLE,132,E3_SITE_12_SEC_1_UE_1,33,0,0.6664353200706131,0.48505237760101433,0.4365471398409129,RELATIVE_0P9_CURRENT_LOAD_NOMINAL,True,False,True,132,33,0,1.0,3409637875.8409257,3.6248900315547505,0.7889301882133866
44024,4,118,FIXED_Q_FIXED_BEAM_JOINT_GLOBAL_INFEASIBLE,158,E3_SITE_14_SEC_1_UE_3,39,2,0.17792312623273193,0.09359892051061201,0.1,ABSOLUTE_0P1,False,True,True,158,39,2,1.0,7918515.057854361,3.1616199382090517,0.3975030836505352
44024,4,119,FIXED_Q_FIXED_BEAM_JOINT_GLOBAL_INFEASIBLE,8,E3_SITE_01_SEC_3_UE_1,2,0,0.2828577607119657,0.15538660159194684,0.13984794143275217,RELATIVE_0P9_CURRENT_LOAD_NOMINAL,True,False,True,8,2,0,1.0,1317725.3216081834,9.578171884489945,1.050527202266128
44024,4,119,FIXED_Q_FIXED_BEAM_JOINT_GLOBAL_INFEASIBLE,121,E3_SITE_11_SEC_1_UE_2,30,1,0.21116133719963606,1.0653925589227382,0.9588533030304645,RELATIVE_0P9_CURRENT_LOAD_NOMINAL,True,False,True,121,30,1,1.0,25349498.628158733,8.183923622617792,1.6854970220138799
