method_id,long_violation_seconds,short_violation_seconds,long_maximum_excess_db,short_maximum_excess_db,eligible_floor_violation_user_intervals,eligible_floor_violation_user_seconds,total_normalized_floor_shortfall,final_moving_pf_utility,duration_weighted_mean_moving_pf_utility,protected_active_eligible_p05_bps_hz,protected_active_eligible_geometric_mean_bps_hz,total_active_eligible_p05_bps_hz,total_active_eligible_geometric_mean_bps_hz,sector_mute_interval_count,intervals_with_any_sector_mute,maximum_muted_sector_count,runtime_seconds,extra,pass_slot,protected_sample_count,interval_count,method_action_sha256,method_sector_scale_sha256,method_stream_action_sha256,runtime_scope,candidate_strict_local_scope_gate,candidate_strict_post_mode_power_gate,candidate_q0_envelope_deployable_actions,candidate_unresolved_deployable_intervals,candidate_network_wide_shutdown_intervals,candidate_maximum_mutable_sector_count,candidate_maximum_external_interferers_per_violating_user,candidate_maximum_eess_backoff_sectors,candidate_maximum_strict_post_mode_power_ratio,candidate_maximum_q0_power_envelope_ratio,candidate_maximum_normalized_floor_shortfall,candidate_baseline_noop_intervals,candidate_local_grid_repair_intervals,candidate_local_stream_repair_intervals,candidate_information_exchange_locality_certified,candidate_action_scope_locality_verified,candidate_global_oracles_classification_only,candidate_local_table_build_seconds_sum,candidate_repair_solver_seconds_sum,candidate_local_table_build_seconds_max,candidate_repair_solver_seconds_max,candidate_repair_solver_seconds_p95_nonzero,candidate_changed_stream_coefficient_count_sum,candidate_changed_sector_interval_count_sum,candidate_maximum_changed_stream_coefficients_per_interval,candidate_maximum_changed_sectors_per_interval,candidate_incremental_float32_payload_lower_bound_bytes_sum,candidate_payload_claim_boundary,campaign_seed,development_replay
candidate_v4_4_floor_first_protected_subband_scheduling,0,0,-0.0035037536217033143,-14.332598245893099,60,300,6.479739514199997,45.52680791046238,86.21049290085479,0.23285933032031247,1.8785388363275883,0.3642743714477094,2.214409985783328,163,18,10,2.1805158159695566,"{'action_class_counts': {'SPARSE_LOCAL_STREAM_POWER_REPAIR': 40, 'BASELINE_NOOP': 58, 'NO_FEASIBLE_DEPLOYABLE_ACTION_FOUND': 20}, 'strict_local_scope_gate': 'PASS', 'strict_local_scope_violation_intervals': 0, 'strict_post_mode_selected_power_gate': 'PASS', 'strict_post_mode_power_violation_intervals': 0, 'q0_envelope_deployable_actions': 0, 'unresolved_deployable_intervals': 20, 'diagnostic_g8_scheduling_feasible_intervals': 0, 'network_wide_shutdown_intervals': 0, 'maximum_normalized_floor_shortfall': 0.29100564391646655, 'maximum_mutable_sector_count': 11, 'maximum_external_interferers_per_violating_user': 2, 'maximum_eess_backoff_sectors': 2, 'maximum_post_mode_selected_power_ratio': 1.0, 'maximum_strict_post_mode_selected_power_ratio': 1.0, 'maximum_q0_nominal_power_envelope_ratio': 1.0, 'protected_subband_scheduling_intervals': 0, 'protected_subband_scheduling_success_intervals': 0, 'protected_subband_scheduling_failure_intervals': 20, 'protected_subband_scheduling_guard_limit_counts': {}, 'maximum_schedule_mode_count': 64, 'maximum_schedule_guard_sector_count': 0, 'schedule_slots_per_second': 2000, 'scheduled_nonbaseline_slots_per_second_sum': 0, 'maximum_scheduled_nonbaseline_slots_per_second': 0, 'maximum_protected_subband_scheduled_fraction': 0.0, 'maximum_schedule_nonzero_mode_count': 0, 'maximum_schedule_critical_sector_count': 0, 'maximum_schedule_mutable_sector_count': 0, 'local_table_build_seconds_sum': 0.40758078068029135, 'local_table_build_seconds_max': 0.003838235978037119, 'repair_solver_seconds_sum': 0.9219751763157547, 'repair_solver_seconds_max': 0.054813651950098574, 'repair_solver_seconds_p95_nonzero': 0.019295197556493775, 'schedule_solver_seconds_sum': 0.6452088565565646, 'schedule_solver_seconds_max': 0.032832587021403015, 'candidate_end_to_end_seconds': 2.1804841860430315, 'information_exchange_locality_certified': False, 'action_scope_locality_verified': True, 'global_oracles_classification_only': True, 'changed_stream_coefficient_count_sum': 132, 'changed_sector_interval_count_sum': 80, 'maximum_changed_stream_coefficients_per_interval': 5, 'maximum_changed_sectors_per_interval': 2, 'incremental_float32_payload_lower_bound_bytes_sum': 528, 'payload_claim_boundary': 'LOWER_BOUND_FOR_CHANGED_FLOAT32_STREAM_COEFFICIENTS_PLUS_SCHEDULE_COUNTS_NOT_A_SERIALIZED_PROTOCOL_MEASUREMENT', 'claim_boundary': 'DEVELOPMENT_REPLAY_ON_PREVIOUSLY_OBSERVED_SEEDS_NOT_CONFIRMATORY_NOT_CALIBRATION_NOT_REGULATORY_COMPLIANCE'}",0,587,118,0874caf50a193daad018b8c3c8944619895d81216f9f63aae1df5efdd25e7a8b,e36f7b1c367332397d2cd6cc951f34b2b2f5186e7f4c09d907c608e791ae8547,3158965b1d1873e778013fc9f08b4ad18b22c686cb10ef4b3c32ed895c0e1809,candidate_end_to_end_including_sequential_fallback_and_repair_oracles,PASS,PASS,0.0,20.0,0.0,11.0,2.0,2.0,1.0,1.0,0.29100564391646655,58.0,0.0,40.0,False,True,True,0.40758078068029135,0.9219751763157547,0.003838235978037119,0.054813651950098574,0.019295197556493775,132.0,80.0,5.0,2.0,528.0,LOWER_BOUND_FOR_CHANGED_FLOAT32_STREAM_COEFFICIENTS_PLUS_SCHEDULE_COUNTS_NOT_A_SERIALIZED_PROTOCOL_MEASUREMENT,44017,True
robust_predictive_constrained_pf_with_sector_selective_fallback,0,0,-0.0035037536217033143,-14.332598245893099,180,900,10.821095583163093,45.539088110598456,86.1620906101533,0.2328558346576206,1.872804067641451,0.36400126094697777,2.2135632471331834,163,18,10,7.199089671019465,{'mode_command_feasible': True},0,587,118,0874caf50a193daad018b8c3c8944619895d81216f9f63aae1df5efdd25e7a8b,e835568440b5c7de7ed749173266048d9e6190cf2ab9ff31d6244ce30bb9a184,NOT_APPLICABLE,legacy_method_specific_not_cross_method_comparable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44017,True
static_robust_constrained_pf_with_sector_selective_fallback,0,0,-0.03689572725857062,-14.660900998442326,180,900,10.841146404947722,45.113308623848006,85.94833563033933,0.23291123167865047,1.8583670600224098,0.3640208257638178,2.211363224862174,0,0,0,0.5515000809682533,"{'static_mode_feasible': True, 'static_pre_fallback_ratio': 0.40285427028922394}",0,587,118,29038dff103b89279e97f140545d1f7866f4e8f93e941142a829f8572bfc9a24,31441ec7384272c5461749c42dd70ef38bbf311778843d2748299d8f6c9f5adf,NOT_APPLICABLE,legacy_method_specific_not_cross_method_comparable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44017,True
delayed_myopic_constrained_pf_with_reactive_sector_fallback,0,0,-0.0025406126858224807,-14.341377865977666,180,900,10.799252830836446,45.494508802962805,86.14070928230551,0.23282373278582177,1.8715792225964967,0.3639949761151048,2.213381005527881,148,15,10,0.5183516219258308,{},0,587,118,c929bce58ca5d6267dcc21235f242cba5234093373416ff3be6c82da22224333,72c5f021b3e872d163f766220f54183faf613c07c7ec77884e226acf2f096955,NOT_APPLICABLE,legacy_method_specific_not_cross_method_comparable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44017,True
delayed_myopic_constrained_pf_unshielded,51,0,4.6995212841852005,-10.070189235859324,180,900,10.76030343601542,45.29702164590892,86.06130593777307,0.23247841178512088,1.8726559556091402,0.3639949806420992,2.2129789092558836,0,0,0,6.6750444560311735,{'mode_interval_max_ratio': 2.9508839375534675},0,587,118,21789affc7574a87aff7fa85e3d645023977db99ad0c40d8ccd28bd5f7798f79,206c55dc4e9a354aa3b3bcce52880cfde503dc24c7eda24b47d152d9e965c2f8,NOT_APPLICABLE,legacy_method_specific_not_cross_method_comparable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44017,True
virtual_queue_unshielded,142,0,6.168081762058652,-8.502606057928494,180,900,10.831438600723649,45.12208271108139,85.95125350212317,0.23286657730741986,1.8589705111855925,0.36401901565956263,2.211394066382951,0,0,0,4.8437367010628805,"{'maximum_queue': 6.637134548112482, 'price_gain': 1.0}",0,587,118,8fcd651a580034a44df29b35bc4d2c72605adaa3861e79c8cff35dd5048a9d9b,206c55dc4e9a354aa3b3bcce52880cfde503dc24c7eda24b47d152d9e965c2f8,NOT_APPLICABLE,legacy_method_specific_not_cross_method_comparable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44017,True
uniform_protected_tone_backoff,0,0,1.928654933106574e-15,-14.26805219821862,180,900,10.765584325124271,45.22976422658408,85.86616953488705,0.2326473328088492,1.849810407311659,0.36168525871099716,2.210433137615964,0,0,0,0.07619690103456378,{},0,587,118,0874caf50a193daad018b8c3c8944619895d81216f9f63aae1df5efdd25e7a8b,c1cb8ebb340cb89ef173234d73bd97e4843288fe6c872e4df7158bea89349743,NOT_APPLICABLE,legacy_method_specific_not_cross_method_comparable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44017,True
hard_spatial_null_or_exact_mute,0,0,-0.3571490527700522,-14.981382993402638,414,2070,16.380860660283297,45.067543273599014,85.39750190953508,0.037920301455800845,1.4096400803115372,0.35181487411793866,2.203078998604741,171,3,57,0.016957798041403294,{},0,587,118,1b8552d981e4c61086437d2c5e5afe67390605d69d7669e7a325e611ebb48417,540067f507adb262d40f6694afbf09a103ab9e6e18208f954e8774688261c364,NOT_APPLICABLE,legacy_method_specific_not_cross_method_comparable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44017,True
common_scale_instantaneous_noncausal_reference,0,0,1.157192959863943e-14,-14.504950316046752,180,900,10.830973694353945,45.08850020058363,85.92505377401791,0.23287395975712616,1.8555386677855157,0.364021301480928,2.2110206537487387,0,0,0,0.2208999440772459,"{'time_resolution_seconds': 1, 'delay_intervals': 0, 'slew_constraint': False}",0,587,118,16deebb0fbe7c61106a7ea79f6fafa1f00d0ed96ca8ebbd19a63e7d1a3cea78a,206c55dc4e9a354aa3b3bcce52880cfde503dc24c7eda24b47d152d9e965c2f8,NOT_APPLICABLE,legacy_method_specific_not_cross_method_comparable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44017,True
candidate_v4_4_floor_first_protected_subband_scheduling,0,0,-0.003096383862940489,-14.319154909979261,60,300,6.479054637949778,57.538641125782775,87.17127818043771,0.22550753490347042,1.8680592117047357,0.36409419832579887,2.2031283914140225,173,18,10,2.072174464003183,"{'action_class_counts': {'SPARSE_LOCAL_STREAM_POWER_REPAIR': 40, 'BASELINE_NOOP': 55, 'NO_FEASIBLE_DEPLOYABLE_ACTION_FOUND': 20}, 'strict_local_scope_gate': 'PASS', 'strict_local_scope_violation_intervals': 0, 'strict_post_mode_selected_power_gate': 'PASS', 'strict_post_mode_power_violation_intervals': 0, 'q0_envelope_deployable_actions': 0, 'unresolved_deployable_intervals': 20, 'diagnostic_g8_scheduling_feasible_intervals': 0, 'network_wide_shutdown_intervals': 0, 'maximum_normalized_floor_shortfall': 0.2910056436785502, 'maximum_mutable_sector_count': 11, 'maximum_external_interferers_per_violating_user': 2, 'maximum_eess_backoff_sectors': 2, 'maximum_post_mode_selected_power_ratio': 1.0, 'maximum_strict_post_mode_selected_power_ratio': 1.0, 'maximum_q0_nominal_power_envelope_ratio': 1.0, 'protected_subband_scheduling_intervals': 0, 'protected_subband_scheduling_success_intervals': 0, 'protected_subband_scheduling_failure_intervals': 20, 'protected_subband_scheduling_guard_limit_counts': {}, 'maximum_schedule_mode_count': 64, 'maximum_schedule_guard_sector_count': 0, 'schedule_slots_per_second': 2000, 'scheduled_nonbaseline_slots_per_second_sum': 0, 'maximum_scheduled_nonbaseline_slots_per_second': 0, 'maximum_protected_subband_scheduled_fraction': 0.0, 'maximum_schedule_nonzero_mode_count': 0, 'maximum_schedule_critical_sector_count': 0, 'maximum_schedule_mutable_sector_count': 0, 'local_table_build_seconds_sum': 0.3975190401542932, 'local_table_build_seconds_max': 0.0038224459858611226, 'repair_solver_seconds_sum': 0.8188985872548074, 'repair_solver_seconds_max': 0.01874474505893886, 'repair_solver_seconds_p95_nonzero': 0.018593331944430247, 'schedule_solver_seconds_sum': 0.6569318160181865, 'schedule_solver_seconds_max': 0.03778694290667772, 'candidate_end_to_end_seconds': 2.0721359540475532, 'information_exchange_locality_certified': False, 'action_scope_locality_verified': True, 'global_oracles_classification_only': True, 'changed_stream_coefficient_count_sum': 136, 'changed_sector_interval_count_sum': 80, 'maximum_changed_stream_coefficients_per_interval': 5, 'maximum_changed_sectors_per_interval': 2, 'incremental_float32_payload_lower_bound_bytes_sum': 544, 'payload_claim_boundary': 'LOWER_BOUND_FOR_CHANGED_FLOAT32_STREAM_COEFFICIENTS_PLUS_SCHEDULE_COUNTS_NOT_A_SERIALIZED_PROTOCOL_MEASUREMENT', 'claim_boundary': 'DEVELOPMENT_REPLAY_ON_PREVIOUSLY_OBSERVED_SEEDS_NOT_CONFIRMATORY_NOT_CALIBRATION_NOT_REGULATORY_COMPLIANCE'}",1,571,115,eaf10dd3876fe93f3911d1fad6fd59b79b7d0cb95402e4efcec27efb7035bfcf,f934adbe58dcb0f04c6d646cb636e45e8c52c4c71d0248acdd303f848cb9c71a,2aa8b76140791f2d4180e157e86e853697439b4dbb0f2da7fdaffc079a796fd2,candidate_end_to_end_including_sequential_fallback_and_repair_oracles,PASS,PASS,0.0,20.0,0.0,11.0,2.0,2.0,1.0,1.0,0.2910056436785502,55.0,0.0,40.0,False,True,True,0.3975190401542932,0.8188985872548074,0.0038224459858611226,0.01874474505893886,0.018593331944430247,136.0,80.0,5.0,2.0,544.0,LOWER_BOUND_FOR_CHANGED_FLOAT32_STREAM_COEFFICIENTS_PLUS_SCHEDULE_COUNTS_NOT_A_SERIALIZED_PROTOCOL_MEASUREMENT,44017,True
