method_id,long_violation_seconds,short_violation_seconds,long_maximum_excess_db,short_maximum_excess_db,eligible_floor_violation_user_intervals,eligible_floor_violation_user_seconds,total_normalized_floor_shortfall,final_moving_pf_utility,duration_weighted_mean_moving_pf_utility,protected_active_eligible_p05_bps_hz,protected_active_eligible_geometric_mean_bps_hz,total_active_eligible_p05_bps_hz,total_active_eligible_geometric_mean_bps_hz,sector_mute_interval_count,intervals_with_any_sector_mute,maximum_muted_sector_count,runtime_seconds,extra,pass_slot,protected_sample_count,interval_count
robust_predictive_constrained_pf_with_sector_selective_fallback,0,0,-0.0007473992969522872,-14.182316442667776,27,135,0.3513294899055611,35.700174915905606,81.0259349406601,0.22842104075852301,2.021466361267957,0.3053459029039174,2.1741965207215532,91,13,7,7.098184370901436,{'mode_command_feasible': True},0,587,118
static_robust_constrained_pf_with_sector_selective_fallback,0,0,-0.0009185988639014832,-14.630088113236832,60,300,1.0610560599081817,35.48182581138389,80.91652756715999,0.2317343914202224,2.009633015993695,0.3050230047514219,2.172746712181628,0,0,0,0.5453997738659382,"{'static_mode_feasible': True, 'static_pre_fallback_ratio': 0.6229431919777099}",0,587,118
delayed_myopic_constrained_pf_with_reactive_sector_fallback,0,0,-0.000369575323312796,-14.13450050156364,29,145,0.4158146670863702,35.712289555842695,81.02582027265737,0.22843067086638047,2.0214902573579723,0.305454609101357,2.1741997144194403,112,16,7,0.5166153588797897,{},0,587,118
delayed_myopic_constrained_pf_unshielded,62,0,6.420276261953352,-7.807575535499645,29,145,0.41340691990314626,35.63779321440888,81.0395511308531,0.23154382302273843,2.0328174222109623,0.30525990388838503,2.1746021514422647,0,0,0,6.541180001804605,{'mode_interval_max_ratio': 4.385585943303316},0,587,118
virtual_queue_unshielded,143,0,5.163570074324625,-9.233138498877405,25,125,0.27637038889809223,35.52772129879979,80.96705345705958,0.23147163096983123,2.0213060043929802,0.30502566336636744,2.1735707630754275,0,0,0,4.733378214994445,"{'maximum_queue': 3.5797285325362935, 'price_gain': 1.0}",0,587,118
uniform_protected_tone_backoff,0,0,1.928654933106574e-15,-14.079646224481415,27,135,0.349593279437737,35.57167654155555,80.71952447705415,0.23032826605183068,1.9914199895471358,0.30524821991248413,2.1702991417662774,0,0,0,0.07797378301620483,{},0,587,118
hard_spatial_null_or_exact_mute,0,0,-0.27939318822787146,-14.94287246436121,774,3870,17.9611400295004,35.434578917220236,79.60509979657066,0.0,1.0460967671845849,0.29587092223662503,2.1533757747529747,399,7,57,0.017604976892471313,{},0,587,118
common_scale_instantaneous_noncausal_reference,0,0,1.157192959863943e-14,-14.601129052100761,60,300,1.0561394272442284,35.48456744866239,80.93020358625083,0.2317329467121508,2.0130952892138287,0.30502352760329116,2.172953482759971,0,0,0,0.22212526318617165,"{'time_resolution_seconds': 1, 'delay_intervals': 0, 'slew_constraint': False}",0,587,118
robust_predictive_constrained_pf_with_sector_selective_fallback,0,0,-0.0008651392815985391,-14.182552773478214,27,135,0.3483647521567273,47.90957385329845,82.13693843725304,0.22842147392299836,2.0167365652730287,0.30519120995855786,2.1609460748818914,91,13,7,7.013547589071095,{'mode_command_feasible': True},1,571,115
static_robust_constrained_pf_with_sector_selective_fallback,0,0,-0.08112419599019897,-14.779428903108425,60,300,1.0610657518339766,47.69094212439506,82.00837089746341,0.2317344289642423,1.9984538225851831,0.30502300587884773,2.159218299075282,0,0,0,0.5325573899317533,"{'static_mode_feasible': True, 'static_pre_fallback_ratio': 0.3303243921997706}",1,571,115
delayed_myopic_constrained_pf_with_reactive_sector_fallback,0,0,-4.663771513710702e-05,-14.23952878928608,28,140,0.41085482081213986,47.928533704238795,82.14036002660849,0.22842147324227943,2.016227634749989,0.3051176997810651,2.1609776272974823,126,18,7,0.5055513097904623,{},1,571,115
delayed_myopic_constrained_pf_unshielded,70,0,4.16965731312436,-10.030986324772037,29,145,0.41340799394648686,47.846902694765774,82.1189704228998,0.2284013598686243,2.0180980922280223,0.30514879142278223,2.160856169693513,0,0,0,6.390746537130326,{'mode_interval_max_ratio': 2.611955245840454},1,571,115
virtual_queue_unshielded,128,0,7.238883027905465,-7.402927328808747,44,220,0.5747820159638757,47.73980575196927,82.04045867896636,0.22846766807322375,2.0047680175013167,0.30502304974621597,2.159698580864436,0,0,0,4.655011049006134,"{'maximum_queue': 7.840290908026226, 'price_gain': 1.0}",1,571,115
uniform_protected_tone_backoff,0,0,1.928654933106574e-15,-14.07871450919693,27,135,0.3487129289809764,47.78056896269128,81.96433545107291,0.22707063231346514,1.999406340665269,0.305099546604344,2.1588519498430907,0,0,0,0.07506350707262754,{},1,571,115
hard_spatial_null_or_exact_mute,0,0,-0.34998440390293784,-15.034481912844528,162,810,3.4753621193151685,47.684901323503944,81.8186816098085,0.15616619636840426,1.816882947296531,0.30227738078589,2.156379996122303,57,1,57,0.016633298015221953,{},1,571,115
common_scale_instantaneous_noncausal_reference,0,0,1.157192959863943e-14,-14.601129052100761,60,300,1.0560463875136636,47.693297180338206,82.01000013943803,0.23172336209077318,1.998758030280684,0.3050232047959934,2.1592412296548495,0,0,0,0.21335279499180615,"{'time_resolution_seconds': 1, 'delay_intervals': 0, 'slew_constraint': False}",1,571,115
robust_predictive_constrained_pf_with_sector_selective_fallback,0,0,-0.0007006377486867255,-14.07190190863657,11,55,0.20144769690335484,39.601109231239036,81.51987944521223,0.20315200397745198,2.0197268118294804,0.30162141212828975,2.1699832859121684,111,16,7,7.159259972162545,{'mode_command_feasible': True},2,581,117
static_robust_constrained_pf_with_sector_selective_fallback,0,0,-0.007770350228544641,-14.6530614401858,60,300,1.0610657992144445,39.57927797514934,81.36835430306685,0.23173446666294448,2.0051697753883166,0.3050230057838705,2.168280020060899,0,0,0,0.5512878869194537,"{'static_mode_feasible': True, 'static_pre_fallback_ratio': 0.6573069310480724}",2,581,117
delayed_myopic_constrained_pf_with_reactive_sector_fallback,0,0,-0.0002615313206981552,-14.087475453703767,13,65,0.28391012534580273,39.578810298499576,81.50277170558431,0.20091620813073213,2.010680690036842,0.3008920850725129,2.169695332891173,109,17,7,0.5151765858754516,{},2,581,117
delayed_myopic_constrained_pf_unshielded,225,0,4.291593473301901,-9.987514128650382,13,65,0.2862360369608209,39.710255418537066,81.49687036358033,0.2283925086635475,2.0318006918981233,0.30530434758614244,2.170245516163774,0,0,0,6.494090864202008,{'mode_interval_max_ratio': 2.6863299082800878},2,581,117
virtual_queue_unshielded,147,0,5.4331848631870585,-8.977703003103919,8,40,0.1529582622941537,39.65621108073271,81.44417207439194,0.22838862112237118,2.0224608611011052,0.3051641794218934,2.1695032318330956,0,0,0,4.617767137940973,"{'maximum_queue': 4.506823926460224, 'price_gain': 1.0}",2,581,117
uniform_protected_tone_backoff,0,0,1.928654933106574e-15,-14.065824626188679,11,55,0.20216756552231901,38.93111281434166,81.31907494020281,0.21371233866031486,1.9956675119851457,0.3052427360691344,2.1664916570187467,0,0,0,0.07548505091108382,{},2,581,117
hard_spatial_null_or_exact_mute,0,0,-0.22865943292273314,-14.874356257987088,590,2738,12.130213348757788,34.70123719963151,81.14312781834215,0.0,1.214340980499084,0.29587092223662503,2.154117294645721,570,10,57,0.017262923065572977,{},2,581,117
common_scale_instantaneous_noncausal_reference,0,0,1.3500584531745998e-14,-14.588687122815163,60,300,1.05627127107207,39.624438251493864,81.37109297663864,0.23172263702719043,2.0083475785500022,0.30502599026295374,2.168429391303541,0,0,0,0.21653347299434245,"{'time_resolution_seconds': 1, 'delay_intervals': 0, 'slew_constraint': False}",2,581,117
robust_predictive_constrained_pf_with_sector_selective_fallback,0,0,-0.002754699539697383,-14.199878151604668,16,79,0.464070130112198,41.79947010230477,80.58727109519496,0.20699957661352394,2.0277670529482004,0.30511105247784825,2.1775675194490867,112,17,7,7.125709084793925,{'mode_command_feasible': True},3,594,119
static_robust_constrained_pf_with_sector_selective_fallback,0,0,-0.013271185008347463,-14.623161261977726,61,304,1.2504128497888172,41.7920595944997,80.43487322824402,0.2317344656648487,2.0141116584293988,0.3050230057143008,2.1758960880432983,0,0,0,0.5576495628338307,"{'static_mode_feasible': True, 'static_pre_fallback_ratio': 0.8482606867338238}",3,594,119
delayed_myopic_constrained_pf_with_reactive_sector_fallback,0,0,-0.0029193618028907796,-14.094869375457897,19,94,0.5502741725258009,41.79136458027666,80.57503994874344,0.21648899777029054,2.024440552071801,0.3043988287928744,2.1773708604067927,102,16,7,0.5206825949717313,{},3,594,119
delayed_myopic_constrained_pf_unshielded,194,0,4.515833970778514,-9.742160545411947,19,94,0.5403651686775066,41.89742855301945,80.56389224047815,0.22839262431031096,2.0393966497853695,0.3053127313682276,2.1778210335940633,0,0,0,6.708997332956642,{'mode_interval_max_ratio': 2.828677246587288},3,594,119
virtual_queue_unshielded,172,0,5.296433105586634,-8.977703003103919,9,44,0.29976982438696737,41.84244776374617,80.5120499316261,0.22839550556483723,2.030688582891146,0.30519586294034184,2.177104106740879,0,0,0,4.656908225035295,"{'maximum_queue': 4.350418886337908, 'price_gain': 1.0}",3,594,119
uniform_protected_tone_backoff,0,0,1.928654933106574e-15,-14.067390942005012,20,99,0.45588183881639216,41.033193592009454,80.39315113611069,0.22104422469327156,2.0051449797347525,0.3052977775929016,2.1742620402793,0,0,0,0.07770897005684674,{},3,594,119
hard_spatial_null_or_exact_mute,0,0,-0.013271262735327345,-14.670467613172738,530,2604,11.26983896165135,36.41569007612618,80.23256408069042,0.0,1.2890909774577997,0.3050230058784315,2.1632226505093506,513,9,57,0.017165171913802624,{},3,594,119
common_scale_instantaneous_noncausal_reference,0,0,1.3500584531745998e-14,-14.528153750417555,61,304,1.2459095116188577,41.816420961361885,80.4373915710168,0.23172400249550526,2.016158330769412,0.3050264848808647,2.1760064068282756,0,0,0,0.22563967504538596,"{'time_resolution_seconds': 1, 'delay_intervals': 0, 'slew_constraint': False}",3,594,119
robust_predictive_constrained_pf_with_sector_selective_fallback,0,0,-0.0007301272016244742,-14.110707365072521,23,115,0.9266241936073167,47.47974813080817,79.97244822426376,0.22840413456185377,2.0395961145181944,0.30562395425910416,2.1838106702715496,98,15,7,7.26741129392758,{'mode_command_feasible': False},4,605,121
static_robust_constrained_pf_with_sector_selective_fallback,0,0,-0.013810740775907188,-14.604214175834116,63,315,1.6289681141883214,47.46624106024222,79.81015598192458,0.23173446666240297,2.020401197388588,0.3050230058784315,2.1819479446311814,0,0,0,0.5572624797932804,"{'static_mode_feasible': False, 'static_pre_fallback_ratio': 1.0410550607093605}",4,605,121
delayed_myopic_constrained_pf_with_reactive_sector_fallback,0,0,-0.0005399897589902962,-14.105449354867401,23,115,0.9504360687314003,47.45861808827128,79.9486234643234,0.22100737312601984,2.0316104890569897,0.305113134021436,2.183458032522367,85,15,7,0.5306074928957969,{},4,605,121
delayed_myopic_constrained_pf_unshielded,202,0,4.504077439633797,-9.76719617973227,23,115,0.9258964124111749,47.55963594916677,79.93939093144445,0.22839264507566492,2.0452489314918743,0.30539711715558093,2.1838248155248157,0,0,0,6.838137440849096,{'mode_interval_max_ratio': 2.8210302553852626},4,605,121
virtual_queue_unshielded,189,0,5.9130370362140585,-8.789650269407723,3,15,0.5690197607984281,47.50883593102112,79.88779495698246,0.22844086177779555,2.036737254925525,0.305219247129124,2.183121607943509,0,0,0,4.871024946914986,"{'maximum_queue': 7.441711914317956, 'price_gain': 1.0}",4,605,121
uniform_protected_tone_backoff,0,0,1.928654933106574e-15,-14.065896057386464,23,115,0.9015797774600831,46.44108348965415,79.76774998346787,0.22521098077909443,2.008605403336802,0.3053718949738802,2.180063183153738,0,0,0,0.08022613287903368,{},4,605,121
hard_spatial_null_or_exact_mute,0,0,-0.19911879110615766,-14.890764113508881,569,2845,12.869834451780527,40.885064094425275,79.53780323558944,0.0,1.2376418096214734,0.3050230058784315,2.167928000464161,570,10,57,0.017767447978258133,{},4,605,121
common_scale_instantaneous_noncausal_reference,0,0,1.2536257065192713e-14,-14.500013848875229,63,315,1.62512013881192,47.486557521985624,79.81252651237796,0.23172453591893136,2.0222106843548255,0.3050281305141942,2.182012086479488,0,0,0,0.22913462622091174,"{'time_resolution_seconds': 1, 'delay_intervals': 0, 'slew_constraint': False}",4,605,121
