campaign_seed,pass_slot,interval_index,classification,user_index,user_id,serving_sector,serving_stream,full_load_nominal_total_rate_bps_hz,current_load_nominal_total_rate_bps_hz,floor_bps_hz,floor_branch,current_load_nominal_meets_absolute_floor,current_load_serviceability_mismatch,optimistic_single_user_floor_feasible,optimistic_user_index,optimistic_serving_sector,optimistic_serving_stream,optimistic_maximum_target_stream_scale,optimistic_eess_limited_target_stream_scale,optimistic_protected_rate_bps_hz,optimistic_total_rate_bps_hz
44026,0,0,FIXED_Q_FIXED_BEAM_JOINT_GLOBAL_INFEASIBLE,26,E3_SITE_03_SEC_1_UE_3,6,2,0.1414137992486354,0.1414137992486354,0.12727241932377187,RELATIVE_0P9_CURRENT_LOAD_NOMINAL,True,False,True,26,6,2,1.0,57385167.18443655,3.8678164502517816,0.49346811792349193
44026,0,0,FIXED_Q_FIXED_BEAM_JOINT_GLOBAL_INFEASIBLE,211,E3_SITE_18_SEC_2_UE_4,52,3,0.14204267444413815,0.14204267444413815,0.12783840699972435,RELATIVE_0P9_CURRENT_LOAD_NOMINAL,True,False,True,211,52,3,1.0,16208020436.479315,3.3740286720156156,0.4501584774793731
44026,0,0,FIXED_Q_FIXED_BEAM_JOINT_GLOBAL_INFEASIBLE,219,E3_SITE_19_SEC_1_UE_4,54,3,0.537566724432956,0.537566724432956,0.4838100519896604,RELATIVE_0P9_CURRENT_LOAD_NOMINAL,True,False,True,219,54,3,1.0,239851.40125561596,3.602714465312732,0.8276703930895155
44026,0,1,FIXED_Q_FIXED_BEAM_JOINT_GLOBAL_INFEASIBLE,26,E3_SITE_03_SEC_1_UE_3,6,2,0.1414137992486354,0.1414137992486354,0.12727241932377187,RELATIVE_0P9_CURRENT_LOAD_NOMINAL,True,False,True,26,6,2,1.0,60752218.78186459,3.8678164502517816,0.49346811792349193
44026,0,1,FIXED_Q_FIXED_BEAM_JOINT_GLOBAL_INFEASIBLE,211,E3_SITE_18_SEC_2_UE_4,52,3,0.14204267444413815,0.14204267444413815,0.12783840699972435,RELATIVE_0P9_CURRENT_LOAD_NOMINAL,True,False,True,211,52,3,1.0,18042189124.84183,3.3740286720156156,0.4501584774793731
44026,0,1,FIXED_Q_FIXED_BEAM_JOINT_GLOBAL_INFEASIBLE,219,E3_SITE_19_SEC_1_UE_4,54,3,0.537566724432956,0.537566724432956,0.4838100519896604,RELATIVE_0P9_CURRENT_LOAD_NOMINAL,True,False,True,219,54,3,1.0,262815.33521787374,3.602714465312732,0.8276703930895155
44026,0,2,FIXED_Q_FIXED_BEAM_JOINT_GLOBAL_INFEASIBLE,26,E3_SITE_03_SEC_1_UE_3,6,2,0.1414137992486354,0.1414137992486354,0.12727241932377187,RELATIVE_0P9_CURRENT_LOAD_NOMINAL,True,False,True,26,6,2,1.0,51109241.89747974,3.8678185178683697,0.4934683246851507
44026,0,2,FIXED_Q_FIXED_BEAM_JOINT_GLOBAL_INFEASIBLE,211,E3_SITE_18_SEC_2_UE_4,52,3,0.14204267444413815,0.14204267444413815,0.12783840699972435,RELATIVE_0P9_CURRENT_LOAD_NOMINAL,True,False,True,211,52,3,1.0,15973876629.594584,3.374030255086854,0.45015863578649695
44026,0,2,FIXED_Q_FIXED_BEAM_JOINT_GLOBAL_INFEASIBLE,219,E3_SITE_19_SEC_1_UE_4,54,3,0.537566724432956,0.537566724432956,0.4838100519896604,RELATIVE_0P9_CURRENT_LOAD_NOMINAL,True,False,True,219,54,3,1.0,228475.43868940626,3.602725775859367,0.827671524144179
44026,0,3,FIXED_Q_FIXED_BEAM_JOINT_GLOBAL_INFEASIBLE,26,E3_SITE_03_SEC_1_UE_3,6,2,0.1414137992486354,0.1414137992486354,0.12727241932377187,RELATIVE_0P9_CURRENT_LOAD_NOMINAL,True,False,True,26,6,2,1.0,27139733.457192555,3.8678263613661894,0.4934691090349327
44026,0,3,FIXED_Q_FIXED_BEAM_JOINT_GLOBAL_INFEASIBLE,211,E3_SITE_18_SEC_2_UE_4,52,3,0.14204267444413815,0.14204267444413815,0.12783840699972435,RELATIVE_0P9_CURRENT_LOAD_NOMINAL,True,False,True,211,52,3,1.0,8930846227.250444,3.374036260432931,0.4501592363211046
44026,0,3,FIXED_Q_FIXED_BEAM_JOINT_GLOBAL_INFEASIBLE,219,E3_SITE_19_SEC_1_UE_4,54,3,0.537566724432956,0.537566724432956,0.4838100519896604,RELATIVE_0P9_CURRENT_LOAD_NOMINAL,True,False,True,219,54,3,1.0,125181.99871337603,3.602768681842613,0.8276758147425036
44026,0,4,FIXED_Q_FIXED_BEAM_JOINT_GLOBAL_INFEASIBLE,26,E3_SITE_03_SEC_1_UE_3,6,2,0.1414137992486354,0.1414137992486354,0.12727241932377187,RELATIVE_0P9_CURRENT_LOAD_NOMINAL,True,False,True,26,6,2,1.0,25119892.459055606,3.867821440431843,0.4934686169414981
44026,0,4,FIXED_Q_FIXED_BEAM_JOINT_GLOBAL_INFEASIBLE,211,E3_SITE_18_SEC_2_UE_4,52,3,0.14204267444413815,0.14204267444413815,0.12783840699972435,RELATIVE_0P9_CURRENT_LOAD_NOMINAL,True,False,True,211,52,3,1.0,4995401930.628479,3.374044743195614,0.45016008459737294
