sample_id,absolute_error,stress_stratum,source_type,epoch_id,provenance_note
DEMO_0039,0.3695773167715699,nominal,synthetic_demo,1,Synthetic software test only
DEMO_0040,1.3039074611281418,high_clutter,synthetic_demo,2,Synthetic software test only
DEMO_0041,0.16736856513585685,pointing_stress,synthetic_demo,2,Synthetic software test only
DEMO_0042,0.25024216550684714,nominal,synthetic_demo,2,Synthetic software test only
DEMO_0043,0.17445382215194072,high_clutter,synthetic_demo,2,Synthetic software test only
DEMO_0044,1.0323930350035317,pointing_stress,synthetic_demo,2,Synthetic software test only
DEMO_0045,1.26034610667118,nominal,synthetic_demo,2,Synthetic software test only
DEMO_0046,1.1855472750808638,high_clutter,synthetic_demo,2,Synthetic software test only
DEMO_0047,0.6298438599870215,pointing_stress,synthetic_demo,2,Synthetic software test only
DEMO_0048,0.03844254449978361,nominal,synthetic_demo,2,Synthetic software test only
DEMO_0049,0.8388494193192473,high_clutter,synthetic_demo,2,Synthetic software test only
DEMO_0050,0.8704538288601313,pointing_stress,synthetic_demo,2,Synthetic software test only
DEMO_0051,0.7151475209374103,nominal,synthetic_demo,2,Synthetic software test only
DEMO_0052,2.0594898086948943,high_clutter,synthetic_demo,2,Synthetic software test only
DEMO_0053,1.558820385365995,pointing_stress,synthetic_demo,2,Synthetic software test only
DEMO_0054,1.6431426447021553,nominal,synthetic_demo,2,Synthetic software test only
DEMO_0055,1.2131080709235949,high_clutter,synthetic_demo,2,Synthetic software test only
DEMO_0056,1.7418061838887984,pointing_stress,synthetic_demo,2,Synthetic software test only
DEMO_0057,0.41776454427908205,nominal,synthetic_demo,2,Synthetic software test only
DEMO_0058,0.4506680791908268,high_clutter,synthetic_demo,2,Synthetic software test only
DEMO_0059,0.8279953130853515,pointing_stress,synthetic_demo,2,Synthetic software test only
DEMO_0060,0.8726704195023255,nominal,synthetic_demo,3,Synthetic software test only
DEMO_0061,0.6678563756038977,high_clutter,synthetic_demo,3,Synthetic software test only
DEMO_0062,1.7636601843897521,pointing_stress,synthetic_demo,3,Synthetic software test only
DEMO_0063,1.0491701595660412,nominal,synthetic_demo,3,Synthetic software test only
DEMO_0064,0.7769262697329979,high_clutter,synthetic_demo,3,Synthetic software test only
DEMO_0065,1.9224629263112574,pointing_stress,synthetic_demo,3,Synthetic software test only
DEMO_0066,0.33638844934464435,nominal,synthetic_demo,3,Synthetic software test only
DEMO_0067,3.2416358029166523,high_clutter,synthetic_demo,3,Synthetic software test only
DEMO_0068,0.34273412599031716,pointing_stress,synthetic_demo,3,Synthetic software test only
DEMO_0069,0.6426341822508778,nominal,synthetic_demo,3,Synthetic software test only
DEMO_0070,0.567717213360083,high_clutter,synthetic_demo,3,Synthetic software test only
DEMO_0071,0.15266102676716006,pointing_stress,synthetic_demo,3,Synthetic software test only
DEMO_0072,0.46283262331472147,nominal,synthetic_demo,3,Synthetic software test only
DEMO_0073,1.9434168981561641,high_clutter,synthetic_demo,3,Synthetic software test only
DEMO_0074,1.10122772393804,pointing_stress,synthetic_demo,3,Synthetic software test only
DEMO_0075,1.1081684199775919,nominal,synthetic_demo,3,Synthetic software test only
DEMO_0076,1.039903053077489,high_clutter,synthetic_demo,3,Synthetic software test only
DEMO_0077,3.9862203655924784,pointing_stress,synthetic_demo,3,Synthetic software test only
DEMO_0078,0.6090329568975583,nominal,synthetic_demo,3,Synthetic software test only
DEMO_0079,0.45029183765696,high_clutter,synthetic_demo,3,Synthetic software test only
DEMO_0080,0.02697605583513199,pointing_stress,synthetic_demo,4,Synthetic software test only
DEMO_0081,1.2611321888016565,nominal,synthetic_demo,4,Synthetic software test only
DEMO_0082,0.4208291329480707,high_clutter,synthetic_demo,4,Synthetic software test only
DEMO_0083,2.367193314275412,pointing_stress,synthetic_demo,4,Synthetic software test only
DEMO_0084,0.5472386792424034,nominal,synthetic_demo,4,Synthetic software test only
DEMO_0085,0.32398724227835557,high_clutter,synthetic_demo,4,Synthetic software test only
DEMO_0086,1.3876460742757448,pointing_stress,synthetic_demo,4,Synthetic software test only
DEMO_0087,2.303726373149164,nominal,synthetic_demo,4,Synthetic software test only
DEMO_0088,1.2870298556400286,high_clutter,synthetic_demo,4,Synthetic software test only
DEMO_0089,2.5079012383113315,pointing_stress,synthetic_demo,4,Synthetic software test only
DEMO_0090,0.2105750321335397,nominal,synthetic_demo,4,Synthetic software test only
DEMO_0091,1.5624930033793403,high_clutter,synthetic_demo,4,Synthetic software test only
DEMO_0092,0.9056910625388346,pointing_stress,synthetic_demo,4,Synthetic software test only
DEMO_0093,1.8761505500246027,nominal,synthetic_demo,4,Synthetic software test only
DEMO_0094,0.7298656052766219,high_clutter,synthetic_demo,4,Synthetic software test only
DEMO_0095,0.563665850276116,pointing_stress,synthetic_demo,4,Synthetic software test only
DEMO_0096,0.9870973545587526,nominal,synthetic_demo,4,Synthetic software test only
DEMO_0097,1.1826711078541845,high_clutter,synthetic_demo,4,Synthetic software test only
DEMO_0098,1.7994438335345408,pointing_stress,synthetic_demo,4,Synthetic software test only
DEMO_0099,0.3796135499383822,nominal,synthetic_demo,4,Synthetic software test only
DEMO_0100,0.11286609064684443,high_clutter,synthetic_demo,5,Synthetic software test only
DEMO_0101,2.055376738349739,pointing_stress,synthetic_demo,5,Synthetic software test only
DEMO_0102,0.3291828385937351,nominal,synthetic_demo,5,Synthetic software test only
DEMO_0103,0.6453511274055029,high_clutter,synthetic_demo,5,Synthetic software test only
DEMO_0104,3.667763658181604,pointing_stress,synthetic_demo,5,Synthetic software test only
DEMO_0105,1.406827848294551,nominal,synthetic_demo,5,Synthetic software test only
DEMO_0106,2.0254246333274044,high_clutter,synthetic_demo,5,Synthetic software test only
DEMO_0107,0.8087917732918513,pointing_stress,synthetic_demo,5,Synthetic software test only
DEMO_0108,1.6950798232283661,nominal,synthetic_demo,5,Synthetic software test only
DEMO_0109,0.7448052993107552,high_clutter,synthetic_demo,5,Synthetic software test only
DEMO_0110,1.6562011984601988,pointing_stress,synthetic_demo,5,Synthetic software test only
DEMO_0111,1.3694421024922536,nominal,synthetic_demo,5,Synthetic software test only
DEMO_0112,0.5694069654364793,high_clutter,synthetic_demo,5,Synthetic software test only
DEMO_0113,1.8220406092217136,pointing_stress,synthetic_demo,5,Synthetic software test only
DEMO_0114,1.2104034977283462,nominal,synthetic_demo,5,Synthetic software test only
DEMO_0115,0.2986406526697147,high_clutter,synthetic_demo,5,Synthetic software test only
DEMO_0116,0.4990738111023745,pointing_stress,synthetic_demo,5,Synthetic software test only
DEMO_0117,0.027910160038090128,nominal,synthetic_demo,5,Synthetic software test only
DEMO_0118,0.2770110537321833,high_clutter,synthetic_demo,5,Synthetic software test only
DEMO_0119,1.3017501496531132,pointing_stress,synthetic_demo,5,Synthetic software test only
DEMO_0120,0.7697394786453129,nominal,synthetic_demo,6,Synthetic software test only
DEMO_0121,0.47672907844278595,high_clutter,synthetic_demo,6,Synthetic software test only
DEMO_0122,0.036973780413537216,pointing_stress,synthetic_demo,6,Synthetic software test only
DEMO_0123,2.3497490657636053,nominal,synthetic_demo,6,Synthetic software test only
DEMO_0124,0.08078423609888007,high_clutter,synthetic_demo,6,Synthetic software test only
DEMO_0125,0.25984268521009163,pointing_stress,synthetic_demo,6,Synthetic software test only
DEMO_0126,0.8975386084175799,nominal,synthetic_demo,6,Synthetic software test only
DEMO_0127,0.07563107707818245,high_clutter,synthetic_demo,6,Synthetic software test only
DEMO_0128,1.4970324191654225,pointing_stress,synthetic_demo,6,Synthetic software test only
DEMO_0129,1.2472155684219224,nominal,synthetic_demo,6,Synthetic software test only
DEMO_0130,1.330202199704193,high_clutter,synthetic_demo,6,Synthetic software test only
DEMO_0131,1.1356344825261988,pointing_stress,synthetic_demo,6,Synthetic software test only
DEMO_0132,1.095414197750562,nominal,synthetic_demo,6,Synthetic software test only
DEMO_0133,2.368339050866947,high_clutter,synthetic_demo,6,Synthetic software test only
DEMO_0134,2.38323262292802,pointing_stress,synthetic_demo,6,Synthetic software test only
DEMO_0135,0.15030026470482147,nominal,synthetic_demo,6,Synthetic software test only
DEMO_0136,2.037756569087807,high_clutter,synthetic_demo,6,Synthetic software test only
DEMO_0137,1.3026101477734378,pointing_stress,synthetic_demo,6,Synthetic software test only
DEMO_0138,0.5268561913644378,nominal,synthetic_demo,6,Synthetic software test only
DEMO_0139,0.7614085419997008,high_clutter,synthetic_demo,6,Synthetic software test only
DEMO_0140,0.13302219689066339,pointing_stress,synthetic_demo,7,Synthetic software test only
DEMO_0141,1.7209239937548348,nominal,synthetic_demo,7,Synthetic software test only
DEMO_0142,1.1762845229526548,high_clutter,synthetic_demo,7,Synthetic software test only
DEMO_0143,0.15021895471312702,pointing_stress,synthetic_demo,7,Synthetic software test only
DEMO_0144,1.6501647073017485,nominal,synthetic_demo,7,Synthetic software test only
DEMO_0145,1.2531691602516792,high_clutter,synthetic_demo,7,Synthetic software test only
DEMO_0146,2.634697788464737,pointing_stress,synthetic_demo,7,Synthetic software test only
DEMO_0147,0.09991277443308319,nominal,synthetic_demo,7,Synthetic software test only
DEMO_0148,1.0097781655674913,high_clutter,synthetic_demo,7,Synthetic software test only
DEMO_0149,0.7418873109223183,pointing_stress,synthetic_demo,7,Synthetic software test only
DEMO_0150,1.7093616604462591,nominal,synthetic_demo,7,Synthetic software test only
DEMO_0151,1.762209379156761,high_clutter,synthetic_demo,7,Synthetic software test only
DEMO_0152,0.2730734051336755,pointing_stress,synthetic_demo,7,Synthetic software test only
DEMO_0153,1.467830137448659,nominal,synthetic_demo,7,Synthetic software test only
DEMO_0154,0.6795374491217474,high_clutter,synthetic_demo,7,Synthetic software test only
DEMO_0155,0.5049721666408241,pointing_stress,synthetic_demo,7,Synthetic software test only
DEMO_0156,0.4837651248940727,nominal,synthetic_demo,7,Synthetic software test only
DEMO_0157,1.2012684636945845,high_clutter,synthetic_demo,7,Synthetic software test only
DEMO_0158,0.30244092100382736,pointing_stress,synthetic_demo,7,Synthetic software test only
DEMO_0159,1.7248705563315325,nominal,synthetic_demo,7,Synthetic software test only
DEMO_0160,3.387849684828644,high_clutter,synthetic_demo,8,Synthetic software test only
DEMO_0161,1.7181778016769518,pointing_stress,synthetic_demo,8,Synthetic software test only
DEMO_0162,0.12817427962426683,nominal,synthetic_demo,8,Synthetic software test only
DEMO_0163,2.4688600355279218,high_clutter,synthetic_demo,8,Synthetic software test only
DEMO_0164,0.5161003632839343,pointing_stress,synthetic_demo,8,Synthetic software test only
DEMO_0165,1.0362902620905028,nominal,synthetic_demo,8,Synthetic software test only
DEMO_0166,0.4225839481440406,high_clutter,synthetic_demo,8,Synthetic software test only
DEMO_0167,1.1549569234371373,pointing_stress,synthetic_demo,8,Synthetic software test only
DEMO_0168,0.16123813234518802,nominal,synthetic_demo,8,Synthetic software test only
DEMO_0169,1.6290829667033961,high_clutter,synthetic_demo,8,Synthetic software test only
DEMO_0170,2.3769536113497653,pointing_stress,synthetic_demo,8,Synthetic software test only
DEMO_0171,1.2466377992828759,nominal,synthetic_demo,8,Synthetic software test only
DEMO_0172,0.17574940611575393,high_clutter,synthetic_demo,8,Synthetic software test only
DEMO_0173,0.40348549554135976,pointing_stress,synthetic_demo,8,Synthetic software test only
DEMO_0174,0.3003734826869173,nominal,synthetic_demo,8,Synthetic software test only
DEMO_0175,0.09907529388115843,high_clutter,synthetic_demo,8,Synthetic software test only
DEMO_0176,2.262689288238112,pointing_stress,synthetic_demo,8,Synthetic software test only
DEMO_0177,0.1539954645226549,nominal,synthetic_demo,8,Synthetic software test only
DEMO_0178,1.3220122428370042,high_clutter,synthetic_demo,8,Synthetic software test only
DEMO_0179,3.2742532269533267,pointing_stress,synthetic_demo,8,Synthetic software test only
DEMO_0180,0.20067795015601814,nominal,synthetic_demo,9,Synthetic software test only
DEMO_0181,0.8193061498896189,high_clutter,synthetic_demo,9,Synthetic software test only
DEMO_0182,0.6175387394872548,pointing_stress,synthetic_demo,9,Synthetic software test only
DEMO_0183,1.56113269512514,nominal,synthetic_demo,9,Synthetic software test only
DEMO_0184,0.3562154747638837,high_clutter,synthetic_demo,9,Synthetic software test only
DEMO_0185,1.2614608068623838,pointing_stress,synthetic_demo,9,Synthetic software test only
DEMO_0186,0.14373623931022417,nominal,synthetic_demo,9,Synthetic software test only
DEMO_0187,2.911135385743672,high_clutter,synthetic_demo,9,Synthetic software test only
DEMO_0188,3.374049861210345,pointing_stress,synthetic_demo,9,Synthetic software test only
DEMO_0189,0.6887613478590603,nominal,synthetic_demo,9,Synthetic software test only
DEMO_0190,0.01487056262467537,high_clutter,synthetic_demo,9,Synthetic software test only
DEMO_0191,1.155666019818253,pointing_stress,synthetic_demo,9,Synthetic software test only
DEMO_0192,1.1844250573685753,nominal,synthetic_demo,9,Synthetic software test only
DEMO_0193,1.5585994143328432,high_clutter,synthetic_demo,9,Synthetic software test only
DEMO_0194,1.6348876773691043,pointing_stress,synthetic_demo,9,Synthetic software test only
DEMO_0195,0.40643390214488073,nominal,synthetic_demo,9,Synthetic software test only
DEMO_0196,1.17663789067582,high_clutter,synthetic_demo,9,Synthetic software test only
DEMO_0197,0.0007497045474332592,pointing_stress,synthetic_demo,9,Synthetic software test only
DEMO_0198,1.903127259558576,nominal,synthetic_demo,9,Synthetic software test only
DEMO_0199,0.2750671144732672,high_clutter,synthetic_demo,9,Synthetic software test only
DEMO_0200,1.189199814310638,pointing_stress,synthetic_demo,10,Synthetic software test only
DEMO_0201,0.2976960359635385,nominal,synthetic_demo,10,Synthetic software test only
DEMO_0202,2.032516359622123,high_clutter,synthetic_demo,10,Synthetic software test only
DEMO_0203,1.0245621939044653,pointing_stress,synthetic_demo,10,Synthetic software test only
DEMO_0204,1.330508933113898,nominal,synthetic_demo,10,Synthetic software test only
DEMO_0205,1.9122030915352213,high_clutter,synthetic_demo,10,Synthetic software test only
DEMO_0206,0.1378595185962873,pointing_stress,synthetic_demo,10,Synthetic software test only
DEMO_0207,0.6313116647201368,nominal,synthetic_demo,10,Synthetic software test only
DEMO_0208,2.2991253219205743,high_clutter,synthetic_demo,10,Synthetic software test only
DEMO_0209,1.5116821363582742,pointing_stress,synthetic_demo,10,Synthetic software test only
DEMO_0210,0.12463886867369567,nominal,synthetic_demo,10,Synthetic software test only
DEMO_0211,2.1680163543770625,high_clutter,synthetic_demo,10,Synthetic software test only
DEMO_0212,0.7557914717341079,pointing_stress,synthetic_demo,10,Synthetic software test only
DEMO_0213,1.3437239242671313,nominal,synthetic_demo,10,Synthetic software test only
DEMO_0214,1.2435248639917582,high_clutter,synthetic_demo,10,Synthetic software test only
DEMO_0215,1.4961820287991108,pointing_stress,synthetic_demo,10,Synthetic software test only
DEMO_0216,0.41864648977687335,nominal,synthetic_demo,10,Synthetic software test only
DEMO_0217,0.378256468131279,high_clutter,synthetic_demo,10,Synthetic software test only
DEMO_0218,1.9281390285028601,pointing_stress,synthetic_demo,10,Synthetic software test only
DEMO_0219,0.0630179059041963,nominal,synthetic_demo,10,Synthetic software test only
DEMO_0220,2.332846703983832,high_clutter,synthetic_demo,11,Synthetic software test only
DEMO_0221,1.5245660536656942,pointing_stress,synthetic_demo,11,Synthetic software test only
DEMO_0222,1.5785607141744924,nominal,synthetic_demo,11,Synthetic software test only
DEMO_0223,0.26084252751732284,high_clutter,synthetic_demo,11,Synthetic software test only
DEMO_0224,0.029221450846697812,pointing_stress,synthetic_demo,11,Synthetic software test only
DEMO_0225,0.5458959433047047,nominal,synthetic_demo,11,Synthetic software test only
DEMO_0226,1.0818454877285961,high_clutter,synthetic_demo,11,Synthetic software test only
DEMO_0227,1.6383547729959833,pointing_stress,synthetic_demo,11,Synthetic software test only
DEMO_0228,1.0938656033322125,nominal,synthetic_demo,11,Synthetic software test only
DEMO_0229,0.19909740928157382,high_clutter,synthetic_demo,11,Synthetic software test only
DEMO_0230,0.9497733891789828,pointing_stress,synthetic_demo,11,Synthetic software test only
DEMO_0231,0.3716961957926182,nominal,synthetic_demo,11,Synthetic software test only
DEMO_0232,0.677223465084495,high_clutter,synthetic_demo,11,Synthetic software test only
DEMO_0233,1.43234007140296,pointing_stress,synthetic_demo,11,Synthetic software test only
DEMO_0234,0.8727152828203761,nominal,synthetic_demo,11,Synthetic software test only
DEMO_0235,1.1187425609316508,high_clutter,synthetic_demo,11,Synthetic software test only
DEMO_0236,1.4419205674315667,pointing_stress,synthetic_demo,11,Synthetic software test only
DEMO_0237,0.3986130617556232,nominal,synthetic_demo,11,Synthetic software test only
DEMO_0238,0.035087499212687216,high_clutter,synthetic_demo,11,Synthetic software test only
DEMO_0239,0.7667942282461948,pointing_stress,synthetic_demo,11,Synthetic software test only
